1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
0,0,1,4,20,7,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,1,8,0,0,0,0
1,0,0,1,2,0,7,2,0,3,0,3,0,0,0,2,2,0,1,0,0,0,0,8,0,1,3
0,2,0,10,2,2,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
7,0,1,0,0,1,1,0,8,0,0,0,1,1,0,0,3,0,0,1,0,2,0,0,0,2,0
0,0,1,1,1,3,6,0,0,0,0,2,162,1,0,1,11,0,0,0,0,0,0,0,2,0,2
0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,17,0,1,0,1,5,1,5,0,0,0,5
1,0,1,0,0,1,1,1,1,4,0,16,1,0,0,1,0,1,0,0,1,0,0,0,3,0,1
3,1,0,4,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,3,4,7,1,0,0,1,0
4,1,14,0,1,0,1,2,0,0,1,7,0,0,3,1,0,1,0,1,2,2,1,1,0,0,1
1,2,8,3,0,4,3,0,10,0,1,0,0,0,1,0,0,0,1,0,1,0,0,6,1,0,0
0,0,1,0,0,0,1,0,1,0,0,1,7,5,2,0,0,7,0,0,1,0,1,0,0,0,1
0,0,0,11,0,1,0,0,0,3,5,0,0,1,1,0,2,1,0,1,0,0,1,13,3,1,1
3,1,1,1,0,0,1,3,3,3,0,0,0,2,0,0,4,1,0,3,0,3,0,0,0,0,3
0,0,1,0,0,16,0,8,0,54,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,0,21
1,3,0,10,1,0,1,2,0,0,0,0,0,5,1,0,0,0,2,0,1,0,0,11,0,1,0
4,0,0,3,2,1,7,0,1,1,0,0,0,0,3,0,0,26,0,1,0,0,18,0,0,0,0
1,0,1,0,1,0,1,3,0,0,0,0,0,0,1,0,5,0,1,0,1,16,0,1,1,0,1
2,7,0,25,1,1,2,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,2,0,11
0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,12,0,0,3,0,2,0,1,0,0,0,6
5,0,0,0,1,0,0,22,0,2,0,3,0,0,0,0,0,0,4,1,7,0,225,0,0,1,0
0,1,0,38,42,0,0,0,0,1,0,0,0,0,0,1,0,1,0,136,0,5,2,0,197,0,0
0,1,5,3,0,2159,0,0,0,1,0,1,3,0,0,2,0,1,1,0,0,3,0,5,2,1,1
1,0,7,0,0,1,3,1,1,4,1,0,1,0,4,0,2,0,0,0,0,1,0,0,0,0,0
0,1,0,4,1,0,11,7,1,0,15,1,0,0,0,1,1,0,0,3,0,0,1,0,0,1,14
0,0,1,1,1,0,1,0,0,2,14,23,2,0,0,1,0,1,6,0,0,0,0,0,0,0,2
0,1,12,0,0,0,0,0,0,1,4,1,3,0,1,0,0,0,0,1,0,0,1,0,1,1,0
0,47,1,1,0,5,2,1,1,1,1,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,8
2,1,1,1,0,1,0,0,1,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,16,4,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,2
0,23,1,1,0,4,1,0,0,0,4,1,0,9,0,0,0,1,3,1,0,3,0,1,0,0,16
