1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
1,2,3,3,1,0,1,3,0,0,0,0,2,1,1,1,0,3,0,0,1,0,0,0,0,0,2
0,1,6,0,0,0,4,7,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2
0,0,0,1,53,0,18,8,0,0,0,0,1,4,2,0,0,0,0,1,0,0,0,1,1,5,2
1,0,10,0,23,0,0,4,0,0,3,0,0,1,1,1,8,0,0,3,1,1,0,0,0,1,0
0,1,10,0,0,0,0,0,2,1,4,0,11,0,1,1,0,3,2,2,2,0,4,0,0,1,4
1,0,0,12,165,0,0,0,6,1,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1
0,14,3,1,1,0,0,0,0,4,0,1,0,1,5,3,3,1,0,0,2,0,0,1,0,1,7
1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,2,1,0,0,1,0,0,15,0,1
0,2,1,1,0,0,0,2,0,0,1,0,0,0,2,2,0,1,0,91,1,0,0,2,0,0,3
1,0,1,5,0,0,30,1,0,0,4,0,1,0,2,1,0,1,3,52,10,0,1,0,0,4,1
2,0,49,1,2,1,0,2,0,0,0,6,2,26,2,3,0,0,1,0,0,2,1,0,0,0,0
0,2,2,7,8,1,1,1,3,2,0,0,1,1,0,0,63,0,0,1,5,0,0,0,3,0,2
12,1,1,2,0,1,1,2,0,0,1,0,0,1,1,0,3,0,1,0,1,1,0,2,0,0,4
236,26,2,0,0,1,12,2,12,0,1,2,1,0,1,0,1,0,0,0,4,0,0,0,19,0,2
0,259,1,0,4,1,0,1,2,1,4,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1,1,1,1,0,0,4,1,4,0,1,0,0,0,0,0,0,0,1,3,0,0,0,9,6,0,0
18,3,1,4,0,0,1,0,0,0,4,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0,2,0,1,0,2,3,5,0,2,0,1,1,9,1,0,1,0,0,1,1,0,0,0,0,0,2
3,2,0,0,0,3,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,39,0,0,1,0,192
0,0,1,2,0,6,0,1,0,0,1,0,0,0,0,0,9,2,0,1,1,0,0,0,3,0,3
0,0,0,132,0,4,0,24,0,3,20,1,0,8,1,3,1,0,1,0,1,0,0,1,1,0,0
0,0,0,1,1,19,0,0,0,1,1,1,0,12,1,1,7,2,0,2,2,0,2,0,0,1,0
2,0,0,15,0,0,74,0,0,1,0,0,0,1,0,0,0,0,0,1,34,0,1,0,0,3,0
0,1,6,3,0,0,6,0,0,0,1,1,0,0,3,0,2,0,0,0,1,0,0,0,2,0,1
0,1,0,0,0,1,1,0,0,4,0,0,5,0,0,0,14,2,5,1,113,1,1,9,0,0,0
2,0,8,0,0,6,10,1,0,0,0,0,1,1,1,0,0,21,1,2,0,1,17,0,0,0,1
5,2,0,0,0,4,2,1,0,0,3,6,0,0,0,1,109,0,0,0,0,0,0,0,0,6,0
0,7,1,1,3,0,2,0,0,0,5,1,5,1,1,1,8,1,0,0,1,0,1,0,0,2,0
1,0,2,0,1,0,1,1,0,0,0,0,1,0,2,0,2,8,0,20,0,0,0,0,1,0,2
0,0,2,4,1,4,1,0,3,1,0,0,0,3,1,1,0,2,0,0,0,1,0,0,0,0,4
1,23,1,1,1,1,0,0,0,0,1,0,6,0,2,4,4,1,1,0,0,0,3,1,1,0,5
0,1,5,1,13,1,0,1,0,0,0,0,1,0,1,1,0,0,7,0,0,0,2,1,0,0,1
0,0,6,3,6,2,52,0,0,0,0,0,0,11,0,5,0,1,0,0,0,0,0,0,0,0,35
0,0,2,5,0,0,0,2,0,0,8,0,3,0,0,5,2,0,4,0,3,1,0,4,0,0,2
6,0,0,0,1,0,16,0,0,0,0,1,6,5,1,0,3,0,0,2,0,0,1,0,1,0,0
1,0,0,0,0,1,1,0,1,1,0,2,0,0,1,16,0,1,0,2,0,1,0,3,1,1,1
0,0,1,1,0,4,1,23,2,1,51,0,0,3,0,0,0,1,1,3,0,0,0,0,1,1,76
1,1,4,0,0,4,0,9,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,3,37,0,1
0,0,2,1,3,1,2,0,4,2,0,0,1,0,1,12,1,0,3,1,0,0,0,1,0,0,1
2,1,1,0,3,5,0,5,1,0,0,0,0,1,1,1,1,0,1,0,7,0,0,0,2,0,1
