1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
20,7,0,1,0,1,0,2,1,0,0,1,0,8,2,1,0,44,3,0,1,1,1,1,9,1,4
1,0,0,1,1,0,2,2,1,0,0,0,20,1,2,14,0,1,0,1,1,0,1,0,4,0,0
1,0,0,2,0,1,1,0,0,0,4,0,2,2,31,4,0,1,1,0,1,1,0,0,0,0,3
1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,4,2,1,1,0,0,0,0,25,0,1
2,0,1,3,0,6,41,0,0,2,0,0,0,1,1,1,10,1,0,0,0,1,0,1,0,2,1
1,0,0,0,1,1,12,2,1,7,10,4,0,0,4,2,1,0,2,0,1,0,0,1,1,0,2
0,0,3,0,1,0,5,1,0,0,0,2,0,0,0,4,1,0,0,0,0,0,1,0,1,0,2
0,0,0,0,9,1,1,2,1,0,1,240,1,2,10,1,0,0,2,2,4,6,0,0,2,4,1
1,189,0,2,4,3,0,0,2,0,0,0,0,0,0,0,1,0,2,2,5,1,0,1,0,0,0
1,0,0,1,1,2,2,1,2,8,0,0,0,0,2,4,2,1,13,1,0,2,1,0,2,3,0
0,1,0,0,2,0,1,1,0,0,1,18,1,2,3,0,1,0,1,1,0,5,1,0,0,0,3
6,0,0,0,2,0,7,0,1,0,0,0,3,2,8,2,11,1,1,2,0,1,72,0,1,3,0
3,1,1,0,1,2,1,3,19,0,1,4,20,1,2,0,1,0,0,1,4,1,0,1,0,0,0
0,3,0,1,1,3,1,1,4,2,4,0,2,1,0,5,1,0,2,0,2,0,1,1,1,5,2
1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,2,0,1,4,0,2,2,1,0
0,4,0,5,1,3,0,0,3,1,2,0,4,1,1,2,2,0,6,0,0,0,7,0,1,0,4
8,1,2,0,1,2,0,1,5,0,4,0,4,1,1,1,1,0,0,0,1,1,1,1,2,1,1
8,1,1,0,0,1,0,0,1,4,0,2,0,0,2,1,1,0,0,4,0,0,0,0,1,1,1
2,0,0,0,0,0,1,0,1,0,0,12,0,3,1,1,1,0,1,0,0,0,0,1,0,0,2
0,0,0,1,0,0,0,0,0,2,0,0,1,0,29,1,0,0,7,1,1,0,1,2,71,1,0
2,1,0,0,1,2,8,1,1,26,1,0,0,1,0,4,0,0,1,2,0,0,0,0,2,0,1
3,0,2,0,1,0,4,5,0,4,2,0,1,2,1,2,1,0,0,17,0,1,0,0,2,1,5
13,0,1,0,11,1,12,4,2,3,0,1,1,0,1,0,2,0,0,1,0,1,1,0,0,8,0
0,1,0,0,1,0,0,4,1,0,0,0,1,0,2,0,1,2,1,0,4,2,0,1,2,3,0
1,4,0,12,36,2,0,0,0,0,2,1,2,2,2,2,10,0,1,1,0,3,1,0,13,1,41
9,1,1,1,3,1,2,1,3,0,0,1,6,0,0,1,1,0,2,0,0,0,0,1,0,0,0
0,1,0,5,0,1,1,0,2,0,2,0,0,1,1,19,2,0,0,1,1,1,0,2,6,1,24
1,12,0,0,0,0,1,0,0,0,1,0,2,1,2,1,1,0,2,1,1,9,0,1,2,2,8
0,2,0,1,3,1,0,1,0,0,0,0,5,2,0,1,1,0,1,0,8,1,2,0,1,2,0
0,0,0,2,1,2,0,0,0,0,1,0,0,0,4,1,0,1,0,1,0,0,2,0,0,0,1
2,1,5,0,1,0,0,0,1,6,0,2,4,2,3,0,0,0,0,17,1,0,0,1,1,0,0
2,1,0,4,0,1,0,2,0,0,0,0,0,12,0,12,0,2,1,3,0,4,0,0,1,0,8
0,1,3,217,1,1,1,0,0,1,3,0,2,2,1,0,0,1,2,0,1,0,0,1,1,0,5
0,0,0,0,1,0,1,1,1,0,1,2,6,0,0,0,0,0,0,1,0,1,2,1,0,0,1
0,8,0,1,0,0,2,0,0,1,1,1,1,0,3,5,1,2,1,4,0,1,0,1,0,0,1
1,1,0,0,1,7,2,0,1,0,0,0,1,1,0,0,45,0,0,0,0,3,0,0,0,0,0
14,3,2,5,2,1,1,0,0,0,0,0,13,1,1,2,3,0,96,0,1,2,1,0,1,1,2
8,0,2,1,2,3,2,0,0,0,1,64,4,0,0,2,2,1,0,0,0,0,0,0,0,0,4
