1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
3,1,0,0,1,0,1,3,0,1,1,0,1,25,38,1,1,0,1,0,1,0,0,2,1,0,0
1,1,1,8,0,0,8,0,2,3,1,0,1,0,0,0,1,0,12,0,0,0,2,0,0,0,1
0,1,0,1,2,1,0,0,0,0,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,25
0,2,1,0,4,1,1,0,0,1,0,1,1,5,1,4,0,2,0,2,0,0,2,0,0,0,0
3,0,0,0,4,0,1,0,0,0,0,0,2,0,1,0,11,0,1,3,0,1,0,0,1,1,6
0,1,0,0,1,0,2,2,0,0,1,0,5,0,0,5,0,0,0,1,0,0,37,100,2,0,1
1,1,0,1,1,0,0,0,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,6,0,5,4
2,0,1,8,1,0,6,1,2,0,0,0,11,0,1,0,1,5,0,0,2,6,1,15,1,7,29
2,0,1,0,2,7,0,1,1,1,1,0,42,0,1,2,0,4,0,0,0,3,0,1,1,0,1
1,2,0,0,14,1,0,3,0,0,2,1,0,12,1,0,0,1,0,0,0,0,1,1,1,1,0
0,0,14,1,0,1,9,0,0,1,18,0,1,0,6,0,0,1,5,0,2,4,6,1,1,0,3
0,0,0,0,2,1,9,1,0,0,0,1,1,1,1,2,49,1,1,1,0,0,0,2,4,0,0
0,0,0,1,0,0,1,0,5,0,0,1,4,0,14,0,0,0,2,1,0,1,0,0,0,1,0
0,18,0,0,0,0,2,0,4,1,1,0,0,11,0,1,0,3,1,0,0,1,0,5,0,1,12
2,3,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,8,0,1,0,0,0,2,0,0,0
1,1,0,4,14,0,6,10,0,1,0,5,0,0,2,1,1,1,1,2,0,0,37,1,0,0,0
3,4,0,0,0,2,1,4,26,0,1,1,0,0,2,14,5,2,1,1,1,1,0,0,5,2,6
0,0,2,0,0,3,0,1,0,3,3,0,0,4,1,0,1,0,1,0,0,0,0,3,0,0,3
8,16,0,0,0,14,9,0,0,4,0,2,1,0,1,4,0,2,4,0,0,0,0,2,1,0,2
0,0,10,0,1,1,0,1,3,0,1,0,1,1,0,0,4,0,2,1,1,1,1,0,0,0,2
