mutation_rate_off,mutation_rate_on,division_rate_on,fraction_on,mutation_rate_p,fitness_mutants_p,mutation_rate_s,fitness_mutants_s,AIC
8.27840150851381e-9,9.587331829786616e-7,0.6380220387556306,0.0,0.0,0.0,0.0,0.0,455.40761740772894
9.028888743053656e-9,8.75174228167986e-7,0.7659348675368373,0.0,0.0,0.0,0.0,0.0,438.16202144505746
1.0634714406948965e-8,7.780105495040778e-7,0.7522339643683594,0.0,0.0,0.0,0.0,0.0,449.7371356600402
1.022394238296905e-8,1.091379267617116e-6,0.6511933678080172,0.0,0.0,0.0,0.0,0.0,487.83097202521617
6.7458494216055106e-9,1.3229020756827245e-6,0.8399093732628868,0.0,0.0,0.0,0.0,0.0,440.9458022870024
8.10860890194876e-9,8.179965894310241e-7,0.8826712806746253,0.0,0.0,0.0,0.0,0.0,423.5722159196247
9.48982888722196e-9,1.396519855393021e-6,0.7620761997339636,0.0,0.0,0.0,0.0,0.0,488.91181173024563
1.0413063710058118e-8,1.0169085820448129e-6,0.7086859649161094,0.0,0.0,0.0,0.0,0.0,440.0124703945346
1.0784776428816779e-8,8.878347789617241e-7,0.6955311811902133,0.0,0.0,0.0,0.0,0.0,442.0686025907032
8.452334126209382e-9,9.837424070805179e-7,0.7190767791497876,0.0,0.0,0.0,0.0,0.0,453.3364744939464
1.0088017263372131e-8,8.073126576894704e-7,0.5380244756297415,0.0,0.0,0.0,0.0,0.0,433.48055663729724
1.0009981990438326e-8,6.605386294751336e-7,0.7047298523652398,0.0,0.0,0.0,0.0,0.0,402.22459730623643
1.0140871769926287e-8,1.283277613798935e-6,0.5314103455239312,0.0,0.0,0.0,0.0,0.0,466.54387345153
8.407673711636344e-9,9.889696458407396e-7,0.7093194121418158,0.0,0.0,0.0,0.0,0.0,425.2883090982561
1.2189346413542898e-8,1.122192869864994e-6,0.5868981095634846,0.0,0.0,0.0,0.0,0.0,483.1729071200215
8.812068652368959e-9,7.698073725139088e-7,0.7954622478228112,0.0,0.0,0.0,0.0,0.0,423.5286144264792
8.097551774363397e-9,1.13323993733563e-6,1.019409013730402,0.0,0.0,0.0,0.0,0.0,484.86542334199464
9.882484417735332e-9,1.128681006952559e-6,0.5735386509068059,0.0,0.0,0.0,0.0,0.0,460.7226309175684
9.192085255370586e-9,1.2691629918279916e-6,0.2170986543929843,0.0,0.0,0.0,0.0,0.0,410.3764714957364
6.52258091925898e-9,1.0226918952095836e-6,0.663742928883211,0.0,0.0,0.0,0.0,0.0,390.80999495843616
1.0354123985523197e-8,1.2215809659549542e-6,0.8781435611301291,0.0,0.0,0.0,0.0,0.0,515.71927969934
8.437139500010602e-9,8.564780056558437e-7,0.8709277037323775,0.0,0.0,0.0,0.0,0.0,447.6185529685341
1.4474226373471605e-8,7.665584656135378e-7,0.656043194407887,0.0,0.0,0.0,0.0,0.0,460.8177928260011
9.538858862329528e-9,9.439325739633124e-7,0.5383753783582389,0.0,0.0,0.0,0.0,0.0,412.63890852059797
7.61555003029213e-9,8.833688871644821e-7,0.6326992515261398,0.0,0.0,0.0,0.0,0.0,423.8634959240994
8.536843565794494e-9,7.752254042288508e-7,0.5707558099802172,0.0,0.0,0.0,0.0,0.0,401.0723323150928
6.275559342552126e-9,8.028612818228241e-7,1.0196331688793463,0.0,0.0,0.0,0.0,0.0,398.2388420512074
9.422369444076298e-9,1.0460092070789124e-6,0.7959866790442028,0.0,0.0,0.0,0.0,0.0,457.2793867660256
8.723253487453448e-9,7.177290246159927e-7,0.7987238883240152,0.0,0.0,0.0,0.0,0.0,427.4239083947629
1.1478922879643499e-8,8.821551008661473e-7,0.5750427402313607,0.0,0.0,0.0,0.0,0.0,451.1945915345935
1.0052653421035616e-8,1.0173157320068803e-6,0.5462364932744543,0.0,0.0,0.0,0.0,0.0,445.58691696153505
1.0155415573380695e-8,8.269642514687903e-7,0.6937357301524658,0.0,0.0,0.0,0.0,0.0,434.15696504604
9.03561831623709e-9,1.079206518651838e-6,0.9912521224139271,0.0,0.0,0.0,0.0,0.0,452.37271707489515
1.1138240129564688e-8,9.572082253084466e-7,0.7202135515828556,0.0,0.0,0.0,0.0,0.0,498.2993705017403
1.0144459474193878e-8,8.740764533134493e-7,0.6698812574182887,0.0,0.0,0.0,0.0,0.0,426.8639384407659
9.566984609940702e-9,1.002332389365924e-6,0.8111451343004292,0.0,0.0,0.0,0.0,0.0,481.39988326253535
1.1338442278967572e-8,1.0493055051136564e-6,0.28025644052898513,0.0,0.0,0.0,0.0,0.0,440.4710402266394
1.2880416216853147e-8,1.058522213998054e-6,0.7822238486363237,0.0,0.0,0.0,0.0,0.0,513.942465807619
9.69091116384622e-9,1.1840441112408653e-6,0.6432069629006949,0.0,0.0,0.0,0.0,0.0,468.9551176151507
1.1151222393323651e-8,1.0536095438734616e-6,0.500282567630157,0.0,0.0,0.0,0.0,0.0,447.6943696821297
7.717475452522172e-9,9.444879366040064e-7,0.6170608223400321,0.0,0.0,0.0,0.0,0.0,421.8402233931972
1.150929818842543e-8,6.909222084939381e-7,0.894380425858847,0.0,0.0,0.0,0.0,0.0,454.1139731429879
8.282914486999389e-9,9.817587599991896e-7,0.903290877231669,0.0,0.0,0.0,0.0,0.0,440.68503485820986
1.0105924968421252e-8,8.218287475368632e-7,0.6035499289369433,0.0,0.0,0.0,0.0,0.0,425.457961056306
1.1636706665755955e-8,1.0553357604527294e-6,0.6715258356110654,0.0,0.0,0.0,0.0,0.0,499.3733664090318
