1,2,3
2988315,1528722,1339723
2988141,1498789,1355356
3007871,1507373,1328660
2990309,1522526,1335745
3014489,1509299,1317363
2991108,1499356,1342609
2995227,1480945,1336585
3030748,1515566,1347188
2950299,1495697,1308805
2975626,1496463,1340061
3013726,1488048,1330467
2999841,1525068,1369115
3005389,1523490,1347075
3068669,1509672,1336981
2996925,1489632,1328836
3020494,1500700,1321544
2987633,1501223,1355655
3007960,1521110,1341819
2982892,1526359,1342499
3030867,1495629,1358856
2973511,1491989,1326769
2999631,1514027,1323269
2994490,1503398,1331670
2967592,1474508,1339151
2999819,1497404,1353349
3000313,1500002,1336294
3029663,1498572,1324142
2973308,1493464,1321312
2985405,1492983,1356660
3006464,1502971,1334017
2994780,1503777,1360679
3000414,1512939,1328312
2984374,1517612,1336025
2986839,1521237,1343371
3009752,1505421,1327799
2985611,1527143,1339980
3020980,1505063,1343849
2987179,1508769,1333032
2980674,1508912,1368807
2994082,1494948,1335018
3005022,1502701,1328413
2984287,1515641,1339722
2999619,1511735,1329526
3023193,1513545,1345486
2985651,1507695,1353154
3017230,1497824,1326573
3020643,1488560,1343723
3018082,1489591,1339326
3018597,1521700,1349155
2986174,1501188,1357857
2999028,1489526,1318028
3010274,1497719,1350074
3024277,1509008,1326949
2985360,1508842,1360776
2982487,1488944,1317442
2983797,1510202,1317659
2997063,1485470,1329481
2984163,1491377,1329557
2990486,1497270,1338708
3002928,1520255,1336752
3016940,1490934,1319710
2979707,1527770,1342736
2995610,1507790,1350074
3018965,1489011,1310541
2986003,1515043,1330390
3025894,1505526,1327925
2963461,1501548,1347062
3002141,1500193,1337231
2980328,1502740,1338652
3003856,1495840,1347069
3004949,1502393,1346814
3000055,1490646,1331457
2997269,1515961,1337080
3016505,1504662,1322301
3001446,1499534,1336162
3004100,1503183,1350634
2992618,1505849,1339734
2994443,1473831,1356265
2999600,1492684,1349306
3005243,1501613,1341053
3019535,1496399,1330046
3054014,1484677,1331850
2984903,1511170,1313601
2988745,1478923,1356569
2977804,1499243,1357384
3038872,1501563,1330814
3015371,1495738,1340246
3015768,1481041,1360115
3007319,1493312,1319209
3016099,1510323,1348976
3000439,1527470,1341862
3006209,1504799,1322165
3025094,1501157,1342269
3016100,1499532,1335684
3021619,1497078,1351164
3022735,1486455,1334282
3006767,1509607,1316010
3058435,1507072,1320256
2998251,1488652,1303243
3031435,1505682,1355728
