1,2,3
4526389,5561332,4552986
4457193,5230573,4543259
4457213,5380018,4631070
4524802,5486862,4689311
4520926,5659464,4545642
4439387,5425861,4582588
4548504,5411103,4529113
4542809,5548648,4576826
4493137,5460500,4586921
4442732,5285580,4617541
4471424,5885697,4576241
4436485,5258347,4602876
4483968,5486601,4481195
4504044,5798473,4509822
4490546,5466964,4558586
4478966,5429642,4611790
4449822,5533140,4605063
4438202,5388033,4548826
4569533,5490730,4573262
4597724,5510106,4598359
4426743,5270857,4630702
4553284,5669204,4669901
4543573,5523087,4629055
4539806,5509374,4563655
4543773,5562796,4630832
4576312,5456179,4547808
4446909,5652373,4708883
4516868,5569574,4666662
4528498,5446961,4545534
4520333,5479980,4598630
4534202,5452833,4645378
4572195,5421052,4658647
4445293,5331144,4751884
4516657,5476356,4540150
4639653,5529098,4636366
4594902,5462329,4660575
4530567,5499320,4534930
4577578,5714960,4648996
4537908,5347209,4566211
4483235,5487925,4544256
4460869,5536085,4635608
4485153,5529081,4604435
4498731,5409639,4556235
4571100,5489824,4645313
4504325,5471111,4590874
4522563,5641517,4513884
4559581,5584001,4630723
4580972,5316038,4629164
4545812,5368850,4556593
4473101,5346111,4617964
4601149,5378328,4503464
4525957,5358395,4590755
4474839,5648191,4544960
4490777,5477715,4647090
4522302,5438302,4718501
4565336,5448634,4599767
4433382,5447240,4629434
4661105,5479962,4604229
4513655,5532234,4616036
4576071,5569748,4622578
4541052,5400892,4698897
4627652,5631638,4505782
4500227,5660457,4624170
4510230,5335256,4560633
4556658,5505088,4608540
4478946,5362351,4527066
4530858,5511238,4704626
4505821,5529115,4630637
4533148,5335988,4510104
4518546,5575237,4678263
4577708,5577432,4650946
4619708,5451753,4567998
4680076,5526885,4570067
4570698,5572850,4642822
4423288,5349178,4611010
4595535,5232681,4675078
4485996,5540267,4588101
4551737,5579209,4618300
4418096,5581840,4582263
4494091,5768120,4649418
4462827,5623362,4608800
4451700,5335082,4697348
4584196,5401746,4687989
4486348,5618222,4632835
4525013,5583652,4744984
4516075,5372456,4707085
4451107,5466528,4558477
4535227,5735015,4625752
4475140,5626062,4597546
4633728,5448233,4634157
4456782,5284605,4572894
4433030,5492194,4540800
4511807,5500767,4660586
4550964,5453495,4703911
4564140,5257249,4696210
4531491,5321683,4543822
4505741,5421488,4597546
4562544,5536364,4587257
4446588,5551993,4564261
4477611,5752456,4596604
