1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
7942902,8365416,8832709,9358937,9947950,10619463,11385148,12271439,13297932,14533697,15984003,17773612,20024419,22754426,26401354,30948000,37507139,45809510,58714391,77705544,103495009
7943981,8364830,8833671,9359476,9948348,10619638,11385422,12275191,13312294,14522700,15996491,17766459,19899019,22760566,26427797,31030910,37115621,46445645,58374766,77457846,104879954
7944641,8365458,8835729,9357180,9949429,10618555,11387188,12270837,13309408,14526933,16004283,17778406,19982744,22838864,26328308,30864499,37617009,46081208,58590832,76358959,104551356
7943540,8365748,8832936,9356447,9947926,10615938,11388375,12276214,13304497,14524875,16011609,17781339,19993796,22718876,26340068,31023907,37428468,46622985,59143990,79598652,105163155
7943349,8364882,8834350,9356900,9949145,10615976,11386594,12280551,13306445,14518448,16011271,17753911,19932753,22769422,26359615,31101065,37659548,46509169,59827448,76791931,104943353
7943369,8364968,8833776,9357263,9949672,10617452,11382779,12276020,13301287,14525328,15989779,17742456,19932558,22662637,26202815,31057904,37263458,46209876,59444265,79332851,105235620
7943733,8364896,8832334,9357175,9949982,10620134,11382927,12273349,13305072,14523708,15989836,17779295,19946501,22716626,26475612,31090416,37704741,46355580,60351715,76540136,104972530
7943492,8365063,8832259,9356956,9950459,10621749,11387414,12267020,13305833,14524667,15993465,17769181,20007568,22766833,26405108,30989042,37429271,46574801,59022360,77044611,104178020
7943347,8364600,8834244,9357545,9947950,10617543,11386386,12268403,13305234,14524316,15997783,17766391,19933617,22825381,26299982,31057134,37266932,46408468,58242514,77990473,104694374
7943123,8364538,8832846,9359356,9948529,10619077,11382425,12273189,13308618,14524976,15967771,17748419,19962171,22725007,26215615,30914251,37559378,46082535,59371422,78717123,103812035
7942947,8364806,8832221,9357675,9947517,10619904,11385342,12276384,13311464,14510633,15986035,17783514,20000319,22860291,26244126,31177825,37600426,46296369,58388061,78519280,105621748
7943542,8364684,8833403,9358410,9945896,10620479,11382730,12268074,13299818,14529079,15988964,17757008,19992224,22781431,26314052,31275456,37557379,46875929,59013132,77091477,104400327
7943720,8364837,8834490,9357743,9948924,10618610,11385113,12268604,13305323,14516563,16001487,17777359,19968157,22714143,26363450,31149000,37861001,45734550,59385809,77716174,103620817
7943279,8366701,8833700,9358941,9948600,10617239,11384209,12262530,13310707,14534295,16016697,17780833,19953236,22782149,26322844,31117094,37194996,46741387,58649822,76526794,103538528
7943655,8365480,8834634,9356451,9949602,10616908,11384483,12272441,13304562,14525101,15995349,17782734,19997746,22760712,26352683,31204461,37292249,46465356,58971504,78295915,106916359
