1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1409414,1486944,1569412,1666539,1773089,1896250,2035859,2193277,2370798,2583079,2856474,3168836,3551130,3967218,4577047,5295128,6153051,7359513,8808360,10860712,13708323
1409541,1485688,1569954,1667272,1772506,1893928,2028177,2193111,2375200,2600529,2855303,3162497,3548561,3988120,4581270,5258453,6197906,7307884,8743159,10837350,13537572
1409014,1485228,1570155,1665870,1774607,1890898,2031839,2195444,2381213,2595251,2850095,3152143,3532198,3997481,4599425,5272803,6149661,7412102,8872789,10776020,13629644
1411513,1484343,1572604,1664522,1769855,1892688,2032202,2190574,2374915,2597906,2855704,3164046,3532053,3999926,4564849,5271054,6147863,7358910,8849086,10709500,13312611
1411483,1488920,1570200,1664802,1772299,1893857,2029487,2191711,2377815,2594378,2851027,3154270,3536749,3990786,4550295,5267721,6277553,7448488,8898110,10689052,13789233
1408192,1487982,1569871,1665980,1772514,1895067,2033128,2188073,2376683,2594109,2853291,3159615,3528992,4010563,4548902,5323574,6191886,7359796,8840969,10788683,13653250
1410029,1485326,1571169,1663820,1776457,1894002,2033471,2190152,2376667,2592546,2850233,3153116,3532241,3970293,4557373,5283485,6187608,7365181,8834191,10764233,13531576
1409586,1487040,1570788,1665136,1774123,1893547,2026544,2192286,2372729,2590979,2851546,3170448,3533554,3980936,4548151,5324931,6158101,7370875,8833667,10824925,13689515
1412344,1487681,1569563,1663495,1773530,1894476,2031707,2188172,2370870,2595675,2852335,3162095,3534302,3978491,4544950,5270754,6137502,7318159,8885983,11034500,13522779
1410226,1485242,1569973,1667034,1776390,1895633,2030997,2191174,2371870,2595539,2852274,3159367,3536646,3990748,4566282,5306020,6227632,7413432,8787141,10717014,13497106
1409873,1482783,1571808,1666043,1771337,1888719,2029221,2190891,2377322,2591123,2842426,3161279,3541031,4000392,4565316,5305366,6201853,7402011,8937251,10799053,13519902
1410023,1484839,1571641,1666860,1770693,1895349,2032686,2196194,2375205,2593582,2851659,3156970,3546009,4015558,4556549,5293749,6113850,7306283,8938851,10882568,13717915
1407959,1488790,1571867,1664359,1775959,1890888,2033560,2191469,2382823,2593347,2850193,3165350,3528944,3999358,4539171,5277976,6197571,7347726,8998992,11047613,13744805
1409025,1488062,1572354,1665486,1772020,1891090,2033444,2193227,2371675,2595769,2849053,3157866,3547761,3995101,4557886,5265920,6167319,7436012,8913278,10876267,13488918
1409329,1485560,1572692,1664251,1773052,1895392,2029256,2196041,2379426,2598569,2851750,3166721,3539163,3999449,4552957,5296619,6203214,7325630,8927065,10889662,13314905
1409143,1486721,1574145,1665540,1772163,1899359,2033757,2189301,2377534,2597140,2853930,3152017,3529121,4005266,4564384,5258554,6245551,7248392,8877957,10855414,13374603
1408559,1487197,1571213,1664846,1769951,1892937,2033717,2189611,2379083,2597035,2848967,3162027,3536441,3982962,4544682,5270434,6170396,7376556,8923595,11000059,13554654
1409391,1486633,1569995,1668069,1774639,1892428,2031575,2187861,2376031,2594377,2856840,3164094,3524520,4000318,4577638,5275662,6157607,7390470,8897020,10833032,13582831
1408933,1486945,1573084,1668460,1773822,1893072,2034679,2195022,2373125,2594188,2846614,3162579,3538477,3973912,4545974,5272115,6192430,7426420,8812370,11027874,13647501
1410337,1484430,1569568,1666011,1772490,1892385,2029874,2191143,2379108,2589762,2853736,3168249,3533111,4013400,4565031,5258345,6183530,7306167,8833825,10837740,13525152
1409161,1483915,1572860,1664752,1771361,1894392,2030650,2190017,2377983,2591939,2852924,3160200,3530829,3987753,4572733,5304175,6180516,7351757,9035885,10805988,13564318
1410914,1486182,1570603,1666730,1772489,1894032,2034113,2192939,2377325,2593896,2847955,3152363,3536251,3995692,4554105,5279114,6183388,7291516,8783312,10831683,13429800
1410410,1486825,1570983,1666142,1773847,1896298,2033607,2194718,2377591,2602870,2851531,3158343,3535578,4013700,4550406,5272546,6182690,7293450,8936394,10829312,13280657
1410140,1489370,1569427,1664744,1772738,1893343,2031667,2190488,2369097,2593857,2857974,3153092,3524233,3974086,4567747,5281173,6159556,7358147,8876190,11046809,13651189
1409683,1484598,1570838,1661927,1774691,1891844,2030116,2193498,2380277,2593455,2857405,3157556,3532697,3969852,4558122,5298552,6245149,7369267,8885996,11187394,13687637
1410524,1485951,1570996,1665084,1770299,1894196,2031373,2192035,2377201,2596211,2857340,3158046,3533414,3967723,4568574,5245168,6184218,7340764,8983308,10908086,13451736
1410150,1485612,1571158,1667467,1773222,1894142,2035580,2192563,2372581,2591559,2852584,3146567,3547762,3989500,4587761,5261343,6120845,7376707,8766373,11082893,13805223
1408900,1487334,1569625,1664937,1772617,1889305,2032430,2191841,2372810,2594378,2850798,3160344,3553107,4010236,4589937,5302168,6180395,7310545,8889117,10911379,13666032
1410482,1486336,1569930,1663640,1772235,1892625,2033526,2190985,2376030,2593344,2858663,3173416,3525389,4001348,4555487,5292880,6108850,7357059,8784539,10871858,13596226
