1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
3172580,3340158,3526234,3734213,3968608,4235854,4536318,4887321,5298260,5771487,6338191,7068414,7905535,8950337,10289089,12190313,14465419,17455946,22213074,28357304,36869154
3172055,3340749,3526235,3735180,3967463,4233847,4536551,4888339,5297418,5777557,6355188,7018106,7880127,8927221,10248278,12088337,14440142,17876882,22236863,28721288,38778450
3171589,3339778,3525831,3735830,3967103,4233070,4537013,4886628,5293144,5778854,6342921,7048738,7876782,8932030,10295722,12071187,14316213,17614065,21797209,27947215,37364697
3171870,3339654,3526864,3734861,3967627,4234033,4538135,4886413,5291923,5774496,6338713,7031261,7901617,8937789,10357703,12146661,14642713,17408323,22273979,28120447,37199150
3172982,3339587,3525936,3732441,3966678,4234766,4536194,4886809,5284836,5777329,6339945,7018042,7920084,8980661,10338221,11948176,14446714,17420474,22646314,28405280,37439520
3172232,3340100,3526399,3733583,3969804,4233213,4537766,4889341,5292960,5767258,6345979,7049465,7885763,8968539,10277997,12027894,14450344,17459300,22626696,27921253,36598711
3172505,3340123,3527060,3733827,3966582,4233025,4534384,4889011,5294375,5769800,6348496,7028690,7922335,8961646,10283380,12022697,14469939,17425218,22410238,27942347,38815645
3171207,3339299,3525692,3733507,3969244,4231982,4532294,4886391,5295529,5770146,6344904,7040956,7864648,8975032,10313500,11959245,14263010,17300889,22020810,28830269,37262614
3172116,3339376,3525128,3733057,3970250,4233423,4537328,4888254,5291904,5776275,6351431,7022321,7888530,8930857,10314764,12018943,14610166,17470528,21807295,29111951,40760566
3172351,3339771,3525186,3733978,3968256,4235988,4536713,4885879,5298661,5777263,6345864,7046020,7889267,8925484,10233990,12095940,14362086,17620783,22073304,27600628,36540602
3172715,3340046,3524627,3734390,3968625,4230379,4537378,4886361,5303723,5776903,6334803,7032713,7883812,8986780,10367122,11988775,14380134,17516761,22024145,28643916,38405472
3172999,3339726,3525151,3731744,3969039,4233037,4538482,4886614,5291662,5767272,6358063,7036643,7856573,8956057,10298872,12072482,14443873,17392935,21957420,28009468,38768732
3172080,3339477,3524729,3734964,3968444,4231523,4535963,4886589,5293879,5773001,6331775,7036531,7900103,8939847,10291307,11975230,14380963,17683852,21576511,28243532,37057293
3171543,3339350,3525602,3734779,3966962,4229466,4535684,4885334,5289268,5770770,6348985,7019485,7895561,8940253,10303967,11979771,14492688,17635773,21933090,29081402,38348535
3172331,3339777,3526789,3733049,3968069,4231694,4535942,4886663,5286603,5761044,6348361,7061697,7899825,8937927,10298448,12210079,14507764,17536075,21681041,28003851,36876438
3172053,3340262,3525598,3732936,3968554,4234583,4537692,4892282,5292190,5775764,6355660,7039072,7892669,8933871,10331816,11950740,14550472,17560576,21508409,28444551,37796992
3171667,3340628,3525803,3733464,3967465,4228706,4535030,4882467,5292022,5777021,6338820,7033331,7899195,8954956,10301446,12106894,14376616,17754902,21847395,28204964,35963962
3172197,3339674,3526007,3735953,3970746,4233880,4538130,4886930,5294085,5763940,6333996,7034911,7865549,8950815,10312728,12175089,14276811,17309442,21583370,28298171,39271216
