1,2,3
807650,405170,450353
811995,405595,447447
808452,405044,451068
812091,404784,449082
806908,403640,452293
809120,406066,450105
811047,404829,453150
809389,407423,450674
810101,403426,448856
807854,402010,449009
807123,407503,451603
809006,403345,450786
807782,407484,451454
806314,404990,448788
809995,406770,451889
807741,403727,451840
810801,405619,450434
806142,403413,450976
811845,401124,451456
805861,402883,448749
804622,406247,451631
807598,405183,449603
810069,406939,450906
808528,402880,448857
808554,405187,449674
810137,404200,451769
810140,405183,450770
811663,405175,451889
807400,407644,450937
808739,406550,451583
810637,405617,451854
806061,404959,450347
808207,403382,447933
811507,404437,450992
811298,403543,449962
808452,404145,448862
808067,403934,451572
811294,405044,450810
808071,403415,453140
809263,405639,450320
804793,404665,449819
810865,403097,448687
811406,402014,449799
808702,406833,450312
810876,400957,451949
808381,403364,448842
807694,404657,450105
809819,402642,451284
810478,404252,449433
807502,403210,450366
806423,402434,451454
809088,403126,448915
811216,406862,450251
809021,404773,453265
807073,405761,450718
807775,403028,450956
809570,402471,452832
804984,405287,448997
804958,405946,449782
808061,403254,449823
809459,406273,451230
806632,404251,447631
808861,402154,453031
807928,404419,450420
806106,403122,448584
809997,405187,452969
810048,403470,450921
807695,406472,449508
809770,408641,449813
807856,405606,451995
808697,406400,449403
809568,404332,452513
808915,407837,452347
810694,406329,450200
808575,404930,450870
809131,404164,447238
809074,402422,450996
808548,405010,450728
810283,403755,450839
813733,405952,452621
809768,405680,447160
811409,405960,451646
808804,403834,449079
806264,404038,448766
808731,403545,449399
810551,407921,450607
813950,406226,450911
808742,404608,450452
809709,404660,450879
805967,405905,453272
810074,404597,449117
810776,405933,448132
809507,402815,452030
806342,405425,449119
809556,406469,450608
805622,404225,449311
812468,402200,450619
812090,405113,452522
808508,403493,449242
810606,402269,450036
