1,2,3
127303,67329,114342
129117,66345,114581
127568,66565,114172
127504,67200,113840
126927,66082,114872
127405,65624,114132
126691,66140,113374
126753,66770,113380
125723,68746,114211
126762,66303,113394
127887,66167,113771
127499,66401,112268
128098,66066,112217
126897,66291,113624
128061,66205,114468
127142,67287,113298
128588,67892,115011
128126,66239,113343
127617,66187,113402
127280,67141,115693
128727,66374,114859
127956,65833,113316
127243,65423,113945
127719,67241,113406
126792,67044,113676
128675,67703,113598
127847,67413,113773
126074,65816,113947
126270,65692,114619
126808,67372,113603
126861,67529,113518
126657,68604,113860
128179,66727,114486
127015,66938,113684
127185,68153,113258
126037,65914,112714
128921,66765,113268
128676,66756,112688
126394,66125,114374
128182,66301,114192
128061,66563,112524
127222,66828,113472
126704,65983,111279
128543,68097,113917
127781,66428,112789
128030,66715,113014
126933,66568,113060
127602,67196,114239
127133,66380,113620
126872,67481,113160
126631,65837,113153
126777,66317,115483
127508,66981,113272
127796,66360,113251
128314,67165,114116
125951,66697,115155
126500,67126,115110
125273,67243,114553
127523,66023,114979
128417,68049,112554
127099,66892,113155
127456,67630,113964
127943,66337,114486
128852,68094,113800
127004,66622,114163
127065,67453,113038
127301,66799,113915
126724,66962,114099
128107,68021,112318
128796,66811,113247
127643,66833,112924
127059,66809,113263
127785,66858,113981
127321,66120,113654
126682,66070,114424
126958,66160,114305
127002,66149,113770
129118,66645,115062
127307,67437,114165
128414,67495,114186
127734,66581,114140
127452,66324,113573
128616,66317,113342
127246,66602,115188
126794,67296,112906
127856,66783,113382
127374,67466,113943
127819,66997,114240
126873,66034,113230
128135,66812,112724
128745,66746,113004
126637,67235,113026
126741,66679,113315
126949,66518,114991
127517,66662,113632
127479,66192,114797
128990,65335,114272
126434,66046,114293
129608,65937,113523
126863,68808,113107
