1,2,3
4428686,4620934,4468664
4441751,4626459,4497065
4480451,4581539,4496994
4473409,4629513,4475567
4454249,4589863,4454457
4464736,4671410,4496972
4507502,4597779,4512486
4455978,4599301,4467681
4472137,4547782,4488821
4450490,4590670,4510060
4456820,4603396,4490514
4479727,4583755,4497130
4511124,4597452,4483877
4481254,4601936,4479657
4472594,4598249,4498773
4461108,4603172,4471929
4468182,4562735,4497094
4493033,4671277,4484673
4482657,4572837,4498759
4467086,4620321,4457578
4458510,4613100,4486847
4480392,4604826,4490206
4488374,4544126,4491978
4464743,4582213,4495659
4490090,4600005,4506552
4448382,4572203,4501715
4475942,4581998,4494288
4462576,4588229,4466842
4440694,4635151,4480038
4462778,4605909,4486697
4482122,4576023,4478681
4460723,4629595,4500302
4452252,4611118,4445860
4448304,4599280,4500861
4475419,4581294,4477318
4470871,4608279,4508726
4484732,4591753,4497238
4460514,4601476,4484644
4466165,4566586,4472841
4455998,4586768,4491361
4472946,4572346,4456007
4472411,4607972,4505210
4453942,4590404,4474075
4433196,4631954,4487479
4479733,4589485,4492846
4435767,4620811,4490507
4449772,4585553,4478359
4483571,4655661,4481243
4494123,4603325,4466670
4463444,4583153,4458281
4462641,4610832,4478796
4462158,4579425,4506688
4455130,4596165,4472073
4467275,4603805,4485706
4450731,4576463,4507169
4468254,4589659,4526083
4460886,4585481,4504987
4442900,4604162,4447712
4430422,4591221,4468097
4447697,4592651,4526191
4444297,4623099,4466017
4474212,4542154,4528487
4490847,4599025,4516002
4472731,4580579,4495795
4479688,4646744,4508144
4460925,4589843,4497654
4456128,4586074,4505281
4467177,4599290,4510742
4479766,4591068,4491124
4467040,4617777,4471685
4471373,4598249,4521635
4478487,4588617,4501299
4456063,4583061,4509257
4449596,4564124,4481903
4493510,4608176,4477153
4460390,4581804,4478638
4441575,4665639,4462450
4501047,4572786,4495910
4443500,4575574,4495437
4450190,4587575,4486438
4486821,4606389,4484637
4440707,4605511,4464266
4446378,4615173,4499799
4447331,4585052,4500775
4461388,4590946,4478129
4453772,4586309,4503150
4471073,4607788,4485706
4461232,4588995,4487005
4437594,4569354,4499871
4478128,4629911,4519783
4461617,4631842,4506552
4455378,4579782,4500093
4494756,4580620,4484795
4479479,4623436,4461510
4468580,4580058,4476909
4444558,4581784,4476823
4479355,4609290,4483288
4491213,4554554,4491332
4448773,4618748,4504062
4501021,4619657,4470817
