1,2,3
4013348,1990733,936848
4012201,1999312,940554
3997154,1984234,941083
4016933,2000224,937971
4013330,1984986,931872
4015417,1988629,940946
4013433,1991623,938265
4011656,1981293,936127
4003961,1984178,943083
4021502,1983281,936769
4018881,1991831,938503
3989646,1982282,938915
4003241,1994519,935765
4007422,1979505,940151
3991723,1989311,938939
4008276,1993527,942721
4010808,1988397,940645
4015655,1990504,936010
4002777,1995477,935384
4003193,1987924,943285
4011202,1990079,938213
4000755,1984616,941774
4009693,1982289,935842
4006351,1990670,935047
4014394,1984281,943463
4013402,1986989,947064
4004929,1978807,939002
4006982,1988060,935929
3998745,1986419,937805
3999447,1979788,940090
4004401,1991018,933156
4007818,1993787,942256
4019005,1982155,936749
4015173,1987608,930572
4013182,1991190,940944
4007793,1984806,939863
4005908,1990402,934066
4007332,1983607,936415
4010755,1979949,937005
4013424,1992637,936405
4011043,1979957,934111
4005018,1985684,941904
4012473,1987043,935490
4020631,1974273,938372
4001028,1990458,934968
4010305,1981748,935501
4020361,1987774,937769
4006581,1989295,937411
4014594,1985074,943633
4009738,1984620,938105
4011733,1987137,936271
4013928,1985123,938975
4017667,1989986,941262
4006525,1986884,937928
4008902,1988723,936950
4021698,1990457,936158
4006713,1983591,940937
4019604,1988173,938501
4012354,1987410,938330
4014619,1984711,943781
4005246,1999469,941569
4007712,1977694,937563
4002554,1989471,939912
4023007,1988224,939116
4009376,1993196,939158
4013339,1978736,941820
4009433,1977008,931114
4004306,1990738,937948
4016857,1986973,933117
4011297,1984696,948213
4015990,1992993,938885
4010793,1988719,936015
4008784,1989039,945551
4017317,1982806,942459
4009340,1987080,938213
3998503,1984029,941683
4020160,1989081,940145
4021244,1984440,942696
4014408,1990245,938218
4004991,1990480,936796
4007022,1980795,938967
4015440,1987131,941360
3999186,1989634,943490
4011963,1993552,940256
4001979,1989061,937031
4002509,1986085,937810
4014078,1992775,938948
4011863,1984643,942681
4000945,1992202,940597
4010008,1985529,942643
4007182,1988069,943472
4008746,1988060,938257
4004894,1986217,936811
4002764,1988626,936010
4011597,1987813,937596
4002337,1990911,939275
4004857,1980140,944399
3999899,1992337,942793
4014302,1988899,938066
4016005,1985775,940208
