mutation_rate_off,mutation_rate_on,division_rate_on,fraction_on,mutation_rate_p,fitness_mutants_p,mutation_rate_s,fitness_mutants_s,AIC
9.731314112628018e-9,1.6641786738846602e-6,0.1304244439095693,0.036679273846729525,0.0,0.0,0.0,0.0,417.35716772743376
1.1584509050517678e-8,1.8654560909646722e-6,0.005780871736870321,0.031167412150068255,0.0,0.0,0.0,0.0,417.0111604689471
1.0071647541272313e-8,1.4793994572299994e-5,0.005941964357546095,0.004008112988390906,0.0,0.0,0.0,0.0,374.3942062711124
0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Inf
9.956311309710907e-9,2.685041422500598e-6,0.5329538847667439,0.01752071252637466,0.0,0.0,0.0,0.0,433.17714829037106
1.0307290702812992e-8,2.0114897322614873e-6,0.018480172602453694,0.02908142725113528,0.0,0.0,0.0,0.0,379.88996756234917
1.0404763187503045e-8,1.8941434751211198e-6,0.10902130920047162,0.0283986719527702,0.0,0.0,0.0,0.0,402.12646314432646
8.952768941055563e-9,1.9615351623982686e-6,0.24082396751414575,0.03197995087052914,0.0,0.0,0.0,0.0,408.40773499181375
1.0640260867155029e-8,1.533572574555721e-6,0.11815466405630498,0.02248475518289482,0.0,0.0,0.0,0.0,407.90511680747
7.850037735054308e-9,1.844877647075198e-6,0.1734279953900967,0.03590532182093128,0.0,0.0,0.0,0.0,387.83941151053494
1.2916021928287782e-8,2.1365161872805574e-6,0.0058223704626111485,0.024170241799462013,0.0,0.0,0.0,0.0,449.8987244815117
1.0050426197911643e-8,1.3210603559739606e-6,0.16448060398207434,0.03950542009687468,0.0,0.0,0.0,0.0,378.82594822448186
1.0040740382201145e-8,1.3936523701316892e-6,0.16243124916953178,0.03968522972655445,0.0,0.0,0.0,0.0,423.6718579590199
9.80740119590294e-9,1.2596293270898214e-6,0.24991244109562527,0.043041031084153775,0.0,0.0,0.0,0.0,410.26478726479144
1.048885549349689e-8,2.4496946587708164e-6,0.06184011321778239,0.02480078255293715,0.0,0.0,0.0,0.0,407.5975444559667
7.962076973362073e-9,8.04874817644372e-7,0.1303574464412519,0.04596776156328358,0.0,0.0,0.0,0.0,357.2114228252201
0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Inf
9.126721386215608e-9,1.1246301689171918e-6,0.185586557960865,0.04646975612539595,0.0,0.0,0.0,0.0,390.9958807956795
9.620214512002106e-9,5.888268659225282e-7,0.6597166834246592,0.08159870000167792,0.0,0.0,0.0,0.0,456.8143865592434
8.927910202883934e-9,1.7717466623894714e-6,0.24261710404897818,0.03644630917646214,0.0,0.0,0.0,0.0,397.1554984080012
7.66805083701741e-9,2.432256990593157e-6,0.005837841397643064,0.027435445485287768,0.0,0.0,0.0,0.0,396.7134045029379
8.009131004706841e-9,2.0448657773256316e-6,0.21944098260416728,0.02940711302929093,0.0,0.0,0.0,0.0,410.55199582331136
8.70829364545972e-9,2.0330378507583483e-6,0.17902540253089477,0.027213759504541645,0.0,0.0,0.0,0.0,389.9963110152662
8.391690961967735e-9,1.7827626065032638e-6,0.2599680751725754,0.04069911668885402,0.0,0.0,0.0,0.0,410.0635239580198
1.314052378589015e-8,2.119073685936057e-6,0.005791169256780933,0.029429446009561395,0.0,0.0,0.0,0.0,478.03335048649427
9.14040726126339e-9,3.315693314564594e-6,0.0635476251087042,0.023689792027428633,0.0,0.0,0.0,0.0,416.2614046533364
1.0548801635627894e-8,2.1762713311929568e-6,0.21197348537356336,0.029326669609519435,0.0,0.0,0.0,0.0,405.45998287092385
1.0222051376511009e-8,1.379942951739549e-6,0.19932554275305506,0.03659685294996469,0.0,0.0,0.0,0.0,411.59746434135405
8.2000695089185e-9,2.7702269688791467e-6,0.005867271520953708,0.0225070923410213,0.0,0.0,0.0,0.0,391.1117929304064
1.1357042855670424e-8,3.3841999998108446e-6,0.01160070129519212,0.024949196346717738,0.0,0.0,0.0,0.0,430.70323404506723
1.2073245837645245e-8,1.583438794984318e-6,0.1310713528354462,0.03706937374542546,0.0,0.0,0.0,0.0,445.51555415847736
7.43194438182509e-9,1.6282702353172946e-6,0.1380989385805057,0.035141400694129625,0.0,0.0,0.0,0.0,391.4851632927829
8.459388480323356e-9,1.9633081882605837e-6,0.029205820019017205,0.03461480802810041,0.0,0.0,0.0,0.0,378.5283489756936
6.088346081324921e-9,1.597604214873104e-6,0.47630363559659605,0.029170605493998226,0.0,0.0,0.0,0.0,344.78725437989124
1.0739103895808042e-8,2.198247030702974e-6,0.2900746232115018,0.02958023116047582,0.0,0.0,0.0,0.0,413.425096257137
1.0274675690820391e-8,1.8595639092004823e-6,0.033030505671388745,0.026468668503005176,0.0,0.0,0.0,0.0,380.05124401914884
1.3478653032472389e-8,1.3462218787187696e-6,0.07101538980514685,0.0253906970870066,0.0,0.0,0.0,0.0,430.8881126778209
1.0843907055728535e-8,1.6339346254402848e-6,0.005872198391550983,0.02167811725963281,0.0,0.0,0.0,0.0,364.4452192806037
1.3224091982923215e-8,1.5945534925541946e-6,0.07047236516791229,0.031168604107458923,0.0,0.0,0.0,0.0,490.9994338508958
8.45281446579268e-9,1.5201430760123606e-6,0.005835105875091932,0.022023486589807968,0.0,0.0,0.0,0.0,355.27689228468785
5.309595590241843e-9,1.3076272378443171e-6,0.3872658145451956,0.04334682453939403,0.0,0.0,0.0,0.0,349.47739384224786
1.0179488388716992e-8,3.2943659985272482e-6,0.05655897701180937,0.02327970833056924,0.0,0.0,0.0,0.0,401.20015972041494
1.2199488436966357e-8,2.3600602920977976e-6,0.028255641394191705,0.02994956410604919,0.0,0.0,0.0,0.0,439.4868261138615
8.085583288784011e-9,2.12345336434947e-6,0.298691859895507,0.019543000318442007,0.0,0.0,0.0,0.0,370.5634857134738
1.1282991444981964e-8,1.3581189855618091e-6,0.1481313589137948,0.030479055634289424,0.0,0.0,0.0,0.0,408.03880258358635
1.3895431181309842e-8,3.8112459757544866e-6,0.0058970735463243565,0.01750709712679604,0.0,0.0,0.0,0.0,441.57670426882254
1.2584360589533246e-8,2.0643305531901424e-6,0.15371966557821115,0.028415505398002087,0.0,0.0,0.0,0.0,472.54388483849624
9.862359444666947e-9,2.205696852675066e-6,0.06720970641253873,0.020279385485744574,0.0,0.0,0.0,0.0,369.56835983818405
0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Inf
1.2430308576580578e-8,2.028301101949625e-6,0.005833734249552,0.022254891514028274,0.0,0.0,0.0,0.0,392.5955017779072
1.1888096006359503e-8,2.2210394837244658e-6,0.02956240980473652,0.03131023775861863,0.0,0.0,0.0,0.0,455.3792986273359
0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Inf
1.2814070843972874e-8,2.284936641651837e-6,0.005805809286328372,0.02696152961159196,0.0,0.0,0.0,0.0,410.3143685341753
8.66941668416616e-9,8.631470115201474e-7,0.2798760993172787,0.042668323470192726,0.0,0.0,0.0,0.0,367.5495168912863
1.0275011964279216e-8,1.6783014609289996e-6,0.2064806063341471,0.02421362183181385,0.0,0.0,0.0,0.0,399.5018752467431
