1,2,3
63210597,63577060,63594251
63412996,63196384,63404318
63617830,63460759,63328054
63388446,63103291,63390091
63262642,63491642,63641184
63427725,63268525,63429640
63380078,63418549,63151155
63344915,63325241,63059023
63267839,63327067,63133199
63144043,63374665,63451661
63452993,63422309,63087496
63151075,63459393,63416886
63409189,63320283,63441835
63252656,63265747,63256732
63367567,63253621,63265495
63253956,63298410,63408924
63452784,63294696,63144499
63092480,63488741,63445527
63231159,63498027,63267267
63309325,63305624,63112035
63308399,63505855,63300849
63366885,63041986,63179144
63230487,63412041,63534899
63328760,62949476,63182593
63310852,63458794,63136947
63109743,63475448,63382110
63572246,63681665,63104707
63102093,63497766,63450412
63236474,63374235,63412392
63335175,63121387,63413007
63315304,63137258,63266428
63227788,63486055,63415469
62982531,63153559,63304839
63204773,63232040,63210190
63186256,63429293,63579129
63391817,63421803,63251455
63304801,63101786,63475771
63168702,63305363,63161821
63447432,63547927,63382129
63224826,63665042,63292122
63317348,63501250,63460146
63288646,63240098,63111103
63128260,63424888,63448286
63113868,63553822,63360499
63158190,63298917,63179293
63088446,63358410,63314591
63318693,63420206,63237582
63356409,63476814,63306107
63165040,63576001,63425929
63340654,63234097,63100493
63172064,63204964,63276124
63251139,63398272,63591230
63137510,63158701,63026429
63384557,63137412,63563894
63180877,63151334,63514724
63332949,63340344,63542544
63603992,63179668,63243735
63174244,63403875,63525445
63320628,63370045,63331989
63327225,63069031,63400887
63219474,63439378,63620356
63091444,63335832,63282855
63276180,63187389,63161430
63326071,63494251,63537323
63182549,63271104,63262587
63551376,63249477,63526396
63357681,63230643,63586065
63368702,63228679,63438273
63302911,63465870,63188616
63572092,63394972,63113862
63347750,63446638,63561545
63356627,63189400,63134243
63170801,63260620,63544801
63424245,63506316,63539486
63282440,63438733,63335326
63073817,63536999,63431654
63509498,63534313,63199263
63350176,63230505,63104838
63378960,63387681,63211104
63179096,62986145,63221135
63519911,63351733,63608068
63427961,63539762,63141832
63069293,63137811,63575250
63563469,63174956,63098777
63327225,62864318,63363613
63353138,63421941,63675288
63660452,63256154,63388823
63394715,63572456,63797385
63264123,63493837,63429286
63465122,63232209,63507321
63038328,63384028,63285391
63103856,63334128,63217723
63339836,63649232,63478811
63408317,63546485,63270399
63223218,63275463,63452333
63271410,63509570,63520858
63102184,63475494,63195329
63513369,63172024,63250821
63066312,63302861,63227941
63148322,63205332,63393988
