1,2,3
85611140,84757259,80213586
85615159,84754993,80216110
85607096,84754544,80212750
85615894,84768558,80217887
85608990,84761643,80218894
85617369,84757026,80222219
85613672,84758755,80216075
85606998,84759011,80220596
85617669,84752103,80219500
85613477,84755586,80217866
85627196,84756192,80222024
85604761,84757573,80222693
85608170,84758470,80220347
85613212,84757374,80218213
85620516,84751549,80211180
85609788,84759350,80221938
85617178,84762273,80221060
85610718,84754457,80219769
85601542,84751008,80216688
85623664,84756787,80217171
85615565,84750780,80217721
85600252,84765014,80218493
85618194,84755856,80223455
85618025,84758809,80215732
85608223,84760423,80214493
85610203,84748552,80218207
85614007,84756692,80223171
85605974,84753688,80214213
85615950,84750281,80219123
85620214,84757467,80220084
85604308,84753577,80218370
85612157,84752731,80218877
85613540,84758588,80220725
85613587,84757684,80219300
85605719,84757206,80218347
85618541,84767765,80220728
85610604,84759018,80217792
85609537,84750997,80214979
85615629,84756227,80222136
85615123,84746066,80216902
85611272,84759539,80222281
85616053,84758522,80221323
85607960,84758733,80223406
85617309,84757539,80218774
85612269,84763003,80214570
85608877,84753319,80218227
85615164,84759743,80215031
85614845,84753903,80218527
85605654,84756105,80215603
85619597,84750563,80213703
85611408,84754118,80221829
85616780,84750526,80224004
85611260,84761509,80216934
85606636,84757632,80217234
85623544,84756429,80213460
85617290,84758787,80217961
85611697,84758318,80216648
85620514,84751525,80216888
85612983,84756121,80216825
85607913,84760245,80216010
85607370,84754086,80220868
85608541,84758881,80225867
85618215,84752937,80218224
85609042,84758672,80218153
85614163,84756385,80220333
85619556,84749886,80217552
85602168,84754831,80217755
85596892,84760616,80219503
85613730,84762390,80216298
85600413,84758763,80221014
85604773,84754616,80215703
85613430,84754338,80218588
85617977,84748270,80220104
85617645,84757977,80217208
85607383,84759762,80219469
85617077,84743596,80216012
85611152,84754965,80215143
85603235,84755393,80216370
85608555,84758970,80213157
85616353,84760327,80214104
85617465,84763294,80217206
85606796,84757417,80226651
85616068,84754600,80220642
85608125,84762888,80219592
85614594,84756492,80215786
85617354,84764384,80210616
85616959,84757311,80219217
85606072,84757834,80216665
85612425,84752865,80216845
85607878,84760805,80217082
85611875,84760722,80224127
85615654,84754522,80213961
85605371,84763200,80218462
85603970,84761070,80219495
85612565,84758396,80221789
85614152,84754757,80215011
85623744,84756505,80223151
85623007,84760497,80219463
85617007,84749721,80216030
85611647,84761026,80221231
