1,2,3
3164100,3159905,3160994
3177227,3167558,3173557
3160578,3166764,3173716
3170797,3180499,3169664
3169213,3167941,3167974
3173044,3163968,3166230
3170492,3175952,3168507
3164015,3173664,3179445
3177506,3175803,3168694
3157784,3173957,3167988
3173264,3177422,3180328
3172782,3173951,3176649
3166369,3159296,3166663
3172985,3166292,3169664
3162512,3163514,3163967
3168562,3167690,3169190
3163355,3164577,3179427
3166635,3159499,3167865
3172062,3170044,3177496
3170043,3171860,3169131
3172122,3164027,3169609
3170225,3165067,3173885
3166555,3169590,3175151
3170242,3166154,3167132
3162106,3164272,3163316
3182141,3173491,3171631
3167317,3160198,3172323
3172951,3170581,3177432
3160197,3180816,3164491
3172701,3168401,3164586
3168858,3170701,3176776
3164963,3166339,3175196
3165179,3166232,3171553
3163655,3181879,3162118
3158855,3164350,3163585
3172900,3170438,3166799
3167300,3162151,3176294
3173645,3186999,3174276
3170306,3166698,3172378
3162415,3166196,3169186
3169548,3179005,3171654
3176232,3169966,3169632
3169688,3173043,3169472
3167330,3171693,3173821
3172566,3165049,3173562
3168714,3162671,3171267
3165480,3167726,3166544
3174073,3160174,3158503
3170369,3165031,3162742
3165442,3172720,3166799
3166691,3166333,3166390
3177383,3170593,3165042
3172896,3170456,3173707
3179212,3172398,3166399
3174729,3177153,3171808
3166627,3167224,3172892
3170581,3180409,3166235
3173607,3163812,3168808
3169997,3167230,3168220
3168278,3167749,3171062
3173209,3159158,3173671
3166614,3180875,3159937
3163473,3172977,3170042
3167198,3170026,3173370
3168405,3166369,3174663
3172587,3174285,3166139
3165095,3179519,3170306
3167677,3161960,3164759
3175017,3174029,3178930
3170306,3164481,3165511
3175423,3171406,3165251
3166631,3165742,3171435
3173569,3162611,3170165
3171660,3168460,3164304
3169620,3165222,3169304
3166301,3167170,3172409
3160502,3165611,3175388
3169091,3165348,3178420
3175690,3170569,3165092
3171529,3174417,3163885
3166208,3170020,3170811
3165378,3169960,3167674
3172414,3167737,3175820
3166161,3178115,3163516
3166547,3171000,3169859
3177362,3176281,3169063
3170949,3170438,3170820
3167486,3163968,3172938
3169831,3167224,3166590
3168697,3169052,3171872
3172067,3163119,3164063
3165810,3161948,3174477
3164240,3168144,3167045
3168553,3172463,3164687
3167571,3169100,3163006
3173895,3171173,3176954
3172418,3179077,3171303
3171169,3167116,3176995
3172278,3165712,3167492
3170945,3163938,3162187
