1,2,3
220741,115056,187319
220820,115582,184558
219251,114290,184930
221311,114050,186878
221610,116595,184593
220348,115549,186987
223224,113554,186177
224518,116462,186484
221688,115137,185977
220245,115847,187514
219360,117942,184914
221655,114470,186428
220023,114224,183991
220761,114565,184548
225901,115085,186000
219689,113565,183576
221961,116532,185474
222879,116095,186639
220482,115621,186820
222155,113828,185092
221355,114292,186224
221316,116841,185265
222847,115914,185800
221324,116482,184051
219960,113892,183732
220473,115249,184641
221151,114526,184642
222326,114976,185145
219542,114575,188937
222409,112544,186720
224393,116816,182074
219932,114391,184643
223425,113991,184997
220513,115199,185218
221994,116542,183613
220022,115622,186395
220751,115758,185876
220893,117204,185220
221824,115106,183857
222654,113250,182976
222359,114206,186893
221004,115134,187313
219803,116561,185889
220778,114805,187924
221042,114470,185291
221263,114503,186950
221918,112795,185618
222706,113906,184750
221205,115369,185737
223040,113928,184873
220250,116223,184868
220186,114570,187013
219787,114409,185368
222977,115109,186823
219411,114652,187021
222436,113933,185862
223279,114539,185163
221448,116520,185462
221569,113856,185896
222620,115258,186451
220540,114578,185577
222190,114633,187507
218768,112325,184020
221038,116176,185175
222087,114258,185513
222801,114764,186292
219231,114251,188268
219181,115055,185996
222492,114339,186960
220573,115183,185076
222498,114907,185745
222937,114087,187479
221993,115102,185801
221793,114346,185783
221991,116456,185102
222599,115065,184688
220322,114699,185663
220509,115647,185584
222448,114615,186028
221423,114856,185306
221299,114108,185292
221324,114835,186569
221063,114869,186899
221063,116451,185175
221691,114671,182264
222609,115250,187540
221429,114549,186332
220526,116398,185896
223148,115691,188707
221449,114444,187118
221678,112923,184657
219815,117296,187880
219684,115588,186495
219594,115166,185533
222889,113526,187195
220799,114457,185907
221928,116135,187353
220036,115339,184685
221315,113299,186162
220747,114328,185806
