assay_ID,calib,block,date,plate_ID,stock_number,External_Treatment,genotype,Selective_marker,stock,coculture_strain,coculture_ID,Media,LB_perc,GlcMedia,Mut_to_WT_ratio,glucose,N0_ul,N0_CFU,N0,N0_coculture,N0_gen_to_co_ratio,LUM_gross1,LUM_gross2,LUM_gross3,LUM_background1,LUM_background2,LUM_background3,Nt1_CFU,Nt2_CFU,Nt3_CFU,Nt1,Nt2,Nt3,environment,CI_range_coculture_strain,CI_range_genotype,fluctuation_volume_t0,culture_volume_final,coculture,culture_volume_initial,D_coculture_strain,D_genotype,D_total,generation_time,generations,generations_coculture_strain,genotype2,incubation_mins,LUM,LUM_background,LUM_CV,LUM_per_cell,LUM_SD,LUM1,LUM2,LUM3,m_coculture_strain,m_genotype,m_lower_genotype,m_upper_genotype,m_lower_coculture_strain,m_upper_coculture_strain,mut_fitness_genotype,mutation_rate_coculture_strain,mutation_rate_genotype,mutation_rate_genotype_lower,mutation_rate_genotype_upper,Mutations_per_generation,N_cultures,Nt_genotype,Nt_coculture_strain,Nt_CV,Nt_dilution,Nt_N0_ratio,Nt_SD,Nt_total,sd_m_coculture_strain,sd_m_genotype,Sel_CFU1,Sel_CFU10,Sel_CFU11,Sel_CFU12,Sel_CFU13,Sel_CFU14,Sel_CFU15,Sel_CFU16,Sel_CFU17,Sel_CFU18,Sel_CFU2,Sel_CFU3,Sel_CFU4,Sel_CFU5,Sel_CFU6,Sel_CFU7,Sel_CFU8,Sel_CFU9,strain,Treatment,Weight0,Weight24,Abs_670_res,Abs_670_res1,Abs_670_res2,Abs_670_res3,Abs_670_res4,Layout,Layout_num,Oxygen,Notes,w_relative,GF_mutrate,GF_mutrate_low,GF_mutrate_up,GF_m,GF_m_low,GF_m_up,p0_mutrate,p0_mutrate_low,p0_mutrate_up,p0_m_genotype,p0_m_lower_genotype,p0_m_upper_genotype,Experimentor,N0_rep1,Difference_N0,N0_rep2,N0_rep3,N0_mean_of_3
CB4_22ancestor30348350.6944445,y,CB4,26/07/2021,CB4_2,1,Control,ancestor,rif,ancestor1,none,ancestor,DM,2,n,,0,10,20,2000,,,,,,,,,19,7,11,4.67528645833333e+7,17224739.5833333,27067447.9166667,2,,146.72845727,1000,984.270833333334,n,1000,0,3.08333333333333e+7,30833333.3333333,103.676703542285,13.8893304937371,,ancestor_none,1440,,,,,,,,,,5.743120294,3.516636955,7.969603633,,,2.389299551,,189.23994756,115.87571893,262.6041762,0.413491513978276,15,3.03483506944444e+7,0e+0,0.404503501272859,100000,15174.1753472222,1.22760141137594e+7,3.03483506944444e+7,,0.548557366823383,7,11,6,8,3,11,29,19,9,11,6,8,2,7,11,,,,keio,ancestor_none+Controln,218.23,216.72,,,,,,CB4,,+,,,195.41159596,115.22100631,275.60218558,5.930419644,3.496767507,8.36407178,,,,,,,CB,,,,,
CB4_32ancestor45874305.5555556,y,CB4,26/07/2021,CB4_3,1,ChYFeN,ancestor,rif,ancestor1,none,ancestor,DM,2,n,,0,10,4,400,,,,,,,,,23,15,18,5.65236979166667e+7,36863281.25,44235937.5,2,,242.05339302,1000,983.020833333333,n,1000,0,4.66666666666667e+7,46666666.6666667,85.6769204127177,16.8073267930654,,ancestor_none,1440,,,,,,,,,,9.919003382,4.366987728,15.47101904,,,10,,216.22133048,95.194634014,337.24802703,0.590159488425758,16,4.58743055555556e+7,0e+0,0.176776695296637,100000,114685.763888889,8.10950813513926e+6,4.58743055555556e+7,,0.63090436108655,7,10,8,13,7,11,11,11,11,17,11,11,10,14,13,10,,,keio,ancestor_none+ChYFeNn,220.92,219.29,,,,,,CB4,,+,,,63.949620522,28.307537788,99.591703235,2.933644432,1.298588638,4.568700225,,,,,,,CB,,,,,
CB4_32ancestor26213888.8888889,y,CB4,26/07/2021,CB4_3,1,ChYFeN,ancestor,rif,ancestor1,none,ancestor,DM,2,n,,0,10,13,1300,,,,,,,,,8,12,12,1.96604166666667e+7,29490625,29490625,2,,452.23764067,1000,983.020833333333,n,1000,0,2.66666666666667e+7,26666666.6666667,100.702595344094,14.2995321528667,,ancestor_none,1440,,,,,,,,,,8.908441655,2.980988026,14.83589529,,,10,,339.83670614,113.71788591,565.95552659,0.622988329951347,16,2.62138888888889e+7,0e+0,0.176776695296637,100000,20164.5299145299,4.63400464865101e+6,2.62138888888889e+7,,0.609907038774616,5,13,11,14,7,8,7,7,10,14,16,14,8,8,7,9,,,keio,ancestor_none+ChYFeNn,220.92,219.29,,,,,,CB4,,+,,,101.87205436,43.368931402,160.37517733,2.670462714,1.136868349,4.204057079,,,,,,,CB,,,,,
CB4_32ancestor23756336.8055556,y,CB4,26/07/2021,CB4_3,1,ChNFeY,ancestor,rif,ancestor1,none,ancestor,DM,2,n,,0,10,20,2000,,,,,,,,,5,17,7,1.22877604166667e+7,41778385.4166667,17202864.5833333,2,,339.66234471,1000,983.020833333333,n,1000,0,2.41666666666667e+7,24166666.6666667,106.382784040017,13.536024771248,,ancestor_none,1440,,,,,,,,,,7.536921281,3.502354749,11.57148781,,,10,,317.25940505,147.42823263,487.09057734,0.556804631224468,15,2.37563368055556e+7,0e+0,0.543035025793918,100000,11878.1684027778,1.29005229699739e+7,2.37563368055556e+7,,0.597594459948442,11,4,7,6,7,6,5,8,11,10,15,10,10,8,7,,,,keio,ancestor_none+ChNFeYn,220.92,219.29,,,,,,CB4,,+,,,100.59375684,40.936153059,160.2513606,2.389739168,0.9724930396,3.806985296,,,,,,,CB,,,,,
CB4_35ancestor120420052.083333,y,CB4,26/07/2021,CB4_3,1,ChYFeN,ancestor,rif,ancestor1,none,ancestor,DM,5,n,,0,10,24,2400,,,,,,,,,80,30,37,1.96604166666667e+8,73726562.5,90929427.0833333,5,,112.61445636,1000,983.020833333333,n,1000,0,1.225e+8,122500000,92.2208999370987,15.614681715123,,ancestor_none,1440,,,,,,,,,,19.87572651,13.09520716,26.65624586,,,6.986508182,,165.05329608,108.7460679,221.36052426,1.27288707337212,15,1.20420052083333e+8,0e+0,0.451138901539844,100000,50175.0217013889,5.43261700202458e+7,1.20420052083333e+8,,0.811077227640309,24,21,22,17,26,22,17,30,22,14,21,39,25,25,23,,,,keio,ancestor_none+ChYFeNn,220.92,219.29,,,,,,CB4,,+,,,177.30594092,111.83985713,242.77202463,21.35119064,13.46776142,29.23461985,,,,,,,CB,,,,,
CB4_35ancestor82737586.8055556,y,CB4,26/07/2021,CB4_3,1,ChYFeN,ancestor,rif,ancestor1,none,ancestor,DM,5,n,,0,10,25,2500,,,,,,,,,32,40,29,7.86416666666667e+7,98302083.3333333,71269010.4166667,5,,94.134545661,1000,983.020833333333,n,1000,0,8.41666666666667e+7,84166666.6666667,95.9083936477791,15.0143271639848,,ancestor_none,1440,,,,,,,,,,8.777001528,4.882768957,12.6712341,,,1.604868299,,106.08239697,59.015124148,153.14966981,0.584575081662904,16,8.27375868055556e+7,0e+0,0.137904834427566,100000,33095.0347222222,1.14099132093565e+7,8.27375868055556e+7,,0.607057937682822,8,22,26,17,23,16,25,83,15,52,11,27,12,9,11,9,,,keio,ancestor_none+ChYFeNn,220.92,219.29,,,,,,CB4,,+,,,113.07849592,72.427904322,153.72908748,9.355841872,5.992510021,12.71917372,,,,,,,CB,,,,,
CB4_42ancestor29481250,y,CB4,26/07/2021,CB4_4,1,ChYFeN,ancestor,rif,ancestor1,none,ancestor,DM,2,n,,0,10,12,1200,,,,,,,,,12,6,18,2.948125e+7,14740625,44221875,2,,324.8902074,1000,982.708333333333,n,1000,0,3e+7,30000000,98.7351230606344,14.5844756694705,,ancestor_none,1440,,,,,,,,,,9.984584456,5.195499743,14.77366917,,,10,,338.67575004,176.23064636,501.12085376,0.684603593730873,17,2.948125e+7,0e+0,0.408248290463863,100000,24567.7083333333,1.20356699132378e+7,2.948125e+7,,0.613338993816716,13,12,6,16,8,11,12,8,8,18,15,13,10,12,10,6,10,,keio,ancestor_none+ChYFeNn,218.93,217.27,,,,,,CB4,,+,,,100.95887864,47.21277473,154.70498252,2.976393941,1.391891615,4.560896266,,,,,,,CB,,,,,
CB4_42ancestor28662326.3888889,y,CB4,26/07/2021,CB4_4,1,ChYFeN,ancestor,rif,ancestor1,none,ancestor,DM,2,n,,0,10,14,1400,,,,,,,,,9,13,13,2.21109375e+7,31938020.8333333,31938020.8333333,2,,446.21743523,1000,982.708333333333,n,1000,0,2.91666666666667e+7,29166666.6666667,100.548539318893,14.3214412636367,,ancestor_none,1440,,,,,,,,,,10.74453674,4.349721861,17.13935163,,,12.39243928,,374.86617779,151.75746037,597.9748956,0.750241301989711,16,2.86623263888889e+7,0e+0,0.161624407128354,100000,20473.0902777778,4.63253150952353e+6,2.86623263888889e+7,,0.646993952605295,7,9,13,7,15,14,18,9,8,8,15,15,10,8,18,13,,,keio,ancestor_none+ChYFeNn,218.93,217.27,,,,,,CB4,,+,,,388.68542486,231.57258587,545.79826382,11.14062851,6.637409039,15.64384798,,,,,,,CB,,,,,
CB4_45ancestor68789583.3333333,y,CB4,26/07/2021,CB4_4,1,ChYFeN,ancestor,rif,ancestor1,none,ancestor,DM,5,n,,0,10,20,2000,,,,,,,,,27,24,33,6.63328125e+7,58962500,81073437.5,5,,122.9614306,1000,982.708333333333,n,1000,0,7e+7,70000000,95.5546991973565,15.0699024966408,,ancestor_none,1440,,,,,,,,,,12.79768504,8.568452253,17.02691783,,,5.958836043,,186.0410315,124.56031623,247.52174682,0.849221489180354,16,6.87895833333333e+7,0e+0,0.133630620956212,100000,34394.7916666667,9.19239473615244e+6,6.87895833333333e+7,,0.683632174109495,9,15,13,18,19,19,13,14,14,25,24,14,6,12,13,18,,,keio,ancestor_none+ChYFeNn,218.93,217.27,,,,,,CB4,,+,,,181.45246439,118.23821217,244.66671659,12.48203942,8.133557349,16.83052149,,,,,,,CB,,,,,
CB4_42ancestor28662326.3888889,y,CB4,26/07/2021,CB4_4,1,ChYFeY,ancestor,rif,ancestor1,none,ancestor,DM,2,n,,0,10,20,2000,,,,,,,,,8,10,17,1.96541666666667e+7,24567708.3333333,41765104.1666667,2,,214.5146729,1000,982.708333333333,n,1000,0,2.91666666666667e+7,29166666.6666667,104.295919286633,13.806868090807,,ancestor_none,1440,,,,,,,,,,8.578943694,5.50469891,11.65318848,,,5.528145141,,299.31079486,192.05345844,406.56813135,0.621353346579165,17,2.86623263888889e+7,0e+0,0.330738197222578,100000,14331.1631944444,9.47972615806623e+6,2.86623263888889e+7,,0.58471371469059,13,12,9,8,6,17,12,11,7,4,5,10,14,8,20,12,10,,keio,ancestor_none+ChYFeYn,218.93,217.27,,,,,,CB4,,+,,,303.44302343,186.94254588,419.94350098,8.697382978,5.358208266,12.03655769,,,,,,,CB,,,,,
CB4_45ancestor130208854.166667,y,CB4,26/07/2021,CB4_4,1,ChYFeN,ancestor,rif,ancestor1,none,ancestor,DM,5,n,,0,10,37,3700,,,,,,,,,63,39,57,1.547765625e+8,95814062.5,140035937.5,5,,53.523897815,1000,982.708333333333,n,1000,0,1.325e+8,132500000,95.3456570044034,15.1029427584048,,ancestor_none,1440,,,,,,,,,,11.56445902,8.079816315,15.04910172,,,2.081110925,,88.814690015,62.052741088,115.5766389,0.765708988307222,15,1.30208854166667e+8,0e+0,0.192415830701615,100000,35191.5822072072,2.50542448391845e+7,1.30208854166667e+8,,0.683872177636979,25,20,13,112,22,11,17,18,24,23,19,24,21,23,8,,,,keio,ancestor_none+ChYFeNn,218.93,217.27,,,,,,CB4,,+,,,87.216411838,56.963430225,117.46939352,11.35634905,7.417142979,15.29555513,,,,,,,CB,,,,,
RG19_13.5AhpF180378298.611111,y,RG19,10/05/2022,RG19_1,1,Control,AhpF,rif,AhpF1,none,AhpF,DM,3.5,n,,0,10,26,2600,,,4289860,3882100,3908660,43830,38970.8,34302.4,68,83,76,1.62102083333333e+8,197859895.833333,181172916.666667,3.5,,45.636925414,1000,953.541666666667,n,1000,0,1.89166666666667e+8,189166666.666667,89.5402409205789,16.0821546289703,,AhpF_none,1440,3987838.93333333,39034.4,0.045892838469875,0.2108108687,183013.248011345,4246030,3843129.2,3874357.6,,16.94146837,12.82551289,21.05742385,,,2.693554256,,93.921876969,71.103414262,116.74033968,1.05343274958206,17,1.80378298611111e+8,0e+0,0.0809902040125561,100000,69376.2686965812,1.46088752039517e+7,1.80378298611111e+8,,0.724488020138735,22,32,31,48,23,36,32,27,35,19,31,24,22,27,12,10,23,,INCOMPLETE,AhpF_none+Controln,221.62,217.16,,,,,,RG19,,+,,,88.067172672,61.937298644,114.19704664,15.88540677,11.17214455,20.59866898,,,,,,,RG,,,,,
RG19_13.5AhpF196270659.722222,y,RG19,10/05/2022,RG19_1,1,Control,AhpF,rif,AhpF1,none,AhpF,DM,3.5,n,,0,10,26,2600,,,4320030,4764380,3740170,92472.6,115339,108991,82,81,84,1.95476041666667e+8,193092187.5,200243750,3.5,,49.082137043,1000,953.541666666667,n,1000,0,2.05833333333333e+8,205833333.333333,88.8670924611583,16.203973373264,,AhpF_none,1440,4169259.13333333,105600.86667,0.100156920347889,0.2025550996,417580.154926974,4227557.4,4649041,3631179,,13.41758201,8.600890302,18.23427372,,,2.088879016,,68.362647932,43.821579416,92.903716459,0.82804270908878,16,1.96270659722222e+8,0e+0,0.015148410472769,100000,75488.7152777778,2.97318851723339e+6,1.96270659722222e+8,,0.693894569682547,24,19,73,22,19,41,19,24,20,28,18,35,18,11,14,33,,,INCOMPLETE,AhpF_none+Controln,221.62,217.16,,,,,,RG19,,+,,,71.227501858,48.839859481,93.615144189,13.97986878,9.585831441,18.37390611,,,,,,,RG,,,,,
RG19_13.5ancestor240769270.833333,y,RG19,10/05/2022,RG19_1,1,ChYFeY,ancestor,rif,ancestor1,none,ancestor,DM,3.5,n,,0,10,36,3600,,,4868900,6138620,5232590,75045.4,94896.3,83973.1,100,99,104,2.38385416666667e+8,236001562.5,247920833.333333,3.5,,27.305502755,1000,953.541666666667,n,1000,0,2.525e+8,252500000,89.8355176698283,16.0292948418511,,ancestor_none,1440,5328731.73333333,84638.266667,0.098693540964395,0.2110388805,525911.403612005,4793854.6,6043723.7,5148616.9,,11.4652138,8.178050812,14.7523768,,,2.019763374,,47.619090926,33.966339574,61.271842328,0.715266261748791,16,2.40769270833333e+8,0e+0,0.0213885831630623,100000,66880.3530092593,5.14971357232861e+6,2.40769270833333e+8,,0.660361092051964,23,36,21,12,16,6,20,20,18,76,16,26,28,15,17,23,,,keio,ancestor_none+ChYFeYn,221.62,217.16,,,,,,RG19,,+,,,47.508819711,31.821119624,63.196519794,11.43866388,7.661547769,15.21577999,,,,,,,RG,,,,,
RG19_11000mutM668273784.722222,y,RG19,10/05/2022,RG19_1,1,Control,mutM,nal,mutM1,none,mutM,DM,,y,,1000,10,27,2700,,,9274460,10800000,10000000,259232,341004,417634,280,270,291,6.67479166666667e+8,643640625,693701562.5,1000,,1.1343484782,1000,953.541666666667,n,1000,0,7.00833333333333e+8,700833333.333333,80.3700579132296,17.9171203479121,,mutM_none,1440,9685530,339290,0.0613195971830384,0.1382001902,593912.798104234,9015228,10458996,9582366,,0.4615362466,0.08250857129,0.840563922,,,2.084099173,,0.6906394612,0.1234652222,1.2578137003,0.025759510325206,16,6.68273784722222e+8,0e+0,0.0305937701076542,100000,247508.809156379,2.04450145387637e+7,6.68273784722222e+8,,0.240049568003843,0,0,1,4,5,0,1,0,0,0,0,0,1,0,1,0,,,INCOMPLETE,mutM_none+Controly,221.62,217.16,,,,,,RG19,,+,,,0.7026186766,0.1461230868,1.2591142664,0.4695416422,0.09765022823,0.8414330562,0.7033099905,0.1353610418,1.2712589394,0.4700036292,0.09045823568,0.8495490228,RG,,,,,
RG19_180mutY100916493.055556,y,RG19,10/05/2022,RG19_1,1,Control,mutY,nal,mutY1,none,mutY,DM,,y,,80,10,30,3000,,,922954,937431,1136340,129492,201547,169496,45,38,44,1.072734375e+8,90586458.3333333,104889583.333333,80,,21.769092766,1000,953.541666666667,n,1000,0,1.05833333333333e+8,105833333.333333,95.7584337041548,15.0378399509841,,mutY_none,1440,832063.333333333,166845,0.117972193866171,0.0786201575,98160.3368689321,793462,735884,966844,,1.993255081,0.8948248321,3.091685331,,,0.7767642565,,19.751529415,8.8669830372,30.636075803,0.132549294812089,16,1.00916493055556e+8,0e+0,0.0730206180747693,100000,33638.8310185185,7.36898469685483e+6,1.00916493055556e+8,,0.380573377492831,6,7,2,2,170,1,22,6,460,0,7,3,12,5,2,0,,,INCOMPLETE,mutY_none+Controly,221.62,217.16,,,,,,RG19,,+,,,21.024441613,9.9956526377,32.053230588,2.121712916,1.00872621,3.234699622,20.605566831,7.7593582326,33.451775421,2.079441542,0.7830472212,3.375835862,RG,,,,,
RG19_23.5Fur117549305.555556,y,RG19,10/05/2022,RG19_2,1,Control,Fur,rif,Fur1,none,Fur,DM,3.5,n,,0,10,29,2900,,,4681090,2813840,2448140,64949.9,53786.5,55690.5,62,40,49,1.44795833333333e+8,93416666.6666667,114435416.666667,3.5,,204.31942032,1000,934.166666666667,n,1000,0,1.25833333333333e+8,125833333.333333,94.0755062111395,15.3068535902227,,Fur_none,1440,3256214.36666667,58142.3,0.298890903340894,0.2587720026,973252.853524596,4616140.1,2760053.5,2392449.5,,26.7902582,14.78145521,38.79906118,,,1.125407689,,227.9065629,125.74685269,330.06627301,1.75021326506398,17,1.17549305555556e+8,0e+0,0.179420095154226,100000,40534.2432950192,2.1090707588091e+7,1.17549305555556e+8,,0.836997867086637,470,116,57,82,92,216,128,131,158,46,47,67,49,96,93,157,224,,INCOMPLETE,Fur_none+Controln,221.06,214.74,,,,,,RG19,,+,,,238.04089406,151.4078185,324.6739697,27.98154179,17.79788392,38.16519967,,,,,,,RG,,,,,
RG19_22ancestor114435416.666667,y,RG19,10/05/2022,RG19_2,1,ChYFeY,ancestor,rif,ancestor1,none,ancestor,DM,2,n,,0,10,28,2800,,,2844220,2847930,2836030,96075,84071.9,70934.7,34,60,53,7.94041666666667e+7,140125000,123777083.333333,2,,55.305472312,1000,934.166666666667,n,1000,0,1.225e+8,122500000,94.0024647402144,15.318747268804,,ancestor_none,1440,2759032.8,83693.866667,0.00279641023146307,0.2252271673,7715.38755086221,2748145,2763858.1,2765095.3,,10.36197652,7.197524132,13.5264289,,,2.744432689,,90.548685205,62.895949013,118.20142133,0.676424536430715,16,1.14435416666667e+8,0e+0,0.224180368071892,100000,40869.7916666667,2.56541738287937e+7,1.14435416666667e+8,,0.639647221275368,12,5,9,15,20,6,29,16,28,16,25,14,15,18,14,16,,,keio,ancestor_none+ChYFeYn,221.06,214.74,,,,,,RG19,,+,,,84.576603091,54.556757924,114.59644821,9.678558815,6.243225325,13.1138923,,,,,,,RG,,,,,
RG19_22ancestor114435416.666667,y,RG19,10/05/2022,RG19_2,1,ChYFeN,ancestor,rif,ancestor1,none,ancestor,DM,2,n,,0,10,42,4200,,,3716510,3178910,3588510,86822.3,78996.4,69086.3,53,43,51,1.23777083333333e+8,100422916.666667,119106250,2,,99.333384979,1000,934.166666666667,n,1000,0,1.225e+8,122500000,97.7345619381799,14.7337847680828,,ancestor_none,1440,3416341.66666667,78301.666667,0.0668058831236323,0.278885034,228231.722093728,3629687.7,3099913.6,3519423.7,,13.8498049,8.166176251,19.53343355,,,2.956903037,,121.02725977,71.360567286,170.69395227,0.940003204743581,15,1.14435416666667e+8,0e+0,0.0881733428354811,100000,27246.5277777778,1.00901532262711e+7,1.14435416666667e+8,,0.723844386408305,10,22,16,22,17,19,37,18,20,13,18,31,22,35,13,,,,keio,ancestor_none+ChYFeNn,221.06,214.74,,,,,,RG19,,+,,,125.86088887,84.568571531,167.1532063,14.40294326,9.67763972,19.12824681,,,,,,,RG,,,,,
RG19_280mutM80182638.8888889,y,RG19,10/05/2022,RG19_2,1,Control,mutM,nal,mutM1,none,mutM,DM,,y,,80,10,31,3100,,,1181400,1442580,1458660,164665,100373,95108.2,18,55,30,4.20375e+7,128447916.666667,70062500,80,,4.3449405511,1000,934.166666666667,n,1000,0,8.58333333333333e+7,85833333.3333333,98.2349494730397,14.6587340628215,,mutM_none,1440,1240831.26666667,120048.73333,0.127897653179062,0.144562866,158699.40699787,1016735,1342207,1363551.8,,0.1498955128,0,0.3483887992,,,0.6044683303,,1.8694260363,0,4.3449405511,0.0102256792542662,15,8.01826388888889e+7,0e+0,0.448917593075607,100000,25865.3673835125,3.59953972564506e+7,8.01826388888889e+7,,0.17396579990233,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,INCOMPLETE,mutM_none+Controly,221.06,214.74,,,,,,RG19,,+,,,2.2178866867,0,5.0241000643,0.1778360073,0,0.4028456012,1.7846861313,0,4.2602004241,0.1431008436,0,0.3415941122,RG,,,,,
RG19_25ancestor281028472.222222,y,RG19,10/05/2022,RG19_2,1,Control,ancestor,rif,ancestor1,none,ancestor,DM,5,n,,0,10,42,4200,,,8560110,8124190,7104540,101698,44472.7,59362.7,129,123,109,3.0126875e+8,287256250,254560416.666667,5,,28.282730686,1000,934.166666666667,n,1000,0,3.00833333333333e+8,300833333.333333,89.8317482227949,16.0299674501336,,ancestor_none,1440,7861102.2,68511.133333,0.075981822728423,0.2613108765,597300.873810416,8458412,8079717.3,7045177.3,,6.414164113,2.440037815,10.38829041,,,1.073944169,,22.823894185,8.6825288402,36.965259526,0.400135816429655,16,2.81028472222222e+8,0e+0,0.0696388093627508,100000,66911.541005291,1.95704882025885e+7,2.81028472222222e+8,,0.549952548176652,13,10,7,10,209,22,20,16,18,69,129,5,13,64,11,14,,,keio,ancestor_none+Controln,221.06,214.74,,,,,,RG19,,+,,,23.69448562,13.912838344,33.476132894,6.658825094,3.909903704,9.407746483,,,,,,,RG,,,,,
RG19_32Fur39879166.6666667,y,RG19,10/05/2022,RG19_3,1,Control,Fur,rif,Fur1,none,Fur,DM,2,n,,0,10,33,3300,,,1505350,1508820,1322930,86035.9,78321.3,85957.2,21,14,16,4.92625e+7,32841666.6666667,37533333.3333333,2,,187.7544826,1000,938.333333333333,n,1000,0,4.25e+7,42500000,106.187786352906,13.560881617913,,Fur_none,1440,1362261.86666667,83438.133333,0.0651198874637854,0.3205322039,88710.3394535396,1419314.1,1430498.7,1236972.8,,8.145292738,4.401546586,11.88903889,,,0.9578446879,,204.24932161,110.37208031,298.12656291,0.600646253503209,16,3.98791666666667e+7,0e+0,0.173171781692703,100000,12084.595959596,6.90594634408691e+6,3.98791666666667e+7,,0.592941307921201,10,21,44,34,87,6,50,20,32,33,61,432,202,20,14,12,,,INCOMPLETE,Fur_none+Controln,219.99,214.07,,,,,,RG19,,+,,,202.28721052,116.2858672,288.28855392,8.067045383,4.637383479,11.49670729,,,,,,,RG,,,,,
RG19_32AhpF68029166.6666667,y,RG19,10/05/2022,RG19_3,1,Control,AhpF,rif,AhpF1,none,AhpF,DM,2,n,,0,10,27,2700,,,2025960,1833470,1901150,60961.9,52367.3,37073.9,35,26,26,8.21041666666667e+7,60991666.6666667,60991666.6666667,2,,63.008627961,1000,938.333333333333,n,1000,0,7.25e+7,72500000,98.489106057394,14.6209063889853,,AhpF_none,1440,1870058.96666667,50134.366667,0.0402094725442282,0.2579391678,75194.0846762711,1964998.1,1781102.7,1864076.1,,4.401586581,2.258374355,6.544798808,,,2.973401153,,64.701462574,33.1971486,96.205776562,0.301047449720077,16,6.80291666666667e+7,0e+0,0.146297954728251,100000,25195.987654321,9.95252794520066e+6,6.80291666666667e+7,,0.48844201119869,3,9,4,9,3,12,5,4,8,4,6,10,3,2,5,19,,,INCOMPLETE,AhpF_none+Controln,219.99,214.07,,,,,,RG19,,+,,,73.430562063,41.741911156,105.11921297,4.995419945,2.839667431,7.151172459,,,,,,,RG,,,,,
RG19_35ancestor314341666.666667,y,RG19,10/05/2022,RG19_3,1,ChYFeN,ancestor,rif,ancestor1,none,ancestor,DM,5,n,,0,10,33,3300,,,8568180,9010560,8830910,65118.9,63736.4,60678.2,140,129,133,3.28416666666667e+8,302612500,311995833.333333,5,,30.306704787,1000,938.333333333333,n,1000,0,3.35e+8,335000000,87.0642586746009,16.5395079671205,,ancestor_none,1440,8740038.83333333,63177.833333,0.0208716386975711,0.2608966816,182418.932732074,8503061.1,8946823.6,8770231.8,,12.73082139,7.967491346,17.49415144,,,1.926731788,,40.49994875,25.346596366,55.653301153,0.769721893499376,16,3.14341666666667e+8,0e+0,0.0339258251168803,100000,95255.0505050505,1.0664300410282e+7,3.14341666666667e+8,,0.682505053351486,30,52,11,14,15,73,26,19,18,30,24,21,15,27,30,20,,,keio,ancestor_none+ChYFeNn,219.99,214.07,,,,,,RG19,,+,,,42.439269065,28.765620422,56.112917728,13.34043057,9.042233066,17.63862808,,,,,,,RG,,,,,
RG19_3250mutM266643055.555556,y,RG19,10/05/2022,RG19_3,1,Control,mutM,nal,mutM1,none,mutM,DM,,y,,250,10,31,3100,,,3559400,3493760,3519310,216286,267992,238520,117,119,105,2.744625e+8,279154166.666667,246312500,250,,2.846852429,1000,938.333333333333,n,1000,0,2.84166666666667e+8,284166666.666667,87.8462192619466,16.3922820139373,,mutM_none,1440,3283224,240932.66667,0.0146006517657369,0.1155386745,47937.2102929099,3343114,3225768,3280790,,0.4501361187,0.07058940351,0.8296828339,,,10.01428018,,1.6881599176,0.2647337031,3.1115861321,0.0274602473479457,16,2.66643055555555e+8,0e+0,0.0543907243137578,100000,86013.8888888889,1.45029089249002e+7,2.66643055555555e+8,,0.238165808680067,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,,,INCOMPLETE,mutM_none+Controly,219.99,214.07,,,,,,RG19,,+,,,1.7360270026,0.3385307328,3.1335232724,0.4628995445,0.09026686898,0.83553222,1.7626696792,0.3392484214,3.1860909373,0.4700036292,0.09045823568,0.8495490228,RG,,,,,
RG19_3125mutY145441666.666667,y,RG19,10/05/2022,RG19_3,1,Control,mutY,nal,mutY1,none,mutY,DM,,y,,125,10,32,3200,,,1111990,1254830,1336420,78796.9,83769.5,78724.4,65,60,61,1.52479166666667e+8,140750000,143095833.333333,125,,18.329725099,1000,938.333333333333,n,1000,0,1.55e+8,155000000,93.071299324434,15.472009206408,,mutY_none,1440,1153983.06666667,80430.266667,0.0801093542027814,0.0744505204,92444.8382316119,1033193.1,1171060.5,1257695.6,,3.120509357,1.787556473,4.453462241,,,1.115653913,,21.455401526,12.290538977,30.620264076,0.201687403062531,16,1.45441666666667e+8,0e+0,0.0348426919269239,100000,45450.5208333333,5.06757918500503e+6,1.45441666666667e+8,,0.438285523749764,1,11,0,2,17,73,6,19,2,31,6,15,5,8,5,6,,,INCOMPLETE,mutY_none+Controly,219.99,214.07,,,,,,RG19,,+,,,20.368148309,10.407096224,30.329200394,2.962377437,1.51362542,4.411129454,19.063235354,6.015207158,32.111263554,2.772588722,0.8748617544,4.67031569,RG,,,,,
CW1_1100ancestor82049479.1666667,y,CW1,,CW1_1,1,Control,ancestor,rif,ancestor1,none,ancestor,DM,,y,,100,10,67,6700,,,109400000,107806000,136209000,102400000,88600000,104600000,36,33,36,8.439375e+7,77360937.5,84393750,100,,34.660074042,1000,937.708333333334,n,1000,0,8.75e+7,87500000,106.037936637346,13.5800454598137,,ancestor_none,1440,19271666.6666667,98533333.333,0.521319180959413,2.2024761905,10046689.4823895,7000000,19206000,31609000,,1.818660065,0.396739554,3.240580577,,,1.340540938,,22.165406575,4.8353695603,39.495443602,0.133921500512043,17,8.20494791666667e+7,0e+0,0.0404061017820884,100000,12246.190920398,3.31529960637568e+6,8.20494791666667e+7,,0.35870163819259,2,0,2,2,3,3,2,2,3,27,1,34,4,2,1,17,1,,keio,ancestor_none+Controly,222.25,216.27,,,,,,CW1,,+,,,25.790249792,13.410081663,38.170417921,2.116076563,1.100290216,3.13186291,34.530546358,11.356184017,57.704908698,2.833213344,0.9317689839,4.734657704,CW,,,,,
