1,2,3
1500533,747318,495194
1501592,746603,494977
1503159,747559,495488
1500446,745128,495188
1501801,748031,497040
1500576,748410,495237
1502137,747950,496416
1499626,744150,497273
1498022,744829,496239
1502966,744415,494817
1503049,746981,495484
1505174,749053,493835
1500329,746929,494902
1498288,749235,494669
1501832,746512,495176
1500051,747556,493988
1498136,748365,496783
1500600,749475,494578
1500675,747798,495036
1501984,745540,493272
1500652,746751,494097
1502052,747352,495547
1502941,746624,493873
1504249,748693,494162
1499626,749124,496584
1502873,748446,494014
1502539,749651,495125
1498864,747391,495137
1499298,747262,495615
1500946,747934,495042
1503380,748209,495431
1502782,748168,494935
1497464,747411,494395
1502499,747436,496013
1500050,747572,494838
1502807,747044,497133
1501195,747604,494706
1500991,746378,493589
1497896,747237,494796
1501542,747829,491926
1501498,747341,494074
1503052,746698,495958
1504469,748395,494278
1503341,744865,493853
1502164,748488,494324
1499217,744856,496105
1499017,745819,492839
1503108,746809,494045
1500488,745451,493669
1502184,748301,495187
1496746,745769,493816
1501680,748565,495305
1499587,748101,493736
1502169,745942,495292
1500835,746389,496331
1502067,746184,493962
1501545,746966,495519
1500604,747413,495615
1501912,746800,493436
1500401,750157,494085
1504437,747591,495395
1502735,747991,494646
1500185,744847,495155
1501694,746542,494255
1501293,745844,496135
1498497,746731,494933
1502067,745970,492735
1503384,746679,495731
1501801,746415,494034
1501220,747828,494956
1500815,747340,495173
1503845,745932,495767
1502380,748264,496038
1500938,748859,494976
1499528,746318,494945
1501100,746750,493812
1499670,746547,492832
1500326,746311,495934
1502972,743246,495080
1499014,746073,495635
1501720,747530,495432
1500373,746007,494177
1504727,746878,494608
1502918,746890,493767
1502031,747714,493971
1502799,745915,494062
1501195,746442,494940
1499613,747002,493193
1503995,746917,496138
1500282,746176,494945
1504632,746647,494485
1498723,748273,494439
1503276,746976,496072
1500739,747231,495449
1499828,747619,494778
1501536,746475,495237
1502059,745834,495073
1497852,748691,494711
1502683,745487,493026
1502914,747723,495490
