1,2,3,4,p
1,3,0,2,12
0,0,128,7,1
2,1,8,20,3
0,0,1,0,2
28,1,4,0,23
3,0,39,1,21
2,0,2,4,0
12,0,0,4,8
2,33,157,2,4
209,6,0,15,12
3,0,7,0,16
5,3,0,19,0
2,0,1,28,1429
8,48,8,2,12
14,0,0,8,46
0,0,89,2,40
1,5,1,1,2
0,15,0,0,13
3,0,1,0,2
360,3,0,0,0
0,15,0,97,1
7,29,5,9,58
7,0,26,263,0
5,0,1,0,0
0,0,0,0,99
2,1,0,25,0
1,0,6,5,3
1,0,1,1,0
0,49,32,0,0
77,1,5,0,0
0,2,0,1,0
2,0,4,3,0
2,8,21,12,0
0,3,0,1,1
0,0,0,0,0
0,2,0,1,10
5,0,0,1,5
20,12,1,0,11
12,0,1,1,0
7,5,2,29,0
2,3,0,34,13
0,14,1,0,0
40,0,0,0,132
0,4144,0,1,0
5,4,10,2,0
7,1,1,3,0
1,0,46,2,1
3,0,13,0,0
0,4,1,0,1
0,0,5,3,0
0,1,3,0,60
0,0,46,6,2
0,1,0,0,0
1,0,0,0,0
8,9,5,0,0
23,1,12,0,41
46,11,16,0,0
0,26096,6,184,0
1,1,1,2,41
0,2,0,4,0
0,33,0,0,0
1,0,14,1,2
26,15,3,0,6
3,1,0,0,0
0,1,0,1,0
3,6,8,2,0
3,81,0,4,10
1,0,0,0,0
0,0,0,5,1
0,0,0,0,0
0,4,0,2,0
5,61,2,5,0
23,0,3,2,5
0,0,0,0,1
3,7,9,0,34
6,0,23,4,0
143,5,0,14,519
13,2,1,3,1
2,0,5,0,1
0,0,0,10,0
0,5,0,2,5
4,0,496,54,0
2,3,8,0,2
0,0,20,111,28
1,16,0,0,171
1,0,0,0,31
1,1,3,0,1
1,10,1,1,0
10,0,1,6,3
1,4,126,1,19
5,2,1,0,2
12,7,0,0,0
2,15,0,4,6
2,4,2,0,0
12,1,1,6,0
18,7,0,9,6
0,0,6,678,0
0,0,0,0,6
912,6,0,38,0
5,6,909,1,0
0,291,0,1,0
1,0,0,0,0
0,3,2,0,0
12,2,30,0,0
5,0,0,0,32
0,1,2,0,1
0,12,3,18,2
0,2,7,0,0
1,1,29,0,0
76,10,4,3,2
5,20,1,164,1
1,1,8,9,5
16,14,0,17,1
13,0,0,0,69
0,4,1,108,0
0,4,0,0,16
0,1,23,15,0
0,0,0,21,11
229,2,4,1,3
0,0,2,4,1
8,11,9,3,12
0,0,2,2,1
0,0,1,24,3
8,21,28,0,4
4,0,0,1,14
62,0,1,22,3
10,0,6,0,1
4,0,157,25,0
11,8,0,8,0
2,4,13,3,0
6,1,13,2,0
0,0,6,3,1170
0,2,1,13,1
0,71,0,0,4
0,0,0,0,0
3,14,7,1,1
0,0,9,11,19
6,3,2,139,2
0,14,2,1,0
0,5,8,0,0
