1,2,3,4,p
64,1,10,0,6
1,0,1,6,1
0,10,1,13,3
1,1,0,1,3
2,2,8,0,0
6,0,15,3,1
0,0,5,53,0
3,9,2,0,3
6,1,0,4,0
0,9,1,7,0
8,1,2,2,46
11,1,2,4,1
8,2,0,7,2
2,0,0,0,1
1,0,6,2,0
34,1,0,1,0
8,0,9,0,0
0,0,2,1,27
0,0,3,0,0
20,4,0,0,3
10,0,1,1,0
3,13,30,0,1
6,24,3,0,0
2,0,1,3,0
7,1,0,1,2
0,1,3,2,0
5,9,4,1,0
0,0,10,4,2
7,2,0,2,2
17,3,0,5,5
0,1,0,17,7
1,3,0,0,0
3,0,1,6,0
0,2,2,0,0
11,2,3,75,54
5,2,2,1,1
0,19,11,6,0
0,0,0,185,0
13,0,0,2,0
2,9,0,19,0
2,30,3,7,2
6,8,0,0,10
5,1,7,1,1
4,1,1,4,1
7,0,4,1,3
7,8,9,1,7
6,1,20,3,2
14,0,0,2,7
2,3,5,0,2
1,0,2,5,3
0,0,2,2,3
0,2,2,2,2
0,1,1,1,4
0,1,6,0,0
1,3,0,8,0
0,5,0,3,2
0,0,0,6,3
0,0,2,0,0
8,11,3,0,1
2,2,0,0,0
4,2,0,0,1
2,10,0,17,10
8,0,1,1,0
1,8,9,3,0
1,50,2,2,18
1,4,12,0,1
1,16,6,1,1
0,10,3,0,6
1,0,0,0,0
1,6,0,1,0
0,6,1,0,12
9,0,2,2,7
0,13,3,117,0
0,6,2,1,31
0,4,0,0,3
1,2,5,2,42
0,3,0,0,2
7,2,4,16,0
1,1,1,1,6
3,3,2,0,0
5,1,1,6,3
0,4,3,0,0
9,4,0,1,0
0,0,20,1,2
1,0,1,8,1
4,2,4,0,0
0,0,0,1,2
7,36,1,0,2
1,1,0,0,0
3,2,0,1,1
9,1,2,31,0
0,0,0,0,1
5,0,0,0,0
1,1,1,1,1
2,0,20,4,24
3,0,10,9,5
9,1,4,0,3
7,4,1,3,3
6,10,4,137,3
13,5,18,6,0
9,1,0,2,4
0,1,1,0,0
1,0,0,1,0
10,1,6,71,6
3,1,2,100,0
2,1,1,0,4
2,2,41,1,0
0,408,0,0,1
2,0,0,0,2
0,1,1,0,8
0,2,12,4,4
0,1,1,0,6
2,0,0,0,3
0,1,38,2,2
2,17,1,16,8
3,0,2,0,0
2,0,1,0,1
0,2,0,2,0
0,0,1,1,1
0,0,0,0,0
5,0,0,6,28
0,4,8,2,0
0,33,0,34,0
1,1,1,1,1
0,2,1,0,2
2,5,1,4,0
1,1,0,0,20
0,8,0,1,1
7,9,29,7,3
0,0,1,1,0
0,0,2,2,14
0,3,0,0,85
1,78,5,1,0
1,1,2,1,2
0,2,2,1,0
0,1,0,1,0
9,0,0,0,0
9,0,0,0,5
0,0,0,0,0
0,0,1,3,2
1,1,2,0,0
2,1,1,1,2
1,0,0,1,0
7,2,1,0,0
0,3,1,2,2
0,0,0,3,4
128,2,2,0,15
8,3,2,1,31
0,12,0,2,1
7,6,0,0,11
4,2,0,48,1
0,9,1,3,0
1,1,1,1,7
0,28,16,7,3
1,3,5,1,0
0,23,1,4,1
1,1,0,0,14
13,0,0,4,2
2,0,1,4,1
2,4,1,0,1
4,1,0,3,7
0,0,0,8,0
14,0,0,5,0
1,1,1,0,9
4,0,0,6,2
0,0,1,1,0
0,0,0,0,0
2,6,2,1,0
2,7,0,2,7
0,5,0,2,0
2,9,2,4,16
0,0,0,0,15
2,2,8,2,0
0,0,0,1,2
0,1,0,1,1
0,0,0,1,3
2,0,1,1,1
2,2,0,0,0
2,15,17,0,4
21,1,0,2,0
0,7,4,1,3
2,1,1,0,0
9,5,1,0,2
0,1,0,3,1
0,0,1,1,0
2,0,3,10,4
0,0,2,1,19
1,8,16,5,1
0,2,0,1,1
2,13,8,1,2
0,1,15,1,0
0,1,1,0,8
3,2,1,2,0
3,2,5,5,9
3,1,0,0,7
6,0,4,0,2
0,18,0,4,6
1,1,0,3,7
3,42,0,0,1
2,1,1,13,1
1,1,1,0,3
5,6,0,0,1
0,1,2,5,5
2,0,0,0,2
0,3,0,1,0
0,1,5,0,30
1,0,0,0,0
5,1,16,1,4
0,0,8,1,0
0,2,2,7,1
1,6,0,0,0
8,24,4,1,3
3,0,0,1,1
33,0,0,2,6
3,0,0,0,14
0,3,0,0,5
2,0,1,0,4
0,0,1,5,11
4,5,2,3,0
0,1,1,1,1
4,0,9,0,2
0,2,0,5,3
11,22,3,0,30
2,0,13,0,8
0,2,0,5,0
1,2,0,10,0
0,2,2,32,0
4,0,0,5,1
0,0,4,4,3
6,0,2,1,3
0,2,1,0,36
3,31,0,0,1
0,25,0,0,2
1,2,0,1,5
0,21,0,1,0
48,2,2,6,0
7,0,16,6,1
5,0,0,0,2
8,0,1,4,2
1,1,1,0,0
1,1,1,0,0
1,2,1,2,7
0,2,0,2,3
0,1,0,2,1
2,0,5,1,0
0,2,0,1,0
0,0,4,4,9
0,2,1,11,1
0,16,1,2,18
0,0,2,1,3
15,1,19,0,29
1,54,2,1,44
1,4,0,1,0
32,2,7,2,28
1,0,18,6,2
0,6,0,18,1
0,4,0,0,0
0,1,10,1,2
0,3,1,0,2
6,0,0,2,0
2,7,3,0,0
0,8,0,3,5
1,2,1,1,0
2,8,0,2,1
6,7,1,4,2
9,0,0,11,3
9,0,0,0,7
1,3,2,1,134
0,2,1,0,1
0,8,1,0,5
1,0,3,0,0
11,2,1,1,9
7,1,9,23,0
1,1,4,0,0
1,1,4,0,0
1,1,9,0,0
4,2,0,12,0
2,1,1,2,1
7,1,2,6,3
0,1,0,5,1
11,3,7,1,0
1,2,46,0,5
14,15,1,0,3
89,3,4,4,2
4,1,3,0,0
0,0,4,1,1
3,0,2,6,0
1,0,2,5,1
51,3,1,3,1
0,1,0,1,1
1,11,3,15,15
4,3,1,37,7
1,25,0,0,1
10,0,1,0,0
1,0,0,0,0
0,0,1,0,0
0,1,0,16,0
5,4,1,15,94
0,12,0,4,0
0,10,5,1,2
0,0,3,1,1
0,2,0,0,0
2,11,5,0,3
0,3,0,1,17
0,4,0,1,6
0,1,0,15,3
0,2,0,0,1
3,6,4,2,12
1,2,15,0,2
13,5,2,11,2
1,2,4,0,1
0,1,0,4,0
0,3,0,1,1
2,0,0,6,3
0,17,0,29,10
2,0,3,8,1
1,1,0,3,2
3,66,0,1,3
1,0,7,2,0
1,0,10,9,1
0,4,0,8,0
5,6,1,2,2
1,0,1,0,1
6,2,0,0,1
4,3,26,16,10
1,2,2,2,0
0,1,6,11,0
2,1,62,1,2
2,13,0,0,6
0,1,0,0,4
0,0,2,48,0
1,7,175,0,3
0,15,0,1,9
1,0,4,2,0
38,3,0,1,10
2,2,22,21,2
3,47,1,5,0
18,6,1,1,2
7,5,0,0,4
0,0,4,5,1
1,2,1,1,3
4,4,0,0,4
0,0,1,0,5
1,7,0,16,0
8,8,0,1,0
0,4,6,0,1
8,18,5,1,5
0,0,4,6,0
3,3,0,0,31
0,2,3,16,0
0,0,13,6,1
1,226,0,2,0
13,0,4,5,0
1,6,1,2,10
2,0,0,0,1
5,1,1,1,2
2,0,4,1,2
0,0,13,1,7
4,0,0,81,0
2,21,1,2,0
3,3,3,15,1
0,12,18,2,24
0,1,0,1,2
0,1,0,9,16
11,0,5,0,0
123,0,0,1,8
1,2,2,1,4
5,2,1,0,2
0,1,0,0,0
1,9,9,1,12
2,3,0,2,0
0,0,2,3,3
2,9,0,11,4
0,0,5,0,0
0,0,2,3,0
2,8,0,0,6
0,5,0,0,0
0,1,1,5,0
7,0,4,0,4
155,3,0,0,8
4,4,4,73,1
0,2,1,4,0
3,0,20,22,7
1,2,4,0,3
0,2,5,0,1
4,4,1,1,0
0,0,7,0,0
0,0,5,0,3
0,167,1,11,8
4,0,1,7,1
0,0,0,3,2
0,0,0,1,2
3,2,0,6,2
21,0,0,0,0
3,0,0,0,9
3,4,14,1,0
201,1,2,1,2
1,0,1,2,0
8,2,1,1,1
0,1,0,1,1
1,0,10,5,0
0,712,0,1,1
1,0,51,0,1
0,22,1,0,6
6,6,0,1,0
0,2,4,2,1
1,4,7,0,0
0,0,0,0,9
1,0,134,3,0
37,11,5,3,1
0,2,2,1,1
0,2,1,0,1
1,0,6,4,1
4,1,35,1,1
2,121,0,1,3
1,0,0,0,6
3,0,1,0,0
2,3,0,0,1
0,0,0,8,0
9,1,0,0,0
0,2,2,0,1
13,0,25,1,1
1,12,0,3,4
1,0,13,4,1
0,0,0,3,16
2,4,2,1,0
3,1,12,0,2
0,0,0,6,6
5,0,1,0,0
0,4,6,4,0
0,1,2,2,0
13,45,0,0,3
0,1,1,2,6
1,1,1,3,0
0,0,0,4,4
0,0,0,26,4
3,0,0,0,0
0,7,0,0,0
0,0,1,1,0
0,0,1,87,3
0,2,2,0,2
0,3,1,1,2
0,0,0,0,2
0,0,1,1,0
0,0,6,18,0
1,11,1,0,1
2,2,0,5,0
4,1,0,0,6
14,2,1,0,0
7,2,5,1,62
2,2,1,1,0
1,20,0,3,6
8,4,1,0,0
6,0,1,0,2
2,6,1,4,0
0,0,4,8,1
0,1,0,2,5
7,4,0,0,0
2,0,14,4,27
10,0,0,1,1
5,12,1,0,0
7,0,1,0,0
0,0,6,5,0
0,2,3,2,1
0,0,5,0,10
0,1,12,12,0
1,0,4,6,41
1,140,0,8,4
4,7,0,0,4
0,1,4,1,0
19,0,5,1,0
1,0,0,0,3
2,0,0,0,1
14,0,0,0,2
1,9,0,3,1
5,1,1,0,1
0,0,1,1,2
0,2,0,19,10
1,7,2,0,12
2,2,1,1,3
16,0,0,4,1
1,0,1,0,4
1,1,13,4,6
0,0,1,0,0
0,2,2,6,0
0,1,0,0,1
0,0,2,28,4
0,0,0,18,0
2,0,4,1,2
19,5,4,3,0
6,3,1,2,50
2,5,1,0,1
0,1,0,0,9
5,0,0,0,18
2,2,3,17,2
2,1,1,1,0
6,1,0,0,0
1,4,1,10,2
1,4,0,1,1
0,3,12,2,4
10,0,1,14,1
1,5,4,0,0
7,0,3,3,0
2,8,0,0,0
1,0,17,1,5
4,0,2,4,0
0,0,1,2,0
13,23,1,0,0
10,4,6,13,5
0,1,1,0,2
3,4,1,23,0
14,1,4,1,2
0,8,2,0,2
1,1,0,8,1
0,1,0,0,0
0,3,2,5,13
0,2,0,1,0
1,4,0,0,0
2,0,1,0,0
0,9,0,0,6
1,1,1,0,0
3,3,0,1,2
1,9,0,0,5
1,0,2,0,1
1,0,22,0,1
13,3,3,0,0
1,0,3,0,1
14,0,1,3,2
0,2,0,11,0
1,0,6,0,6
1,1,2,4,1
0,7,1,0,0
2,0,4,15,2
3,0,0,0,0
3,2,0,46,0
2,0,2,0,0
1,0,0,0,0
0,6,2,1,5
0,14,2,1,0
2933,0,4,0,17
3,0,0,1,0
8,0,0,2,5
0,7,2,1,0
2,5,1,3,0
0,0,0,0,0
0,7,4,3,0
5,4,5,2,0
9,1,16,0,0
4,0,0,13,2
15,0,4,0,1
3,2,0,1,8
5,1,0,2,4
3,12,4,4,0
3,3,1,11,1
0,3,3,4,4
0,4,1,3,0
0,4,0,1,0
0,0,0,0,1
1,11,0,0,0
0,1,5,33,0
9,12,0,0,20
0,1,1,0,0
6,2,1,2,3
0,0,0,1,5
15,0,16,3,2
4,3,1,2,0
4,1,1,2,4
0,3,2,33,7
3,2,1,0,1
0,0,8,0,1
0,0,0,13,1
7,1,0,0,1
0,10,18,9,2
0,2,2,0,0
7,4,3,4,0
5,4,0,0,0
28,1,9,4,1
17,1,0,0,11
0,0,0,8,0
0,0,1,2,0
3,19,6,0,2
9,0,10,3,14
1,2,0,0,2
1,2,3,20,1
3,3,1,0,3
1,0,0,5,4
1,2,5,5,0
2,3,1,3,0
7,2,1,4,0
0,5,1,2,6
0,2,3,1,1
0,19,2,0,0
4,2,0,3,0
5,1,0,0,0
1,33,12,0,1
5,4,2,16,1
1,0,0,1,1
2,0,2,0,1
3,2,1,1,0
2,4,1,1,0
3,0,0,0,26
0,0,0,0,11
9,6,2,0,4
14,1,0,1,0
8,0,3,3,0
5,0,22,0,3
0,10,5,9,0
0,4,0,0,0
3,1,1,0,1
0,1,1,3,5
0,1,0,5,19
1,0,46,6,3
3,0,0,36,9
12,0,2,0,1
0,5,1,1,0
10,1,3,0,2
2,7,0,1,0
5,1,0,0,2
1,0,9,0,0
17,7,4,1,1
1,7,3,0,5
0,4,4,1,16
7,0,2,24,0
21,1,32,0,6
4,1,21,1,14
67,0,0,0,0
2,5,1,5,1
2,0,2,8,10
7,2,1,1,1
0,1,1,2,0
0,9,0,9,1
2,52,0,0,5
4,0,1,13,2
0,0,1,0,2
1,14,0,6,2
24,1,0,13,1
2,13,7,2,0
1,0,1,2,0
0,33,64,4,4
0,4,2,7,0
6,0,1,26,1
4,17,0,3,0
1,0,0,1,1
0,12,3,0,0
1,7,1,64,7
0,0,1,0,5
9,2,0,1,0
636,0,2,1,18
11,4,2,1,8
0,2,2,1,4
5,7,0,0,0
0,0,0,0,0
15,1,1,0,33
3,20,0,1,6
4,24,3,0,0
17,1,27,3,0
0,6,6,0,3
0,2,0,1,0
4,3,2,0,0
3,21,7,7,9
5,0,0,0,624
4,0,24,1,3
0,0,1,1,6
5,17,1,5,3
0,2,0,1,0
0,0,5,1,1
4,16,0,1,0
95,3,0,1,1
2,0,9,0,6
24,0,0,2,0
0,0,4,3,0
16,2,4,0,6
0,1,0,2,0
7,1,0,1,1
0,0,1,4,1
3,2,0,0,1
0,10,2,2,0
2,0,1,1,1
0,0,1,1,0
0,5,3,0,5
0,0,1,1,0
4,2,475,1,0
6,1,1,2,2
1,2,6,0,0
6,1,4,3,2
1,1,1,2,3
1,4,0,46,10
0,13,0,1,10
1,0,0,2,1
3,1,8,2,0
1,1,1,2,1
0,0,3,0,1
10,4,0,1,20
10,0,0,10,0
2,0,25,0,18
0,0,1,1,1
0,0,0,2,0
2,3,3,0,0
2,0,0,1,19
15,1,1,0,8
1,3,3,1,29
1,0,0,0,1
3,0,3,2,0
2,3,1,1,69
1,0,0,2,23
0,4,0,2,2
0,1,3,1,0
0,12,17,47,7
3,61,2,1,4
12,4,1,1,5
1,6,6,0,6
0,0,305,21,18
4,0,0,0,6
1,6,0,1,0
5,6,1,0,0
0,0,5,1,10
0,0,2,1,0
3,1,0,0,4
0,1,2,2,8
2,1,1,8,1
3,4,0,0,0
1,13,0,2,1
0,3,0,0,0
0,3,11,9,3
0,3,2,2,2
2,6,0,0,1
0,0,0,0,8
0,6,1,0,0
1,0,1,3,1
8,3,10,5,0
0,0,1,1,13
0,1,0,0,0
0,1,22,0,44
0,2,21,0,2
0,17,4,0,29
0,0,1,1,0
3,0,1,7,0
0,3,0,1,10
0,92,4,3,27
0,3,2,2,2
2,152,1,6,34
3,0,3,0,0
1,0,0,0,0
1,2,0,5,0
0,12,0,1,2
0,0,1,0,5
0,1,73,0,0
0,8,1,13,6
18,1,2,6,1
1,1,5,1,14
2,0,4,1,1
1,2,1,3,5
1,0,3,0,0
0,89,4,9,0
3,2,1,0,1
0,0,3,1,2
3,14,5,0,1
0,2,0,3,5
0,0,0,0,2
0,0,1,1,19
2,8,70,0,139
6,1,1,1,2
0,7,2,1,1
0,1,1,42,1
3,5,0,1,4
0,5,4,2,15
2,0,0,3,0
0,0,0,3,2
0,3,1,37,8
2,40,0,0,2
4,1,2,3,0
3,0,0,0,0
0,6,5,0,5
2,2,13,0,1
1,3,0,0,1
12,1,30,0,0
0,0,3,1,4
0,0,1,0,71
2,2,23,0,1
0,0,5,2,0
4,1,1,3,1
7,0,3,2,3
2,0,5,9,0
0,4,2,4,0
0,1,1,2,1
0,1,0,0,0
0,10,0,1,0
0,3,0,37,10
1,0,0,0,0
3,0,1,2,1
0,0,8,4,0
2,631,0,23,0
637,0,1,2,0
0,0,1,0,1
4,4,0,1,9
1,0,6,0,0
1,0,4,6,0
2,0,37,0,6
0,3,0,21,1
0,2,0,0,8
0,0,0,3,13
1,3,1,1,1
1,4,6,0,4
2,10,7,2,1
0,0,0,3,0
1,1,1,0,0
1,2,0,1,0
0,1,0,3,0
3,12,3,1,0
0,0,0,1,0
2,1,0,1,2
0,23,2,2,1
1,1,1,0,44
1,1,1,9,1
0,1,1,0,3
0,6,0,2,0
6,1,0,0,0
0,1,3,4,0
5,4,67,0,66
1,42,0,0,0
1,0,4,1,4
1,5,1,0,2
0,25,2,1,1
0,0,1,2,12
0,0,4,0,0
1,0,4,17,2
0,0,0,0,0
0,2,0,2,0
8,0,2,31,0
10,6,10,0,1
0,3,0,0,0
1,1,5,1,2
2,3,0,8,0
16,0,23,0,0
0,0,1,0,0
3,7,4,2,1
2,0,0,6,1
0,0,1,14,4
5,1,2,13,1
0,2,0,1,0
0,0,0,14,1
1,1,2,0,10
0,68,2,0,5
6,59,0,3,3
4,0,12,5,4
2,1,0,47,0
0,0,0,1,5
0,0,2,0,5
0,0,1,3,0
2,2,8,2,9
0,0,1,0,0
2,0,7,0,0
0,0,0,0,0
5,1,116,2,3
3,4,0,2,4
2,6,0,1,0
1,3,0,0,2
2,0,173,5,7
1,0,4,22,1
0,0,0,2,4
2,0,2,0,0
0,4,0,1,13
0,0,0,14,5
2,8,8,0,5
0,0,1,3,0
0,4,4,3,0
1,0,4,0,2
1,2,2,1,4
0,2,0,0,1
0,1,9,0,0
0,0,1,2,0
0,1,0,2,2
0,0,0,0,0
6,0,5,2,2
0,1,5,0,3
0,0,2,0,8
0,0,8,7,0
3,9,0,1,4
0,1,4,0,1
1,1,0,0,3
1,2,0,2,1
3,1,4,0,0
1,20,5,0,2
0,1,4,1,31
3,1,1,3,0
6,0,1,0,3
3,0,7,0,4
11,1,2,1,0
0,1,0,1,1
11,0,2,0,0
6,6,0,17,3
14,6,4,0,3
0,1,46,11,0
1,17,2,11,1
2,0,39,0,0
0,6,1,0,1
18,0,0,0,0
0,1,1,1,3
101,5,7,0,7
1,7,0,0,0
0,1,0,17,24
1,0,0,2,1
19,4,4,0,1
2,1,0,0,5
0,18,3,0,1
0,2,0,2,0
0,3,1,0,2
1,14,4,0,1
1,1,1,1,18
0,0,0,2,1
2,3,3,1,0
46,0,0,7,1
5,0,0,0,4
0,3,0,7,1
0,11,0,4,55
4,2,0,2,0
1,5,1,0,0
14,3,0,0,0
5,0,0,19,1
0,2,1,0,0
0,0,0,3,0
0,1,6,0,0
0,0,2,2,3
4,0,0,0,5
0,0,4,1,0
0,1,30,22,29
69,2,5,6,5
0,0,1,0,3
7,0,0,1,2
3,3,3,0,0
1,1,1,0,3
2,0,13,0,5
1,0,1,1,7
2,1,1,6,0
0,0,3,60,3
1,0,22,0,1
2,4,6,6,1
4,13,0,5,8
2,0,0,0,0
3,4,2,0,1
1,4,0,8,1
3,4,3,1,8
3,2,1,2,1
2,4,2,0,0
1,0,5,2,0
0,1,5,0,2
0,1,0,2,10
8,50,0,0,5
4,0,0,3,2
5,3,4,0,4
157,0,0,41,1
3,1,0,5,0
7,0,0,4,0
4,0,0,24,1
0,4,0,2,1
9,0,0,0,0
6,6,20,2,1
28,2,11,36,0
1,1,0,3,2
0,0,1,1,0
3,3,0,1,3
0,1,23,1,4
0,0,2,0,5
671,1,0,2,9
0,8,2,2,0
0,0,1,2,0
7,0,3,0,28
4,1,0,2,2
1,0,1,0,0
10,3,10,0,4
0,0,0,0,0
25,6,4,3,0
1,3,0,5,2
3,1,0,1,5
5,0,2,8,0
0,0,0,0,1
0,0,186,1,3
2,3,1,0,0
5,13,1,0,4
8,0,0,1,0
0,0,1,0,2
0,8,0,1,1
0,3,4,7,3
10,2,0,2,1
2,5,1,2,1
1,1,0,0,7
0,43,2,0,0
0,6,2,24,0
2,3,1,0,0
11,0,0,2,0
1,4,1,0,1
9,2,0,1,0
15,0,1,7,3
0,1,38,1,4
0,0,4,3,1
0,3,20,2,0
0,0,0,1,1
0,5,0,1,0
1,0,1,2,2
0,6,2,4,1
1,2,1,0,0
0,0,0,9,0
0,0,0,1,0
0,2,0,0,4
2,15,7,52,2
0,4,0,1,0
73,2,0,3,13
2,0,1,1,8
2,2,0,0,0
36,3,48,0,3
26,5,0,0,0
1,30,1,0,8
2,4,0,0,9
0,0,1,1,3
0,8,0,9,0
0,2,0,3,0
0,0,1,1,0
2,0,4,0,1
0,3,7,0,0
0,2,0,1,1
0,2,1,0,0
50,4,7,3,6
6,0,2,2,1
0,0,1,0,1
11,1,0,2,1
10,0,15,1,0
4,0,2,0,4
0,0,0,2,2
1,0,1,3,0
12,0,1,3,12
3,2,1,4,0
4,0,10,0,1
1,1,1,4,7
1,23,2,0,1
25,25,3,1,5
3,1,0,0,0
0,7,0,2,0
1,2,1,80,2
2,3,0,33,16
3,0,4,1,1
3,1,0,3,3
3,0,1,0,0
0,10,7,0,0
27,1,0,1,5
5,0,5,1,1
2,1,6,4,2
1,2,3,1,1
45,0,0,10,176
3,3,0,4,0
1,1,2,0,0
6,0,2,10,2
7,0,8,2,0
1,3,3,1,0
1,0,1,1,2
6,0,3,2,17
2,1,2,8,2
19,1,0,1,0
2,0,0,4,1
0,0,0,14,1
0,0,3,3,0
14,1,3,2,2
0,7,20,0,2
3,0,0,1,0
8,1,8,8,1
0,0,5,3,0
13,2,4,1,7
1,0,24,0,2
4,1,1,2,1
0,2,1,0,0
5,0,0,1,0
2,11,0,5,0
0,1,15,12,48
3,40,4,1,5
57,13,7,4,4
0,1,2,0,1
0,1,0,28,4
1,1,21,1,1
11,0,0,0,2
4,13,1,4,8
1,0,0,2,5
16,0,1,6,0
1,2,1,0,1
13,2,0,0,13
2,1,1,0,1
1,4,3,1,3
12,0,3,1,1
4,1,2,4,2
3,0,1,3,0
8,1,1,0,0
1,3,9,3,2
0,10,0,0,0
0,0,1,1,4
20,2,8,3,0
0,3,3,4,2
0,2,0,1,5
0,0,0,3,4
7,3,2,0,1
0,2,28,2,2
1,2,1,0,10
0,2,127,45,3
0,1,0,4,0
3,2,2,2,1
16,0,2,2,8
1,0,0,0,1
1,3,0,1,1
0,1,1,11,2
1,6,1,1,3
4,0,33,0,1
2,5,25,1,0
9,1,0,1,0
58,5,0,0,1
0,0,0,16,4
1,3,1,0,0
0,1,0,0,0
3,1,1,1,1
0,0,0,0,4
2,9,0,2,0
34,2,0,4,1
2,0,0,0,0
0,3,27,9,0
0,0,0,0,37
0,3,6,2,0
0,1,7,5,5
1,19,0,5,14
4,0,1,2,13
9,0,2,1,6
1,0,0,0,0
13,0,2,4,14
1,2,2,0,4
6,0,4,18,26
6,6,4,1,0
0,0,1,40,4
4,70,3,0,2
6,1,0,1,8
4,9,4,6,2
0,4,2,34,0
16,1,1,0,2
0,3,4,1,1
0,10,0,0,9
0,0,0,4,3
0,1,10,0,1
6,22,0,2,2
4,0,1,1,1
0,0,0,0,0
1,0,0,5,4
7,15,0,30,15
0,1,2,5,1
4,16,1,26,1
2,4,0,0,0
2,0,0,0,24
2,0,0,0,0
1,0,1,10,0
0,3,1,1,10
131,1,1,1,2
4,2,0,1,0
0,3,4,3,0
0,0,4,0,0
0,3,3,3,0
218,1,0,0,0
8,1,353,2,0
4,2,0,0,7
2,0,1,0,4
131,5,40,0,24
14,1,3,0,0
0,1,3,12,11
0,1,6,1,0
0,1,0,1,0
5,3,0,13,1
2,2,0,1,0
8,7,4,1,16
5,5,2,4,0
2,6,0,0,1
2,2,1,0,0
1,19,0,55,1
0,0,3,0,0
2,5,27,1,8
21,0,0,0,22
0,4,2,0,5
3,0,3,3,8
1,3,6,1,2
1,0,44,0,1
0,0,0,6,4
0,4,2,75,2
0,1,0,1,0
7,7,3,6,1
1,1,0,1,1
0,0,7,8,6
10,2,17,0,2
1,0,1,0,2
1,1,5,0,1
1,2,0,0,4
0,12,0,1,5
0,1,20,3,1
0,6,28,2,2
4,17,0,0,5
1,0,0,1,1
23,3,0,1,0
0,1,2,1,16
2,0,0,0,2
0,0,2,1,6
1,25,10,3,0
0,0,4,1,1
1,0,2,0,7
0,0,7,1,3
8,2,1,6,2
5,3,1,11,0
0,0,8,1,4
2,4,2,21,0
2,6,0,1,104
2,8,4,5,2
0,1,0,1,4
0,0,0,1,2
0,0,0,0,3
7,5,1,4,6
0,0,0,1,2
0,34,7,4,2
3,22,0,0,0
1,3,0,1,0
0,2,0,2,7
2,0,4,3,1
8,1,4,0,0
1,0,3,2,8
0,2,2,0,4
7,4,1,2,18
6,173,3,1,0
0,11,0,3,3
1,1,5,0,10
0,0,0,5,4
0,1,0,2,17
3,5,0,0,0
0,0,1,0,1
32,0,2,1,1
0,99,0,9,0
0,1,1,0,0
0,4,14,68,0
1,0,0,3,10
0,1,1,39,2
18,15,3,4,1
0,1,2,0,0
2,0,0,2,1
1,3,0,5,2
0,2,3,2,10
0,0,0,0,2
1,0,1,0,6
0,0,5,1,0
12,0,0,2,1
2,0,6,0,14
39,0,1,1,0
0,1,8,0,0
2,0,16,0,8
6,2,0,24,5
0,1,7,2,8
7,1,1,12,0
0,0,2,1,0
3,0,14,2,1
23,1,6,0,29
6,7,3,1,0
5,105,3,6,5
1,1,10,1,12
