1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,p
0,6,1,0,1,1,5,0,0,3,0,3,3,1,2,0,17,2,1,1,0,1
0,1,0,3,0,0,0,0,2,1,0,0,0,0,9,1,0,0,6,0,2,2
0,11,2,0,1,0,6,125,0,0,1,1,7,13,0,3,7,159,8,1,17,3
1,13,0,1,3,2,10,2,3,1,0,1,1,1,0,3,12,1,1,16,1,0
0,18,3,3,1,0,4,0,0,3,1,0,1,2,0,2,0,2,15,3,0,0
1,0,1,0,9,39,1,0,2,1,0,1,0,4,2,0,3,1,2,1,41,3
5,7,1,0,0,2,2,3,2,1,0,2,0,1,0,60,4,0,2,0,0,16
5,4,0,1,11,0,2,3,2,1,11,0,3,2,1,56,0,1,0,0,1,3
0,0,1,2,7,0,2,0,0,5,0,0,0,0,1,14,3,0,3,9,0,180
0,9,2,1,1,4,0,9,75,0,3,2,150,1,3,0,2,8,1,0,1,4
1,1,16,0,0,8,2,1,2,0,5,0,0,0,5,18,4,3,1,3,3,3
0,0,0,1,0,0,3,1,84,4,0,1,4,1,1,1,0,303,10,0,26,4
3,1,0,0,0,0,1,2,2,10,0,0,0,5,1,2,4,0,209,0,0,2
0,2,3,5,2,0,0,0,0,2,0,11,11,7,3,13,2,0,0,1,1,0
0,34,1,1,0,1,2,1,1,0,6,1,0,46,0,4,6,2,1,3,3,14
4,1,0,1,0,8,2,5,0,3,1,1,0,2,1,4,0,0,1,0,31,0
1,1,0,0,8,0,12,0,3,2,5,3,0,2,0,3,0,0,7,2,2,0
0,0,0,30,22,4,0,1,1,1,1,2,1,0,0,0,2,1,31,0,5,0
1,3,0,12,17,11,1,0,46,1,1,1,0,1,0,2,2,3,17,7,0,2
0,161,7,10,0,2,29,4,0,0,0,1,1,0,19,8,0,0,2,3,1,0
0,4,1,1,5,0,0,0,3,1,1,4,5,0,1,0,3,2,1,1,0,5
0,2,29,0,0,0,2,0,10,6,1,0,2,0,2,11,13,1,19,0,0,0
7,0,4,0,2,0,0,7,3,5,131,0,0,5,3,3,9,82,0,1,0,1
4,0,5,0,0,5,1,0,0,1,4,1,1,0,1,1,18,5,0,6,2,3
2,0,1,1,0,0,1,1,0,0,1,1,0,6,2,0,0,7,6,2,0,0
26,1,2,24,0,21,2,37,1,1,9,0,6,1,1,14,4,63,1,2,1,6
