1,2,3,4,p
3,4,3,2,18
0,0,2,1,0
14,7,8,1,1
0,2,8,2,0
5,1,10,0,0
0,0,3,0,2
0,2,19,0,3
3,0,5,3,54
4,0,11,0,2
2,2,1,0,0
0,2,9,2,1
2,1,25,5,0
0,0,1,2,0
2,5,8,1,0
5,0,0,1,0
0,7,3,0,3
2,2,0,4,2
0,1,0,11,2
5,3,3,0,0
7,5,0,2,4
0,1,0,11,0
0,5,1,1,1
23,0,7,5,0
11,0,0,2,1
2,6,0,1,9
0,3,2,13,5
2,0,0,0,0
0,0,4,7,16
0,1,0,4,11
2,0,2,0,4
2,19,1,3,1
3,0,1,16,1
0,0,0,1,4
5,6,0,1,1
4,8,4,1,6
0,1,2,1,6
4,1,0,0,5
1,1,3,1,110
0,0,1,0,10
16,10,1,0,17
4,1,9,0,4
0,199,0,1,1
2,0,0,0,1
0,0,0,0,0
0,0,2,2,3
45,1,0,2,3
5,1,2,4,4
0,0,0,0,0
1,0,2,12,7
0,1,4,0,1
1,0,16,2,3
1,2,2,1,0
2,0,0,0,0
3,38,0,1,3
0,1,0,3,4
1,0,0,0,6
0,0,1,1,0
0,0,0,0,1
1,1,0,0,1
3,6,1,2,16
0,0,0,7,25
0,3,31,0,3
0,2,2,1,8
2,3,2,0,1
0,63,5,1,0
3,0,4,0,0
5,0,2,0,1
0,0,0,1,0
0,0,2,3,4
2,14,3,1,6
0,4,2,7,1
3,1,1,11,3
0,0,0,1,3
0,2,0,8,6
1,2,2,0,3
0,0,2,5,5
5,0,1,14,1
0,0,1,3,0
0,5,4,1,4
0,6,7,1,0
3,0,2,3,3
24,0,1,0,3
4,1,1,4,2
0,2,191,4,0
1,2,0,1,1
0,0,0,1,1
0,7,0,0,0
10,0,3,0,2
2,7,1,1,4
11,2,2,1,2
1,1,0,1,0
1,0,3,2,243
1,1,0,1,2
0,1,4,4,0
0,2,0,0,1
13,4,6,2,0
0,0,2,3,0
1,0,0,0,1
1,16,1,5,0
0,2,1,2,0
0,0,2,0,0
4,0,6,4,0
0,9,6,4,0
4,0,0,5,0
7,3,1,2,4
0,0,1,1,0
0,3,0,2,4
10,5,4,1,1
1,0,1,0,11
6,1,3,1,6
0,4,81,1,6
3,0,5,0,0
0,1,1,2,22
2,1,1,1,0
5,287,1,1,0
0,0,0,18,0
4,1,11,1,5
1,4,1,0,5
0,0,3,6,2
2,2,0,0,1
1,6,10,8,1
1,0,4,0,3
0,0,2,8,1
5,1,2,5,48
1,12,0,6,0
0,1,1,0,0
2,1,2,0,3
0,1,4,0,2
1,0,2,3,0
0,1,0,2,14
1,0,0,2,0
0,8,0,2,2
4,2,0,0,6
0,2,4,5,1
0,0,0,0,0
2,1,2,3,0
0,0,1,0,0
3,0,0,0,2
1,0,2,1,0
2,0,27,0,14
29,13,1,0,98
4,1,3,0,4
3,0,0,1,0
1,1,1,0,6
1,1,0,0,3
0,2,0,9,1
2,0,20,0,12
1,0,15,3,2
5,0,0,1,1
8,4,0,0,4
3,1,3,0,0
0,3,1,14,0
0,1,1,0,1
3,0,1,0,1
2,0,1,0,0
1,8,11,0,41
2,0,5,0,0
0,3,0,0,0
2,0,1,7,0
1,0,1,1,0
1,1,1,0,0
0,0,0,3,1
0,1,1,0,0
6,0,3,2,3
0,2,0,1,0
0,3,2,31,0
7,1,1,6,2
0,2,1,32,1
0,6,0,2,1
0,2,2,1,0
0,0,0,0,2
1,0,1,1,6
0,1,0,11,38
3,19,2,0,3
0,0,4,2,0
0,1,4,0,1
0,2,0,4,0
2,2,5,1,0
1,2,0,1,0
150,0,1,3,1
1,3,3,3,1
2,0,7,33,0
7,0,3,3,0
2,0,0,0,4
0,1,0,1,0
1,1,3,0,2
0,1,1,9,2
1,1,2,1,5
0,2,0,2,3
0,1,0,1,3
1,3,1,0,0
3,1,1,1,2
3,0,1,0,2
2,6,0,4,2
1,10,7,0,8
1,4,3,4,2
1,4,3,22,1
5,0,4,0,8
1,1,8,0,2
2,29,1,13,0
0,4,13,7,0
1,0,1,30,0
4,0,0,0,5
6,22,0,4,13
22,1,4,0,0
2,0,1,5,0
0,11,1,1,0
0,2,1,0,0
20,0,4,0,0
4,0,5,0,0
0,2,1,0,2
1,4,1,1,0
0,11,5,3,2
0,4,0,2,3
1,1,2,6,0
7,1,2,2,29
3,0,0,1,0
9,0,8,0,4
0,1,0,2,1
0,2,6,2,0
3,0,1,27,2
2,1,10,1,1
0,0,4,0,0
0,0,6,0,0
20,1,1,0,2
4,1,1,0,0
2,1,1,5,0
4,0,3,0,2
0,0,14,0,9
0,2,0,1,2
1,0,0,0,1
0,1,0,1,5
1,0,2,1,0
0,2,3,2,1
0,0,2,2,0
2,1,10,3,0
0,2,0,0,2
0,0,5,7,1
2,5,13,35,0
5,0,2,2,2
0,4,2,0,0
1,0,1,42,4
0,1,0,0,0
2,1,2,4,1
3,0,0,4,2
0,1,5,0,10
0,6,0,3,1
1,11,1,3,0
1,5,2,1,0
0,16,1,1,1
0,3,1,1,0
2,1,103,0,1
0,18,3,0,0
2,7,2,1,1
5,53,2,9,3
0,2,0,0,0
5,9,2,0,2
3,0,0,0,0
0,0,0,0,0
9,2,1,0,3
1,1,0,6,1
16,20,8,1,0
2,1,0,0,2
0,0,0,0,0
0,0,0,2,6
5,0,0,1,4
5,23,9,4,0
0,5,0,0,1
1,1,1,7,0
3,15,0,1,3
0,0,0,3,2
0,0,3,0,2
0,2,2,6,13
11,2,1,0,4
4,0,0,5,42
0,2,0,5,0
0,1,5,2,0
3,5,2,0,1
0,1,0,3,0
0,1,3,0,0
5,1,3,1,2
0,2,0,0,0
2,0,1,1,0
3,0,8,0,5
6,0,1,0,0
1,0,1,0,1
2,0,1,0,2
0,0,0,0,0
3,8,0,12,0
0,4,0,5,0
11,1,0,1,5
7,1,0,2,1
3,7,2,1,1
2,1,12,3,0
0,0,16,1,0
13,0,2,2,3
1,1,4,0,0
45,1,0,0,2
4,3,2,1,0
0,0,2,1,4
0,0,0,4,3
9,0,13,0,3
0,0,15,1,3
5,4,1,3,10
0,1,0,0,1
0,2,3,0,0
1,0,0,1,2
2,0,4,0,158
0,1,12,0,0
1,3,0,0,0
0,1,1,0,2
3,3,2,9,0
0,0,1,1,29
4,0,2,4,1
6,4,0,0,81
1,0,0,22,0
2,2,0,0,1
1,3,0,1,7
3,4,3,2,2
1,0,0,0,4
3,0,2,0,1
5,0,96,3,0
2,16,15,0,0
1,2,1,0,30
0,2,5,2,3
1,0,3,13,1
2,6,0,1,0
6,2,1,2,0
10,2,4,2,0
2,0,2,1,2
4,0,3,20,0
0,1,1,0,2
1,0,1,0,4
1,1,1,2,15
1,12,0,4,4
11,0,1,0,1
10,8,0,0,9
2,1,1,4,1
0,0,0,1,1
0,2,0,0,0
1,12,0,10,3
0,0,0,2,2
2,1,1,0,26
0,0,5,19,0
2,0,0,7,0
0,0,6,3,1
4,4,0,6,5
0,1,1,1,0
15,1,0,2,1
7,3,0,3,4
1,0,0,3,52
0,5,2,2,0
0,1,3,18,3
1,7,6,5,0
5,0,1,3,3
3,0,2,1,0
3,0,0,13,2
4,0,1,0,370
8,2,1,19,0
1,1,1,9,2
4,0,5,2,0
0,0,5,0,20
3,0,0,121,2
0,3,0,10,14
2,3,3,2,2
6,4,6,0,1
5,3,9,2,7
0,0,3,2,0
2,0,7,0,0
1,18,2,0,8
1,1,0,1,1
2,3,0,2,2
2,1,6,0,4
0,0,28,1,4
0,0,3,15,0
3,3,3,2,1
29,1,0,2,9
0,3,1,4,0
0,0,0,6,1
0,0,4,1,1
4,0,3,0,0
3,6,1,0,1
1,0,2,27,4
0,1,1,4,2
0,1,19,3,0
0,2,1,3,6
1,38,0,1,0
2,1,0,3,3
0,2,0,2,0
257,0,0,15,1
0,7,2,3,3
0,0,1,2,1
1,1,0,3,1
2,0,1,0,1
0,0,1,4,11
5,0,0,1,4
8,1,2,2,1
7,1,1,0,1
0,4,1,5,2
0,0,0,1,1
1,2,1,0,0
0,4,1,4,3
1,27,1,2,0
2,7,0,17,0
0,2,13,0,3
4,0,2,0,1
