1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,p
5,2,10,1,2,0,0,0,7,0,1,1,5,0,6,2,54,1,2,0,0,0
0,0,0,4,0,16,0,28,1,0,1,4,0,0,6,3,0,0,3,1,7,0
0,2,1,8,1,3,3,0,0,0,0,4,18,0,0,5,0,5,0,2,48,0
1,0,0,0,0,0,0,1,5,4,0,0,0,1,2,2,126,3,2,4,0,0
1,1,14,8,0,6,1,0,0,0,71,0,0,59,5,2,0,4,3,2,0,0
1,0,0,0,3,3,0,1,2,1,0,5,1,9,5,0,3,2,4,0,0,0
3,2,6,25,3,2,0,0,0,34,26,0,3,12,0,2,1,0,1,0,0,1
1,9,0,2,7,3,1,2,5,2,16,0,28,1,1,0,4,1,0,1,7,6
0,0,4,0,2,1,0,0,4,0,2,0,0,0,2,1,1,3,3,1,0,0
2,18,0,9,2,0,0,0,1,0,1,0,2,0,3,2,3,1,2,4,0,4
2,3,5,133,0,0,2,20,0,1,0,3,0,1,5,29,5,0,0,3,0,0
0,0,1,0,1,2,78,1,0,9,3,0,1,1,5,0,119,1,4,4,0,31
0,7,6,0,1,0,0,12,2,0,0,2,7,0,0,70,0,1,7,11,7,15
2,1,0,0,0,0,9,0,3,2,20,15,599,10,3,0,4,2,2,6,3,0
4,4,0,0,0,11,2,2,1,3,2,0,1,4,0,14,1,10,1,0,11,4
1,0,2,16,0,7,58,1,1,1,0,10,1,0,7,0,18,0,0,0,2,0
1,0,0,0,1,2,3,2,5,0,0,0,0,0,0,2,1,1,0,17,3,0
0,0,9,1,2,0,7,0,4,0,0,0,0,4,0,0,0,0,3,1,11,7
1,2,5,0,1,4,1,0,0,11,0,27,0,6,6,3,2,1,3,16,6,0
55,1,6,2,5,8,1,1,11,0,1,0,0,1,10,3,4,6,5,0,0,18
5,0,1,8,1,0,0,1,2,0,3,9,2,0,6,1,0,4,0,1,7,0
2,0,34,0,0,0,0,2,0,3,0,7,2,0,4,2,1,3,0,3,0,0
4,0,14,0,2,1,12,10,1,0,1,0,1,2,0,0,0,2,1,16,0,1
219,11,4,1,1,0,3,1,4,12,0,0,1,0,0,2,1,42,1,1,1,3
4,0,6,1,2,6,1,14,0,0,2,8,396,1,2,4,0,0,1,0,2,4
1,19,2,6,6,4,5,1,5,0,11,0,1,85,1,0,0,3,0,9,1,0
0,0,2,0,14,7,0,0,19,1,30,1,0,2,0,7,0,10,2,0,0,5
1,51,4,1,3,1,0,0,5,2,2,0,1,1,1,0,2,0,1,1,5,1
3,1,0,17,5,3,2,5,0,4,2,1,0,1,0,0,1,1,3,4,2,122
4,5,0,0,5,1,0,13,8,0,0,1,4,1,1,2,0,0,13,0,0,0
1,2,0,3,1,0,5,40,0,0,2,8,1,2,0,6,5,0,0,0,2,0
0,1,1,22,0,0,142,1,0,0,0,7,1,1,0,0,0,0,6,0,0,2
1,4,80,4,3,0,1,0,2,0,0,0,0,3,0,2,0,2,0,1,0,0
4,2,2,7,3,9,2,0,2,13,1,5,4,0,0,2,41,2,1,0,1,0
3,8,5,3,8,0,1,0,0,0,0,71,9,0,58,1,0,3,1,1,1,6
3,11,0,1,7,5,0,13,1,0,1,31,7,0,0,8,5,0,0,2,0,6
0,0,0,3,1,3,0,0,8,0,4,1,3,8,4,0,17,2,5,0,1,0
0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,3,6,2,1,3,0,0
0,0,2,16,0,1,3,33,22,0,221,0,4,0,3,5,0,0,12,0,4,2
6,2,3,0,15,1,3,4,9,8,6,1,14,0,1,3,0,1,0,0,0,16
0,5,4,12,2,6,15,2,0,3,5,2,15,2,1,15,0,6,1,80,6,6
2,1,1,3,6,0,3,2,14,2,9,38,2,7,39,4,28,0,1,7,1,0
1,3,5,0,2,3,0,2,2,0,1,2,1,1,0,9,193,1,14,13,2,0
3,0,0,1,32,4,3,2,0,2,24,2,1,2,1,3,0,0,0,23,8,6
0,6,1,0,0,1,3,9,2,5,0,55,0,0,0,10,0,0,1,1,1,0
0,2,0,5,5,1,1,2,2,1,0,0,0,3,1,0,0,0,0,0,0,3
20,2,1,9,19,0,2,0,13,7,0,9,7,1,17,2,1,0,9,0,12,1
6,0,4,0,0,0,3,6,14,1,3,0,1,17,1071,2,0,0,2,1,0,0
0,11,1,2,1,1,0,2,1,0,0,2,1,0,0,3,0,1,0,5,0,2
1,0,0,3,4,1,5,3,5,0,2,1,0,15,0,3,2,1,0,1,2,6
3,18,1,7,0,7,3,1,0,3,1,1,0,1,0,1,24,2,0,1,6,2
