1,2,3,4,p
313,25,2,0,4
3,2,0,6,1
123,0,0,0,1
28,5,5,0,0
0,110,0,1,0
40,1,5,13,0
1,1,2,2,7
2,5,2,38,0
0,0,4,0,1
0,1,0,4,2
0,21,0,4,0
0,0,0,1,0
0,1,2,2,12
0,0,1,0,1
0,0,4,0,0
1,21,1,23,0
0,0,0,5,15
2,0,0,0,18
1,20,43,0,1
2,3,1,2,3
6,143,0,0,0
2486,0,7,197,0
9,0,2,1,3
2,0,1,3,0
0,61,0,0,15
0,1,0,0,7
0,0,5,18,2
0,5,4,1,0
0,0,1,3,1
11,0,2,1,4
3,4,0,0,0
0,3,0,32,1
2,0,1,1,0
1,0,5,1,3
0,0,2,1,2
0,4,0,0,0
3,0,105,5,0
0,0,76,82,0
0,0,29,3,1
0,5,0,17,1
1,4,10,1,4
18,0,1,0,1
2,1,5,0,0
5,8,2,6,2
42,1,172,16,69
7,3,8,0,2
4,7,3,0,2
0,1,7,1,0
0,1,1,0,307
0,4,5,12,5
9,76,6,4,0
3,1,1,0,0
0,2,0,0,0
61,7,2,1,17
0,1,4,0,1
0,0,13,2,0
4,0,0,4,3
4,7,3557,0,1
2,2,10,33,0
16,1,10,2,0
4,1,7,10,0
0,3,23,17,1
0,21,1,0,1
0,30,0,6,0
0,0,175,11,6
0,5,6,2,1
7,1,16,0,5
3,0,0,0,0
0,211,2,4,0
0,0,6,0,7
0,4,9,0,0
0,0,0,0,2
0,267,1,0,3
8,5,0,0,0
2,14,22,1,0
0,0,0,6,7
3,15,7,0,0
1,0,0,11,3
5,1,1,1,1
0,1,166,0,1
0,1,1,0,1
5,0,15,0,1
15,0,0,1,217
2,14,3,1,0
0,0,0,1,0
5,16,2,1,0
0,13,0,0,12
2,1,7,4,14
7,1,4,3,3
0,1,0,4,1
12,1,0,1,0
0,4,21,10,1
0,2,0,0,5
4,1,0,2,2
0,19,0,0,3
1,183,0,0,199
0,0,5,0,0
1,1,0,3,4
127,0,1,0,0
0,35,0,0,0
1,0,1,0,4
0,1,32,0,100
0,0,0,0,9
22,14,101,0,36
1,9,9,0,1
3,0,0,1,4
0,0,2,0,6
4,2,10,10,3
0,10,0,0,16
1,4,0,0,23
0,0,1,116,2
0,0,15,10,1
0,0,1,11,0
495,8,3,394,2
4,11,1,1,0
7,0,0,5,0
1,3,12,3,2
1,0,0,5,0
2,1,0,0,62
0,0,19,8,1
0,2,2,2,0
0,17,1,0,0
40,0,6,0,5
0,0,0,30,44
2,0,0,28,0
2,8,8,0,14
0,0,6,3,4
1,2,0,1,0
1,1,14,0,12
0,0,20,8,0
0,2,10,1,1
2,5,12,0,9
12,4,0,1,0
1,9,1,19,0
0,0,10,1,0
0,0,14,4,0
15,1,0,276,2
8,0,0,0,0
13,7,0,0,1
15,35,0,3,13
0,0,13,0,7
2,0,0,4,1
9,53,25,25,3
1,0,6,228,0
0,4,1,1,0
8,1,3,1,0
0,26,1,61,1
7,1,5,4,18
18,6,10,0,0
0,19,1,10,1
8,0,1,0,1
1,0,1,0,0
1,0,2,0,0
3,1,0,0,15
3,7,1,0,11
3,0,3,0,1
8,4,0,0,1145
1,7,22,1,0
1,116,0,2,2
2,1,0,3,2
10,344,0,1,8
13,111,7,11,0
0,1,1,0,1
4,0,45,0,49
7,0,1,0,7
0,97,1,6,1
0,3,150,21,2
1,1,2,1,11
2,375,0,17,0
1,1,0,2,1
0,1,2,57,3
3,3,0,0,22
6,3,39,20,8
0,0,7,19,4
2,1,5,1,2
0,3,8,31,1
125,0,2,0,0
10,0,0,308,157
36,0,5,3,3
17,2,1,2,207
2,2,2,1,0
0,4,0,34,4
3,0,0,5,5
8,15,0,0,0
2,0,0,8,3
2,10,5,8,54
11,7,0,3,3
2,4,0,1,0
0,1,0,0,0
0,0,16,1,40
2,0,6,1,6
0,0,1,2,0
7,0,1,0,8
133,0,18,5,4
0,0,0,0,46
0,2,0,21,0
1,0,1,5,1
0,0,2,0,1
0,0,7,3,2
1,0,1,2,0
2,0,8,2,0
1,0,3,10,14
2,2,2,0,5
0,1,0,2,11
2,70,1,1,17
0,6,2,0,0
0,1,0,1,0
0,2,3,0,0
0,2,1,1,85
21,4,0,1,0
2,0,15,48,0
1,1,7,8,1
1,2,8,3,6
1,0,0,1,7
2,0,8,323,1
0,3,2,0,74
0,1,238,0,1
8,6,1,1,2
1,10,12,7,6
0,13,2,5,0
34,0,0,0,3
5,9,1,0,1
1,39,1,2,0
0,2,2,44,8
2,0,0,0,25
2,12,1,4,1
0,0,1,0,0
0,5,10,0,14
0,9,0,1,16
4,13,8,0,0
1,1,6,1,1
0,3,0,2,6
2,0,1,19,0
57,7,0,0,2
4,0,0,0,1
0,19,15,0,5
1,2,0,2,0
0,0,0,0,0
2,0,1,0,1
52,6,0,1,0
0,2,1,0,0
0,2,0,1,79
0,1,0,14,0
0,0,28,5,37
28,0,68,2,15
35,4,0,0,1
0,0,1,1,0
1,2,0,38,0
1,3,0,3,25
0,6,1,15,1
1,2,8,21,3
0,3,2,0,1
0,5,0,1,0
1,0,0,2,0
4,2,1,3,98
3,7,1,2,0
0,2,73,1,2
1,2,0,0,66
1,0,0,1,78
4,6,0,2,0
3,0,1,7,6
3,2,1,0,0
0,0,2,1,9
0,5,0,17,0
1,0,0,17,3
5,1,0,4,11
3,2,1,380,16
5,3,6,0,9
0,0,3,2,3
0,0,2,3,6
3,0,0,0,44
0,5,0,3,46
99,88,1,11,0
7,0,0,10,0
8,1,0,7,47
0,0,6,0,33
2,24,5,2,0
24,1,3,2,0
0,0,4,2,0
12,0,5,7,11
1,1,0,0,0
0,0,55,0,55
17,1,0,0,0
0,11,3,11,0
14,4,0,0,15
1,0,1,2,5
2,1,12,6,4
2,117,0,2,0
1,8,7,31,3
7,1,0,0,1
16,4,1041,1,2
0,3,1,10,2
0,1,0,0,2
5,0,1,23,16
4,0,0,2,11
0,5,0,2,0
173,10,0,9,0
0,0,2,11,1
0,11,1,6,0
2,0,2,23,0
0,0,7,81,3
2,1,53,4,1
4,1,0,24,3
0,1,2,0,0
0,0,0,0,18
10,2,0,7,25
0,7,6,0,0
0,1,1,3,2
15,2,0,0,0
0,22,2,0,5
1,21,1,5,1
0,1,0,0,0
7,41,1,0,1
0,2,1,0,1
1,0,6,8,45
0,1,0,10,1
1,19,9,2,2
1,0,3,71,0
1,2,0,27,1
4,3,0,6,0
0,2,27,0,1
6,1,0,3,1
0,8,0,0,0
3,0,0,2,14
9,0,0,4,1
0,0,2,3,3
5,1,5,12,10
2,0,5,0,2
3,0,12,2,1
2,1,1,0,1
1,92,0,21,27
0,18,0,0,5
0,20,14,6,1
0,0,22,0,12
3,0,1,1,1
110,3,1,5,0
1,39,2,14,109
12,5,9,0,58
514,7,0,1,0
5,11,5,0,0
0,0,1,0,0
0,1,7,2,0
0,0,0,1,72
1,0,36,0,0
91,0,0,3,10
4,0,0,1,5
0,41,0,0,0
0,0,5,8,9
11,2,27,11,2
4,14,7,1,32
1,1,0,5,0
1,3,6,0,3
0,758,8,1,0
0,4,2,40,0
4,1,1,0,1
3,1,4,5,0
41,7,1,3,1
0,0,192,4,0
0,5,3,1,6
0,0,0,0,0
24,0,6,2,0
5,1,0,2,2
0,1,2,0,0
15,1,0,12,0
2,6,1,0,2
1,0,0,2,0
20,2,1,0,0
1,35,0,1,0
2,2,1,9,0
5,0,0,37,17
8,1,0,1,0
4,1,3,0,26
1,1,0,2,2
0,47,9,0,0
2,1,1,1,12
0,1,2,1,6
5,0,0,11,13
1,0,0,1,0
2,0,1,6,0
65,43,1,0,13
