1,2,3,4,p
1,6,2,1,0
6,1,0,0,0
0,2,4,1,0
0,0,1,41,5
0,0,0,1,1
7,0,4,7,0
3,0,0,0,2
5,30,5,1,2
13,5,1,3,3
0,28,3,3,0
1,27,0,10,1
0,0,2,5,0
2,0,4,5,2
0,0,2,0,0
2,2,1,0,0
0,17,7,1,0
0,2,1,7,0
0,1,9,3,0
22,1,0,13,1
5,3,3,3,2
316,8,3,4,0
376,1,0,0,0
2,1,25,1,12
13,1,0,1,1
3,2,0,1,15
10,3,1,11,48
0,0,4,27,5
3,2,2,0,1
6,0,0,11,6
0,0,0,10,1
0,1,0,3,3
1,3,0,4,0
4,3,0,21,2
0,6,0,5,0
1,1,2,3,3
6,1,0,1,2
0,270,0,2,6
0,3,1,0,3
1,0,10,0,2
0,2,1,1,0
2,2,4,4,5
10,0,2,2,0
0,0,0,0,0
1,2,2,0,0
16,0,1,0,1
0,2,2,1,52
0,4,5,0,4
0,2,2,5,0
2,0,6,9,7
3,5,3,0,35
0,1,1,2,1
0,0,0,0,3
1,0,4,0,0
0,9,4,31,21
1,0,0,0,1
0,0,2,32,0
5,1,4,2,1
0,277,7,2,0
6,0,0,2,7
3,18,2,120,62
1,8,2,0,0
0,0,2,4,1
1,0,4,25,6
1,14,4,0,7
0,0,51,0,8
3,0,2,0,8
0,0,27,3,19
0,2,3,0,47
10,5,83,1,3
0,3,1,2,0
3,646,0,0,0
0,0,0,0,0
0,6,1,8,1
0,4,0,0,0
4,3,0,1,0
1,4,1,12,4
12,2,0,1,0
26,0,0,2,2
1,0,12,1,0
0,2,1,2,0
1,1,66,0,0
0,1,0,9,0
2,0,0,3,2
4,0,22,4,89
4,0,197,0,5
1,16,1,0,1
5,10,0,29,23
0,0,0,2,0
67,0,3,0,1
1,10,10,1,5
0,6,3,5,4
1,1,8,1,1
7,2,20,0,0
11,0,1,15,0
0,2,2,4,2
1,5,2,1,4
0,0,1,17,0
1,0,0,2,4
2,0,6,0,0
4,6,2,54,0
0,9,0,2,3
1,16,0,0,0
1,0,26,1,6
0,0,1,0,0
2,3,1,0,4
71,4,23,3,4
3,0,1,1,6
55,3,1,2,1
1,0,1,4,2
0,0,0,7,58
0,2,84,0,0
1,5,1,1,1
0,0,0,17,0
15,0,0,7,0
0,3,0,0,0
0,0,2,1,0
0,11,1,1,3
0,3,1,4,0
0,0,0,0,2
19,72,0,3,4
1,11,0,3,2
6,1,0,0,0
38,4,0,2,0
0,1,0,5,5
0,1,3,2,0
0,3,20,0,12
0,0,1,2,1
0,5,1,4,0
0,1,5,0,0
2,1,1,0,1
2,11,0,3,4
0,1,1,0,0
1,4,0,2,66
0,1,3,1,0
0,0,0,0,0
0,3,1,0,14
5,1,6,0,0
0,0,1,8,0
7,0,1,1,0
5,2,0,0,106
1,0,7,3,0
0,0,0,2,2
0,6,0,0,4
2,4,0,108,0
1,1,6,0,0
1,1,0,7,22
2,4,8,0,1
0,1,0,37,1
2,0,0,1,1
0,0,6,23,35
1,1,9,0,0
4,6,0,0,0
0,0,0,15,7
4,3,1,0,2
1,6,0,0,5
0,0,3,1,0
3,0,1,40,3
0,0,5,10,1
2,0,0,0,1
0,0,0,1,0
2,0,2,0,0
1,1,1,22,0
3,0,0,10,3
0,0,11,6,0
1,3,9,11,23
1,0,16,75,5
1,1,1,12,1
27,0,2,0,6
25,0,2,0,8
0,0,1,4,23
0,55,2,0,2
0,36,1,1,28
0,0,1,0,0
24,0,3,0,0
0,0,2,6,8
6,2,2,1,1
61,5,17,0,0
4,0,2,0,2
1,2,1,1,3
2,0,27,2,0
0,0,0,1,54
9,9,1,3,1
0,1,0,6,5
9,1,4,0,0
1,1,2,0,29
0,2,0,3,0
11,0,0,0,1
0,0,2,1,0
6,1,0,3,0
1,5,2,0,37
1,11,1,18,2
3,0,1,1,0
0,1,1,4,3
1,1,3,5,2
0,3,2,1,0
2,5,0,0,81
0,1,0,1,1
4,0,1,1,0
5,4,0,1,0
19,0,0,0,0
0,57,0,0,38
1,0,1,0,10
1,0,4,11,1
32,1,0,9,22
2,0,9,0,0
7,17,0,5,1
0,0,3,0,3
1,0,24,11,0
1,1,0,2,0
0,2,9,71,0
1,33,0,5,1
5,6,2,0,0
4,0,5,2,1
1,0,6,0,2
2,8,0,9,1
38,0,4,7,0
29,1,0,6,1
0,16,0,2,0
2,2,3,1,0
0,16,44,119,1
3,1,0,2,0
0,4,1,3,0
0,1,2,0,7
0,0,1,8,5
113,11,2,0,7
3,2,0,2,0
3,0,0,0,0
1,8,1,0,4
1,5,0,1,0
0,0,1,4,0
1,1,0,1,19
0,3,4,0,23
1,0,5,4,2
0,0,2,0,0
0,1,0,0,1
0,5,5,1,6
34,50,0,4,53
0,1,0,0,0
2,0,0,4,3
7,1,4,1,3
12,0,35,1,9
3,84,1,4,0
0,0,4,19,0
0,6,10,4,3
0,0,5,2,1
92,10,0,0,0
0,1,0,0,2
0,18,16,12,12
8,3,7,0,0
6,1,1,0,3
1,1,2,9,0
14,0,1,0,1
3,4,69,2,1
2,0,1,9,0
1,3,1,0,12
2,0,4,1,0
0,0,1,0,1
27,1,3,1,0
6,1,11,0,0
2,1,0,3,1
0,6,1,5,3
1,0,0,2,6
0,2,0,1,3
4,6,0,0,5
1,25,9,3,0
0,2,0,5,3
3,81,0,1,0
1,1,151,1,1
1,10,0,6,5
0,9,0,7,36
0,3,0,7,7
8,0,6,4,2
1,1,19,0,0
1,24,1,2,0
0,4,9,1,4
1,14,0,3,0
0,0,46,1,2
0,0,6,1,4
3,8,1,7,8
0,0,11,10,0
2,5,0,11,14
4,1,0,0,2
53,0,1,9,1
64,9,1,4,9
4,3,4,117,0
0,0,2,0,0
33,1,0,1,0
0,5,0,6,0
0,0,13,0,0
0,6,0,0,1
1,29,50,10,5
2,0,5,0,1
0,5,2,8,5
0,60,0,27,6
0,0,0,14,1
5,6,1,0,3
0,15,1,0,1
1,6,12,0,2
0,2,23,96,0
0,4,0,1,4
0,0,0,10,7
0,1,3,0,12
0,3,4,1,2
0,0,2,0,1
7,1,85,0,1
4,18,1,0,1
8,0,11,2,0
0,3,0,1,5
0,1,5,5,17
0,2,0,1,1
0,0,0,1,1
5,7,0,0,0
1,0,7,0,3
2,0,1,2,9
336,2,7,1,0
2,1,0,0,0
0,0,15,1,2
1,4,3,0,2
0,1,16,0,4
0,0,1,6,0
0,1,0,4,5
11,0,2,0,0
0,4,1,3,5
0,3,6,5,1
1,4,1,7,1
1043,7,3,70,3
0,0,0,0,3
0,0,7,2,4
1,2,0,1,10
0,7,0,0,1
0,0,1,6,0
0,0,4,0,2
1,1,4,0,4
1,3,1,0,9
8,0,0,0,0
1,1,2,1,3
0,85,51,2,0
23,0,176,0,3
3,1,0,0,0
8,4,0,0,0
6,2,1,2,1
0,9,1,5,2
3,7,3,11,12
1,7,1,6,0
3,0,0,1,15
0,7,13,25,1
3,1,0,3,1
0,2,0,3,1
0,7,0,3,13
237,0,0,46,2
0,1,3,0,0
1,8,4,7,0
0,3,4,3,19
0,32,2,0,3
3,0,3,0,31
1,0,0,35,22
2,5,2,0,0
0,0,0,1,0
25,0,0,2,0
0,0,0,20,2
0,0,257,0,1
1,0,0,1,0
20,0,3,1,1
0,0,6,0,1
0,106,14,3,9
3,0,53,0,1
0,0,23,8,4
0,2,0,2,3
39,0,1,0,2
11,14,1,21,12
0,4,3,0,0
2,2,0,3,1
17,0,2,0,1
15,1,0,5,2
135,1,1,5,0
0,0,5,1,0
23,2,33,1,1
16,5,0,3,0
