1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,p
12,1,5,0,0,43,0,1,2,0,0,4,0,6,3,0,2,1,2,0,3,22
3,4,0,1,1,1,0,3,1,1,2,0,16,108,0,2,1,4,0,0,49,9
35,4,10,1,0,0,14,79,502,54,0,19,241,1,2,3,0,62,3,0,15,0
8,0,3,1,0,8,0,0,60,3,24,0,2,2,26,2,1,0,12,15,2,0
145,5,21,0,35,0,68,0,6,1,1,0,2,22,1,9,3,2,7,21,4,0
1,4,1,2,0,2,1,2,0,1,1,0,0,40,19,113,0,0,3,1,2,0
0,1,104,8,0,26,6,6,6,1,0,3,33,0,0,0,2,1,0,1,2,0
14,1,2466,0,0,0,9,0,0,6,2,0,1,17,0,0,1,4,15,2,1,10
1,0,2,22,0,381,0,325,1,53,0,0,11,0,3,2,0,1,0,0,914,0
73,14,19,0,0,3,3,0,0,1,0,27,4,0,0,66,2,11,0,421,2,2
37,1335,1,0,14,0,0,32,5,0,6,1,1,2,14,1,10,2,5,0,1,1
1,0,0,6,2,1,4,0,0,2,0,8,2,0,0,0,9,13,314,0,1,173
0,9,1,0,16,1,3,0,1,1,0,0,25,0,0,1,1,7,2,0,1,5
34,0,2,0,64,1,11,0,19,21,1,296,5,9,107,2,2,0,7,1,0,0
6,23,1,1,0,1,0,0,1,3,0,0,2,18,0,4,0,0,1,7,5,78
0,0,0,1,0,0,1,8,0,1654,2,2,0,1,9,0,0,1,7,5,0,51
169,5,3,4,3,10,0,3,1,1,65,1,0,5,0,42,5,85,3,0,2,1
7,1,4,11,0,1,18,0,0,1,0,3,0,2,0,7,1,16,2,3,7,1
4,0,2,1,0,0,3,2,9,1,0,0,0,1,7,0,61,18,0,0,0,0
1,0,5,1,2,16,1,0,0,0,24,0,0,9306,1,8,0,6,0,0,3,0
18,8,5,0,0,1,150,5,0,6,0,185,0,0,8,145,0,3,3,41,0,2
1,2,1,0,20,6,0,0,0,2,3,75,0,4,2,0,31,0,0,4,0,0
0,0,1,0,0,1,0,3,0,1,0,0,0,0,6,17,0,0,0,12,0,0
8,0,30,128,13,3,755,3,0,0,0,0,4,0,0,7,0,3,1,0,0,1
0,5,4,0,0,2,189,0,0,2,4,218,47,1,0,1,13,6,1,2,9,0
0,16,21,0,0,6,54,73,2,1,0,4,0,13,0,0,46,0,1,0,2,0
1,52,0,1,0,0,2,0,0,1,1,0,0,0,5,2,0,78,4,14,0,1
