1,2,3,4,p
252,7,6,0,0
0,76,1,0,2
0,4,34,7,0
0,16,4,5,1
3,0,1,90,2
0,1,0,1,11
0,0,0,0,2
0,14,1,0,1
0,0,4,2,0
2,2,25,5,3
0,5654,2,1,229
0,28,0,5,2
0,0,0,0,4
13,0,0,0,0
0,2,1,0,1
1,1,1,63,109
2,0,0,13,0
3,11,32,0,0
12,2,0,4,0
0,7,0,2,8
0,0,0,1,3
1,2,3,6,0
1,2,5,1,9
3,124,0,2,13
0,0,8,9,1
6,11,2,1,0
0,0,1,1,0
3,0,3,6,3
7,4,2,5,1
0,3,3,0,0
3,0,0,202,1
0,0,8,2,11
19,0,35,1,0
1,3,0,1,0
2,0,0,100,0
4,1,1,5,2
0,13,1,1,2
0,0,0,0,5
3,7,125,0,1
0,2,0,19,3
17,11,0,152,152
2,1025,4,876,0
11,0,0,0,0
0,2,35,3,0
2,9,5,10,1
0,0,0,5,3
0,0,0,2,0
2,3,2,0,1
1,571,3660,2,8
0,13,2,5,0
1,1,7,0,5
1134,0,4,0,11
0,1,0,0,0
0,0,0,0,0
146,0,4,2,13
0,0,0,0,15
64,2,1,5,0
9,0,27,0,0
3,0,0,32,4
1,2,12,0,0
1,0,1,0,6
21,0,0,0,4
1,7,1,1,0
14,0,0,1,0
0,0,0,0,4
0,20,12,3,0
0,0,6,2,2
0,2,1,0,0
274,0,11,1,9
3,0,0,0,1
1,0,1,7,0
47,331,0,0,1
2,0,0,3,0
9,0,16,1,24
0,25,1,6,1
732,7,0,1,6
0,1,0,1,6
2,0,0,32,19
1,4,11,1,2
0,0,1,0,1
0,704,3,1,0
0,1,0,10,0
0,0,0,9,20
0,3,4,2,36
1,0,1,100,50
0,0,0,1,0
2,0,0,2,0
0,0,0,8,0
2,1,0,1,0
3,1,25,0,2
309,4,2,1,3
1,0,2,0,0
12,4,0,0,5
9,5,3,15,1
0,0,0,2,6
2,1,0,1,13
0,89,0,1,1
1,2,0,179,3
0,0,357,2,14
0,0,0,11,6
5,0,1431,6,2
3,8,11,0,1
13,0,3,1,0
1,1,0,53,0
1,4,33,1,0
2,23,2,0,0
0,0,716,1,2
1,0,55,34,74
7,7,0,3,2
1,65,2,3,0
0,2,4,2,11
24,2,1,0,4
2,6,4,2,3
0,4,17,5,0
0,1,2,1,0
7,6,0,1,10
0,0,1,0,0
2,1,0,124,0
0,0,0,1,5
0,5,0,1,8
0,0,0,95,14
0,15,20,0,2
0,0,73,2,2
0,0,0,2,2
4,2,12,3,27
5,1,21,0,2
4,0,3,0,1
4,3,0,2,0
0,0,37,965,51
0,1,11,3,0
4,0,2,12,0
0,12,9,1182,0
1,0,13,1,4
0,9,20,1,6
2,2,0,2,4
0,0,0,286,0
2,0,0,4,24
9,0,0,0,1
9,1,73,0,174
0,14,194,6,3
1,18,1,15,4
47,189,1,20,15
0,2,2,2,1
9,0,0,5,0
4,0,21,3,1035
122,0,0,1,7
0,0,0,6,0
0,2,0,0,15
0,7,0,0,0
1,1,0,0,9
0,12,0,64,0
2,0,2,67,180
7,80,1,0,4
