1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,p
0,3,0,1,7,0,1,6,0,3,5,5,0,1,28,2,0,0,1,0,1,0
5,10,1,13,0,4,1,1,2,0,1,1,0,6,0,0,6,3,1,1,2,0
2,7,0,0,0,0,0,0,9,0,0,28,10,1,1,0,3,20,0,0,0,1
7,3,1,0,0,0,0,6,6,3,0,1,2,8,8,0,1,1,3,2,11,10
0,2,4,0,0,0,6,0,0,3,0,0,23,10,2,8,1,0,66,2,0,1
1,2,2,5,0,1,8,4,0,5,0,1,0,0,3,2,4,1,1,0,1,1
0,4,1,3,3,0,0,4,0,0,0,0,14,2,23,1,0,4,9,6,0,1
0,1,0,4,2,1,0,0,0,2,57,1,3,0,2,0,0,7,19,36,3,2
0,3,26,2,0,0,0,1,0,0,11,7,0,1,0,4,0,17,4,10,0,0
1,0,24,0,4,2,0,1,0,1,2,0,3,7,5,0,0,1,0,5,0,0
2,1,0,6,9,1,2,0,3,14,0,3,1,1,2,4,1,1,1,0,11,1
3,0,0,2,0,2,7,0,1,1,4,0,1,0,1,0,0,0,0,0,8,1
1,1,13,0,0,0,1,2,0,0,10,0,3,3,8,3,0,0,19,0,0,0
0,12,17,0,5,0,0,1,4,4,2,1,0,0,5,0,1,0,0,2,1,0
2,0,1,1,1,0,13,7,0,1,3,13,0,6,0,0,0,0,0,0,0,11
15,0,4,3,2,3,2,4,0,1,0,2,0,1,0,0,1,0,1,4,0,1
92,0,0,0,1,0,4,0,2,1,9,2,0,24,1,3,0,3,4,0,0,0
3,4,1,2,0,2,0,1,0,2,0,2,0,8,0,0,1,0,1,1,4,5
0,4,7,1,0,0,5,1,1,7,0,2,4,6,16,0,0,0,3,2,0,1
1,0,0,0,2,0,0,0,5,2,1,0,0,64,4,4,1,0,0,1,0,1
0,1,1,0,0,0,1,0,0,3,8,5,0,0,13,1,0,101,2,4,9,0
2,5,20,0,1,3,2,1,0,5,19,3,6,0,6,4,11,3,1,3,6,0
3,2,2,5,1,0,27,7,14,2,2,2,0,1,0,0,0,1,2,108,4,0
3,2,4,4,0,3,0,4,0,0,18,0,0,0,1,0,0,0,4,0,1,1
0,0,1,3,0,40,0,0,28,3,2,0,0,2,2,13,1,568,0,0,3,3
1,1,2,3,3,3,0,1,0,0,0,0,0,0,3,0,0,6,0,1,3,2
5,0,0,2,3,1,3,2,3,4,3,0,0,1,2,0,1,11,0,158,0,2
0,5,1,5,3,0,0,13,5,0,5,0,0,3,12,3,3,2,3,0,5,1
0,1,2,3,0,0,0,5,0,2,1,4,0,10,1,1,2,2,5,2,0,2
0,2,1,0,0,3,0,0,1,7,0,0,1,2,0,0,0,5,0,5,1,0
