1,2,3,4,p
217,1,72,1,0
0,0,13,33,0
32,92,4,0,3
0,0,57,0,1
3,3,0,6,6
1,12,70,0,13
0,4,7,0,0
2,3,0,0,4
0,0,5,0,0
0,4,0,1,2
3,1,0,22,1
0,1,1,0,2
0,0,1,1,0
213,0,4,2,0
0,14,1,1,0
1,1,1,1,55
4,2,3,3,4
1,0,3,208,9
90,1,0,0,3
0,346,4,0,40
2,78,0,3,0
4,0,0,0,3
0,14,1,11,24
37,58,0,3,2
0,1,0,0,5
3,10,59,0,2
5,2,4,0,3
0,19,4,6,0
0,0,5,0,16
22,1,1,11,20
8,0,31,4,0
0,1,0,17,0
4,0,4,7,1
0,0,7,0,0
1,0,0,0,0
1,4,2,3,0
0,3,2,0,4
0,7,4,33,0
1,1,15,1,15
0,0,0,1,9
1,1,1,0,3
0,15,1,0,0
1,10,0,0,17
0,5,6,0,5
4,0,1,1,2
0,0,5,2,1
10,0,1,0,0
0,2,3,288,4
0,5075,13,7,5
6,4,0,1,1
2,0,39,2,1
16,24,0,2,4
1,11,0,3,16
0,1,0,6,0
8,0,52,1,0
1,3906,0,0,4
4,0,0,2,5
1,1,3,779,0
1,3,6,4,2
2,65,0,10,14
2,0,0,3,0
0,3,1,0,3
1,0,181,0,0
0,1,1,2,1
1,0,2,0,10
1,0,0,1,27
0,9,1,0,9
503,4,7,13,4
18,1,59,1,0
3,2,3,3,2
0,781,4,16,1
3,6,0,13,1
1,0,1,8,1
0,0,17,7,2
1,1,2,2,1
1,0,1,0,1
10,9,0,0,1
0,0,1,11,3
14,0,6,4,6
1,2,0,0,2
0,0,0,1,2
1,0,1,37,1
2,0,1,0,0
0,2,1,10,1
2,81,0,4,4
1,0,0,47,11
1,0,10,66,0
1,0,0,0,16
0,2,2,0,2
0,0,0,0,1
0,0,2,2,7
2,4,0,6,3
1,45,8,11,0
0,4,0,132,1
0,61,2,0,0
0,0,0,0,0
0,0,0,3,0
0,3,2,0,128
1,59,0,15,0
0,43,2,0,1
0,1,15,10,42
2,0,0,3,1
0,1,2,0,2
7,1,0,1,9
0,9,0,0,0
7,10,0,0,6
1,7,0,1,1
0,424,0,26,2
0,7,0,5,10
3,1,0,0,21
1238,1,0,0,0
0,4,2,1,0
0,1,8,0,0
41,12,6,11,0
7,0,0,5,10
9,0,0,1,5
4,0,4,0,64
2,16,43,1,0
0,0,137,2,0
1,2,2,1,0
26,11,1,0,0
2,1,20,0,0
2,0,4,5,0
0,2,0,4,1
1,1,67,1,0
0,2,30,0,2
0,0,1,0,9
1,0,8,0,0
1,8588,1,1,0
0,3,0,0,7
17,0,2,0,1
0,6,4,0,7
3,0,0,0,0
1,4,0,1,59
1,3,0,5,3
0,9,1,0,0
6,4,22,8,2
0,3,6,0,0
2,0,10,1,0
0,0,0,0,6
2,0,1,6,210
17,1,4,4,0
13,0,6,8,0
2,0,82,2,2
69,1,7,13,3
6,0,1,0,3
0,9,48,1,17
22,0,0,1,0
8,0,55,3,3
0,0,40,2,5
1,0,0,0,4
0,1,6,3,26
26,2,0,34,0
12,0,0,0,0
35,13,0,1,1
1,6,0,14,0
2,4,3,0,0
73,0,3,1,0
4,1,8,2,1
1,4,6,1,1
0,1,0,0,4
21,10,0,2,3
1,0,0,1,1
4,1,8,5,11
0,32,0,5,0
33,0,50,6,7
0,0,0,6,8
0,3,0,0,2
0,1,3,0,0
3,11,3,0,0
0,3,5,3,0
0,0,4,7,3
5,2,1,1,0
15,1,1,3,0
1,2,1,5,1
0,0,0,6,3
1,3,5,10,0
0,7,2,0,0
7,0,0,0,4
0,0,3,1,25
1,2,0,1,372
0,1,6,2,0
2,5,3,0,1
1,0,5,8,1
9,8,12,8,0
13,341,2,17,10
6,0,2620,6,2
0,1,4,1,0
33,10,2,1,13
0,16,1,0,12
2,0,1,0,0
1,0,0,0,1
3,18,21,2,2
0,22,0,4,1
1,1,5,2,33
9,1,0,0,0
4,2,5,0,4
30,3,0,0,63
0,1,0,3,6
2735,1,0,70,6
38,2,0,68,4
7,0,0,1,8
5,2,0,1,2
0,1,2,15,0
18,0,0,1,1
0,12,93,5,0
118,0,0,4,1
2,0,0,0,49
0,12,1,0,1
49,0,0,8,1
2,4,7,2,6
0,0,0,1,3
0,1,0,38,14
1409,5,4,2,2
2,6,1,1,0
0,1,175,26,22
0,23,3,6,10
17,0,13,8,0
2,1,7,0,0
30,0,0,0,3
110,0,2,166,1
288,0,2,29,0
2,0,0,217,2
0,0,78,7,2
103,3,0,22,4
9,4,0,6,28
2,3,0,83,0
2,1,5,0,4
0,5,21,2,1
36,10,0,0,16
0,4,3,3,0
2,4,1,0,852
0,0,1,7,3
8,0,1,0,1
61,0,0,7,0
0,35,0,8,1
0,0,0,0,0
0,1,696,2,4
1,0,2,23,88
0,6,14,2,4
24,1,1,7,0
0,0,0,2116,26
7,3,0,1,1
0,4,0,2,1
15,0,0,95,25
0,0,0,1,1
9,0,3,1,1
2,1,1,6,0
177,0,191,3,119
1,52,0,6,1
