1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,p
25,18,0,11,0,0,0,0,26,0,14,0,3,4,3,0,1,0,0,2,0,0
0,0,0,1,4,0,0,1,11,5,2,0,31,7,0,0,0,1,1,4,4,0
1,14,15,0,0,0,2,0,11,1,1,0,99,6,38,32,2,1,5,0,2,1
7,0,1,0,0,3,4,0,9,3,7,2,0,1,65,37,0,1,1,14,6,0
0,0,8,0,0,0,1,6,0,6,0,2,0,0,1,14,1,0,0,8,0,6
0,0,0,4,0,64,27,2,0,0,0,1,0,1,7,8,0,0,2,2,36,0
0,4,51,6,149,0,3,0,0,1,0,1,0,0,0,11,0,2,2,16,3,1
1,1,21938,2,12,2,3,14,0,42,2,0,0,524,3,7,15,0,1,18,0,2
4,12,1,11,0,5,16,1,30,8,0,1,0,2,0,0,1,0,0,0,0,3
0,12,5,0,0,1,0,0,12,0,3,0,1,0,2,0,3,6,2,0,10,0
0,0,1,1,0,2,52,0,0,0,0,0,16,0,0,10,0,2,6,0,86,35
27,3,0,0,0,0,2,0,31,0,9,9,1,5,0,4,1,161,0,4,0,4
0,0,2,3,2,1,4,0,3,2,2,1,0,2,0,2,0,0,0,1,0,16
0,8,3,0,0,4,0,2,3,146,0,2,0,3,0,86,0,0,0,0,5,1
0,3,9,40,0,0,41,0,1,3,9,72,1,232,0,0,211,0,0,0,0,0
473,19,26,139,0,26,13,1,0,3,0,0,3,5,2,0,9,0,0,1726,12414,0
0,3521,1,2,4,104,0,68,1029,3,8,11,0,0,4,13,131,0,7,0,0,0
3,0,7,308,0,0,0,13,2,14,0,3,0,1,7,0,10,3,1,8,0,40
4,50,0,0,3,0,1,0,3,0,0,33,2,1,10,1,0,0,15,3,1,4
7,0,1,0,0,8,1,10,3,1,37,1,3,0,5,9,0,0,54,1,2,0
2,2,8,1,0,0,0,2,2,1,0,0,161,0,0,14,2,1,50,0,0,66
0,0,0,4,2,1,10,308,3,10,26,1,54,4,152,0,0,17,9,14,1,6
2,6,5,0,0,0,3,0,9,2,13,0,0,16,0,1,1,4,11,13,3,4
5,4,5,29,0,0,1,584,13,0,3,0,4,9,0,2,21,0,0,0,2,56
80,6,2,1,0,0,16,19,10,4,0,1,0,0,1,25,0,3,9,1,2,3
1,0,111,0,4,0,25,2,4,0,0,4,16,6,0,0,2,1,1,1,3,0
0,62,16,3,1,2300,13,2,3,0,2,9,0,17,0,42,0,0,0,8,0,30
1,10,1,0,0,4,0,6,0,0,18,0,0,1,3,1,2,0,1,1,3,2
0,38,24,0,8,7,4,5,1,0,0,0,1,1,0,0,0,0,0,0,10,13
1,0,6,101,13,0,6,0,1,0,7,162,4,1,0,2,11,0,1,5,2,18
11,3,66,13,12,3,0,9,7,4,0,3,84,19,1,1,1,0,7,10,3,299
0,0,16,0,10,8,1,0,0,230,137,4,4,0,0,5,5,3,0,1,2,0
915,2,1,2420,0,151,2,1,16,1,20,27,2,18,2,3,0,14,0,1,0,9
2,0,0,0,0,2,0,0,0,1,2,0,3,0,3,0,3,1,0,8,2,3
4,1,0,13,0,16,1,0,1,1,1,2,2,25,0,0,0,24,22,2,1,0
3,0,75,0,2,1,2,2,1,209,6,0,6,142,0,0,137,0,1,20,0,0
8,3,3,0,1,3,2,3,2,1,75,0,0,2,14,15,7,0,0,1,1,10
0,1,0,0,0,9,0,2,0,2,2,3,0,0,8,5,0,14,3,0,0,1
3,60,1,0,2,4,0,0,2,830,0,46,0,4,2,0,8,10,4,550,1,0
2,0,1,6,2,0,1,0,0,0,0,0,2,0,5,37,0,0,0,2,4,0
5,0,2,0,0,0,0,129,3,13,0,0,117,20,0,1,0,2,972,19,70,0
0,0,0,0,7,6,1,5,247,30,0,0,1,0,0,1,0,0,3162,9,187,6
0,3,0,1,72,16,0,10,1,1,9,0,7,0,0,8,0,0,49,0,11,0
24,1,4,3,0,0,0,0,8,1,0,0,0,3,9,46,0,12,1,0,0,0
0,0,0,0,1,15,1,8,2,2,4,1,12,0,0,32,4,0,2,0,0,1
29,2,6,2,1,0,182,1,4,9,0,0,0,4,30,0,427,2,9,2,0,0
1,195,1,0,5,4,0,0,4,6,1,0,1,2,1,0,0,0,4,1,3,4
0,1,0,0,1,2,54,4,2,3,32,1,0,0,1,13,8,2,0,7,0,25
34,1,1,3,0,1,14,0,0,0,7,1,0,12,4,1,0,0,8,7,1,0
1,1,79,3,13,0,2,887,3,1,117,2,0,0,9,0,1,3,2,2,0,4
9,1,174,18,22,4,2,0,1,0,13,0,2,3,4,0,1,0,1,0,0,6
4,1,0,0,0,0,0,15,0,197,6,189,0,1,0,1,3,0,5,1,4,18
0,14,4,3,26,583,0,1,0,0,2,0,0,0,28,0,0,0,0,3,3,0
68,24,0,80,2,0,0,0,2,13,0,0,3,0,6,7,0,0,6,0,0,0
1,0,0,30,0,5,5,3202,5,0,1,9,15,10,36,0,12,2,0,1,95,0
7,0,3,24,0,1,24,0,20,11,2,1,0,1,33,3,0,60,1,0,260,8
0,52,0,1,1,1,1,0,0,0,5,1,14,1,0,0,0,1,8,4,1,0
0,0,3,1,6,1,0,0,0,0,0,13,1,0,0,106,62,0,1,2,3,8
19,2,0,1,0,0,0,0,13,2,24,0,8,0,5,0,30,2,0,0,2,6
1,0,2,17,22,2,3,123,9,962,6,1,1,0,0,0,0,1,0,1,0,0
0,0,35,0,4,0,0,1,2,0,1,1,4,0,1,0,0,0,6,6,5,9
