1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,p
3,0,0,1,10,5,0,9,0,0,0,1,1,0,2,2,0,17,1,0,2,0
2,67,3,3,3,0,1,9,2,0,2,0,0,0,3,1,0,6,4,9,3,0
0,0,52,8,4,1,3,19,1,4,0,4,5,4,0,1,0,25,0,55,0,0
8,1,3,1,0,2,14,0,2,0,0,0,8,0,2,2,0,0,1,1,21,1
0,0,0,10,1,4,5,3,1,6,4,0,0,1,0,52,1,6,10,1,13,0
6,1,219,5,4,0,2,0,1,12,0,0,0,3,21,0,2,103,1,2,6,0
0,26,1,1,1,11,0,0,6,0,0,17,0,0,1,1,21,12,0,0,1,0
1,1,2,0,317,1,0,60,0,3,0,7,1,0,0,1,2,1,5,0,3,1
0,19,0,0,0,0,0,0,0,6,36,3,1,4,0,0,2,44,0,0,15,34
4,1,0,0,2,3,2,0,5,5,7,0,0,0,3,1,14,1,0,0,0,0
4,2,1,0,7,0,18,2,0,47,12,10,2,4,5,4,0,1,0,682,5,4
0,1,2,16,0,4,2,5,0,0,3,4,0,0,0,10,5,0,3,0,54,1
11,22,1,4,5,6,4,0,0,0,0,7,0,0,4,109,0,0,1,0,0,0
3,0,0,0,0,0,0,1,1,0,5,0,119,22,0,2,4,28,0,0,2,0
0,0,1,23,0,0,5,1,4888,477,1,0,2,4,8,25,0,0,6,0,0,0
0,3,1,2,0,3,6,0,12,7,7,1,2,0,4,47,2,0,1,7,5,5
5,39,3,1,1,9,1,0,7,9,0,1,0,0,33,25,0,8,1,4,0,0
0,1,0,2,0,0,0,0,0,0,0,1,110,0,54,2,10,58,1,2,0,3
0,11,0,0,0,0,0,0,1,0,1,4,19,2,2,0,27,0,3,1,0,1
0,2,8,12,30,25,7,2,0,0,1,0,1,0,4,1,70,0,0,0,0,2
75,3,23,2,2,2,20,0,3,0,2,0,10,3,1,2,0,7,0,1,3,0
16,2,7,1,0,1,0,1,1,51,0,1,89,0,2,0,4,4,6,1,0,9
1,5,1,0,0,0,0,0,24,0,3,14,0,4,0,4,12,0,12,1,14,2
0,3,4,0,4,0,2,0,23,4,32,0,0,1,2,1,0,0,0,0,184,0
0,0,22,5,2,0,0,4,1,4,3,5,8,18,8,5,1,0,821,2,1,1
1,2,4,17,0,0,1,0,9,2,0,0,4,4,6,0,0,0,0,2,0,1
2,0,2,4,0,12,0,3,0,5,9,1,2,0,6,1,9,0,0,0,0,0
0,6,111,0,2,1,2,0,0,0,20,3,0,1,0,0,2,6,5,0,22,21
3,0,7,5,0,2,6,1,2,5,0,0,6,0,0,0,0,6,13,3,7,0
0,83,0,0,4,0,1,1,3,1,0,0,0,1,1,2,4,5,30,2,1,0
0,6,3,5,34,1,0,0,0,2,17,2,10,0,7,0,1,0,1,6,1,13
17,4,0,0,2,2,0,0,0,1,1,0,0,2,13,0,2,33,0,12,3,0
0,14,1,177,0,1,1,2,0,39,4,0,0,1,0,0,13,1,0,0,0,12
44,1,0,0,1,2,0,2,10,0,2,14,8,7814,0,0,0,0,0,1,1,28
0,2,1,13,28,4,2,103,0,5,0,2,1,0,0,0,0,0,3,1,26,8
0,2,0,0,0,1,0,0,3,15,0,2,0,16,0,1,3,0,1,0,0,0
182,0,1,9,9,4,0,0,0,0,0,4,0,0,1,8,2,6,117,0,8,0
0,1,0,0,2,1,0,1,0,7,0,0,5,0,4,1,1,0,0,0,0,0
0,1,1,4,2,8,1,0,0,0,0,0,0,4,1,2,0,1,0,0,5,1
4,0,3,0,3,2,0,3,9,3,2,0,22,0,0,0,0,0,0,1,7,0
8,10,2,0,0,2,0,0,1,0,12,0,0,18,0,0,5,0,0,0,0,1
103,0,0,10,2,0,4,2,0,1,0,1,0,0,0,11,4,1,0,0,13,0
0,0,2,0,1,0,1,6,0,1,1,6,1,0,0,7,70,17,2,0,0,8
4,0,10,1,5,4,2,0,1,1,28,1,0,0,3,1,10,844,0,22,0,0
0,1,1,1,1,2,0,3,1,0,0,3,0,8,0,41,9,0,2,6,3,1
3,0,33,2,0,3,5,16,0,7,2,2,5,0,178,1,3,6,1,0,0,9
4,0,31,1,0,4,10,1,4,1,24,10,0,0,0,6,0,0,1,2,0,15
0,5,0,1,0,1,1,1,0,2,1,6,0,1,1,3,2,0,9,0,0,17
935,0,0,6,0,7,0,1,0,2,13,7,0,1,3,205,0,0,10,6,2,0
196,1,1,6,1,2,0,0,4,2,0,0,4,2,3,1,2,0,1,0,2,21
