1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,p
4,131,2,1,21,0,0,0,1,0,1,0,1,8,7,3,1,0,2,8,0,1
1,0,3,0,4,5,5,0,1,0,8,0,1,1,2,14,1,0,1,2,6,1
0,1,5,21,4,0,0,0,0,2,0,1,1,0,0,0,51,18,13,1,12,1
7,18,2,4,1,1,0,0,8,15,3,4,0,11,19,0,0,126,0,0,0,21
4,0,0,0,0,11,2,0,0,0,0,0,2,22,2,0,0,2,10,43,2,1
247,1,16,1,0,0,0,1,1,7,0,23,0,0,5,0,0,0,0,0,1,0
8,0,0,2,3,1,1,11,0,1,5,0,0,9,2,0,0,2,0,0,0,2
0,0,4,1,2,0,4,0,3,1,0,0,3,5,1,6,12,11,1,0,0,12
1,8,29,0,1,0,1,0,0,2,167,4,19,1,16,2,0,3,8,28,0,0
0,24,0,0,0,1,3,2,0,1,4,0,2,0,0,0,18,7,19,1,0,6
6,0,0,2,0,3,3,0,0,1,2,3,0,0,10,0,15,6,1,0,1,0
4,18,4,0,9,4,2,2,1,1,57,3,11,1,30,6,0,0,0,0,0,2
2,75,1,0,3,23,1,0,0,5,0,1,30,15,0,0,0,0,50,0,1,0
8,1,0,6,0,0,2,1,12,17,11,1,0,2,0,8,0,14,5,0,0,5
5,0,0,0,0,5,20,1,2,9,0,1,1,4,5,3,66,5,0,1,6,0
1,1,0,3,4,1,4,1,0,0,2,6,0,1,2,0,2,1,0,0,0,0
0,2,46,1,0,2,0,7,15,37,0,6,22,12,7,76,1,2,4,0,4,1
0,9,0,44,0,4,89,2,8,0,0,0,1,11,1,99,1,0,2,3,3,6
1,2,5,1,2,0,3,0,4,9,0,0,1,0,3,0,0,157,0,1,56,0
0,2,0,57,0,0,1,19,5,2,1,0,22,23,1,0,18,0,3,3,0,0
0,0,4,24,0,5,6,44,0,12,11,23,3,7,1,0,0,6,0,6,1,2
2,0,23,0,5,6,3,5,1,0,0,0,1,5,6,0,23,2,5,0,9,0
0,1,1,0,5,3,45,39,1,7,2,3,12,52,53,0,5,0,0,0,3,2
2,15,0,0,0,4,1,0,33,1,0,0,3,2,0,1,14,2,2,5,1,1
2,4,3,3,0,0,1,0,3,6,5,95,2,7,37,3,7,0,5,2,0,1
1,9,17,49,0,5,7,0,1,0,1,0,40,0,3,3,14,382,1,210,1,1
3,10,0,0,2,1,2,0,1,2,29,0,2,0,4,7,5,5,12,0,28,1
0,1,1,1,0,2,11,3,5,14,1,0,137,3,0,5,26,3,11,1,1,0
1,0,1,8,0,3,1,0,0,0,11,0,0,8,0,2,0,0,22,4,2,1
0,1,17,7,2,2,0,1,0,1,0,0,17,0,14,0,1,10,0,0,0,19
0,3,36,0,1,7,10,5,0,0,3,0,1,0,3,0,7,11,0,0,0,0
0,0,0,0,1,3,16,0,1,2,4,24,0,1,6,2,4,6,4,0,0,37
10,2,0,20,5,0,0,6,1,16,5,3,0,13,0,9,7,0,0,0,4,3
5,6,70,1,4,0,2,0,8,2,0,0,3,3,0,34,9,4,2,6,38,43
4,0,0,0,1,28,6,0,4,2,2,0,2,1,2,0,1,0,19,0,5,4
0,0,31,1,3,10,2,3,0,45,5,1,0,5,10,0,0,0,6,11,9,24
3,0,3,1,1,1,3,8,0,15,2,0,0,33,7,15,4,5,1,1,1,0
7,8,7,17,0,34,8,1,4,0,8,2,0,0,2,0,2,3,403,1,1,0
0,0,14,0,5,1,57,0,0,1,0,0,0,1,1,0,0,0,25,15,0,4
14,8,21,3,1,44,1,0,3,0,2,0,3,1,0,0,0,1,0,1,64,0
2,10,0,1,0,0,0,0,153,0,13,4,2,3,4,2,4,0,0,0,0,0
3,0,1,16,2,2,0,0,0,1,89,185,0,1,1,11,2,0,0,0,0,0
3,3,0,2,35,1,2,10,9,37,0,2,0,0,0,0,2,0,1,3,2,1
0,9,5,0,0,0,3,0,4,6,2,1,27,1,9,0,2,0,0,1,1,5
5,2,31,0,2,54,0,0,0,1,2,7,16,2,8,1,0,2,5,0,4,0
0,0,4,0,7,4,1,0,1,28,1,12,10,249,3,2,46,0,0,2,3,1
5,1,0,0,8,1,14,5,7,0,13,0,1,14,1,8,0,0,0,1,1,1
0,0,1,0,2,0,0,4,17,34,5,0,5,6,0,1,0,0,17,0,1,4
1,1,2,0,1,0,23,4,0,3,10,0,2,0,13,0,0,0,3,1,1,2
1,40,0,3,725,0,0,0,2,0,17,8,2,0,3,0,1,0,0,0,1,3
0,2,1,35,3,133,0,3,3,0,0,0,0,0,1,67,1,1,0,2,1,4
3,0,10,0,3,1,36,6,0,16,1,4,0,0,0,14,125,5,0,0,0,3
7,1,0,0,0,1,1,6,0,0,0,3,0,5,1,0,5,0,0,3,19,0
4,4,1,0,1,7,3,0,3,0,2,0,0,0,71,0,0,0,8,2,6,0
6,160,0,0,7,0,0,0,0,1,3,1,0,40,2,0,1,9,0,1,1,1
1,0,5,2,5,13,0,0,0,3,0,0,0,0,1,29,0,1,0,2,2,0
0,1,0,0,2,0,1,0,1,0,10,2,8,1,0,0,0,3,134,10,5,1
1,10,2,2,2,0,13,1,0,1,0,4,8,1,4,0,7,0,101,0,2,0
10,2,5,3,1,266,73,1,5,0,0,2,0,0,0,0,0,39,1,0,0,1
0,0,7,2,2,0,4,3,4,78,1,0,0,2,2,6,6,2,1,2,0,12
0,1,1,72,0,0,2,4,32,0,1,2,0,24,1,0,248,0,13,5,1,0
1,1,0,0,0,12,6,1,6,38,36,0,4,4,0,5,22,2,110,0,1,4
0,2,3,0,1,3,3,9,216,0,1,1,6,5,0,0,901,3,1,0,0,28
1,2,2,5,3,4,2,1,0,0,5,7,0,2,0,1,55,0,0,8,0,0
0,0,0,0,1,0,8,39,1,2,6,2,3,66,0,9,42,0,0,2,23,0
1,0,1,15,10,0,0,1,1,1,0,0,2,0,2,1,0,1,0,1,60,4
1,11,21,0,0,0,4,0,8,1,0,25,4,0,2,8,0,1,34,0,98,0
23,9,5,1,2,111,126,2,4,3,16,0,1,23,1,0,0,0,0,24,0,0
2,0,0,1,0,0,0,1,1,7,0,0,0,3,1,0,5,7,2,0,0,1
1,5,16,3,3,3,2,0,4,0,0,2,0,0,5,1,9,0,8,0,1,3
3,0,1,0,3,3,0,3,7,0,5,0,1,1,0,0,2,0,3,1,4,1
42,0,1,1,2,1,0,2,1,4,5,1,0,8,2,1,0,20,2,5,2,34
2,14,9,3,0,2,2,4,44,0,8,0,29,1,4,4,8,0,3,4,10,0
0,68,2,0,23,0,0,2,1,6,0,8,5,163,2,0,9,2,41,1,5,6
6,2,0,1,2,1,310,6,0,0,0,0,2,0,0,1,2,2,1,1,0,0
2,1,0,0,0,0,0,0,1,55,0,4,5,0,1,1,22,3,15,2,0,1
0,1,5,0,0,1,1,0,22,2,0,11,352,2,1,2,0,0,0,2,0,0
0,353,1,5,4,0,0,2,0,0,0,1,0,2,15,3,1,4,2,2,0,1
0,57,1,1,0,10,0,48,1311,2,4,0,0,30,49,1,3,3,2,8,0,0
3,1,0,2,15,0,1,1,1,71,1,0,7,11,3,0,0,11,1,0,0,0
2,3,5,0,4,0,2,0,32,9,5,0,0,18,0,4,0,2,0,2,1,159
2,1,1,0,1329,0,26,0,2,23,3,1,4,0,4,20,0,0,0,0,12,3
20,2,9262,11,17,9,10,1,1,1,7,8,9,0,6,3,258,0,8,3,0,2
2,8,2,0,1,0,3,7,0,1,1,10,0,1,9,0,2,2,1,1,3,1
0,1,0,13,0,1,1,1,10,2,19,1,0,3,0,1,0,0,2,3,6,0
2,3,11,30,1,40,5,0,4,6,0,0,0,2,85,12,2,60,10,29,0,2
1,112,22,2,1,0,0,5,24,3,38,2,0,0,14,875,0,1,24,1,8,0
0,13,0,0,0,1,2,2,0,4,0,0,4,0,1,5,10,0,3,0,2,2
2,0,16,17,0,1,0,22,7,3,5,3,0,11,0,0,1,8,3,48,0,1
0,0,6,5,6,1,0,0,0,0,7,0,0,1,4,3,1,0,26,0,2,19
8,0,4,1,0,66,8,0,7,0,0,4,6,0,0,0,5,1,0,1,0,5
0,0,2,1,1,0,3,0,0,0,0,1,5,4,1,66,3,0,0,8,2,0
3,0,29,6,5,1,0,3,2,58,1,8,0,8,26,2,1,0,2,3,1,1
646,0,1,8,0,4,7,0,40,0,0,11,0,9,0,0,0,1,28,0,0,29
1,2,3,8,1,0,1,0,4,0,2,97,0,1,31,0,1,2,17,14,0,1
1,0,44,5,15,35,0,0,1,4,0,2,2,1,3,2,4,1,0,1,45,1
2,0,9,0,6,0,9,2,0,1,2,13,1,0,1,2,0,4,21,0,0,0
13,0,0,0,1,0,0,6,7,0,1,0,32,0,3,0,53,1,7,1,13,0
30,0,0,2,0,5,0,1,4,0,0,0,0,1,0,15,10,1,3,0,0,1
4,2,1,0,0,46,3,3,15,1,11,0,4,1,3,0,0,1,0,9,0,6
1,0,0,0,1,0,1,1,4,3,3,0,1,0,3,1,1,14,5,26,0,6
51,6,0,0,6,61,11,1,3,3,0,1,0,0,0,5,0,1,41,1,0,1
0,1,0,1937,2,0,1,14,1,2,0,0,261,0,0,1,2,0,1,0,0,2
0,3,1,3,0,3,482,0,0,0,1,1,1,14,4,0,2,12,4,0,2,12
3,1,2,5,8,11,264,6,0,0,3,0,1,0,13,2,0,1,3,0,0,11
0,12,25,0,0,1,0,1,14,0,2,3,5,4,5,1,0,1,1,0,4,3
4,0,4,2,12,74,3,9,3,1,2,3,9,0,0,1,12,0,3,0,12,0
7,0,0,0,11,1,0,1,2,8,5,0,0,4,1,0,309,2,2,5,0,0
2,3,2,28,1,5,0,3,23,0,1,4,423,0,1,0,0,0,0,0,1,23
0,3,1,0,0,12,1,18,0,6,1,0,0,0,0,11,1,0,3,8,0,0
0,0,2,38,10,0,0,10,3,2,0,0,10,3,0,8,4,0,0,8,1,0
13,0,0,3,1,3,2,5,3,1,1,5,36,2,0,5,1,11,0,4,0,3
1,10,2,1,19,21,9,3,90,1,2,0,0,1,1,4,85,4,35,12,2,0
1,0,6,4,0,1,1,0,1,0,10,246,1,90,0,1,393,2,1,2,0,0
0,1,0,0,6,0,6,3,0,1,1,1,1,0,3,1,4,3,2,2,0,2
0,0,3,1,19,0,2,12,12,0,4,7,53,0,0,1,0,0,2,0,3,0
0,0,0,0,1,2,0,0,0,2,0,0,10,6,0,17,15,0,225,0,0,13
2,0,0,18,10,0,0,1,0,0,2,1,0,0,0,1,0,28,0,2,1,1
1,42,0,4,10,0,9,51,37,2,1,1,2,0,7,1,20,8,1,14,11,1
2,10,5,10,2,1,1,41,2,4,0,1,105,0,1,16,0,0,3,6,4,6
2,1,0,4,10,12,16,13,71,1,0,0,0,0,16,1,2,5,0,9,1,2
0,6,23,1,0,0,32,7,0,3,2,0,3,2,26,1,1,1,1,0,33,2
13,0,4,0,9,4,121,1,3,14,1,0,0,1,0,25,142,0,0,0,4,0
5,0,2,20,2,14,18,7,7,0,0,0,0,3,0,0,2,3,0,3,14,2
1,19,15,29,0,0,5,0,1,1,11,0,2,1,0,0,9,0,11,0,4,79
5,0,0,0,0,34,10,0,1,13,0,13,3,36,5,618,2,1,0,9,12,9
9,2,1,0,1,0,0,790,2,3,4,11,2,47,13,0,4,213,0,2,74,2
0,0,1,0,0,0,8,0,1,27,14,3,2,0,11,4,0,18,2,0,1,6
0,1,69,0,3,0,0,3,0,1,36,1,2,1,0,2,1,3,3,3,1,3
0,0,2,0,0,1,3,1,1,3,2,51,1,1,2,25,50,1,0,152,2,7
1,4,0,2,2,0,93,6,4,114,19,0,1,0,10,0,10,0,0,4,2,5
7,0,0,1,0,26,6,3,57,0,7,0,0,2,35,1,0,7,1,0,6,2
2,2,3,1,7,0,71,6,15,0,2,32,7,6,4,0,1,0,7,15,1,0
0,3,4,2,0,14,0,2,0,13,3,4,0,0,10,1,0,1,0,4,4,10
10,0,0,1,9,0,0,5,9,829,1,2,3,12,8,2,1,3,10,15,3,1
7,0,0,2,17,170,0,16,6,82,1,2,0,0,5,1,1,0,1,0,1,5
0,0,3,0,78,0,3,6,2,0,85,2,3,18,3,0,0,1,0,0,0,2
2,0,1,15,1,2,0,19,8,0,0,30,2,21,4,1,1,0,0,35,1,1
27,0,1,2,5,0,0,3,2,1,170,0,0,0,0,0,10,1,30,0,1,10
0,4,4,0,15,18,0,2,0,4,18,0,72,3,0,10,5,1,0,7,2,0
1,2,1,5,22,0,13,1,0,0,5,2,0,0,2,0,0,0,2,1,0,0
0,21,0,9,29,0,17,1,7,3,0,0,0,17,0,1,4,2,0,2,13,91
0,6,3,3,0,1,0,2,0,2,4,3,0,19,0,1,4,6,0,0,2,2
26,0,3,0,0,0,2,7,0,0,2,8,7,142,4,11,7,0,2,3,0,1
20,88,0,0,0,8,1,1,0,0,96,1,34,0,0,0,144,164,2,1,0,13
0,9,16,177,2,1,0,2243,1,65,0,13,4,1,0,324,1,8,1,1,1,3
0,1,0,1,0,0,1,8,4,7,19,7,0,1,8,5,7,0,0,3,13,1
1,0,0,3,0,4,0,1,7,6,1,0,6,1,0,0,0,0,0,0,0,234
0,3,0,6,0,4,4,4,7,3,0,0,4,4,0,2,5,10,0,0,1,248
0,25,130,0,0,19,13,0,0,48,0,1,0,1,0,0,2,5,2,12,0,5
38,167,1,11,0,7,5,0,12,2,1,1,5,5,1,0,0,0,62,3,2,0
9,7,0,0,7,0,24,16,0,1,0,24,0,12,2,4,2,0,1,1,0,19
1,0,0,3,9,4,0,0,1,10,0,6,3,0,0,0,0,8,0,3,9,53
0,0,0,1,1,7,125,1,0,8,2,54,1,0,0,0,7,0,49,0,0,0
0,2,2,32,0,0,0,0,0,0,0,0,0,1,5,0,1,5,13,1,0,0
19,2,61,1,10,57,0,6,2,0,6,4,37,0,3,5,46,0,9,1,0,18
0,0,2,4,21,8,2,5,8,3,0,0,31,1,0,1,5,1,0,0,0,43
0,11,0,5,0,0,50,4,0,0,10,15,1,2,1,0,2,0,4,1,0,0
1,0,0,27,35,0,128,0,2,0,11,3,15,0,0,0,3,6,1,0,0,4
0,0,1,16,6,0,0,0,0,40,0,0,0,1,1,0,0,0,4,3,1,0
3,22,0,2,2,2,124,0,4,0,1,0,0,27,0,3,3,0,66,70,1,0
2,0,0,19,0,0,7,3,0,95,4,1,0,2,2,36,0,0,9,1,7,19
2,7,34,1,11,0,1,0,1,3,1,0,1,0,0,0,0,1,1,7,0,0
0,1,1,1,0,1,21,0,3,2,61,0,0,0,4,0,0,2,227,1,0,89
5,1,32,1,0,2,2,9,32,16,0,0,1,6,6,0,1,0,6,1,8,2
5,1,0,15,2,0,0,0,0,4,7,154,10,2,0,1,108,7,20,4,9,17
0,3,0,6,5,0,2,1,9,1,0,0,0,3,390,0,13,0,1,14,2,4
0,3,9,0,59,0,0,2,1,0,158,1,0,12,1,144,0,1,9,8,1,0
0,0,0,1,36,0,6,0,0,1,1,11,1,0,0,7,0,0,1,5,2,0
0,1,0,221,0,3206,0,0,5,84,1,0,3,2,1,7,4,0,2,1,0,24
1,4,77,4,0,2,1,11,73,11,8,11,0,3,0,1,5,1,10,11,1,16
4,2,0,4,2,0,3,5,0,1,0,0,1,21,1,2,1,28,0,39,2,1
2,1,98,0,2,0,0,4,3,3,18,0,2,0,0,0,0,1,10,0,2,2
3,0,0,2,0,2,0,0,1,1,0,1,0,22,3,0,0,50,0,2,0,0
9,10,1,5,0,5,11,17,0,28,2,13,19,0,32,0,0,1,0,2,1,4
9,18,1,3,17,0,1,1,4,4,0,0,0,2,1,7,0,0,30,41,148,10
13,6,1,0,0,3,0,1,0,0,0,0,2,0,2,9,0,0,2,74,67,1
2,0,7969,4,4,4,212,1,2,6,4,2,0,1,0,1,3,0,0,5,85,0
7,0,0,4,1,0,0,1,4,3,0,0,0,2,2,11,1,1,2,0,2,2
12,8,15,43,3,0,0,2,0,0,5,9,0,2,0,1,10,8,0,3,5,0
1,2,0,0,0,3,0,0,0,3,1,0,146,0,8,0,1,2,4,1,0,0
9,1,0,0,7,0,0,0,2,0,1,4,3,0,0,0,0,14,3,0,1,3
8,0,0,109,2,0,4,5,200,0,90,1,1,0,0,15,1,20,12,0,6,0
71,188,2,2,2,0,0,7,1,33,0,3,1,21,5,3,0,0,51,3,1,6
0,316,0,2,9,0,55,3,0,16,1,1,76,0,0,6,4,38,0,4,0,53
0,0,1,68,15,5,3,11,1,0,0,0,2,1,0,30,0,1,2,0,0,0
0,0,5,154,0,12,1,4,327,22,0,0,7,1,0,1,1,10,0,18,0,0
0,7,13,0,8,0,2,4,6,5,0,5,0,0,9,1,0,3,3,0,24,0
69,0,0,1,0,7,6,0,0,1,2,1,0,0,0,1,2,2,1,34,1,1
3,0,1,13,2,0,12,0,2,0,28,2,0,0,0,4,8,1,0,41,0,2246
3,28,0,3,0,2,0,3,0,20,0,1,0,1,2,10,0,20,0,2,1,4
7,4,18,0,0,0,11,16,1,0,25,0,1,1,0,0,1,1,4,0,4,79
2,7,1,20,5,3,17,9,0,5,6,1,0,6,0,0,7,3,0,0,0,0
0,3759,670,0,9,2,4,1,1,30,2,0,4,0,4,1,0,0,0,0,1,0
0,1,0,6,12,0,0,3,2,3,14,54,7,3,0,2,1,2,1,0,4,0
1,0,0,0,0,1,0,3,1,0,0,3,2,0,0,0,0,15,20,0,2,3
4,0,1,1,0,0,0,0,8,19,4,2,17,2,0,0,0,5,73,6,6,2
2,2,0,6,1,11,1,1,0,0,0,0,19,0,0,9,76,5,15,0,8,0
0,8,5,21,15,53,0,19,2,51,1,4,1,0,0,0,1,0,2,1,2,7
10,3,0,20,1,5,1,7,5,9433,5,13,2,0,2,4,11,0,0,2,0,1
31,2,5,30,1,0,1358,0,7,0,2,138,1,0,0,1,0,14,4,0,3,0
0,0,3,1,11,2,0,0,0,4,14,0,7,12,32,1,2,2,0,0,0,3
0,1,0,5,1,1,0,0,0,10,8,16,0,19,2,3,6,0,0,0,0,2
7,48,2,0,4,0,1,0,9,34,0,2,0,2132,0,23,0,2,6,0,7,6
0,2,2,0,1,5,14625,2,199,2,1,0,3,59,2,0,9,1,2749,68,0,1
5,4,1,0,1,1,1,0,4,1,0,12,0,1,2,0,7,19,0,0,4,0
2,49,0,2,0,2,31,14,9,191,3,60,1,4,5,1,0,0,0,1,0,0
1,1,1,0,160,0,17,0,1,5,0,2,3,13,0,20,4,0,1,0,1,50
0,373,0,42,72,6,0,5,1,0,1,7,0,1,1,0,3,0,8,3,1,5
7,7,43,42,5,8,0,0,1,5,1,0,0,0,0,2,2,3,0,8,3,1
39,166,0,1,3,0,72,2,0,7,5,212,14,6,6,2,8,22,57,0,0,12
0,0,0,4,17,0,0,5,0,6,16,1,0,35,0,0,5,2,12,0,0,16
22,1,0,0,0,0,5,4,20,1,4,0,0,1,140,0,102,4,1,0,2,1
0,22,0,26,2,0,3,0,0,3,7,1,1,34,2,0,8,0,2,2,0,0
19,0,1,0,0,1,1,14,3,1,0,0,1,0,0,1,1,1,0,0,36,1
2,0,17,1,7,0,7,2,0,5,0,0,5,2,4,3,1,2,1,8,0,2
2,1,11,0,0,0,0,0,1,263,14,5,23,0,0,0,1,1,1,1,3,4
2,0,7,39,142,1,0,6,6,0,4,9,0,0,16,4,3,1,1,1,16,0
12,2,0,2,1,1,2,0,0,0,0,4,22,1,2,1,4,0,4,0,4,0
4,1,2,2,4,0,4,1,2,1,1,1,1,0,1,0,2,1,0,11,56,0
1,0,1,1,2,12,1,6,0,4,0,0,0,0,1,0,0,0,3,0,415,9
80,6,0,0,1,1,3,0,1,0,9,12,6,1,0,0,0,0,5,0,2,0
0,0,0,0,2,0,0,0,0,9,3,4,8,5,22,30,1,5,1,0,4,0
0,7,0,0,3,1,3,3,0,1,0,0,4,8,10,3,27,8,1,2,3,16
2,0,24,1,12,38,0,0,1,0,0,1,1,4,0,1,0,1,1,3,5,0
0,0,50,44,24,1,0,0,0,6,7,1,2,0,56,41,1,1,135,0,0,3
0,0,23,0,11,103,2,0,10,0,0,21,0,2,0,0,7,0,1,1,3,6
0,0,12,28,0,8,1,2,8,2,0,3,46,1,0,1,1,0,2,0,2,0
2,0,0,3,1,5,3,0,3,1,7,0,3,0,32,38,1,9,0,9,1,9
0,1,0,2,0,2,11,2,4,11,0,1,47,0,6,4,7,3,0,2,2,14
0,0,0,1,2,0,1,1,0,3,14,0,20,0,1,63,1,11,0,2,2,0
26,0,0,1,0,69,5,1,3,6,18,1,1,2,0,0,1,3,95,0,8,0
0,1,2,0,1,1,3,13,12,21,0,1,1,0,2,0,3,0,0,0,5,2
0,0,34,0,0,5,3,0,2,6,1,1,0,6,13,0,33,0,5,4,2,1
14,2,3,12,7,0,3,1,1,0,2,3,41,9,1,5,0,0,0,10,0,1
2,4,1,1,3,1,1,4,2,0,11,10,0,1,1,4,4,0,4,3,0,0
0,31,0,2,3,1,19,9,0,0,0,2,3,71,2,17,0,1,0,1,16,0
59647,10,0,0,1,0,0,0,0,93,0,2,0,3,0,2,0,0,0,0,13,26
3,0,1,2,0,8,6,0,0,23,0,830,0,0,0,0,0,16,0,0,4,3
7,0,0,0,23,21,1,0,2,0,4,2,1,1,0,12,6,13,0,0,1,0
0,1,14,1,0,5,13,19,72,0,0,6,1,1,0,8,0,3,0,0,1,3
1,1,0,1,3,2,2,4,3,11,0,4,0,1,0,0,1,0,108,3,109,1
16,10,1,1,45,0,0,0,0,1,0,0,1,1,1,0,0,197,2,64,0,0
0,11,36,2,0,0,11,0,0,12,0,0,7,4,2,0,2,27,12,0,0,0
0,0,7,2,10,2,4,17,6,0,484,17,5,3,0,2,7,4,0,3,2,0
0,2,5,0,11,0,8,5,13,0,0,6,0,0,15,87,2,3,0,6,12,1
9,2,2,23,20,2,4,0,0,0,1,0,0,21,16,3,3,2,0,2,2,1
0,0,0,109,0,0,0,0,1,1,14,18,0,197,2,2,0,6,4,0,0,16
3,0,14,0,0,63,33,4,2,4,0,60,46,1,5,2,4,3,0,38,1,6
2,1,2,11,0,0,0,26,1,1,6,2,8,3,0,1,3,0,1,2,1,0
11,0,11,13,0,0,99,3,0,0,2,0,3,245,0,2,1,0,0,145,0,4
780,0,6,0,0,0,0,0,0,0,1,0,2,1,18,32,0,10,8,0,0,10
0,0,0,26,8,0,0,2,60,4,0,1,5,1,76,1,0,1,0,0,1,3
2,2,1,7,10,74,1,5,1,3,0,4,9,0,9,1,2,0,0,6,0,1
0,46,20,0,0,0,2,5,2,67,0,19,2,40,0,1,8,10,14,1,3,0
13,2,1,0,126,13,1,5,0,0,3,2,2,0,4,0,0,2,0,1,0,134
0,6,0,5,5,0,1,15,29,2,0,3,3,0,3,20,0,0,12,12,0,0
0,6,2,1,0,0,21,1,0,63,33,1,3,52,3,7,4,0,2,0,0,0
1,0,0,5,2,5,1,1,0,0,0,56,1,0,2,0,2,0,2,1,26,18
9,0,8,7,2,1,7,0,0,0,31,0,1,0,0,1,20,0,8,7,12,5
11,8,8,47,0,7,13,0,64,2,4,4,5,5,1,0,0,2,0,2,1,19
1,0,1,0,0,0,5,15,0,0,1,8,4,28,4,6,0,16,2,4,0,10
2,3,1,17,2,0,40,47,0,0,0,0,0,1,156,4,0,3,0,0,0,50
6,0,6,3,4,2,34,2,0,34,10,1,0,0,4,0,10,1673,2,1,0,1
0,0,0,3,0,3,1,0,0,0,0,8,196,2,2,0,3,3,7,0,6,1
2,0,1,4,3,11,7,3,2,0,39,0,6,1647,1,0,5,10,1,58,3,45
0,1,0,0,0,2,0,3,1,4,3,37,48,0,0,3,0,1,0,1,3,1
1,2,29,4,5,0,2,55,11,0,0,401,0,1,12,2,0,22,4,2,0,1
8,0,0,10,0,0,0,4,0,0,32,1,0,1,2,0,9,0,0,16,2,0
1,9,1,0,10,1,0,0,3,2,9,0,1,1,5,0,1,13,0,7,17,2
