1,2,3
1400490,743374,954250
1388024,737850,976403
1386046,722668,974031
1381263,757728,976744
1383994,750036,942847
1343158,767878,977937
1351525,757630,936560
1378005,741856,962891
1386876,752611,934800
1349945,727303,985391
1413875,724829,949769
1369583,752541,977922
1378060,745524,974138
1382038,759701,941418
1384512,746972,948875
1393848,738215,956017
1372885,741217,916701
1355028,743438,918862
1418803,746775,951995
1398940,751322,948978
1402044,742720,964947
1392992,768542,963651
1376221,739618,958107
1405832,733242,953500
1389136,769516,958697
1383355,736233,964001
1356212,732288,951681
1375277,747576,920772
1369894,767908,950221
1364235,773758,950954
1398034,743478,945925
1378621,762820,946592
1392506,755399,959336
1347013,775383,978345
1356242,765417,946359
1347795,766835,946600
1354162,772321,988989
1381771,746371,963988
1385207,739592,979336
1401307,718770,939485
1387644,753228,952911
1380066,728280,984231
1373329,767053,945305
1377851,758021,958482
1396437,747819,938004
1360929,758361,950845
1377539,719082,961649
1370860,781321,945881
1389287,737070,960858
1364107,750520,925450
1346788,750141,929557
1357915,763049,937564
1391006,747021,943392
1378194,733577,971892
1399241,765194,965830
1360320,770232,941929
1369071,761083,952161
1417741,741257,950551
1361449,772729,951953
1374687,759997,992629
1386229,750741,965176
1365434,771696,974374
1373382,724448,957807
1410934,736441,969948
1395323,737159,957380
1372541,764935,946637
1368395,745964,950081
1368731,753257,941717
1361121,744382,946449
1369099,769527,951194
1383992,740414,948522
1393299,761348,970999
1366143,758656,956274
1374745,731003,966632
1383415,735784,939694
1392255,745891,955544
1365088,743974,950461
1385119,740819,967337
1425173,751139,934783
1399310,763082,973931
1386832,738970,934382
1395907,760775,958798
1368252,735196,974092
1393947,759856,937517
1381913,730230,926177
1374293,749662,934847
1365580,736009,972963
1395397,726650,942639
1388750,755852,965544
1402217,750689,971236
1400156,753566,964580
1404948,740972,980037
1391288,733432,959868
1373782,733733,927282
1386999,769890,942983
1373084,744767,966560
1379933,732762,938924
1404924,721042,959142
1387434,753815,965901
1374974,778583,962925
