1,2,3
3339453,3306561,3329951
3339580,3305952,3329189
3339197,3306258,3328595
3340090,3306949,3329210
3339574,3306002,3328790
3339130,3306786,3328646
3339289,3305950,3329644
3340450,3306505,3328969
3339759,3306208,3329449
3340272,3307074,3329562
3340024,3306235,3328745
3339721,3306821,3329424
3340008,3306007,3329340
3340062,3306761,3328868
3339877,3306579,3328761
3340353,3306574,3329369
3339993,3306559,3329071
3339011,3306504,3329148
3340888,3307330,3330042
3339614,3306921,3328894
3339050,3305999,3329067
3339316,3306886,3329495
3339416,3306358,3328970
3339371,3306385,3329731
3340029,3306855,3329913
3339564,3306267,3329128
3339465,3306507,3329674
3339960,3305731,3328696
3339987,3306675,3329390
3338548,3306629,3329276
3340887,3306523,3329160
3339432,3306937,3328935
3340128,3306392,3329907
3339782,3305456,3329288
3339261,3306957,3329070
3339376,3305872,3329917
3339353,3306952,3328792
3339615,3307025,3329818
3339446,3306986,3329680
3340345,3307202,3329868
3339528,3307584,3329183
3339903,3306300,3328649
3339452,3306748,3328942
3339127,3305648,3328554
3340200,3306909,3329357
3339646,3306048,3329242
3339938,3306921,3329414
3339069,3306439,3328949
3340086,3306280,3329099
3340319,3305751,3329807
3339180,3306504,3328142
3339770,3306418,3329659
3340300,3306113,3329190
3339626,3305766,3330173
3340469,3306681,3329044
3339079,3306026,3329767
3339467,3306736,3329607
3340692,3306683,3329939
3340402,3306511,3328803
3340038,3306652,3328748
3339852,3306647,3328985
3338815,3307071,3329528
3339215,3305982,3328828
3340864,3306933,3329714
3339348,3307048,3329644
3340777,3306562,3328913
3339105,3306755,3329979
3340140,3306696,3329438
3338748,3306121,3329449
3339256,3306675,3329615
3340052,3306847,3329612
3339968,3306782,3330274
3340066,3306528,3329360
3339177,3306440,3330174
3339340,3306522,3328691
3339178,3306864,3329216
3340209,3306864,3329520
3339494,3306418,3328790
3339332,3306412,3329581
3339797,3306730,3327882
3339645,3306842,3329126
3339498,3306105,3329346
3339878,3306563,3329233
3340142,3306505,3328909
3340859,3305695,3329290
3340432,3307023,3328894
3339930,3306646,3330190
3339953,3306590,3329329
3339571,3305982,3329069
3340130,3306267,3329221
3338633,3307151,3329879
3339039,3306425,3329876
3339945,3306709,3329271
3339340,3306656,3330232
3339354,3306408,3330374
3339726,3306355,3329820
3339968,3306607,3329508
3339473,3306727,3329982
3339623,3306439,3329620
3339641,3306145,3329551
