1,2,3
27156419,26887544,26477116
27156699,26887778,26478729
27157693,26887642,26476458
27156775,26887397,26477041
27157244,26886019,26476248
27159854,26887772,26477258
27158606,26885623,26476324
27159200,26886791,26477696
27157064,26883859,26477648
27158052,26888984,26476206
27158006,26886655,26477081
27158212,26887855,26477052
27156414,26889543,26476462
27160065,26886967,26477332
27158649,26888129,26477883
27159285,26888217,26476513
27160244,26885966,26477112
27158893,26887554,26475460
27159623,26887421,26479067
27157031,26888883,26475368
27158082,26888600,26476898
27158913,26887847,26478635
27156977,26886471,26476711
27156169,26888025,26476679
27158246,26887066,26475971
27159707,26887902,26478323
27156446,26886774,26476580
27159013,26889175,26477309
27160585,26888890,26476477
27159516,26888257,26475231
27159987,26887086,26476091
27158381,26885273,26476397
27159340,26887633,26477160
27160695,26888296,26479609
27158164,26885972,26478029
27158799,26887013,26475819
27159569,26886347,26476152
27158106,26886058,26476114
27157178,26887944,26477431
27159198,26886773,26477544
27158899,26885229,26475486
27157893,26885913,26476611
27159411,26887629,26476246
27157766,26887863,26477119
27156181,26887499,26475534
27154245,26885259,26477926
27156563,26886964,26476479
27157671,26888004,26477650
27157137,26887203,26477695
27158638,26886687,26476207
27160624,26887035,26477172
27160984,26887982,26477113
27159176,26886869,26477135
27159001,26887275,26475112
27156552,26887716,26475321
27160466,26886319,26476543
27159108,26888295,26477784
27159470,26887900,26476691
27156829,26886918,26476522
27157650,26887570,26477583
27161687,26886340,26477054
27160307,26886735,26476510
27157430,26885894,26477322
27156109,26885314,26476526
27158746,26885859,26475982
27156717,26885395,26476775
27161463,26887429,26475658
27158869,26887594,26477098
27159520,26889303,26476634
27161688,26887377,26477757
27158663,26887778,26477007
27159850,26889593,26477398
27157850,26886365,26478393
27157028,26888135,26475874
27158523,26885652,26477031
27159277,26884904,26475966
27157553,26888378,26477973
27156070,26887782,26477184
27155566,26889104,26478664
27157719,26886736,26477945
27159345,26886878,26477860
27157764,26887098,26475065
27158601,26887883,26475278
27160292,26886284,26476106
27157882,26887362,26477853
27159586,26887405,26476185
27161039,26887952,26476875
27159123,26887358,26476793
27158826,26888256,26477185
27158184,26887709,26476647
27158919,26886157,26476802
27162540,26887431,26476270
27160488,26886146,26477510
27159696,26886930,26477010
27156930,26887330,26477583
27157369,26885585,26476444
27157005,26885093,26476774
27158465,26886990,26475640
27158151,26887756,26476376
27155849,26887651,26478411
