1,2,3
21452589,21237160,21023735
21452509,21238348,21026252
21450711,21240103,21024452
21452268,21238373,21024951
21454240,21237615,21025662
21453164,21239193,21025456
21454005,21239370,21025729
21451355,21238031,21025083
21452950,21238044,21024437
21453360,21237246,21025663
21453586,21239436,21026032
21450680,21239844,21026445
21453493,21238605,21024810
21452087,21235918,21024600
21452283,21238834,21025010
21452875,21238468,21024394
21452742,21238936,21025072
21453212,21236891,21024538
21453280,21238641,21026120
21452980,21239151,21025240
21451029,21237343,21026978
21451627,21238433,21024539
21455359,21237476,21023959
21453680,21240350,21025224
21454829,21240749,21024017
21454322,21237376,21026419
21454443,21238870,21026194
21454568,21239754,21025809
21451420,21237824,21024584
21453290,21238356,21025690
21451296,21238684,21025913
21452621,21234948,21025637
21453043,21236615,21025565
21453979,21238296,21024858
21454565,21237296,21024139
21454379,21238393,21025511
21453436,21237308,21025855
21452590,21239067,21025782
21453404,21237778,21025378
21453363,21238385,21025307
21452880,21238670,21025827
21454630,21238426,21024964
21453797,21239576,21023466
21451249,21237261,21026385
21454560,21240443,21025376
21452465,21236459,21025698
21451135,21237750,21026183
21453519,21239455,21024225
21451556,21238742,21024058
21452613,21240793,21025430
21455133,21238722,21026292
21453104,21236684,21024713
21454139,21239131,21024717
21453419,21239097,21024402
21453776,21238151,21025604
21454236,21238913,21023776
21454751,21238250,21024479
21453999,21236881,21024607
21451247,21238868,21025854
21455501,21239533,21025316
21451940,21239206,21027235
21451606,21239474,21024851
21451834,21240758,21024731
21454478,21238626,21025757
21451387,21237673,21025834
21451223,21238428,21025788
21452443,21239083,21025751
21456372,21239579,21024605
21450602,21237992,21024904
21455143,21238116,21026673
21450763,21239003,21024176
21452469,21239455,21025062
21451134,21238977,21026239
21453057,21238899,21025680
21453130,21240268,21025750
21451405,21237834,21025108
21454246,21238278,21025819
21455094,21239867,21025691
21452958,21238336,21025315
21451818,21238087,21025595
21451373,21240228,21024932
21452190,21238913,21026239
21451515,21238688,21025197
21455195,21237573,21024884
21453734,21238139,21025995
21453453,21239009,21024788
21450211,21237723,21023987
21452445,21237375,21024420
21454233,21237730,21026435
21451632,21237135,21023720
21451958,21238778,21024563
21452502,21238328,21025700
21453543,21239984,21024877
21452912,21240912,21025703
21452521,21236706,21026127
21454394,21237484,21025728
21452975,21236984,21024938
21450359,21237752,21025208
21453455,21237412,21024522
21453024,21238326,21024913
