1,2,3
58611,29804,53374
59229,29597,53736
59395,29715,54337
58915,29475,53798
59134,29575,53719
59075,29524,53683
59513,29512,53887
59248,29553,52832
58840,29457,54202
59230,29575,53627
58852,29783,54297
58927,29353,53624
59019,29579,53704
58938,29430,53884
58953,29498,53624
59075,29868,53782
59323,29643,53757
58969,29248,53490
59149,29654,53799
58791,29299,53530
59309,29482,54000
59350,29644,53375
59537,29543,53741
59054,29596,53559
59250,29585,53667
59272,29409,54247
59130,29633,53796
59288,29454,53677
59181,29664,54084
59027,29325,53818
59323,29288,53525
59385,29385,53552
58956,29428,53929
59167,29708,53911
59040,29216,53708
59426,29631,53436
59335,29335,53855
58825,29429,53281
59399,29499,53684
58940,29479,53777
58903,29287,53932
58852,29808,53774
59555,29328,53718
59115,29502,53241
59056,29711,53514
59055,29479,53918
59341,29559,53015
59346,29350,53793
58601,29267,53760
58796,29484,53657
58903,29611,53685
58892,29404,53863
59703,29682,53969
59099,29624,53575
59159,29853,53162
59375,29563,53720
59194,29498,53901
58835,29406,53623
59328,29686,54175
58880,29834,53649
59701,29425,53546
58815,29331,53879
59545,29807,53537
58945,29277,53796
58874,29578,53887
58823,29933,53639
58748,29647,53961
59409,29602,53759
59214,29737,53883
59257,29359,53700
58873,29390,53675
58761,29574,53658
59144,29606,53721
59009,29417,53334
59019,29453,53195
59553,29519,53691
59029,29765,53491
59154,29454,53827
58734,29592,53442
59402,29900,54026
59503,29760,53762
59705,29196,53825
58929,29433,54001
59281,29674,53669
59032,29633,53571
58672,29223,52992
58888,29647,53783
59076,29687,53869
59385,29229,53289
59000,29368,53357
59422,29781,54235
59198,29384,53503
59132,29435,53694
59409,29508,53397
58806,29640,54049
59229,29219,53956
58939,29687,53602
59393,29593,53764
59215,29564,53525
58812,29959,53469
