1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
0,0,3,2,0,0,20,1,3,2,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,6
0,1,1,2,0,0,0,2,1,3,1,1,1,0,0,1,0,0,0,0,3,2,0,0,1,0,0
1,0,2,2,0,4,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,91,1
1,0,0,11,0,0,1,1,0,3,2,0,0,2,0,0,0,0,1,3,0,0,0,2,0,1,1
0,4,1,1,2,0,0,0,1,1,2,0,1,1,0,2,1,0,0,0,0,1,2,1,0,0,0
28,0,4,11,2,1,1,1,0,1,0,0,37,0,6,3,0,1,0,2,0,1,1,0,1,4,0
2,0,0,2,0,0,3,0,5,2,0,0,0,1,0,0,1,0,2,1,0,3,1,0,5,0,2
1,0,2,2,1,1,0,1,12,0,0,2,3,0,0,0,0,0,0,1,0,2,1,0,1,0,4
0,0,1,3,2,1,2,0,0,0,0,1,0,1,1,1,7,0,1,4,0,1,0,1,1,1,5
1,1,1,0,0,1,8,2,0,1,3,0,2,1,0,4,0,0,1,0,2,0,1,1,2,1,0
1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,2,6
4,4,2,1,1,0,0,1,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,2,2,2,5
5,1,0,0,5,0,2,0,1,2,1,0,1,0,0,2,3,0,32,1,0,0,0,0,1,0,0
14,0,2,2,2,0,0,2,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,5
2,0,1,0,0,0,0,2,0,1,1,0,2,0,12,0,1,0,1,1,1,0,0,1,21,1,1
105,3,0,0,1,1,1,1,1,2,1,1,1,2,1,2,2,0,0,2,0,1,1,1,0,0,0
1,0,0,1,0,0,1,1,1,1,2,1,3,15,0,2,4,2,0,1,1,0,1,2,4,1,5
1,0,1,2,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,2,3,2,2,1,0,0,0
1,42,0,0,1,0,1,1,1,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,2
1,3,1,1,2,1,0,0,1,0,1,0,1,1,0,0,1,2,0,2,2,0,0,0,0,1,0
1,0,1,4,1,1,1,1,2,1,0,0,0,25,1,1,7,0,1,0,0,0,5,1,1,0,4
0,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,5,1,0,1
0,3,2,1,0,3,1,3,0,9,1,28,0,1,0,0,0,0,0,1,0,1,0,0,2,1,3
0,2,0,1,1,1,1,2,0,0,1,1,0,0,1,2,0,0,1,3,2,0,0,0,1,2,2
1,2,30,2,2,14,0,2,0,0,0,0,0,1,2,2,0,1,0,1,1,0,3,0,1,1,0
5,9,0,0,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,8
2,2,0,1,1,0,0,0,4,0,1,1,0,1,0,3,0,1,0,0,0,0,8,0,1,1,0
1,3,1,2,1,1,0,2,0,3,0,1,1,0,30,0,0,3,0,2,3,0,0,0,0,0,0
1,1,1,0,1,2,0,1,1,0,0,0,1,0,5,0,1,2,1,3,1,0,0,0,0,0,0
1,3,0,1,1,2,1,1,0,0,0,2,2,1,0,1,2,1,7,0,8,1,0,2,0,1,0
1,2,3,1,1,1,0,1,1,1,0,1,0,1,6,3,1,1,4,0,0,1,0,2,1,2,3
1,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1,0,0,0,3,0,0,0,0,0,0,1
1,0,1,3,1,11,2,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,4,1,0
1,1,1,3,1,7,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,5,1,1,0
0,1,2,0,0,2,0,2,0,1,1,0,0,0,0,0,0,2,1,1,1,0,2,0,0,0,3
0,1,0,0,2,0,1,2,0,2,1,1,0,2,1,0,2,0,0,0,0,0,0,0,1,1,2
0,1,0,0,1,2,2,0,2,0,0,0,1,1,1,4,0,1,0,1,1,2,2,0,2,0,2
0,2,0,0,1,1,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1,2,0,1
1,1,3,1,1,1,0,1,1,1,2,0,0,6,0,6,1,0,2,0,0,0,0,0,0,0,0
1,2,5,0,2,0,1,3,2,0,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1
2,2,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,3,17,1
0,0,0,2,0,2,1,1,0,1,1,0,3,1,0,0,1,0,1,0,0,0,1,1,0,0,1
0,3,2,0,0,1,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1
0,1,0,1,15,2,3,2,0,2,10,0,2,0,0,1,1,0,1,0,0,2,1,1,0,0,10
7,0,2,3,2,0,0,0,1,2,1,1,47,0,1,1,1,2,0,1,0,1,2,0,0,0,3
1,1,2,2,2,0,1,1,2,1,2,0,1,1,0,12,0,0,0,0,1,0,2,0,2,1,1
1,0,2,0,2,1,1,1,0,1,0,0,0,2,0,0,0,1,3,1,1,1,0,1,1,0,0
0,1,1,2,1,1,0,0,1,0,0,2,0,2,0,0,2,0,0,0,3,1,2,1,1,0,1
0,0,1,0,0,2,1,0,0,0,0,0,2,2,0,0,3,0,1,1,0,0,0,0,0,2,40
2,24,1,0,2,0,1,1,1,1,0,1,2,0,0,0,0,3,0,0,0,0,1,1,0,0,0
2,1,4,1,1,0,0,4,3,0,1,1,0,0,0,2,0,1,5,1,1,0,0,0,0,0,0
0,1,2,2,1,0,1,2,1,0,1,1,0,0,2,1,1,0,0,0,0,3,0,1,0,0,2
0,0,1,0,0,4,1,0,2,0,1,2,1,1,1,0,2,0,0,1,1,0,0,2,7,1,1
1,1,1,0,0,1,6,0,1,0,1,2,0,1,0,0,0,0,1,0,1,1,0,6,0,0,1
2,2,0,4,2,3,0,1,1,1,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,2,4
1,1,1,1,0,0,0,1,2,1,1,0,1,0,0,0,0,1,2,1,0,1,1,0,0,1,0
2,1,1,2,1,1,0,1,0,1,0,0,0,7,0,1,1,1,0,3,1,0,2,0,0,0,6
2,3,2,3,1,6,1,0,2,0,1,1,1,0,4,1,1,0,4,0,1,1,0,0,1,0,0
2,2,1,3,0,2,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,36,11,0,1,1
0,0,0,0,2,6,0,1,0,0,1,0,1,0,0,2,0,0,0,11,0,0,6,0,0,0,39
2,1,5,1,0,1,0,1,1,2,0,1,1,0,0,1,0,0,1,1,0,34,1,0,0,1,2
0,2,2,1,0,1,0,1,2,1,2,2,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1
1,0,0,0,19,1,2,0,0,0,2,1,0,0,1,0,0,1,4,1,2,1,0,0,0,1,20
1,0,0,0,0,0,1,2,0,6,0,1,1,1,0,1,0,0,0,2,0,0,0,0,1,0,1
2,2,2,1,0,1,0,0,0,1,1,2,1,1,1,1,0,0,1,3,0,0,0,0,0,1,3
0,2,0,0,0,0,1,0,2,0,0,0,2,0,2,2,1,0,2,1,1,1,1,1,1,1,2
3,3,0,2,0,0,0,0,0,2,0,1,0,1,1,0,6,0,0,0,0,1,1,1,0,1,4
1,2,1,2,0,1,0,0,1,2,2,0,0,1,2,1,0,0,0,1,0,1,0,2,0,1,0
2,1,1,1,0,0,1,1,1,0,2,2,1,1,0,0,0,13,1,1,0,1,4,3,0,0,7
1,0,1,2,1,1,2,2,3,1,0,0,1,0,2,0,0,0,1,2,2,0,0,7,1,0,1
0,0,1,1,0,1,1,1,1,2,0,8,4,3,1,0,1,1,1,0,0,0,0,1,1,1,1
0,1,1,1,1,1,0,0,0,1,2,1,27,0,0,0,0,1,0,0,1,0,2,0,0,0,1
1,1,0,3,1,0,1,0,2,0,2,2,4,1,2,0,0,3,0,0,0,0,1,0,1,0,0
