1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,p
2,0,0,3,0,0,0,0,4,1,3,1,1,1,2,0,0,3,0,3,36,1
4,0,1,2,0,10,20,3,5,0,0,1,2,4,2,2,8,3,0,0,0,11
0,0,1,1,0,3,1,2,2,4,3,0,1,3,1,2,2,2,19,0,6,0
0,5,0,0,0,0,1,1,1,2,2,1,1,2,5,0,4,1,2,5,4,0
0,0,0,6,0,0,0,2,1,35,2,1,2,1,1,14,0,1,5,0,1,0
0,1,0,1,5,0,0,1,0,4,0,1,3,0,1,5,2,0,2,0,1,4
0,0,1,1,0,0,1,0,0,0,6,8,0,1,0,3,1,0,2,15,193,2
1,1,0,1,2,1,5,4,3,5,2,0,1,1,4,3,3,0,2,4,1,11
2,1,1,2,1,1,1,0,3,2,6,0,0,1,0,6,0,0,0,3,5,2
1,1,1,2,0,2,2,1,0,0,1,0,0,4,3,0,1,0,1,0,0,26
0,1,2,4,9,1,4,0,0,7,0,0,0,0,0,0,8,7,0,0,5,7
0,0,1,0,0,4,0,3,1,2,18,2,2,0,1,1,1,6,16,0,2,13
2,1,1,1,1,1,1,1,0,0,3,0,5,0,1,1,4,7,1,0,1,0
1,6,1,1,2,1,4,2,4,1,0,1,0,2,13,0,1,0,36,1,16,0
0,0,2,3,2,0,0,0,3,5,4,3,4,0,6,0,0,0,0,1,2,1
1,3,1,0,1,0,20,2,1,0,0,1,4,3,0,0,1,0,1,0,0,4
1,1,1,2,0,1,0,0,0,4,0,12,1,0,0,0,1,0,0,0,2,8
0,3,0,0,22,3,0,1,0,4,74,0,0,0,10,0,0,0,0,1,2,0
0,0,0,2,0,5,1,0,0,5,3,0,5,1,0,5,2,2,2,0,0,0
0,2,1,1,1,0,1,2,4,0,1,1,5,1,0,0,0,1,0,0,0,12
0,4,2,0,1,2,0,0,1,1,0,25,6,4,4,22,1,12,0,1,0,0
1,1,2,3,1,1,1,4,1,4,0,0,0,5,13,1,0,4,0,1,0,1
1,2,2,3,3,0,2,18,2,2,0,8,1,1,8,0,0,0,4,0,0,26
1,4,2,1,1,5,12,9,5,0,0,0,1,0,6,1,1,0,0,1,0,0
2,1,0,8,0,0,2,0,0,0,2,3,1,0,1,1,1,5,5,0,14,0
1,1,4,27,2,1,1,0,2,0,4,2,1,0,2,0,0,1,0,1,0,1
1,2,1,1,0,5,3,0,0,0,1,0,6,1,1,0,1,0,1,0,0,3
1,0,3,2,1,3,0,0,10,4,0,1,1,0,2,2,3,2,3,0,1,2
1,3,2,1,7,0,0,4,0,1,0,1,1,0,2,0,0,0,2,3,4,0
0,0,5,0,0,2,2,0,1,2,2,1,1,6,1,2,2,0,3,0,83,1
1,0,0,5,1,2,0,4,0,2,0,0,6,0,1,0,4,0,3,1,0,0
2,5,1,0,9,0,2,4,1,0,0,0,3,1,3,3,2,9,7,1,0,1
3,2,1,1,1,0,3,1,5,0,2,2,1,1,0,0,4,3,3,2,0,6
0,2,1,1,0,5,5,0,2,5,2,3,1,0,1,2,1,4,13,0,0,10
0,0,2,0,3,1,1,1,9,0,1,0,1,0,2,1,1,1,0,1,7,0
0,0,3,1,0,0,2,2,6,1,13,0,0,0,0,17,0,0,4,1,1,8
0,0,0,26,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,7,2
0,3,7,1,0,3,2,1,1,0,1,0,0,4,0,1,1,14,3,0,0,9
0,1,1,2,0,3,0,0,0,1,0,3,1,0,15,1,6,1,52,1,2,0
2,0,0,0,1,2,0,3,0,1,1,1,0,1,0,0,2,2,0,0,0,2
2,5,1,1,0,2,0,1,0,4,0,7,1,4,0,1,4,1,0,1,1,3
4,0,0,3,1,0,3,5,0,0,0,1,5,0,2,97,1,0,0,2,0,0
1,0,2,4,0,6,0,2,1,0,2,1,4,0,0,1,0,0,3,1,1,0
0,0,0,2,6,2,0,1,8,1,0,0,2,0,0,3,1,0,1,0,2,0
4,1,0,1,1,0,4,0,4,0,2,1,0,0,4,0,1,2,1,1,5,8
0,3,0,2,0,3,1,0,14,9,0,15,0,0,16,0,0,0,5,2,3,2
1,0,1,2,0,2,0,1,1,0,3,1,6,1,5,5,5,21,1,0,0,93
0,3,1,1,2,1,2,3,3,1,0,3,1,3,0,7,0,5,0,3,0,1
2,3,0,1,0,0,2,2,3,0,2,8,2,1,24,0,2,1,0,10,3,0
0,1,1,2,0,0,0,0,0,1,9,2,1,0,1,0,1,11,1,1,0,0
1,0,0,6,5,83,7,4,5,3,3,1,4,0,1,1,7,22,0,1,0,0
0,0,0,1,2,3,1,0,3,0,0,6,1,2,0,2,0,3,4,2,0,0
2,1,2,2,0,1,2,5,3,0,1,0,1,9,0,2,10,2,0,0,0,1
