1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
0,2,81,2,0,4,0,1,0,1,2,0,1,1,1,0,9,1,0,0,0,0,0,13,1,5,0
2,1,1,0,0,0,1,2,4,2,0,0,2,2,9,0,0,1,0,0,0,1,0,0,1,0,2
0,1,3,3,1,1,2,0,0,4,0,6,0,1,0,3,1,4,21,0,0,0,0,0,2,0,3
2,2,0,1,1,1,40,1,2,1,2,1,1,0,1,0,1,1,0,142,0,10,1,2,0,0,1
9,0,2,1,0,0,1,3,0,0,0,2,1,0,0,0,0,1,0,1,7,11,0,21,3,1,0
5,4,2,5,29,0,1,3,1,0,0,2,1,2,0,1,0,1,5,1,0,2,1,0,0,2,0
0,0,0,1,1,3,0,0,1,0,1,0,0,2,0,0,0,0,0,3,0,0,0,45,9,0,7
0,0,0,0,0,0,1,6,0,3,0,2,3,1,0,0,1,0,0,3,1,2,5,0,1,2,0
2,3,1,1,2,0,1,0,0,0,0,1,1,2,1,0,1,2,0,0,5,0,5,0,12,1,1
1,55,0,1,0,1,2,2,3,6,13,0,1,13,1,0,0,0,0,1,6,0,1,1,4,1,0
0,2,0,0,0,1,2,0,4,0,3,11,0,1,1,2,0,5,31,5,14,4,1,0,0,1,0
1,1,1,2,0,1,0,1,0,1,0,4,2,3,1,2,1,0,0,1,11,0,0,2,2,0,0
0,3,1,1,5,3,1,1,1,6,0,1,2,0,0,4,0,1,0,1,3,1,9,1,4,0,0
1,0,1,0,5,2,0,0,12,0,3,1,21,1,0,0,1,0,0,2,2,3,8,0,0,0,4
0,0,1,1,2,11,2,0,5,1,0,2,10,1,2,1,0,0,84,3,3,0,0,0,0,0,0
1,3,2,0,3,0,8,0,0,1,1,0,5,4,1,0,1,1,0,0,1,0,1,0,0,17,2
0,2,3,6,2,5,1,0,2,0,1,1,0,1,1,0,2,1,1,1,0,1,0,1,2,1,0
3,1,0,0,1,1,1,2,0,1,0,6,0,2,7,0,0,0,3,3,1,0,0,0,0,3,3
2,28,1,0,2,1,0,0,4,0,1,1,3,2,1,4,1,2,0,1,1,7,8,0,5,0,9
0,16,2,1,2,1,2,3,0,2,0,0,0,1,2,3,1,0,21,0,1,0,1,0,0,1,0
1,0,2,2,1,1,0,1,2,17,5,0,0,0,0,1,1,1,5,0,2,0,1,1,0,0,36
0,1,0,0,3,0,0,2,16,1,2,4,2,0,0,1,2,0,0,0,3,3,0,0,0,1,1
0,1,4,27,1,1,0,0,0,3,2,0,2,0,12,0,1,0,0,3,1,1,25,1,2,2,1
1,3,6,2,1,1,2,0,13,1,0,0,1,0,0,3,9,0,0,1,0,0,1,0,1,0,1
0,0,0,0,4,3,5,1,0,1,0,0,1,1,0,1,1,1,6,1,1,0,1,0,0,6,1
3,2,0,0,1,0,1,0,0,1,1,1,1,4,0,0,3,0,0,0,6,2,0,1,0,28,0
0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,9,5,3,0,1,1,2,1,37,1,33
0,16,1,1,0,0,0,3,0,3,1,1,1,0,3,0,0,17,0,6,9,2,0,1,0,0,0
0,1,1,2,5,1,0,1,0,1,3,1,0,0,1,2,2,0,0,0,1,0,5,1,0,3,0
1,0,0,0,1,1,0,6,4,0,2,0,2,4,5,8,2,1,1,0,0,1,1,2,0,0,8
0,1,0,0,0,2,0,1,1,4,0,0,1,2,0,1,0,1,0,9,0,0,0,0,2,2,0
3,1,1,1,4,0,17,0,8,4,0,3,3,0,1,0,2,3,0,0,3,0,0,2,3,1,1
0,0,0,0,2,1,1,1,1,17,5,0,2,2,0,3,0,9,1,0,97,4,0,0,1,10,0
0,0,1,0,1,1,0,0,58,1,4,3,0,0,1,0,0,0,0,1,0,2,20,0,1,0,0
0,0,5,0,0,30,1,0,1,1,2,1,3,0,2,7,1,0,3,1,17,2,0,1,8,6,0
0,1,2,0,1,1,0,0,1,2,1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,5,3
1,1,0,0,2,1,1,1,0,0,1,0,1997,0,0,0,0,1,0,10,0,9,42,0,0,0,2
0,0,7,1,1,1,136,1,1,2,0,3,0,0,1,1,0,2,0,19,0,1,0,0,0,0,2
2,0,0,1,1,0,1,0,2,0,2,2,1,0,3,0,5,0,2,16,0,0,5,1,0,0,368
6,5,1,1,3,0,1,0,1,0,0,4,0,0,2,0,1,34,0,2,9,0,1,0,0,1,1
0,0,3,0,0,0,1,4,0,1,1,2,0,0,2,0,26,3,0,5,2,0,0,2,1,1,1
0,0,0,4,0,6,0,5,1,12,1,0,0,0,0,0,0,0,7,1,2,2,0,0,0,2,7
1,0,0,3,0,2,3,3,6,0,0,1,3,0,6,12,0,0,0,0,0,2,1,0,0,0,1
1,1,3,2,0,1,1,0,0,0,0,1,1,0,6,1,0,0,3,15,2,2,1,0,8,1,1
1,0,1,0,0,0,16,0,0,0,0,0,3,3,8,5,4,2,4,0,0,13,1,0,6,0,4
4,1,1,2,27,1,0,0,7,2,1,2,0,0,1,2,1,3,0,3,1,0,1,1,1,0,1
0,2,8,0,0,6,1,7,1,0,2,0,11,1,0,2,0,0,0,0,1,2,1,0,0,0,0
0,7,1,3,0,20,3,1,0,1,0,0,0,0,7,2,0,1,1,0,5,0,4,0,1,1,0
2,0,0,1,0,1,1,1,3,1,1,1,0,1,1,1,0,3,0,0,0,1,5,1,3,2,7
1,1,0,0,1,1,0,0,1,1,25,0,0,3,0,0,0,0,1,5,2,0,1,0,0,0,3
1,3,0,0,0,1,0,3,10,1,2,0,2,1,1,3,1,0,0,0,2,8,11,4,1,1,0
0,0,0,1,1,1,2,0,0,0,0,0,0,4,0,0,1,0,6,0,0,1,0,1,0,0,4
0,0,0,0,6,0,1,1,2,0,2,1,1,2,0,1,0,0,0,1,0,0,0,1,1,0,1
3,2,2,6,1,1,0,1,0,2,1,0,3,0,2,0,9,0,1,0,1,0,1,0,0,9,2
0,0,1,0,1,0,0,0,0,0,1,3,0,5,330,2,0,1,1,2,3,0,1,0,0,0,0
2,2,21,63,0,7,19,1,3,1,1,3,0,0,2,0,0,0,2,1,5,0,0,2,0,1,6
1,0,1,2,5,0,0,3,2,1,0,1,0,5,1,0,3,2,0,0,2,0,1,0,78,0,0
1,0,2,17,3,0,0,2,0,1,1,1,1,1,58,0,1,0,1,2,0,13,0,2,0,0,0
0,59,0,4,7,0,1,3,0,1,1,2,0,0,1,0,0,0,13,0,0,1,0,0,1,0,3
0,2,0,1,81,3,0,1,0,0,1,3,0,2,4,1,17,1,0,0,1,5,2,1,2,1,0
0,4,0,5,0,0,1,0,4,1,0,0,71,1,0,1,3,12,0,3,0,99,2,1,0,15,0
0,0,2,1,1,14,0,5,2,0,1,0,0,1,0,2,0,1,0,0,0,2,0,4,0,1,0
1,87,0,10,0,1,4,0,3,1,0,3,1,0,0,1,0,0,4,0,2,0,0,0,2,1,31
4,2,3,1,0,1,1,5,38,16,1,0,1,1,11,0,0,0,0,0,0,29,0,1,0,1,1
1,1,1,0,1,1,6,8,1,1,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,15
3,1,1,0,11,0,2,3,0,1,0,1,0,51,0,0,1,0,0,2,2,0,0,0,2,0,2
3,1,3,2,6,2,0,0,1,3,11,2,2,1,0,0,0,0,1,0,1,2,2,1,24,2,0
1,0,0,0,43,1,0,0,10,1,0,12,8,1,2,0,0,11,11,1,1,22,0,6,0,1,2
5,2,1,0,0,4,2,3,1,2,3,4,4,8,0,10,1,31,15,355,0,0,0,9,0,0,2
1,3,2,9,0,2,0,1,0,1,3,0,0,0,4,0,0,0,0,0,0,0,1,1,0,4,7
0,3,1,3,11,1,3,0,0,4,1,0,0,3,0,3,4,0,0,1,0,1,1,0,1,0,3
1,2,1,0,1,0,0,2,2,0,2,1162,2,12,0,23,0,0,407,0,0,0,1,0,0,1,14
2,2,1,1,3,0,0,4,2,8,0,0,38,0,1,0,13,0,0,7,1,0,0,0,1,4,0
0,2,3,3,0,2,0,1,2,0,3,1,1,1,0,4,0,0,0,1,2,1,0,1,1,1,2
0,0,0,3,1,2,1,1,2,1,1,0,1,21,0,2,0,4,0,0,0,3,1,18,7,0,1
0,1,1,5,0,5,1,0,0,0,1,0,0,0,0,1,0,3,5,1,1,0,0,0,0,1,0
0,2,1,1,0,1,0,0,1,1,0,1,5,1,1,0,1,1,2,0,1,0,1,3,0,1,7
0,2,1,0,0,1,1,2,0,1,1,0,3,2,2,0,0,5,0,1,0,3,1,3,0,0,0
1,1,1,11,0,2,1068,2,2,1,10,0,0,0,0,1,0,1,3,0,0,0,0,0,1,1,3
4,1,2,1,3,0,1,0,4,0,0,0,2,1,0,2,1,0,0,0,3,1,217,0,0,0,54
0,1,1,1,18,30,2,0,0,0,0,0,2,2,0,2,1,5,2,95,0,0,1,4,1,2,1
2,1,0,10,0,1,0,4,0,0,0,0,12,0,2,0,0,1,0,1,18,0,0,0,1,0,0
0,0,0,5,2,3,0,6,1,2,2,4,0,1,0,8,0,0,0,1,3,0,2,0,1,2,1
0,1,0,17,0,33,1,29,0,2,0,0,2,1,0,0,1,3,0,0,0,2,0,0,0,1,0
3,0,0,3,2,0,3,1,1,0,1,1,2,0,4,0,1,0,1,2,0,0,0,0,1,1,3
3,0,1,0,1,0,11,0,1,4,6,0,0,0,1,1,0,0,7,10,0,1,0,0,3,12,9
1,0,5,1,0,2,2,0,1,2,1,0,0,3,2,1,0,2,3,4,1,1,0,0,26,0,56
8,37,5,1,4,9,1,22,1,0,5,4,2,1,0,0,1,22,16,0,3,3,0,0,0,0,2
1,3,0,2,0,0,0,0,0,0,1,4,1,0,1,13,0,0,1,0,1,0,0,1,82,2,1
1,0,28,0,204,0,0,2,188,1,3,15,13,0,2,0,1,27,1,1,23,4,0,3,0,0,4
0,0,0,0,0,1,3,0,4,1,0,3,1,1,1,0,0,0,8,2,0,0,0,1,5,1,2
0,2,2,0,3,1,1,2,1,0,3,0,0,0,1,3,0,1,0,0,0,0,1,0,0,1,762
0,0,1,3,1,0,3,0,0,0,1,4,1,6,0,0,0,0,2,0,0,80,0,1,1,0,1
1,315,0,1,0,0,2,0,1,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0
1,3,4,2,2,1,3,4,1,0,0,0,2,0,0,4,5,0,3,0,0,6,0,3,1,2,0
1,7,2,1,0,2,16,0,1,0,1,3,1,1,4,0,0,3,0,1,0,0,0,0,1,0,3
0,1,2,1,74,1,0,1,2,0,0,0,1,4,0,10,0,37,3,1,1,1,2,1,17,0,2
4,0,0,2,0,0,17,0,1,1,1,0,2,0,0,1,0,56,26,1,39,3,0,4,1,2,12
0,6,2,3,1,455,0,7,1,1,0,1,10,0,1,1,1,0,0,0,2,51,5,0,0,2,0
60,6,0,0,1,1,1,4,1,0,3,0,1,0,1,2,0,0,1,2,4,0,3,37,0,1,0
0,1,2,1,0,1,0,1,8,0,10,0,0,10,0,8,0,1,1,6,0,0,0,0,9,0,7
1,0,0,1,0,0,1,0,3,0,0,1,1,2,0,0,2,4,3,1,0,0,0,1,4,15,0
7,2,6,1,2,0,1,2,2,0,0,0,1,2,1,0,7,1,0,0,0,0,0,13,3,8,6
3,0,0,0,0,6,1,0,0,1,0,1,1,2,1,0,0,0,0,0,2,1,0,1,2,0,1
1,6,0,4,2,0,0,2,2,1,0,2,3,1,0,0,8,2,40,3,0,136,2,0,3,0,0
6,1,4,1,0,0,2,2,1,2,0,1,4,3,2,3,0,1,1,2,3,0,4,1,0,0,45
0,1,2,1,2,7,5,1,1,1,2,1,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0
0,0,0,1,16,0,1,28,1,0,1,0,0,0,36,0,0,4,3,2,0,1,1,1,0,1,12
0,0,0,1,2,6,2,1,3,1,0,4,2,0,0,1,0,0,0,0,7,1,0,0,1,2,2
0,1,3,1,1,0,0,2,0,1,0,1,0,2,0,0,3,0,2,2,1,1,5,0,16,1,1
0,2,0,2,1,2,6,5,2,0,1,1,0,5,0,46,2,0,2,4,1,0,1,7,0,1,0
0,0,41,3,1,1,1,0,1,1,0,4,0,0,0,1,3,0,0,8,1,3,0,0,1,0,0
0,0,5,0,1,0,20,1,5,1,2,2,1,5,0,2,0,7,3,1,3,1,3,0,0,1,3
0,2,0,2,1,2,0,66,1,1,5,1,1,15,3,2,0,4,0,0,0,0,0,0,0,0,5
0,2,3,1,0,0,0,0,0,1,3,0,0,1,4,0,1,0,0,0,1,0,9,1,0,15,27
0,3,0,0,0,3,0,0,0,0,22,0,1,4,0,2,2,0,0,2,0,0,0,0,0,1,17
3,0,1,0,1,7,2,3,1,1,6,0,2,0,3,0,0,12,30,3,1,15,0,0,1,0,12
0,0,1,2,0,3,1,0,5,124,1,3,0,2,0,6,1,0,4,0,5,0,0,0,4,0,0
8,1,0,0,2,1,2,5,1,0,1,9,1,3,0,1,0,0,2,0,1,0,0,1,0,1,0
0,88,0,1,2,2,0,9,0,0,1,1,0,5,0,4,0,0,0,0,3,0,0,15,1,1,2
0,1,0,33,12,1,4,1,1,1,0,0,0,0,2,2,1,3,0,0,3,2,22,0,4,0,0
0,4,0,1,1,3,0,6,0,239,0,3,1,1,1,21,1,1,0,0,12,0,0,0,2,1,28
8,4,2,1,0,12,5,1,0,0,0,0,2,0,10,2,1,0,1,0,6,3,0,1,1,2,0
2,3,0,0,8,0,2,1,1,2,0,2,6,1,0,0,0,3,1,0,2,1,0,1,2,4,1
0,1,1,0,2,0,8,0,2,0,0,7,2,2,2,2,0,0,1,2,1,1,2,1,1,0,4
0,2,2,0,1,0,1,9,0,0,0,4,1,0,13,0,1,0,1,0,0,0,1,3,1,0,9
0,3,3,0,6,3,8,0,0,0,0,1,0,13,1,0,0,0,0,0,0,0,9,0,2,0,1
14,1,1,1,2,0,0,2,1,0,0,1,6,0,1,0,0,1,0,8,92,1,0,0,0,7,0
0,0,2,3,1,0,0,0,1,0,1,0,0,0,0,25,1,2,0,0,0,1,0,2,2,1,0
4,2,0,0,2,2,0,2,0,1,5,0,0,1,1,0,1,0,0,1,0,0,8,1,0,2,12
1,0,2,1,3,0,1,1,0,1,1,0,0,1,0,0,1,0,1,2,0,0,0,1,1,1,6
9,6,1,1,0,0,2,0,25,1,1,0,1,0,0,0,1,2,11,1,0,1,2,0,0,0,4
0,15,1,0,0,1,22,21,4,0,2,1,2,0,1,0,0,0,2,7,0,0,0,2,1,0,1
0,1,0,1,0,2,1,0,0,0,1,0,0,2,0,1,3,0,0,0,5,0,0,0,2,0,0
58,1,2,1,0,0,3,0,0,0,9,0,1,0,1,2,1,0,2,1,1,0,0,0,1,0,4
