1,2,3,4,p
0,4,0,3,11
8,0,1,0,2
0,2,0,10,0
43,3,2,30,0
4,3,1,3,0
0,15,7,3,9
2,11,27,3,45
0,795,0,3,0
0,1,0,6,0
0,0,6,0,1
2,23,28,4,0
29,11,0,92,3
0,0,53,76,1
4,0,1,0,1
0,1,2,6,1
12,0,0,0,3
27,47,0,12,1
74,0,0,1,9
2,5,0,0,1
0,3,10,14,3
4,0,4,20,1
3,313,13,15,0
3,3,7,16,3
5,0,1,8,1
0,0,1,30,3
1,3,16,28,6
10,0,1,1,0
0,0,0,3,0
0,10,8,0,0
2,0,1,232,1
18,2,0,0,2
21,74,0,1,1
1,3,0,5,0
0,0,6,0,1
0,0,0,17,5
52,1,2,14,3
0,0,0,20,10
0,0,1,0,3
1,0,44,46,1
1,22,2,0,1
1,0,0,2,5
4,0,3,0,3
0,0,1,0,48
1,0,2,0,0
1,14,1,0,39
0,21,33,1,3
1,0,27,0,12
0,0,1,0,2
4,7,1,0,0
2,4,0,0,6
2,2,1,2,0
0,1,4,0,4
2,2,1,0,3
1,1,0,287,1
403,0,3,28,0
3,0,0,3,0
0,4,5,0,4
10,13,1,0,4
29,3,2,0,0
1,159,52,0,1
1,1,1,2,18
0,2,9,1,3
0,11,0,10,68
0,1,2,4,0
4,4,2,11,77
22,6,5,12,1
81,4,1,0,0
0,1,20,119,3
0,5,2,24,0
30,0,3,2,0
0,1,1,196,2
186,3,23,0,0
8,3,1,0,0
27,0,4,1,0
3,0,1,0,1
0,0,1,11,1
0,0,3,60,0
0,2,2,4,0
11,2,0,3,10
0,7,1,3,0
0,0,1,0,1
50,2,12,2,18
17,64,12,0,1
0,1,1,0,0
6,1,0,4,7
4,8,1,7,81
3,1,18,0,1
0,52,0,6,1
3,0,0,1,0
2,42,0,27,4
1,0,11,1,1
9330,3,2,3,5
4,2,1,2,0
2,0,2,26,3
0,9,11,0,3
6,161,0,0,78
3,1,1,3,1
1,10,0,32,1
1,11,0,9,24
0,0,3,0,11
1,0,10,0,7
0,21,146,107,0
15,0,0,4,3
14,5,3,2,5
1,0,4,72,34
0,1,0,0,0
4,2,0,2,1
14,0,0,0,0
7,0,5,62,2
6,49,37,2,0
17,1,0,0,1
4,0,0,1,0
16,3,1,1,1
2,7,10,0,119
1,1,0,14,3
2,5,0,0,4
1,0,0,312,1
0,9,0,9,3
6,0,1,2,2
7,2,0,9,1
0,0,0,0,11
1,11,0,1,24
9,6,1,5,0
1,0,0,0,1
0,4,0,38,2
149,7,5,3,2
13,7,1,0,1
0,0,0,43,1
11,2,22,2,0
4,0,4,9,0
1,3,4,5,0
6,82,0,0,7
13,0,1,0,0
0,0,49,0,1
2,0,0,1,0
22,0,0,0,4
0,16,6,1,1
4,41,1,3,0
1,0,0,4,45
2,12,4,0,3
0,1,0,0,3
0,25,41,3,7
16,3,0,0,3
1,0,8,3,4
0,0,10,0,0
1,11,1,0,0
5,0,2,0,0
96,0,7,2,1
3,0,16,62,58
0,3,0,1,0
2,10,0,1,1
9,6,56,1,0
4,0,0,0,20
14,2,56,0,0
0,1,0,7,5
0,0,0,3,2
0,0,6,0,8
13,0,1,0,5
0,1,0,0,0
1,2,0,0,0
7,0,0,1,17
3,0,3,0,5
1,11,0,2,0
1,0,0,4,1
0,0,0,0,0
3,24,6,0,6
1,0,83,0,4
0,8,0,0,2
3,1,0,8,1
1,2,3,4,1
1,0,2633,4,26
0,8,1,0,3
2,4,0,6,9
2,176,1,23,0
8,2,3,63,0
10,0,0,7,0
2,1,1,2,0
0,1,9,5,6
5,0,12,1,5
0,8,2,17,1
1,1,0,13,0
0,35,0,2,0
632,4,6,1,22
0,1,10,1,1
12,0,2,1,0
0,1,5,1,0
0,1,3,0,14
2,0,0,0,5
0,0,2,0,10
0,0,1,38,0
8,2,11,0,0
1,11,2,14,4
0,1,2,23,0
0,1170,5,0,5
5,1,2,1,0
1,9177,6,4,1
8,0,0,0,0
4,12,0,1,0
0,0,0,0,3
42,1,0,40,2
0,0,0,2,1
2,1,3,0,0
6,2,131,1,1
2,3,1,4,90
0,3,4,0,5
2,12,25,2,14
18,0,5,1,0
4,1,1,0,0
691,0,0,1,5
0,28,659,4,4
2,0,2,10,0
14,73,8,1,0
2,44,6,0,20
35,2,8,17,47
0,0,36,1,25
2,0,3,0,0
1,0,85,0,3
30,2,91,1,2
1,10,0,0,3
1,3,6,0,4
6,0,1,18,4
2,0,7,78,16
0,0,0,1,1
1,1,1,1,0
1,0,0,2,6
11,3,23,6,2
2,0,32,2,7
0,0,28,3,2
2,1,3,2,7
15,0,5,1,1
0,10,106,0,5
0,0,29,1,0
144,7,0,4,7
0,0,1,0,0
0,2,42,5,2
0,1,1,1,3
0,0,8,5,4
0,0,2,419,0
6,8,1,0,5
0,1,0,43,0
335,0,5,7,3
1,0,1,0,2
0,0,13,1,1
0,7,0,3,3
1,0,5,0,1
0,4,1,2,3
23,12,64,1,6
1,0,1,0,1
0,4,6,0,0
2,0,22,5,2
1,1,1,1,1
0,0,0,16,0
3,0,0,1,1
0,4,2,26,1
0,40,0,1,5
5,6,1,0,0
0,15,3,0,0
0,1,1,2,10
5,0,2,2,0
2,2,23,2,4
1,8,0,0,1
2,80,45,0,0
7,0,1,0,2
0,0,3,1,13
1,0,1,90,0
7,5,3,0,0
46,0,1,0,1
21,1,0,0,0
0,5,1,3,4
0,1,2,9,0
7,3,8,0,1
1,0,0,0,1
2,31,1,9,84
0,0,18,0,11
20,5,132,293,1
0,1,4,0,1
10,1,1,1,0
0,0,1,659,1
1,0,0,2,22
579,1,0,0,0
0,2,1,3,4
109,0,2,8,4
0,0,0,2,2
0,1,0,4,1
0,0,13,2,4
1,0,1,66,3
1,0,0,1,1
1,0,1,1,5
0,0,2,2,2
8,1,52,1,15
3,248,0,0,1
0,0,3,0,0
0,329,1,10,10
2,2,1,0,0
0,63,0,1,1
0,0,0,0,0
0,1,0,2,1
3,0,0,2,5
0,1,1,0,5
1,27,0,0,1
21,1,0,11,0
2,0,59,4,2
0,0,0,6,1
0,2,0,5,7
0,0,0,0,0
10,184,12,0,0
3,0,0,17,3
6,2,0,8,0
6,1,0,0,3
1,0,2,0,1
0,2,0,0,0
0,2,35,3,1
4,6,2,9,5
0,0,0,0,1
0,7,1,1,11
3,3,2,1,28
14,1,24,5,1
1,3,7,0,0
0,1,0,2,0
0,0,0,62,12
4,1,0,0,2
7,0,14,5,1
0,128,26,19,0
0,0,0,0,0
0,296,0,5,3
9,41,0,1,17
1,729,3,5,0
0,0,49,6,0
0,0,0,83,23
3,0,1,3,1
1,9,1,0,1
2,0,0,360,0
0,9,9,0,1
1174,5,0,30,0
6,12,31,7,0
50,5,0,0,2
1,1,61,17,0
0,13,2,19,7
0,1,2,3,1
0,57,0,0,0
2,6,1,22,3
0,5,0,1,0
5,1,1,1,5
3,2,3,1,10
1,0,0,5,1
22,32,5,1,11
2,0,21,7,0
1,0,4,0,0
0,0,78,2,14
0,2,33,2,1
9,0,0,1,0
1,3,3,7,1
164,1,4,2,1
1,0,0,0,70
0,0,0,48,0
2,0,1,1,6
0,1,0,5,1
25,0,0,0,4
155,0,4,0,176
0,12,0,0,1
0,2,44,2,0
0,0,8,1,2
0,3,0,2,2
4,0,1,4,0
10,66,6,0,9
0,50,3,3,0
0,5,1,60,1
5,1,0,2,3
8,0,10,0,2
1,2,4,4,0
0,240,0,1752,0
1,21,0,0,8
0,1,28,1,14
19,4,0,9,1
3,7,0,0,11
2,11,0,0,0
3,0,5,1,3
0,0,1,6,0
0,3,0,9,0
6,2,0,72,30
3,0,347,20,1
0,0,0,5,1
4,18,0,2,27
1,0,3,1,4
0,0,3,2,19
16,0,7,3,2
1,9,0,0,0
0,0,3,6,6
7,1,0,0,3
1589,2,3,0,0
2,0,1,0,1
2,0,6,1,16
0,2,0,15,12
39,0,0,1,5
0,5,1,0,27
3,152,6,3,19
1,1,22,0,0
28,0,3,0,43
258,10,0,1,3
4,3,1,0,1
2,2,65,1,2
0,0,0,0,0
7,24,0,11,0
11,0,4,213,0
1,1,19,5,4
9,0,4,1,13
2,0,25,0,0
0,0,3,2,25
30,0,0,89,0
1,0,0,0,32
13,0,7,2,0
1,3,0,2,2
0,0,1,2,1
0,0,6,1,0
3,0,20,0,1
2,5,1,2,0
0,3,9,26,0
0,0,6,0,0
1,5,0,0,0
3,0,16,0,2
0,0,0,3,9
61,0,0,0,1
6,1,3,0,0
0,0,0,0,1
1,0,2,97,1
196,0,1,0,0
3,116,13,2,0
0,23,1,58,60
4,2,16,21,0
65,0,1,0,0
0,0,0,0,9
0,0,0,0,0
8,23,6,7,3
0,0,4,21,0
2,0,0,1,2
4,1,4,3,1
0,0,0,8,1
2,0,2,0,2
1,0,0,0,0
0,2,1,5,0
0,31,0,0,1
15,6,16,0,2
0,1,0,801,2
3,2,1,26,1
0,4,0,0,10
0,0,0,0,1
0,0,0,1,1
0,1,10,0,56
2,0,3,0,0
11000,1,2,81,3
4,137,0,564,17
1,3,4,2,0
4,3,2,0,0
3,2,3,4,1
0,0,8,0,2
613,0,0,0,1
9,0,7,2,0
1,2,0,0,0
6,2,4,0,5
0,0,1,5,2
0,3,0,1,0
2,0,1,0,0
4,4,0,0,77
80,0,1,31,4
0,0,0,0,0
1,1,12,0,12
1,25,6,0,2
0,0,1,1,37
1,26,0,0,3
0,2,0,0,2
0,18,0,5,140
6,3,3,0,0
0,6,6,0,0
2,0,2,3,11
3,37,0,22,2
0,0,8,2,12
6,3,0,4,2
1,2,0,4,4
0,7,0,0,0
376,16,0,0,6
90,1,2,1,6
1,0,0,2,2
16,0,59,6,0
1,0,8,1,1
2,2,4,0,3
0,1,13,0,0
0,4,2,14,7
0,6,75,29,8
1,0,0,0,0
0,0,16,1,2
15,1,3,0,25
0,1,13,1,1
12,0,2,9,402
2,0,0,0,2
7,1,0,8,0
1,0,2,7,0
2,1,0,0,2
1,0,0,2,1
1,7,1,0,6
0,0,364,0,0
1,0,3,0,0
49,15,5,4,2
18,7,5,0,1
