1,2,3,4,p
0,3,1,0,3
1,2,0,1,5
0,0,3,0,6
1,0,1,4,0
0,1,0,0,0
0,0,2,0,1
2,0,3,1,1
1,0,2,1,87
0,0,0,0,7
1,0,0,1,1
0,3,0,2,4
0,1,1,1,1
8,3,1,1,2
0,0,0,0,3
2,2,0,0,0
1,3,1,1,0
1,1,0,0,1
0,2,1,0,1
0,1,1,1,0
1,2,2,0,16
1,0,3,0,0
0,0,0,3,0
0,1,1,0,5
4,0,0,1,2
0,0,0,0,0
0,0,2,1,3
3,2,4,0,0
2,1,0,1,32
4,1,1,7,0
1,0,0,4,3
1,2,3,1,0
2,1,0,2,0
3,1,1,1,1
0,1,2,1,1
1,0,1,0,0
0,0,1,3,6
0,2,1,0,0
0,0,3,0,2
1,0,1,2,0
1,1,2,0,0
0,0,0,0,0
1,3,0,1,15
2,0,4,1,0
3,3,3,2,4
0,0,1,0,3
3,1,0,1,2
1,0,1,0,3
0,0,0,0,0
2,1,1,0,1
1,0,1,3,0
0,2,1,0,1
1,1,1,1,1
4,0,1,2,0
0,2,0,1,1
0,1,0,0,1
2,3,0,0,0
0,3,0,0,1
3,1,2,0,2
1,0,0,1,871
1,2,0,3,1
1,0,0,5,850
2,0,1,1,3
2,1,4,0,1
1,0,0,2,0
1,1,1,0,0
1,0,1,1,1
3,0,2,2,0
2,0,2,1,9
2,2,0,1,0
1,1,1,1,12
0,2,0,1,2
0,0,1,0,8
1,3,0,5,0
0,1,0,2,0
0,0,0,0,0
3,1,2,2,1
0,1,0,0,283
2,2,2,1,3
2,3,0,0,9
2,1,1,0,3
4,1,3,2,0
3,0,0,0,0
2,0,1,0,29
0,2,0,0,2
2,1,0,4,0
0,0,5,0,0
5,2,1,2,0
2,3,1,0,1
0,1,0,3,3
0,0,0,3,2
0,1,0,1,0
0,0,0,2,3
4,1,0,3,4
0,4,0,0,2
0,0,3,0,0
1,0,0,3,0
2,1,1,0,0
0,0,0,3,2
0,1,0,1,0
1,2,1,3,1530
0,0,2,0,0
1,0,0,0,3
1,2,0,0,3
3,0,0,1,1
0,2,1,1,5
0,1,0,1,2
2,2,1,0,0
0,5,0,2,0
2,0,0,0,5
0,0,2,0,62
0,0,2,3,0
3,0,0,0,0
0,2,1,3,0
0,0,0,4,0
0,2,2,2,0
3,0,0,6,3
2,1,0,0,3
1,1,0,0,7
1,4,1,0,7
3,6,1,2,0
1,1,0,0,1
1,1,0,3,2
0,1,1,5,5
9,0,3,1,0
1,0,1,1,1
0,4,0,0,1
2,1,0,1,3
0,0,1,1,0
3,0,1,1,4
0,0,0,2,0
2,4,4,2,5
0,1,0,0,29
2,1,0,3,0
0,1,2,1,19
1,0,1,0,3
5,2,1,2,16
0,1,0,0,0
1,1,0,1,1
2,2,3,0,10
1,2,1,2,4
2,3,3,1,0
0,0,0,0,6
1,0,3,0,7
2,3,4,2,2
0,5,2,0,1
2,1,2,0,0
6,0,2,2,1
0,5,5,1,2
0,4,1,3,2
3,3,1,1,19
0,1,2,2,1
1,1,1,1,15
2,4,2,2,0
4,0,0,6,0
0,0,0,0,6
2,0,1,0,8
1,0,2,0,214
0,0,1,1,7
1,0,0,2,1
2,2,1,0,0
1,2,13,0,11
1,2,2,2,0
2,3,5,3,0
0,2,1,0,0
6,1,1,1,1
2,1,0,1,7
2,7,0,2,1
0,2,3,0,0
1,4,0,2,2
1,1,0,0,177
0,2,1,1,0
1,0,4,3,1
0,1,1,0,2
1,0,0,0,0
1,1,1,3,3
1,1,0,6,1
2,3,1,1,2
0,0,3,2,1
0,0,0,1,1
1,0,1,1,0
1,3,2,4,1
1,1,6,1,1
0,1,0,1,1
3,2,0,0,0
4,0,0,2,0
0,1,1,2,23
2,0,0,3,3
1,1,1,0,0
0,0,2,2,2
0,1,0,0,0
2,2,0,0,3
0,0,4,1,2
1,1,1,1,0
2,1,1,0,0
3,1,2,3,19
1,1,1,2,588
0,1,2,0,0
0,0,1,0,5
2,2,2,5,2
0,0,0,0,5
0,2,0,0,2
0,4,1,0,2
1,1,4,1,1
5,2,4,0,0
2,2,0,1,1
1,1,1,1,1
2,2,1,0,0
5,3,1,1,0
1,1,1,0,0
1,0,3,1,0
1,7,1,1,0
0,0,1,0,4
3,1,0,2,18
3,1,0,1,0
0,1,3,1,0
9,2,2,2,5
0,0,3,3,18
0,3,1,1,0
1,0,2,0,2
1,1,0,1,1
1,2,1,2,0
1,0,1,0,0
2,0,0,0,4
2,2,0,0,4
1,0,0,0,0
5,3,1,1,21
1,0,1,0,4
0,1,2,4,0
2,2,2,1,4
0,0,2,1,2
5,1,1,0,0
0,2,2,0,0
1,1,0,1,7
2,1,1,0,0
3,1,2,0,0
1,12,1,3,0
1,0,0,3,0
0,0,1,1,36
1,2,0,2,16
0,2,5,0,12
2,2,1,1,0
1,1,0,0,7
2,1,0,0,76
3,0,2,2,1
4,5,1,0,1
3,1,0,0,0
0,5,0,0,3
5,1,0,3,1
0,2,0,2,0
2,1,3,0,0
3,0,1,7,9
2,0,4,0,3
0,0,0,4,1
2,0,1,1,0
1,1,3,1,1
0,0,1,3,2
2,1,1,0,1
2,0,0,2,0
2,1,1,1,0
0,2,4,2,66
1,4,1,1,4
1,2,2,7,0
0,1,1,1,4
7,3,0,0,0
1,0,1,2,4
1,1,1,2,0
1,0,0,1,0
1,0,2,0,5
0,2,1,0,0
3,7,1,0,0
1,0,1,2,1
3,1,0,0,0
3,1,2,2,19
1,1,1,0,3
0,0,3,2,3
1,2,3,0,1
2,1,0,5,0
3,3,5,1,1
0,1,2,0,0
1,0,1,0,2
1,0,1,2,0
0,1,0,3,0
0,0,2,3,1
3,1,0,2,0
3,0,0,0,0
0,1,1,4,5
0,2,0,2,0
2,1,1,1,6
3,0,1,0,0
1,9,0,3,11
0,0,1,4,0
6,0,0,2,1
1,2,3,0,5
2,1,2,0,21
0,1,1,1,1
1,2,1,5,4
0,3,0,3,10
2,2,0,1,5
0,1,2,0,4
6,2,0,0,0
0,3,0,3,3
2,1,3,2,0
2,2,0,1,1
1,1,4,5,0
1,1,2,4,1
0,3,0,0,0
0,2,1,1,3
0,1,0,2,2
2,1,1,0,1
2,0,3,4,3
3,2,2,1,1
0,0,0,0,0
2,0,2,0,0
1,1,1,1,2
1,1,2,3,16
4,1,1,1,1
1,1,2,1,0
0,1,0,0,0
1,3,0,2,7
1,0,1,1,0
1,0,0,2,9
1,1,0,3,0
1,6,2,0,2
2,1,0,3,2
3,3,2,1,1
0,2,1,0,1
2,0,1,6,0
0,2,0,0,2
1,2,0,1,0
2,4,1,2,9
3,0,1,4,0
4,3,0,0,3
0,2,1,4,0
1,0,0,4,1
2,3,1,0,0
0,1,1,1,0
1,1,2,1,2
0,3,0,0,0
1,4,3,4,0
1,5,5,0,0
0,2,0,2,0
3,2,1,0,0
1,3,0,0,0
5,0,0,2,0
2,1,2,0,2
1,0,0,4,0
0,2,0,0,1
1,1,1,1,0
2,0,3,0,1
3,1,0,1,0
1,0,1,1,194
3,0,1,3,1
0,0,0,1,2
1,2,0,1,0
0,0,3,1,0
3,2,4,1,2
8,3,0,0,1
0,0,4,1,2
1,0,0,0,2
0,1,0,2,0
1,0,1,0,0
1,2,0,1,9
1,0,0,1,6
0,1,2,0,0
2,1,3,0,0
3,2,0,1,1
2,1,0,1,0
1,9,0,1,8
1,0,2,0,21
1,0,3,2,18
8,0,2,0,0
0,2,1,0,0
1,2,1,1,0
5,3,0,1,0
2,1,0,2,0
3,2,1,2,4
0,1,0,0,219
0,1,3,1,3
1,2,2,5,1
1,0,0,1,0
1,1,2,1,1
1,0,2,0,2
1,0,1,1,0
3,3,2,1,0
1,1,1,0,0
0,4,3,2,0
0,0,1,0,16
3,0,0,3,0
1,3,1,0,0
0,2,1,4,0
0,0,0,2,1
0,5,1,2,0
2,0,0,0,5
3,0,1,2,1
0,2,1,1,1
1,0,1,0,0
0,4,1,0,0
1,0,0,1,0
2,6,3,2,0
0,1,0,0,2
5,1,2,1,0
2,0,2,1,0
1,0,2,0,0
2,0,1,0,5
2,1,1,1,4
1,0,4,1,2
1,0,2,1,7
0,0,0,1,2
0,0,1,0,20
1,2,7,3,2
4,0,0,1,69
0,2,1,1,3
1,1,4,1,0
4,4,3,0,1
0,0,0,0,0
0,1,1,0,3
0,4,2,0,0
1,1,1,0,0
0,2,0,1,1
1,0,0,0,0
0,2,2,0,1
0,2,2,0,1
0,5,0,1,0
0,1,2,1,0
1,2,2,2,2
0,1,5,2,1
0,1,1,0,0
1,0,0,1,11
0,1,0,6,19
7,1,0,0,2
0,1,1,1,12
2,4,0,1,5
3,0,0,0,0
2,2,2,5,2
0,1,1,0,0
1,0,1,3,2
2,0,4,0,2
0,1,2,1,4
2,0,0,2,0
2,0,1,0,9
0,3,2,0,0
1,1,3,3,0
1,0,2,1,1
1,1,1,0,0
0,4,5,0,3
0,0,6,0,0
2,0,0,0,2
0,2,1,1,58
0,0,1,1,3
0,1,0,2,0
1,0,0,1,1
0,0,1,3,0
2,1,1,2,4
3,3,0,1,33
3,1,0,0,8
2,0,0,2,1
0,2,3,0,1
0,0,1,3,161
1,0,0,2,0
2,1,0,0,1
2,1,1,0,1
0,1,1,1,0
2,2,1,1,3
0,2,2,5,1
3,1,3,3,0
1,1,1,0,5
1,0,0,1,0
1,1,1,2,1
1,1,1,2,0
1,0,0,0,5
0,2,1,4,3
0,3,0,2,2
0,0,2,0,5
1,0,0,1,7
4,1,0,2,1
1,0,0,3,7
1,0,2,1,1
1,0,0,3,0
5,4,2,6,21
0,0,2,2,1
0,2,2,0,2
0,2,1,2,0
2,1,0,5,0
0,3,1,0,15
1,0,7,0,0
3,1,1,1,9
0,2,2,5,1
0,3,0,0,4
3,0,0,0,62
2,0,1,0,0
0,2,1,0,1
2,1,1,1,0
2,4,0,0,0
1,1,1,5,0
0,0,1,1,0
0,2,1,1,1
0,0,2,3,1
0,3,0,1,3
0,4,2,3,0
2,0,3,3,11
0,1,2,3,0
0,0,1,3,37
2,2,0,2,2
3,0,0,0,0
1,2,1,0,4
0,1,5,4,0
2,0,0,2,0
0,3,3,1,0
0,1,1,1,1
4,1,3,2,0
3,1,0,0,3
0,0,0,0,19
1,1,1,0,2
3,1,0,6,10
0,1,2,0,11
0,0,1,0,2
0,2,0,1,1
2,1,3,0,0
2,1,3,3,22
0,0,1,1,0
0,2,0,2,3
1,0,1,0,2
2,2,1,0,45
2,4,5,2,0
4,5,0,0,0
0,2,0,1,0
0,0,0,1,4
2,0,1,2,1
2,0,4,1,1
0,2,0,2,3
1,1,5,0,0
1,0,1,0,1
3,1,0,0,4
0,0,0,2,5
1,3,0,0,2
3,1,1,2,0
3,1,1,0,25
0,0,0,1,7
0,0,1,0,0
2,2,3,1,24
1,2,0,2,7
1,0,2,0,0
0,3,3,3,3
2,0,1,0,0
1,1,0,0,6
0,2,1,0,0
3,0,0,5,3
5,6,1,0,3
1,0,0,2,8
0,0,3,2,1
2,0,0,0,8
2,2,0,1,87
0,0,1,0,0
0,0,1,0,11
0,0,0,1,6
0,2,0,1,0
2,0,0,1,1
1,1,1,1,3
1,0,0,2,0
2,1,2,0,0
0,1,2,1,0
2,4,1,1,0
2,1,1,1,0
0,0,3,8,0
1,2,0,2,0
0,2,4,0,1
0,0,0,3,1
0,0,1,1,0
1,1,0,0,9
5,1,1,0,0
0,5,1,2,0
1,0,2,2,0
3,0,1,0,0
0,0,2,1,2
1,2,3,0,1
0,0,0,2,2
2,0,0,6,0
1,0,0,3,1
0,1,1,2,0
0,0,1,1,0
2,0,0,1,1
2,6,0,5,0
1,0,0,0,0
5,4,1,1,0
0,1,0,0,1
1,1,2,1,0
2,2,1,0,2
1,1,1,1,0
0,2,1,1,122
0,4,0,3,2
1,1,2,0,3
2,3,0,4,5
0,1,2,0,2
1,1,5,2,0
1,0,0,1,4
2,0,0,3,3
1,2,4,1,44
0,2,0,0,0
1,2,0,2,20
1,1,1,2,1
2,0,0,0,8
2,1,0,0,1
0,2,1,1,3
2,0,1,0,4
0,1,2,0,5
0,5,2,0,2
3,0,0,1,15
3,3,0,2,2
0,3,1,0,0
1,1,0,1,0
1,0,0,5,0
6,1,0,1,0
2,0,0,0,12
1,1,1,0,2
2,0,1,1,0
0,1,6,3,6
1,0,6,5,0
0,0,0,2,0
3,1,0,0,3
0,0,2,0,6
0,2,4,1,5
1,0,2,3,2
2,2,3,1,4
2,2,1,3,2
1,2,1,1,0
0,4,0,1,0
1,0,0,0,22
1,0,3,1,3
1,3,0,1,1
1,4,0,2,4
2,1,0,3,4
2,0,0,0,0
0,0,2,0,1
0,0,1,1,6
0,0,0,1,6
3,0,2,0,2
0,0,3,0,0
0,1,0,2,2
4,1,0,0,3
1,0,1,3,1
1,0,5,2,0
1,0,0,0,0
1,3,0,0,2
1,0,3,0,8
1,2,0,2,3
1,6,0,0,4
1,0,1,0,0
2,1,2,1,0
0,1,3,0,1
1,1,1,1,0
0,3,1,0,2
0,2,1,1,3
0,1,0,1,0
0,2,1,1,0
1,0,1,2,1
3,0,2,1,20
5,1,1,0,0
2,2,1,0,3
0,0,1,1,1
2,2,0,1,1
2,1,1,1,0
1,2,2,1,1
3,1,2,1,0
0,0,0,2,11
0,0,0,0,1
0,1,0,0,4
1,1,0,0,5
0,5,0,1,98
3,5,0,1,0
2,3,0,3,1
0,0,0,2,8
1,4,0,3,3
2,0,1,1,2
1,1,0,1,0
2,1,6,0,0
1,4,0,0,7
2,0,4,1,4
4,2,2,3,1
1,0,3,3,2
2,2,3,1,0
3,0,2,3,0
2,0,2,3,2
2,1,0,1,1
0,0,1,1,1
4,0,0,0,1
0,1,1,0,5
0,1,0,0,7
1,2,0,2,8
3,0,1,1,3
5,0,1,0,44
0,1,3,0,3
4,2,0,1,0
2,0,2,0,3
1,1,1,2,0
0,1,0,1,1
1,3,1,0,0
1,0,2,1,0
