1,2,3,4,p
2,1,0,0,0
1,1,0,1,0
2,0,1,1,0
1,5,0,3,6
2,1,2,1,0
0,1,3,2,4
1,0,0,0,0
2,0,0,2,0
1,2,1,0,5
2,0,0,0,1
1,0,2,1,1
0,0,0,1,8
1,1,1,0,3
2,2,0,2,3
0,0,1,2,8
0,0,1,2,4
4,0,2,1,4
2,1,0,0,7
0,1,0,2,2
0,1,0,0,2
1,1,1,2,0
3,3,2,1,1
0,0,2,2,7
2,0,2,0,0
6,1,1,1,0
2,0,0,0,0
0,0,0,2,2
2,2,4,0,1
2,2,1,0,7
0,1,2,0,12
1,1,0,1,1
0,0,0,0,2
0,2,0,2,1
1,2,0,0,0
0,2,1,0,1
1,0,2,3,0
0,0,0,0,0
0,1,1,0,2
3,1,1,1,1
0,2,2,2,1
0,3,1,1,0
0,0,0,2,3
0,1,0,0,20
1,3,1,0,4
0,0,3,0,1
0,2,3,2,0
3,0,2,0,0
2,2,0,1,2
1,3,1,1,1
3,0,1,1,0
1,2,0,1,1
2,2,1,1,0
0,2,0,1,1
1,2,1,0,0
2,0,2,1,0
0,1,1,1,0
1,3,1,0,13
4,2,2,1,5
1,2,1,1,1
0,1,2,3,7
0,2,0,1,0
2,2,1,1,2
0,0,1,2,1
0,0,0,0,0
1,1,0,1,2
0,4,3,0,4
3,2,0,0,7
2,1,1,0,2
0,2,0,3,0
1,3,1,1,2
0,0,1,1,0
0,1,0,4,6
0,0,1,1,0
0,0,1,0,0
3,3,1,1,0
1,3,2,1,14
2,2,3,0,3
0,1,1,1,0
6,0,1,1,2
1,2,0,1,1
1,1,1,1,0
0,1,0,1,5
1,1,0,3,1
0,1,2,1,2
0,1,2,0,0
1,0,1,1,0
0,0,1,1,0
2,2,0,0,2
4,1,1,2,1
2,0,0,3,1
1,2,1,3,22
0,0,0,2,0
1,2,1,1,6
3,1,0,0,0
0,0,1,2,0
2,2,0,1,2
1,4,0,1,2
1,0,3,1,0
3,1,1,2,0
1,0,1,1,0
0,0,2,0,0
1,0,0,0,0
1,0,0,2,0
0,0,0,0,0
1,0,0,0,2
2,2,1,3,3
1,1,0,2,0
0,1,1,1,1
1,3,1,1,0
0,1,2,1,0
0,3,2,3,0
0,0,0,0,7
1,0,0,3,2
2,1,0,1,1
0,2,0,0,2
0,2,1,3,46
0,1,0,0,1
1,1,0,0,0
0,0,0,3,7
2,1,1,2,0
1,1,1,1,0
0,1,0,1,0
2,1,0,1,1
2,0,0,1,1
0,0,1,1,0
1,1,0,0,0
1,0,1,0,5
1,0,2,1,0
0,1,3,0,0
2,0,2,0,0
0,1,0,0,21
0,0,1,2,1
1,1,2,1,5
1,1,1,0,0
3,4,3,1,3
1,2,1,2,0
2,0,1,1,6
2,1,1,1,0
3,1,2,2,1
2,4,2,2,0
1,1,1,1,1
3,0,0,0,0
1,1,0,0,4
0,1,0,1,0
0,0,1,0,3
1,0,1,3,37
0,2,2,1,17
3,1,2,1,0
2,1,2,0,3
3,1,0,1,6
1,1,0,0,2
0,0,2,1,1
0,2,1,0,5
0,1,1,3,4
0,1,2,1,5
0,2,2,0,1
0,0,1,0,0
1,0,1,1,0
0,1,5,2,2
2,0,0,1,0
0,1,1,2,6
0,1,4,0,0
0,1,2,0,1
3,1,2,1,0
4,1,0,1,10
0,2,0,2,1
0,0,0,1,1
1,1,1,1,14
0,1,0,1,2
1,1,0,0,27
0,2,0,0,0
1,4,3,0,0
1,0,1,1,1
1,1,1,0,0
0,2,1,2,0
2,2,0,0,2
2,1,1,0,2
1,1,0,1,42
0,4,1,1,0
2,0,1,1,0
0,0,2,1,9
0,3,1,0,0
0,1,0,0,1
3,0,1,0,2
0,0,3,0,12
0,0,2,2,0
3,0,1,1,0
2,1,1,1,3
2,4,0,1,1
1,0,1,1,0
1,1,0,0,0
2,1,0,1,0
2,0,2,2,52
2,2,0,2,7
0,1,1,0,18
0,3,0,1,4
1,0,1,3,1
1,2,1,3,3
0,0,1,2,27
0,2,1,1,2
1,0,2,2,6
2,2,1,2,1
1,0,3,3,0
1,1,1,0,0
3,1,1,2,2
5,1,3,0,80
0,1,0,0,2
1,1,1,2,0
0,1,1,0,5
1,1,3,1,6
1,1,0,2,0
0,1,1,1,4
1,0,1,3,3
3,2,2,0,0
0,1,0,1,1
0,0,2,1,1
1,1,1,0,1
0,1,1,1,2
1,1,2,3,11
1,0,1,1,4
4,1,0,1,1
0,1,1,1,0
2,0,0,1,10
0,0,0,0,2
1,0,1,2,0
0,1,1,0,8
0,1,1,2,3
1,0,0,0,2
1,2,1,0,1
0,1,1,0,3
0,0,0,1,0
0,4,1,0,2
1,0,0,2,0
1,0,0,1,0
1,0,0,2,1
1,2,2,1,18
4,0,1,1,1
1,1,0,1,0
1,1,1,1,7
0,0,2,0,0
0,0,3,0,2
1,0,3,1,4
1,1,1,0,0
5,4,0,2,18
0,1,0,1,13
2,0,1,0,1
2,2,3,0,2
4,5,2,0,3
0,0,0,1,4
2,1,2,5,0
3,0,2,2,6
2,1,2,0,0
1,0,1,0,2
1,1,0,1,0
1,1,1,0,1
1,0,4,0,1
0,1,0,0,0
2,0,0,0,4
1,0,2,2,0
0,1,0,0,29
1,0,1,0,1
0,1,0,2,7
2,0,3,0,0
2,1,5,1,15
1,1,1,1,2
1,1,2,0,1
1,0,1,0,0
1,0,2,3,1
1,1,0,2,3
1,1,0,1,0
3,1,3,1,2
2,1,2,1,4
2,2,2,3,3
1,3,0,0,0
