1,2,3,4,p
7,1,0,2,1
1,1,1,2,0
0,0,5,2,1
2,2,1,1,0
0,0,0,2,0
3,4,0,0,1
3,3,1,1,0
0,0,0,1,2
1,1,1,2,3
6,0,1,0,2
0,2,3,1,3
2,0,0,2,14
0,2,2,1,11
1,0,0,0,1
0,0,4,2,10
2,0,0,1,1
0,1,0,2,12
0,1,1,0,35
1,0,5,5,0
0,0,1,2,29
0,1,3,3,3
3,0,0,0,1
1,0,1,2,0
2,3,3,0,0
0,2,2,1,0
0,1,3,0,4
1,0,0,0,1
1,1,1,0,1
1,0,4,3,4
0,0,0,2,0
1,0,2,0,0
9,2,1,1,1
0,1,0,2,15
2,1,1,1,47
1,0,0,0,1
3,3,1,1,2
1,1,0,3,1
0,1,1,2,2
0,0,0,2,0
0,1,0,1,74
0,1,0,0,6
1,0,1,2,3
0,0,1,2,0
0,2,0,2,0
1,1,3,1,2
2,2,0,1,0
1,0,1,4,0
1,0,0,0,0
0,0,2,1,14
2,3,0,0,1
1,0,0,0,0
0,2,0,0,0
1,1,0,0,0
1,1,1,2,0
3,0,0,1,2
0,2,4,1,6
0,1,1,4,4
1,4,4,5,0
0,0,1,0,0
0,2,2,1,6
0,0,8,1,7
0,2,0,0,0
0,7,0,0,0
3,2,0,1,0
0,0,0,2,8
2,0,0,0,0
0,2,1,3,1
1,1,1,2,1
1,0,1,1,2
3,3,4,1,1
4,2,1,3,0
2,6,1,1,3
0,2,2,2,1
0,2,4,1,3
1,1,1,4,7
1,1,2,1,6
0,2,0,0,1
0,0,3,2,2
2,1,1,0,0
0,1,0,0,4
1,1,1,0,2
0,0,4,2,0
0,1,3,2,0
0,1,0,3,0
1,3,2,1,1
2,1,3,0,0
0,0,1,1,0
1,1,4,1,8
0,0,1,4,1
2,0,3,2,5
1,1,1,2,0
0,1,0,2,0
0,0,1,1,2
2,1,0,4,0
2,1,2,0,8
0,0,2,0,32
0,1,1,0,1
1,1,0,3,1
0,1,0,1,1
1,0,0,1,0
1,1,1,1,0
0,0,3,0,0
0,1,1,0,77
1,0,1,0,3
0,3,0,0,12
0,2,0,2,0
0,2,0,1,0
0,1,5,0,9
2,0,1,1,428
0,4,1,1,2
0,0,1,1,0
0,1,0,0,4
1,0,0,4,1
3,0,1,0,1
3,0,1,0,2
6,0,1,3,0
1,1,0,1,0
1,2,1,1,15
1,0,0,2,1
0,2,0,1,4
1,0,3,3,26
0,0,1,0,0
0,0,0,3,7
0,2,2,1,1
1,2,1,1,7
2,1,1,6,0
2,1,2,1,2
