1,2,3,4,p
40,1,0,14,0
0,2,7,6,8
2,2,2,0,1
1,3,0,0,18
0,18,0,3,0
5,6,6,5,0
0,4,1,6,0
0,0,0,14,9
0,1,0,2,1
5,0,1,0,2
2,7,0,0,33
1,1,0,1,47
2,0,0,1,2
0,0,5,0,2
0,0,0,1,0
2,0,0,1,0
7,0,2,1,0
0,0,0,0,0
0,0,3,0,2
1,1,0,6,0
1,2,0,1,0
5,0,2,0,0
0,0,2,4,2
3,5,1,0,3
0,11,1,0,2
2,8,2,0,3
0,1,0,0,0
0,0,0,3,3
2,0,1,0,0
0,0,3,2,4
0,0,0,13,0
10,0,5,1,0
0,0,1,5,2
2,2,1,1,0
9,0,2,4,0
2,0,3,2,0
8,0,4,3,0
4,6,0,5,2
4,0,3,0,1
0,1,1,0,1
8,0,0,0,0
0,0,1,5,1
5,1,0,2,4
0,1,0,1,0
1,2,2,0,0
1,16,0,0,30
0,1,2,0,1
2,0,1,0,2
0,0,0,0,2
46,8,1,2,1
2,3,1,1,13
0,0,0,4,0
0,3,1,1,2
0,9,0,5,2
0,4,1,1,4
1,3,2,2,3
3,4,0,0,3
1,2,0,0,2
6,2,2,0,0
9,0,0,2,0
3,0,1,6,3
0,2,1,0,1
0,0,1,2,2
1,1,11,6,12
3,0,2,7,2
1,0,4,4,0
3,0,3,3,0
3,1,4,0,0
2,2,0,1,1
0,1,0,0,4
0,1,5,2,1
4,8,11,19,3
2,2,10,0,2
0,1,1,0,0
0,0,5,2,1
1,0,0,0,4
0,1,1,0,0
2,2,10,2,0
0,2,0,4,7
4,0,1,1,0
0,3,1,0,2
3,0,0,0,0
2,2,4,1,0
0,0,0,2,2
2,1,0,4,35
0,1,1,0,22
0,2,6,0,0
2,0,2,4,3
0,0,4,2,1
3,0,0,2,0
2,1,0,2,0
2,2,0,1,27
1,2,7,1,2
5,0,0,5,0
3,2,7,1,13
1,0,16,3,1
1,2,0,4,1
0,2,1,1,2
0,0,1,0,1
0,0,2,3,0
0,2,2,0,0
3,47,3,2,0
9,0,1,1,2
0,3,7,1,3
0,0,1,1,2
3,3,4,0,0
1,4,1,4,4
1,0,1,4,1
4,1,6,2,2
3,4,1,3,6
23,1,0,1,0
5,52,3,2,0
1,4,0,2,0
23,4,0,0,1
0,0,0,2,2
0,2,0,22,4
4,1,3,15,8
3,1,3,0,1
4,8,2,1,0
1,0,1,3,1
2,18,0,2,5
0,2,0,6,6
2,2,0,0,0
1,7,2,1,6
1,5,2,2,0
0,13,5,0,1
0,0,0,9,1
1,1,4,0,7
0,0,3,0,0
13,0,1,1,1
3,0,1,1,2
2,0,0,0,0
0,1,2,19,1
2,1,1,2,12
2,0,0,5,0
2,5,0,1,3
6,3,5,2,13
0,5,3,0,0
25,2,4,0,2
2,1,0,0,0
0,1,2,2,0
1,0,2,0,0
3,1,8,23,9
3,0,6,1,4
7,1,2,0,0
2,0,0,8,18
3,0,1,6,7
8,4,3,1,0
2,0,1,2,4
2,1,6,7,2
1,7,0,0,5
0,0,0,2,8
12,1,0,1,5
0,85,3,16,0
3,0,2,2,6
0,1,0,1,22
1,0,2,0,6
0,7,2,2,0
2,1,0,2,0
5,2,2,0,1
1,0,28,1,0
0,6,17,0,0
1,0,0,0,3
0,4,1,0,7
0,4,1,7,1
2,0,3,1,4
0,1,0,13,6
0,0,2,3,0
1,2,0,0,0
2,0,0,0,2
9,1,0,0,0
1,1,3,4,1
0,0,4,1,2
15,0,3,0,8
0,1,6,0,5
13,0,5,1,4
0,0,1,62,3
3,0,1,1,8
2,0,2,1,0
3,10,1,2,6
0,1,2,3,10
4,1,1,1,2
16,2,1,4,1
0,0,0,1,1
0,7,2,0,0
0,4,3,1,8
1,0,0,4,2
0,3,2,2,1
0,0,3,1,3
0,1,5,4,7
1,1,5,1,0
39,68,0,0,0
0,1,1,0,1
2,6,1,1,0
0,3,0,3,0
12,1,1,4,2
1,0,7,0,5
1,5,4,2,4
0,1,0,1,6
5,1,4,1,3
1,0,2,0,4
0,1,1,4,3
0,1,2,8,0
8,2,2,0,3
2,1,0,0,3
0,0,2,2,1
2,0,0,4,0
0,2,3,7,0
1,1,26,0,2
6,0,7,0,194
0,0,1,7,0
0,0,1,1,5
2,0,3,3,0
3,3,6,1,1
0,0,0,0,0
0,2,6,3,4
0,4,3,17,4
1,1,4,0,3
18,0,3,3,0
1,1,0,0,0
0,0,0,0,1
1,74,4,7,65
0,0,0,2,7
3,0,1,3,46
7,0,2,0,0
4,5,0,7,1
1,0,2,2,0
0,0,0,1,6
0,2,0,1,0
2,1,2,10,2
3,0,3,3,1
1,5,0,0,0
0,1,1,1,1
1,1,1,8,4
0,0,0,0,56
0,0,5,2,0
0,0,2,4,2
0,0,0,1,1
0,4,0,0,1
0,0,4,3,6
4,2,3,0,1
0,1,0,0,1
0,1,6,2,95
3,4,1,3,0
1,3,0,6,0
0,0,1,0,4
1,10,0,0,8
0,1,2,0,1
0,1,10,0,0
0,2,1,1,1
3,11,0,8,0
0,2,0,2,23
1,1,1,3,1
5,0,6,1,1
11,7,1,0,7
2,34,10,2,0
1,1,2,0,0
1,4,0,0,1
0,1,0,1,0
0,2,2,1,4
0,0,4,2,3
0,0,8,3,0
1,1,4,2,0
0,9,0,0,1
1,0,3,2,1
0,3,3,0,5
3,33,3,2,1
8,0,3,0,5
4,1,11,3,0
1,8,0,6,0
1,0,3,1,6
0,3,17,2,7
2,0,0,0,0
24,1,0,0,21
6,0,4,0,0
0,3,1,4,58
2,0,5,2,4
2,12,0,0,1
0,1,5,0,1
1,2,0,0,22
11,1,0,0,0
0,0,0,0,2
5,1,2,0,11
3,2,2,2,21
1,0,0,6,0
3,0,2,2,0
0,0,1,3,0
1,4,0,4,0
3,0,0,8,0
12,0,13,2,2
5,0,0,7,7
3,0,0,4,0
6,5,2,1,2
3,0,5,0,0
2,0,6,0,23
0,2,2,0,1
0,3,2,6,7
5,1,0,4,4
1,0,3,13,6
0,3,2,1,0
5,2,1,6,5
3,39,1,2,0
6,1,0,0,16
3,24,1,2,0
1,0,0,2,3
0,0,3,8,1
4,0,0,3,1
6,1,0,1,4
1,4,23,1,0
5,1,1,0,7
2,0,2,0,6
2,2,3,0,1
14,1,1,0,0
2,0,0,19,0
3,0,2,4,3
0,3,0,0,7
1,0,1,6,8
0,0,12,0,1
1,1,8,0,2
10,0,0,1,0
2,1,0,0,3
0,0,0,5,15
1,0,3,1,0
0,12,2,5,40
2,1,6,12,0
2,5,0,2,2
0,1,2,1,0
1,3,6,1,7
1,1,1,0,10
0,6,7,8,2
6,1,1,2,0
0,0,9,0,0
1,0,1,5,0
1,0,0,0,9
2,12,0,7,3
11,1,0,0,22
4,1,1,1,0
1,0,1,3,1
4,0,4,3,1
2,5,15,1,2
0,0,3,0,0
0,1,11,4,0
0,2,0,0,2
0,2,3,0,1
2,1,0,10,3
1,0,1,0,12
0,7,0,0,0
0,0,0,0,0
2,3,0,1,1
1,0,3,0,1
2,0,4,4,0
