1,2,3,4,p
2,23,2,2,0
0,2,1,2,5
1,0,4,0,11
0,0,1,0,0
0,0,1,0,36
2,0,9,3,0
14,99,2,0,0
0,3,0,29,4
3,0,0,32,0
0,2,0,0,0
0,1,382,0,45
9,11,141,0,13
5,19,7,0,3
1,0,0,13,7
10,0,14,0,0
0,2,2,5,0
1,2,0,10,0
0,20,1,5,12
1,1,0,2,1
6,78,8,0,0
1,2,2,11,0
0,35,8,0,7
0,0,4,0,0
4,2,11,0,0
0,2,10,2,0
171,0,0,41,0
0,3,0,0,1
12,56,0,16,0
1,3,0,0,4
2,9,0,0,16
26,0,8,1,11
1,1,5,1,1
1,1,0,0,7
2,244,1,0,9
2,42,570,0,1
8,2,4,0,0
1,0,0,6,0
7,7,4,4,0
0,10,15,0,0
0,0,1,0,6
1,5,5,81,0
1,0,89,1,0
1,50,1,5,1
1,0,0,4,6
6,7,35,0,2
0,3,2,0,0
2,5,2,3,2
39,2,0,0,0
0,0,12,487,4
0,54,0,2,1
1,0,4,0,2
5,1,8,1,0
0,0,0,0,9
1,3,0,0,3
1,0,2,1,0
30,0,0,1588,1
2,0,9,122,0
0,1,0,1,1
5,0,7,0,74
10,0,5,1,1
0,0,9,16,0
2,0,0,6,0
2,3,0,0,2
0,2,0,0,0
1,56,0,12,6
7,4,0,1,0
3,7,3,0,20
0,0,5,0,0
3,0,0,1,0
0,1,0,0,2
0,2,0,171,0
0,8,0,0,5
0,196,2,15,3
2,21,1,1,0
0,117,294,0,1
0,2,6,0,0
8,1,0,2,7
1,0,6,7,0
0,1,0,16,0
16,0,0,0,0
3,3,0,1,0
1,1,3,10,2
2,1,390,131,1
0,0,0,1,1
1,1,0,14,0
37,1,1,0,28
5,0,0,14,4
0,135,1,0,0
10,0,0,1,2
0,1,6,13,0
0,0,0,0,1
330,8,0,3,19
12,70,102,0,1
0,0,2,0,49
8,672,0,21,0
11,0,2,34,1
0,2,0,2,6
0,10,0,1,0
38,2,2,124,6
0,1,0,0,3
2,0,35,60,6
0,2,2,16,2
399,0,16,50,2
1,4,0,3,5
5,2,4,3,3
0,1,0,12,0
5,0,0,0,0
19,5,0,0,4
6,0,11,1,5
0,1,4,1,0
1,0,0,14,0
1,11,0,38,1
26,7,1,25,4
3,42,3,0,0
0,46,0,3,7
0,13,7,2,1
59,1,0,0,2
1,4,5,0,0
5,0,0,0,6
0,1,4,0,2
3,1,48,6,0
0,3,0,0,0
1,9,2,12,12
4,4,1,4,0
3,0,7,2,11
5,4,13,0,0
0,6,8,0,0
265,0,0,0,4
39,4,6,0,12
4,19,7,1,157
8,654,6,4,1
3,11,0,3,1
17,1,1,0,150
0,1,4,1,0
2,3,351,14,0
0,2,15,17,1
5,7,5,2,0
4,0,4,5,138
1,6,4,2,0
0,0,6,0,0
3,7,0,15,0
1,0,96,0,0
1,4,0,13,14
1,5,0,3,1
21,1,761,1,13
1,0,0,0,16
0,1,11,0,0
0,0,2,211,2
8,0,0,1,0
0,0,21,2,14
1,8,0,4,0
692,5,3,2,6
49,0,0,3,263
0,5269,0,1,1
3,0,1,2,2
0,0,3,2,2
0,4,1,1,2
41,181,1,1,0
4,1,1,75,4
9,0,10,0,0
0,0,0,44,0
7,46,7,7,14
2,244,0,0,1
16,1,1,0,0
6,1,1,2,0
0,2,3,5,1
0,7,0,0,2
0,0,2,0,1
2,0,1,1,1
9,15,7,2,4
23,52,0,2,0
1,3,16,0,1
0,0,0,5,0
4,0,3,11,3
0,0,1,0,3
0,0,1,2,8
5,0,13,0,0
4,218,1,5,0
1,20,41,0,3
4,1,4,0,1
5,0,3,0,1
11,53,14,1,0
101,0,17,0,2
0,17,0,2,2
8,0,0,4,61
3,0,14,2,0
18,0,0,26,0
2,29,0,2,2
1,0,0,0,114
0,1,8,0,0
1,0,0,0,0
1,33,17,0,1
2,0,1,1,0
10,0,0,2,0
0,0,0,7,2
3,0,1,4,0
0,1,2,0,6
0,4,12,0,0
0,2,2,1,0
0,0,1,8,1
20,0,4,3,1
0,129,18,1,1
0,0,5,0,2
1,4,2,3,311
5,0,0,0,24
2,55,4,0,4
0,0,3,0,1
0,18,8,0,23
54,51,6,0,1
1,1,0,0,2
1,0,0,0,0
4,16,23,3,4
19,49,53,1,0
0,3,20,1,5
1,2,36,0,1
45,0,1,3,0
5,0,0,0,6
0,3,0,6,1
5,3,2,1,1
2,0,0,0,2
0,3,1,4,6
7,8,10,0,4
5,5313,0,1,2
0,1,106,0,0
10,0,0,0,12
2,0,0,0,19
33,7,0,2,6
1,6,12,0,0
0,34,2,0,4
0,0,7,0,0
1,2,0,12,0
0,0,0,1,1
1,28,0,2,0
186,1,0,0,0
0,4,2,0,49
7,0,131,0,2
11,0,0,0,0
0,0,137,22,46
0,1,10,9,6
12,0,0,1,8
0,0,0,1,1
1,0,0,9,4
5,1,2,0,1
0,1,2,2,9
0,1,1,17,7
1,4,6,224,2
2,2,0,2,5
28,128,3,0,0
1,1,7,8,3
6,12,23,3,42
11,2,7,10,8
5,2,0,7,1
0,0,6,421,23
3,581,3,0,2
0,1,1,2,274
0,0,3,0,2
22,1,0,23,1
6,2,2,29,1
0,0,4,3,3
0,0,3,0,1
1,4,0,0,2
4,3,0,580,5
0,0,18,2,2
3,251,5,0,1
251,9,0,5,4
4,0,1,1,4
0,0,0,20,0
0,0,0,0,0
0,0,10,3,14
0,0,0,1,6
0,23,0,0,1
0,6,0,1,8
24,2,0,0,6
0,0,9,0,2
0,1,3,0,0
0,0,3,1,173
0,0,0,0,0
6,25,3,0,4
5,0,0,8,9
3,0,2,2,4
1,2,47,66,7
0,16,188,1,3
1,42,7,1,0
0,0,0,4,0
4,0,19,0,1
0,0,1,0,1
1,1,0,0,5
5,1,4,1,0
3,4,9,5,0
1,0,10,0,2
1,0,16,0,2
0,9,4,1,0
0,0,0,2,1
0,0,0,0,0
1,0,3,216,1
6,12,2,0,2
5,1454,1,0,5
4,0,3,0,1
0,0,0,0,247
0,0,9,2,1
1,0,0,1,0
6,4,0,30,3
1,0,1,0,0
0,2,24,0,4
0,0,4,2,7
19,12,0,0,0
57,3,1,1,0
0,1,3,6,0
93,388,0,0,114
0,2,4,3,5
0,6,8,2,0
0,3,5,38,1
0,0,0,0,2
0,1,1,9,0
4,7,8,0,9
11,0,4,1,1
0,0,2,0,1
14,3,93,1,1
9,5,3,17,0
8,54,3,96,14
3,15,0,2,2
2,1,32,1,6
0,0,0,0,4
0,0,0,1,0
14,0,2,0,1
0,0,16,4,0
1470,56,24,1,0
0,9,0,5,2
11,2,0,6,0
0,0,1,3,0
0,9,1,0,6
71,5,13,0,1
2,14,0,0,0
2,0,1,4,1
4,0,1,0,0
8,2,0,3,14
0,17,0,1,12
2,2,0,0,6
14,0,0,1,0
1,2,0,2,3
3,6,0,0,8
0,1,46,2,0
29,0,1,2,1
0,507,6,10,0
6,1,1,3,16
0,10,10,1,6
0,14,0,6,1
0,1,2,2340,5
0,2,54,1,0
29,189,1,0,2
3,0,3,0,4
5,0,0,30,5
0,0,2,5,1
0,0,5,54,1
260,0,0,1,16
1,3,2,2,2
15,0,0,8,0
0,4,60,12,4
102,12,0,7,3
2,6,1,66,15
6,1,0,9,4
1,2,25,22,0
0,0,0,14,0
3,0,0,3,3
2,0,0,0,1
2,40,2,18,0
5,8,3,29,1
8,0,112,3,4
2,6,0,1,0
9,14,42,3,0
0,24,0,1,0
50,0,11,4,3
2,169,0,15,0
0,2,23,0,7
2,30,0,10,1
1,3,2,6,0
0,29,9,0,0
743,235,9,2,2
91,4,3,0,3
33,0,1,0,0
3,1,1,3,10
0,3,0,21,0
0,3,0,4,5
2,7,0,1,3
9,0,0,3,0
0,2,0,2,8
0,10,12,0,0
2,0,0,0,1
2,1,15,2,0
3,2,4,53,33
5,4,0,0,0
5,1,13,0,0
0,2,20,34,0
3,25,8,0,6
14,0,0,20,15
1,6,17,118,25
0,0,0,0,0
2,4,0,6,2
0,0,0,3,0
13,0,0,2,2
0,0,2,1,1
50,3,0,898,7
0,0,0,3,3
11,0,1,0,0
1,21,0,3,13
2,1,1,0,0
0,0,0,8,1
0,0,96,0,2
11,0,1,19,4
1,0,0,0,0
0,2,0,0,0
1,0,0,1,0
1,1,0,0,0
0,2,11,5,1
