1,2,3,4,p
4,0,0,0,0
0,4,9,1,2
0,1,4,2,1
2,4,1,0,2
0,1,3,0,0
0,2,0,1,7
0,43,0,0,2
3,1,4,1,0
19,0,0,3,3
2,0,2,1,0
36,21,0,2,0
1,0,0,0,0
0,0,0,0,0
0,1,0,2,1
0,13,7,16,0
2,4,3,1,2
0,4,4,2,1
6,3,1,0,10
0,1,0,0,0
1,3,1,0,2
12,1,0,3,20
6,2,2,1,11
0,4,0,0,1
5,2,0,1,4
0,1,1,3,4
3,0,2,0,6
14,8,0,3,14
1,0,2,2,0
1,1,4,2,0
0,0,1,1,1
1,6,0,1,5
1,0,2,3,0
8,98,0,0,7
1,0,1,1,15
0,12,5,20,0
4,3,0,1,6
7,0,1,4,22
0,0,6,1,0
0,3,0,0,2
0,0,16,26,0
0,0,17,4,7
5,1,3,1,2
0,2,2,2,1
2,0,1,3,0
0,2,3,0,0
0,1,2,4,1
3,0,0,0,1
4,0,7,0,18
7,4,6,0,17
8,1,0,0,16
0,0,1,16,0
0,8,0,2,2
3,0,13,0,0
23,6,0,0,0
0,0,0,0,1
2,0,0,4,1
0,1,0,2,0
2,4,0,0,3
6,2,0,3,0
0,6,0,2,1
2,1,49,3,8
6,2,7,2,0
0,2,0,1,1
7,1,2,0,2
0,2,0,4,3
1,25,5,3,0
3,0,0,1,1
0,7,6,1,4
32,3,0,0,0
1,0,0,0,0
2,1,1,0,2
0,5,0,0,2
2,0,1,0,1084
9,2,4,2,5
0,1,0,65,0
0,3,0,0,3
0,0,0,3,1
9,6,1,7,0
2,2,3,0,0
1,6,1,3,0
9,1,7,2,0
0,1,1,6,0
0,1,0,1,1
5,2,30,1,0
1,1,1,1,0
2,1,1,1,0
6,1,0,14,0
0,0,5,1,0
17,0,0,0,3
2,8,5,7,0
30,3,0,1,8
1,0,0,0,0
19,3,4,3,3
1,0,0,2,9
8,0,1,1,6
9,4,0,1,2
2,0,0,1,0
1,0,12,3,2
32,3,7,2,0
0,70,0,1,0
2,1,1,2,4
1,2,0,5,6
