1,2,3,4,p
0,12,0,0,2
0,3,1,0,1
0,2,0,0,67
3,0,0,1,0
1,1,4,0,0
1,0,1,59,2
0,2,0,2,1
5,7,2,92,3
0,10,1,0,2
0,0,0,4,1
5,2,5,1,2
0,3,12,1,0
1,1,2,7,33
1,2,0,0,0
0,0,0,3,0
2,0,0,2,4
1,2,63,1,1
0,2,0,35,10
2,5,0,0,0
21,7,39,1,5
9,0,4,0,0
1,8,2,14,4
9,0,0,10,1
9,1,4,0,0
5,16,0,6,1
30,7,0,17,0
14,2,2,0,2
0,0,3,7,0
0,0,131,4,1
0,7,2,3,0
1,0,152,1,13
1,3,0,0,1
0,7,0,2,1
6,4,24,7,0
6,0,0,8,20
9,0,3,1,0
0,77,7,1,0
1,1,29,0,2
12,0,0,0,0
0,0,7,0,27
4,2,1,2,4
1,0,5,1,2
1,1,3,3,0
0,2,0,0,0
0,0,0,2,2
0,0,12,0,0
0,1,0,0,11
5,0,0,4,3
1,15,0,2,3
0,6,1,2,0
2,1,1,9,18
4,0,5,0,0
5,4,0,2,0
0,2,0,1,6
2,0,7,0,5
0,0,0,0,2
0,1,7,1,1
7,3,5,0,63
1,9,0,0,0
0,4,2,19,3
0,8,2,1,81
24,6,4,3,0
2,1,1,0,27
1,0,0,1,1
9,2,2,0,10
47,0,2,3,3
3,0,5,1,7
1,6,0,0,0
0,0,0,1,2
0,1,0,0,1
0,3,0,3,0
0,2,4,0,0
2,0,6,2,7
0,0,0,6,0
1,4,6,5,0
0,1,3,3,0
8,5,0,5,7
2,1,5,0,0
0,31,0,4,0
1,0,0,0,0
0,0,0,0,0
0,0,5,5,1
1,0,7,0,0
4,15,0,9,2
32,2,5,4,3
0,0,1,4,1
18,10,1,0,0
0,3,7,3,0
1,1,5,4,9
0,0,1,2,0
0,2,0,0,0
0,0,2,1,2
10,5,3,0,0
0,0,13,3,0
7,17,2,3,1
9,4,0,26,2
0,1,1,9,1
0,1,0,5,13
7,8,9,5,84
1,3,1,7,2
1,2,0,1,0
9,2,1,1,20
1,0,3,8,2
0,1,0,274,0
1,0,0,9,1
5,1,4,0,1
1,2,1,0,22
0,0,3,1,1
1,1,9,0,3
4,2,0,3,0
2,0,0,1,0
2,2,1,1,0
2,1,2,1,0
2,6,1,6,2
1,0,3,0,1
17,0,5,1,0
0,0,0,0,0
0,4,0,20,0
10,0,6,1,0
0,1,4,2,2
0,0,1,3,0
4,2,0,0,0
1,4,1,4,0
0,0,1,0,0
0,0,2,1,5
0,17,7,0,1
0,0,8,0,18
20,2,0,48,2
0,38,1,9,1
0,13,1,0,0
2,0,23,1,0
4,5,2,6,0
0,0,6,8,1
2,9,3,1,0
0,1,0,5,3
0,0,0,3,0
10,0,1,76,14
0,2,0,0,0
0,0,0,0,0
0,21,4,0,0
1,4,6,0,2
0,5,1,2,1
0,1,66,1,0
2,1,8,2,0
1,15,187,0,1
5,1,13,0,1
0,1,0,1,4
2,1,0,10,10
0,0,0,2,0
0,1,5,9,1
10,0,0,3,1
14,0,23,3,0
0,9,0,4,0
0,8,0,8,1
0,0,0,1,6
2,1,25,15,0
7,0,6,3,10
0,0,0,1,1
1,24,6,1,9
0,7,2,1,4
0,2,2,0,25
1,1,0,0,2
11,0,0,0,1
5,0,44,0,0
1,2,14,0,0
0,48,12,0,13
6,2,4,1,3
10,2,1,3,2
0,0,0,1,2
1,0,4,0,0
3,0,3,0,0
0,1,1,5,0
0,0,3,2,1
11,4,2,4,8
0,0,3,2,2
10,0,0,8,0
2,1,2,1,1
0,4,0,0,5
0,0,0,0,0
0,1,19,2,0
0,4,15,1,1
0,28,5,0,0
15,0,5,0,4
0,0,5,0,0
1,2,2,2,2
10,1,1,4,75
1,27,2,1,0
2,0,5,0,0
4,12,0,1,3
1,0,192,0,7
11,1,10,1,0
0,1,0,1,2
2,0,0,7,0
72,3,0,1,5
0,2,2,0,2
1,0,2,7,2
1,0,0,0,0
0,4,1,4,4
5,1,2,0,1
0,0,0,7,0
5,0,5,0,0
2,0,1,25,1
2,2,1,0,13
10,1,4,0,4
2,0,3,9,0
216,12,4,2,0
0,3,3,0,0
1,0,0,6,5
1,61,0,1,1
3,0,0,0,2
2,3,0,3,1
6,1,1,0,1
0,0,1,4,0
0,51,1,36,7
4,1,0,6,0
0,2,1,22,0
2,0,0,2,1
1,1,0,11,0
3,0,0,1,1
0,0,0,0,0
1,53,2,0,1
0,0,0,0,0
0,1,0,0,1
2,0,8,0,0
0,1,1,0,0
1,2,1,2,0
4,0,11,0,0
0,3,2,0,495
3,0,1,22,1
6,0,0,0,0
1,0,0,0,4
0,98,50,0,5
54,1,7,0,0
1,2,0,2,0
2,0,0,0,3
1,3,2,1,2
2,0,1,3,1
0,0,1,0,1
0,1,0,1,0
4,0,1,2,0
2,4,0,0,23
484,5,16,0,0
0,0,22,0,15
0,4,9,0,34
2,239,2,1,0
0,0,1,1,3
0,2,1,124,0
1,1,9,1,0
0,22,5,4,6
25,3,42,0,0
3,4,0,2,0
1,2,2,6,0
0,1,2,2,0
4,0,2,3,0
0,0,0,41,0
3,44,0,0,4
0,10,0,0,4
0,25,0,1,1
2,0,1,5,1
1,7,1,1,7
1,5,9,1,1
0,1,1,13,0
0,0,3,0,2
0,0,3,0,1
2,3,2,16,0
1,0,0,0,0
0,2,0,0,4
0,2,1,0,33
1,31,0,7,0
1,1,0,1,0
1,1,1,0,7
1,1,0,2,0
0,1,2,11,0
0,41,0,5,7
18,0,6,23,4
8,1,0,3,33
1,4,2,16,1
1,0,3,25,0
3,0,1,0,0
1,0,3,20,0
7,0,18,1,16
1,4,1,1,1
3,8,1,1,0
29,0,0,2,0
3,4,5,1,8
1,1,0,0,1
0,0,1,0,8
1,1,0,0,0
3,317,1,0,1
6,1,1,5,5
8,1,0,0,1
0,19,2,31,18
1,14,0,1,0
3,1,1,1,24
0,0,0,4,4
34,5,1,2,5
0,6,7,1,4
3,2,1,12,0
7,17,1,2,21
1,0,0,1,0
0,0,1,1,0
0,2,3,0,1
0,2,1,0,0
3,0,2,3,1
0,8,2,1,0
0,0,19,0,0
0,14,5,0,22
0,1,0,1,5
2,0,1,2,0
0,0,0,0,7
2,3,1,11,1
0,0,0,4,0
1,3,6,1,1
4,4,3,2,0
35,35,27,2,13
0,7,0,0,3
1,0,2,9,5
2,0,4,0,0
2,0,0,0,2
0,13,21,5,0
2,1,1,0,8
0,5,0,2,0
20,1,1,13,2
1,6,5,7,0
11,8,2,4,3
2,12,0,1,0
1,1,3,1,2
1,0,3,3,4
5,1,14,1,10
2,0,0,20,2
4,5,9,0,0
0,5,0,0,3
8,0,14,0,1
7,0,3,0,5
0,0,7,2,1
0,2,3,0,0
0,1,3,6,1
0,16,8,1,32
3,3,4,2,0
2,1,7,3,0
