1,2,3,4,p
2,0,6,0,0
4,0,0,5,0
0,1,0,0,0
0,0,0,0,1
0,5,0,2,1
1,67,0,4,2
3,14,0,22,7
2,0,0,17,0
0,6,0,3,0
0,0,2,11,6
0,2,10,0,37
1,4,0,0,64
2,12,0,0,1
0,3,14,8,0
1,0,7,1,9
0,1,1,0,12
1,1,4,3,1
1,0,5,0,14
0,14,13,1,0
5,11,0,518,5
3,1,0,1,5
0,8,17,0,0
0,26,0,0,0
1,8,5,0,0
6,3,0,0,4
1,0,0,50,0
2,1,18,0,5
1,0,0,1,0
0,0,40,5,48
5,6,1,24,0
7,6,3,1,2
0,0,4,0,0
0,0,312,0,3
0,0,0,2,7
5,0,6,0,5
1,0,3,2,2
13,2,0,1,0
174,0,7,3,4
0,0,0,0,0
0,0,0,3,1
2,0,5,8,3
0,0,0,1,1
54,93,2,14,23
0,0,5,11,0
0,9,14,6,0
3,7,0,4,5
7,4,4,1,126
6,1,0,2,0
2,1,0,6,0
0,1,0,148,1
0,1,16,1,7
0,0,0,4,3
0,4,0,0,1
1,4,0,2,5
0,0,2,3,5
30,5,0,0,6
13,2,0,8,0
25,3,5,4,0
14,0,2,4,1
0,3,0,8,0
1,10,0,2,0
3,10,3,1,0
0,1,31,2,0
2,0,1,0,2
2,1,9,29,1
1,15,1,0,0
5,1,1,0,0
0,7,3,5,0
44,3,19,0,1
0,1,26,5,0
3,113,0,2,0
0,1,8,5,0
16,0,6,38,5
1,0,2,4,2
14,1,0,0,0
1,14,12,0,4
2,0,5,5,0
0,5,2,0,0
2,5,0,0,3
3,1,184,1,1
1,18,32,1,2
0,1,4,1,0
9,1,0,0,0
1,0,0,55,0
0,0,1,4,0
0,0,27,0,0
2,0,7,0,0
3,3,0,0,1
0,8,11,2,1
0,2,1,1,0
1,3,1,2,1
1,0,18,0,0
0,0,8,2,5
6,3,0,0,3
0,1,0,19,0
0,2,3,1,0
3,5,1,0,0
1,2,19,1,1
23,0,0,4,0
3,3,5,0,0
2,0,4,1,0
0,111,1,3,3
9,7,1,2,0
1,1,35,0,0
0,2,2,20,4
0,0,0,0,2
1,2,0,8,8
4,8,2,2,2
8,0,1,18,10
2,6,2,7,0
4,0,7,0,1
0,0,0,23,9
0,3,0,2,0
18513,9,0,0,59
1,0,6,0,5
0,1,5,5,3
26,1,8,2,0
0,0,1,0,1
0,2,0,1,3
1,1,2,0,0
8,1,0,8,11
32,0,0,1,9
0,4,1,1,0
115,319,9,3,0
1,0,0,1,1
0,3,0,2,1
1,4,0,4,32
10,1,0,14,0
7,2,1,2,1
3,22,0,1,12
0,15,0,1,2
1,0,10,0,2
1,4,9,1,0
2,4,8,28,4
1,0,0,1,0
6,1,5,0,0
2,2,27,5,10
7,9,0,1,5
0,1,11,0,0
9,1,2,9,0
3,1,1,1,7
0,21,0,0,0
0,1,0,1,4
0,21,1,4,0
0,87,1,0,3
0,3,6,3,1
1,15,1,104,21
1,0,1,0,0
0,3,13,1,6
0,0,0,0,1
10,0,4,1,0
17,0,3,8,10
0,0,3,4,3
8,12,1,2,5
40,6,2,13,66
35,0,0,0,0
0,10,0,1,5
5,57,1,72,2
0,0,1,0,6
5,9,263,0,4
2,5,1,2,10
3,0,0,0,1
27,1,28,1,0
14,2,8,4,0
0,0,0,2,0
1,0,0,0,32
0,11,18,0,1
5,0,1,0,1
92,0,2,0,0
0,1,0,11,0
22,1,0,0,1
0,1,9,1,1
4,14,25,41,1
0,0,11,1,14
1,3,2,2,3
3,2,2,0,0
3,29,2,2,0
4,0,0,3,12
4,0,1,0,0
0,1,7,1,2
8,2,0,2,0
0,2,0,397,4
0,0,0,1,1
8,14,228,6,71
0,0,55,0,2
2,3,4,1,1
158,3,0,0,1
9,4,3,0,6
0,0,0,25,0
3,3,0,0,1
0,0,6,4,2
6,0,11,1,1
4,3,1,77,37
43,1,0,219,0
14,1,0,0,1
0,11,20,4,0
12,7,0,0,1
4,2,0,25,7
7,1,0,6,4
1,4,28,1,2
0,3,1,0,8
50,76,0,6,1
0,3,0,7,0
0,0,0,0,0
0,0,1,0,22
2,0,0,0,0
2,0,19,0,2
0,2,0,0,84
0,3,5,1,0
0,6,3,1,12
9,1,1,1,0
1,0,0,9,0
4,0,0,8,0
0,11,13,0,6
0,0,8,12,26
13,0,0,2,2
1,0,2,1,23
14,32,6,1,11
5,0,23,0,0
10,4,1,0,1
0,0,214,7,0
0,0,0,0,8
0,1,3,39,7
426,1,16,2,5
0,2,14,13,4
14,0,30,18,1
2,1,14,0,0
0,0,0,2,3
0,0,0,1,8
1,2,11,2,7
1,0,141,23,2
2,2,0,30,13
1,0,15,4,1
0,1,2,4,0
1,42,11,80,37
0,19,36,0,10
2,3,0,3,4
1,13,0,0,7
1,0,1,6,0
4,1,0,0,0
0,0,0,0,0
97,3,0,0,9
5,114,2,0,1
9,0,6,12,6
7,4,0,0,0
5,5,8,0,43
0,48,7,4,0
7,0,9,1,0
0,6,0,0,0
0,0,4,5,2
0,2,3,0,3
0,3,0,0,1
0,0,0,0,1
0,2,1,1,1
77,3,5,0,2
0,752,0,2,0
9,2,7,2,15
1,1,1,25,1
1,6,1,3,1
5,2,0,5,10
0,3,1,0,3
1,0,14,9,0
0,3,24,0,0
2,0,619,0,2
21,5,2,105,3
0,495,0,2,58
4,0,6,0,3
47,0,1,0,1
7,3,0,3,0
0,0,0,1,0
1,0,0,1,0
16,2,16,3,7
142,1,0,0,0
33,0,2,3,1
1,403,1,0,0
0,0,1,0,12
8,5,0,1,0
1,1,0,0,5
0,18,1,1,54
47,8,3,13,6
5,0,1,0,0
0,32,1,1,0
0,3,1,0,0
2,0,3,7,32
0,0,1,0,9
4,0,0,1,25
2,14,0,0,2
0,0,0,2,38
0,0,1,121,6
1,10,0,6,2
59,0,6,5,0
0,0,2,0,0
0,7,0,7,653
3,3,30,13,10
0,1,12,0,13
2,4,9,3,1
3,1,2,0,0
4,2,1,1,2
0,10,0,2,5
6,1,0,5,0
117,1,29,6,0
0,1,0,0,11
2,0,11,0,0
23,1,1,82,0
1,0,1,6,0
38,0,0,0,2
44,0,41,3,8
1,2,0,0,3
94,1,0,1,3
0,1,7,0,2
0,9,0,2,1
1,11,1,3,10
1,1,0,4,1
0,1,1,1,0
0,17,11,45,0
0,6,36,9,0
1,12,4,1,1
4,0,1,1,5
10,3,178,1,1
1,1,3,6,0
0,3,0,1,12
0,1,1,0,4
0,0,1,0,2
1,0,0,1,1
1,36,0,6,57
1,0,0,1,1
1,1,0,3,0
0,3,0,3,0
0,2,0,1,1
0,6,0,1,2
4,16,0,11,0
15,5,0,3,5
1,2,0,7,1
0,1,0,0,2
2,0,0,2,0
0,4,12,8,0
0,0,1,2,0
0,0,0,3,1
0,1612,39,17,0
21,0,0,0,3
0,0,3,3,0
0,0,328,0,7
2,1,0,31,6
0,1,39,3,0
0,19,0,0,4
1,0,7,21,0
3,0,19,0,8
8,0,6,0,0
15,0,3,1,7
1,0,1,21,2
1,0,15,0,2
6,1,0,7,9
1,6,3,2,0
38,0,0,0,4
1,1,0,2,2
42,29,1,12,5
0,1,57,8,12
0,0,3,0,1
2,3,0,3,0
222,0,1,0,752
2,1,3,6,2
31,1,0,0,1
7,99,0,0,57
8,0,0,0,0
0,0,8,1,2
0,0,0,8,4
2,15,3,0,9
32,0,2,76,0
1,4,3,2,1
14,140,0,1,0
3,5,0,0,0
1,0,4,11,0
1899,3,0,0,9
1,3,0,1,2
0,3,30,0,1
0,1,0,33,15
9,1,0,3,182
1,4,15,3,9
69,29,2,0,0
5,363,13,0,2
3,0,0,0,2
0,0,18,3,0
0,199,0,19,1
0,727,0,12,0
0,1,0,0,0
1,2,0,8,1
2,15,0,3,0
0,1,6,0,1
0,11,0,38,5
0,7,16,4,14
0,11,1,0,9
0,5,2,3,1
3,3,1,4,3
8,0,0,0,4
1,0,1,20,6
6,0,0,0,0
0,4,2,0,9
16,0,1,9,5
66,0,2,0,0
37,0,0,5,0
0,0,24,1,4
2,42,0,36,0
1,0,0,20,7
3,0,0,1,3
5,0,2,0,0
1,4,555,0,1
0,1,4,2,2
1,0,1,39,1
7,0,0,2,3
0,3,3,7,3
20,6,0,25,1
1,19,1,0,1
0,1,0,1,1
90,4,3,0,1
4,1,1,7,22
7,2,3,0,0
1,16,0,0,7
117,2,39,0,8
2,0,14,7,3
1,2,0,0,0
0,2,8,2,1
12,1,3,0,15
0,2,0,0,0
1,59,11,0,0
0,0,79,0,1
0,0,1,0,6
0,0,3,3,1
6,0,0,519,4
0,0,0,2,5
6,6,0,0,2
0,41,6,8,4
0,0,0,0,1
1,2,5,101,1
2,0,6,4,1
0,2,2,7,0
1,20,25,0,0
249,0,0,0,0
1,144,2,1,1
6,1,0,26,0
2,1,1,29,0
0,0,0,1,5
1,0,0,30,2
3,7,0,0,0
32,9,3,1,1
0,2,6,14,2
5,1,4,13,2
0,0,0,0,1
1,0,26,6,0
2,0,0,0,65
0,1,2,1,19
1,1,0,1,0
3,9,0,0,0
0,9,0,4,0
3,12,0,2,1
1,1,302,0,0
0,232,1,1,0
2,0,2,57,0
5,0,0,0,1
28,4,0,13,7
0,1,13,17,0
1,0,1,0,0
0,0,3,0,0
17,2,2,0,4
4,3,7,0,0
0,1,1,0,9
50599,1,0,0,1
33,1,0,0,0
1,3,0,20,2
0,2,0,2,5
4,1,15,0,0
2,5,0,6,2
1,2,3,2,0
6,13,1,53,0
2,3,7,0,3
95,0,0,0,0
1,0,3,11,0
1,7,4,0,0
4,2,4,0,0
1,1,0,16,4
0,0,0,0,2
3,3,0,3,2
1,13,0,22,0
1,3,26,22,7
0,5,1,6,1
6,0,1,4,0
16,0,6,0,6
6,3,3,5,2
0,19,37,0,0
4,3,1,22,0
0,0,3,0,0
0,0,0,0,56
0,2174,209,0,29
1,5,0,97,0
35,1,0,7,4
4,6,0,0,0
0,0,0,0,22
56,2,10,1,18
1,10,8,13,0
0,2,5,6,3
5,0,0,29,24
0,1,0,6,4
3,4,7,1,4
11,0,15,0,0
5,1,10,1,2
0,5,6,0,3
0,1,0,5,0
1,0,5,7,2
0,2,1,0,0
7,21,0,22,8
4,38,1,1,5
0,7,1,0,0
20,0,3,248,4
7,23,0,0,1
0,29,6,1,0
13,10,0,0,2
3,0,39,15,1
0,6,3,0,5
2,0,1,20,4
0,31,4,1,0
0,0,0,1,4
0,4,1,1,1
0,2,0,19,0
0,3,0,4,1
3,43,1,0,0
10,1,1,42,0
4,0,1,8,0
1,0,0,8,0
0,1,0,15,6
1,1,0,0,1
0,3,3,0,14
6,0,0,0,4
1,0,3,51,0
0,7,1,1,0
318,0,19,0,2
1,0,0,25,1
1,190,0,4,5
0,0,0,75,2
3,3,0,0,2
0,6,0,0,26
4,20,0,1,0
71,0,0,0,4
0,0,1,11,2
6,12,0,0,0
0,2,3,12,2
3,1,0,3,0
0,1,1,4,2
4,17,1,8,1
2,1,3,0,0
0,15,0,0,0
1,2,0,2,0
1,1,0,17,1
0,18,0,2,1
0,0,3,1,0
9,3,1,11,1
0,0,0,1,0
1,1,13,27,1
1,0,4,7,2
0,8,0,0,197
7,5,0,1,0
0,3,69,0,0
1,1,0,1,0
1,4,2,0,0
0,0,2,0,0
15,0,4,0,0
3,49,42,6,0
2,2,0,0,0
2,6,3,0,3
2,4,13,1,0
10,0,0,0,0
0,14,0,0,0
17,2,0,1,3
13,0,167,7,14
0,1,2,1,0
1,10,0,2,3
4,65,5,12,20
0,5,2,2,2
2,0,1,128,0
1,0,2,1,2
5,8,4,1,2
5,0,1,18,8
2,8907,4,0,0
0,0,0,0,1
11,476,415,35,16
77,19,0,0,0
0,5,10,40,0
9,1,0,1,0
6,0,7,0,2
5,6,5,6,1
3,0,8,3,9
14,49,2,1,0
3,11,1,2,1
8,0,4,0,0
5,3,0,4,4
6,2,2,0,0
38,0,8,3,4
6,6,3,0,0
0,0,1,0,2
0,1,1,0,1
5,1,2,19,1
0,5,1,5,5
23,0,6,2,2
0,0,2,4,0
0,1,2,48,2
0,2,36,1,0
3,14,2,3,467
2,2,1,99,0
0,1,0,0,6
0,2,5,2,1
2,1,0,1,3
1,14,1,1,0
0,4,7,1,0
5,2,0,1,17
4,0,6,3,0
12,5,0,8,2
0,0,3,0,15
0,0,0,1,5
0,0,9,0,3
1,4,1,0,8
122,1,5,0,1
0,4,1,33,1
0,0,0,9,5
6,5,0,0,2
0,1,3,0,34
3,4,0,10,12
0,12,0,0,0
1,1,0,0,1
0,6,0,0,0
0,0,17,11,0
0,0,1,0,159
0,1,0,0,0
29,46,2,3,2
55,1,18,3,0
24,0,19,3,0
1,1,0,0,5
3,2,0,0,0
1,0,0,0,20
0,0,4,2,10
0,0,0,0,0
3,9,0,1,36
3,1,2,3,0
44,1,36,40,1
0,5,0,0,14
0,7,63,4,0
14,0,6,18,2
1,20,1,1,4
10,2,3,117,1
0,1,1,10,0
26,16,0,20,3
0,6,0,22,9
14,0,14,0,2
7,0,0,95,5
92,2,0,0,4
3,7,0,0,5
6,0,122,14,0
4,2,7,6,11
0,40,1,2,1
1,7,30,1,3
0,3,4,0,2
32,1,0,11,0
1,18,0,0,1
3,301,7,0,6
0,0,0,6,1
2,0,0,0,1
1,0,0,2,2
24,1,134,5,0
0,0,1,2,0
0,0,0,0,0
0,2,3,2,1
34,0,31,0,5
0,0,1,15,4
2,0,0,0,0
2,0,0,1,4
0,1,0,0,0
0,3,14,0,0
0,11,66,0,1
0,0,2,0,0
0,1,1,1,6
0,27,8,3,36
1,1,3,0,0
81,0,2,0,4
2,132,9,0,2
4,6,0,0,10
4,0,5,1,4
1,7,0,2,0
0,0,0,138,0
0,2,1,16,0
100,0,0,0,1
13,15,4,2,6
3,2,0,1,3
19,2,2,23,1
4,0,0,5,0
1,11,13,1,0
0,1,1,0,0
3,8,3,10,107
0,0,2,5,0
9,1,0,0,0
0,0,18,1,5
1,17,0,15,1
0,0,0,0,0
9,0,1,0,16
17,0,0,0,2
0,19,5,1,0
82,10,0,3,1
57,1,1,0,1
0,5,14,2,3
92,0,6,1,0
0,30,1,5,0
140,6,1,307,1
3,3,9,7,2
26,0,143,2,0
1,0,0,1,2
1,0,1,2,3
0,0,0,0,2
1,0,0,5,0
0,0,74,3,1
1,0,0,2,0
0,3,0,15,2
0,251,2,1,5
0,5,0,30,0
12,0,1,62,12
6,0,0,0,1
1,0,70,3,6
3,0,0,0,1
1,0,2,0,0
0,0,0,6,0
0,1,3,1,1
5,0,0,0,0
5,1,2,1,1
11,0,2,25,1
27,0,0,5,4
0,6,0,7,6
3,0,0,5,0
3,12,7,2,5
3,3,3,56,0
0,0,2,0,2
5,3,6,16,1
3,8,1,0,5
0,0,4,0,10
0,8,14,1,0
1,5,0,0,0
9,0,9,0,0
4,0,0,1,2
0,0,0,1,15
0,0,6,1,4
22,12,23,59,112
0,7,0,0,5
0,0,3,11,1
0,0,25,0,0
0,0,1,1,0
1,0,3,2,0
4,6,1,0,0
0,5,5,0,5
4,2,1,10,3
0,3,12,0,0
0,3,0,0,6
0,0,0,2,23
1,0,1,3,0
6,0,0,2,0
1,12,1,11,4
1,1,0,9,1
4,0,0,7,11
1,2,2,0,0
4,0,0,0,1
1,3,13,8,3
2,178,22,3,165
0,9,2,0,0
2,1,0,2,18
0,35,0,4,1
1,10,0,0,3
0,15,0,3,4
0,0,3,1,2
0,0,1,8,0
0,0,0,0,1
0,0,11,1,2
2,0,2,17,0
1,0,24,0,0
11,0,0,0,0
12,0,0,0,0
4,12,0,0,0
1,6,2,0,0
0,1,4,0,2
0,1,2,1,4
1,1,0,78,4
4,2,0,11,0
3,22,23,1,2
12,0,0,1,0
2,0,1,6,25
3,1,0,2,0
19,35,1,6,17
0,10,2,21,2
1,0,4,21,3
12,4,9,2,2
2,1,1,4,0
0,1,1,23,1
133,7,16,2,3
5,2,0,0,0
13,17,3,1,1
0,4,0,18,10
18,0,0,0,0
2,5,6,7,6
3,44,0,6,0
3,2,8,0,0
5,0,0,0,1
0,2,63,0,0
231,1,0,0,17
1,0,2,0,2
0,1,1,0,0
0,0,10,1,0
0,689,0,0,3
2,0,1,3,0
0,0,0,0,0
0,0,45,0,3
0,0,3,0,2
17,0,0,0,1
0,6,1,0,15
1,0,0,19,26
0,3,2,0,3
1,0,14,0,20
0,0,0,0,31
279,7,4,1,0
1,0,14,0,5
2,8,0,0,0
1,6,14,0,3
4,0,1,0,7
1,1,1,2,3
1,2,0,11,3
5,6,0,12,6
0,0,0,0,0
2,1,0,0,39
0,18,0,1,0
0,21,1,4,0
4,10,0,1,0
41,0,3,1,0
0,3,6,12,0
0,5,1,0,28
0,0,12,7,1
19,0,2,4,2
27,0,7,2,0
0,2,0,11,1
8,3,43,0,2
1,0,1,1,2
1,0,11,1,5
1,1,1,1,42
3,1,1,0,0
36,0,0,2,3
0,11,2,0,9
4,1,1,2,0
58,3,2,5,2
0,1,1,0,0
0,2,0,3,2
1832,0,0,4,3
27,0,1,3,5
7,0,4,2,0
0,4,0,9,1
0,11,6,3,5
1,5,1,8,2
0,0,2,0,0
3,4,7,4,2
2,2,0,0,0
6,0,86,0,0
1,0,2,0,1
0,0,2,1,0
6,0,0,0,10
4,0,0,0,0
2,12,0,0,1
9,4,29,1,2
3,0,2,2,0
5,0,10,7,0
1479,0,0,1,0
2,0,0,1,9
4,0,0,0,40
2,8,7,0,22
1,4,0,1,9
0,1,0,1,11
0,0,8,15,5
200,0,3,0,3
1,2,17,1,1
6,0,0,2,3
0,185,14,2,1
105,0,11,2,2
14,0,2,0,11
0,0,2,0,4
5,0,0,0,17
0,0,0,0,3
9,4,4,2,2
7,1,0,70,2
1,1,1,2,4
1,1,2,58,84
0,0,2,9,55
5,0,2,8,0
5,2,4,2,12
76,0,0,4,0
2,3,20,0,15
0,1,14,0,0
0,15,1,1,2
0,0,2,1,0
0,0,1,9,0
1,1,0,0,0
14,30,0,0,1
0,37,0,0,1
2,16,13,5,0
0,0,0,1,0
0,0,0,11,0
0,6,10,3,15
0,1,0,3,2
2,1,8,1,0
1,19,4,0,0
0,19,7,9,1
3,0,0,1,0
469,1,0,4,3
0,126,0,0,0
0,15,2,0,1
218,2,3,1,0
0,9,18,0,4
7,0,1,0,3
0,0,2,0,1
6,0,0,2,1
0,0,0,0,3
0,0,0,1,1
4,1,0,20,1
0,6,2,18,0
4,0,0,87,1
21,12,24,4,5
3,0,71,7,2
1,3,2,1,3
0,4,0,3,1
7,0,0,8,1
1,1,10,11,0
0,1,0,0,1
3,26,0,0,1
4,3,10,0,8
0,0,1,129,1
0,3,0,0,0
25,18,35,0,56
1,5,3,14,8
165,3,138,0,1
2,18,0,34,6
1,0,3,0,12
1,0,0,4,0
2,3,4,0,0
4,0,0,1,6
0,0,3,1,7
5,2,0,0,0
11,5,1,0,9
1,0,1,3,3
0,0,1,15,0
7,5,35,0,33
2,0,0,0,0
0,0,0,0,1
37,0,2,0,0
0,72,17,0,7
0,2,16,10,0
1,1,0,2,0
22,12,0,12,6
0,1,1,1,0
