1,2,3,4,p
1,0,97,1,0
32,1,0,16,0
53,6,1,3,0
0,0,5,1,1
2,1,0,0,0
2,4,5,2,4
0,1,1,0,1
2,11,0,5,1
0,15,390,0,2
116,68,0,74,9
56,0,2,3,0
8,1,0,7,15
0,15,2,0,2
2,0,0,0,1
0,1,0,47,4
0,7,13,51,2
6,10,0,0,0
0,0,6,0,1
0,1,1,0,0
0,59,3,0,3
1,0,2,8,6
378,0,10,3,4
15,0,9,28,0
0,1,2,1,2
0,0,0,0,11
0,19,0,0,0
2,1,0,8,1
20,3,4,1,1
1,2,4,1,5
13,10,5,0,16
4,1,3,0,9
8,9,2,21,0
24,4,2,1,8
1,211,0,5,6
0,4,1,0,8
1,11,0,0,2
15,0,0,3,2
12,2,6,2,0
3,3,2,0,0
9,36,0,398,6
6,0,8,20,0
3,0,7,0,1
0,14,8,0,1
0,3,0,1,1
1,20,5,131,4
1,0,0,6,6
0,3,9,12,4
11,3,0,4,0
1,2,1,2,2
0,2,0,9,6
0,1,0,0,2
497,0,0,15,4
3,0,0,0,0
1,2,10,0,43
2,3,0,0,0
14,3,23,28,0
4,0,0,0,0
10,4,8,1,0
0,32,71,0,17
3,4,31,0,1
0,0,66,1,0
193,0,1,4,0
1,0,0,2,0
2,15,0,0,2
0,4,3,0,0
0,7,0,20,0
2,1,0,11,19
0,3,20,0,1
13,0,5,1,0
0,0,3,0,1
36,0,0,1,7
0,0,7,0,0
1,0,0,6,2
1,16,20,6,0
0,0,0,0,0
511,0,0,4,0
1,0,44,2,3
0,2,5,6,8
18,0,0,45,142
0,0,2,2,0
0,0,6,67,8
0,1,0,0,0
0,3,0,4,1
0,55,0,7,14
1,5,0,2,22
0,0,0,1,16
0,10,1,0,2
0,0,0,0,0
2,0,4,0,0
3,0,2,0,0
13,0,2666,0,0
0,1,2,0,1
0,0,0,1,13
28,4,0,3,0
38,5,0,1,0
0,7,0,0,68
4,2,0,0,6
0,58,37,0,0
3,9,0,0,0
95,0,0,0,49
0,79541,13,2,0
0,1,4,2,12
8,6,7,2,0
0,2,2,1,18
0,13,83,1,0
14,2,15,4,0
2,0,0,6,2
36,22,2259,2,14
1,0,0,75,1
19,36,0,0,1
1,11,21,0,4
1,21,1,3,5
1,0,1,7,9
4,6,32,0,0
54,1,0,1,0
4,2,3,0,1
0,0,1,41,0
1,4,0,5,5
0,0,2,26,2
1,0,71,24,4
0,2,68,1,0
171,1,1,0,2
26,0,1,4,1
66,2,150,2,1
2,1,7,0,0
16,1,0,0,1
55,0,0,13,17
1,2,1,0,0
32,9,1,0,12
1,0,9,7,0
10,2,3,1,1
11,1,95,0,0
0,0,94,0,119
1,1,0,0,8
0,0,1,0,1
0,0,99,0,2
58,8,3,1,1
37,1,9,3,0
2,9,21,174,4
8,1,25,3,0
1,1,38,2,4
0,24,0,7,0
14,0,0,3,0
0,25,6,2,0
3,0,0,0,0
167,1,0,2,1
0,1,0,2,61
0,1,3,1,1
9,39,24,38,0
2,0,1,16,9
4,410,8,8,6
1,1,4,3,0
3,72,6,0,0
1,2,0,7,8
2,12,15,5,1
14,0,0,0,0
0,3,3,24,1
100,4,3,58,1
2,1,0,75,17
1,10,170,235,7
0,2,158,0,0
0,0,102,3,0
4,0,23,0,0
0,122,2,3,1
7,1,1,0,0
0,0,1,0,0
57,1,1,0,0
56,2,0,0,7
4,18,0,3,0
0,1,1,2,0
17,48,0,0,0
268,2,2,6,6
0,2,3,12,0
2,21,2,1,0
1,0,386,0,2
3,1,1,0,2
0,1,24,3,5
15,0,15067,1,0
0,0,3,2,10
1,1,1,43,0
0,0,0,2,1
0,2,1,0,1
12,3,1,0,0
31,0,0,5,1
70,19,15,40,1
0,0,1,1,0
0,472,0,264,0
2,0,0,6,1
2,0,2,0,0
0,1,0,0,7
1,0,0,4,0
7,0,21,0,0
1,13,2,0,0
2,4,7,0,0
1,487,15,1,4
3,1,0,0,3
0,12,10,1,0
0,7409,0,0,11
0,2,1,0,0
28,25,6,0,2
18,2,0,3,1
46,0,1,122,1
0,0,230,271,10
1,0,35,83,0
0,11,0,6,2
12,1,8,0,0
4,1,1,0,2
1,0,0,3454,2
0,0,1,0,0
0,1,0,194,0
6,2,2,0,24
3,0,7,75,3
0,2,13,0,22
13,0,15,0,110
24,0,844,73,12
0,22,21,0,21
8,2,0,22,7
1,1,10,815,2
0,0,0,4,1
9,1,0,58,0
15,22,3,0,12
1,2,3,0,2
7,0,17,5,0
1,119,0,2,2
0,8,2,2,31
38,0,1,0,19
0,1,2,1,0
4,10,2,0,4
0,7,1,0,1
5,0,3,5,2
71,2,2,0,1
0,4,0,0,0
1,0,0,0,0
1,0,0,5,1
0,6,1,0,17
0,1,0,2,14
2,5,4,28,11
0,4,3,0,6
12,0,3,1,12
0,0,5,1,0
706,22,152,0,5
66,8,7,6,1
1,1,3,0,1
0,0,6,75,0
8,2,0,0,199
0,223,0,0,0
1,0,0,0,0
0,1,0,1,3
0,0,2,1,2
0,0,0,0,0
2,13,0,0,6
7,8,5,2,0
0,0,16,1177,1
0,0,33,0,3
14,1,0,2,0
1,6,1,4,0
35,1,2,0,3
0,0,0,0,1
0,4,1,0,4
4,1,33,2,7
0,4,0,1,0
4,3,0,7,6
1,0,4,1,1
1,0,0,289,1
2,0,3,0,12
0,10,0,0,0
1,10,5,0,2
12,7,4,0,1
0,70,0,4,1
2,0,0,0,16
0,1,0,1,5
13,5,10,306,0
19,272,0,0,1
1,0,3,4,0
60,0,142,2,148
0,2041,0,0,1
2,1,1,32,7
0,0,1,1,2
54,0,1,0,3
4,0,111,32,4
0,0,3,161,0
0,0,1,8,1
1,2,0,11,5
5,1,0,1,3
0,16,5,0,6
4,0,0,8,0
7,0,37,19,2
0,3,8,20,1
1,1,1,2,1
2,0,0,498,2
0,1,0,0,0
0,0,3,0,0
2,0,0,0,3
161,148,6,1,2
1,4,47,43,54
0,0,0,6,4
1,0,0,40,0
1,47,10,19,0
0,0,15,8,0
1,1,0,0,2
2,0,0,0,10
0,2,60,676,0
2,8,23,0,0
3,0,57,1,0
6,0,91,2,9
0,3,1,0,4
11,30,0,3,1
0,1411,112,40,4
3,19,0,19,19
10,31,0,0,0
0,3,0,0,1
48,1,2,0,4
0,182,5,7,0
4,0,3,0,5
1,0,1,0,1
2,0,35,3,3
0,38,1,772,4
12,0,0,10,2
0,3,0,1,2
1,13,1,12,0
1,7,3,1,1
0,8,1,1,2
0,2,0,221,9
13,0,0,2,1
619,4,10,8,2
0,7,2,3,13
1,0,0,0,4
3,1,1,0,0
2,15,0,0,2
22,10,8,3,10
0,0,0,0,2
0,10,0,0,45
0,32,2,0,0
1,5,8,3,44
19,0,3,1,1
