1,2,3,4,p
1,2,12,6,0
6,1,233,53,4
0,0,2,0,193
95,2,5,9,0
1,2,0,17,3
3,0,0,0,6
1,1,0,4,0
0,0,1,4,0
5,0,2,1,4
38,0,0,0,8
0,1,384,7,0
9,0,9,47,0
0,0,10,12,0
2,30,2,18,2
3,1,0,8,3
1,2,3,14,2
0,35,0,1,1
11,0,0,0,1
2,4,19,1,3
22,3,6,0,1
135,1,37,0,2
1,3,2,2,4
0,2,3,1,3
2,15,0,0,12
0,4,2,2,5
3,3,11,16,1
1,73,0,5,1
6,0,1,0,1
0,1,64,15,7
74,0,17,0,1
1,3,1,1,0
2,0,0,28,1
0,0,162,0,1
0,50,1,0,0
137,0,1,0,1
1,0,46,1,3
5,0,0,1,0
17,3,0,0,4
1,0,1,5,3
0,0,0,1,0
4,5,22,0,6
8,27,5,3,0
2,0,2,10,1
2,6,0,0,7
1,1,0,3,0
0,0,2,0,1
1,2,0,0,0
3,0,2,0,1
1,0,0,1,0
35,1,2,0,0
14,0,3,1,1
0,1,2,0,6
5,5,3,10,0
2,0,24,0,1
0,8,0,0,4
2,133,0,0,4
0,1,6,6,22
0,8,16,23,3
0,0,4,0,5
0,1,0,0,0
0,0,2,13,0
1,0,0,4,1
1,0,1,5,4
1,3,0,0,4
0,37,0,0,13
1,1,3,2,104
0,2,12,0,4
3,5,0,1,0
7,4,12,0,3
1,0,1,0,0
1,3,7,0,6
2,0,1,4,39
3,5,2,7,0
0,0,1,2,5
12,1,1,2,0
1,1,5,1,1
0,1,0,1,1
0,4,1,0,7
2,13,16,63,1
0,0,0,4,1
5,14,3,1,7
3,0,2,2,3
1,1,0,3,25
4,0,0,0,1
2,0,1,2,0
7,6,1,1,0
0,0,1,1,0
2,10,10,0,0
7,2,2,7,0
1,35,0,0,1
16,0,4,3,1
5,0,8,0,2
0,0,4,6,8
6,3,1,3,0
0,0,5,9,2
2,10,3,1,2
9,1,6,1,3
3,0,1,0,2
0,20,1,0,0
1,1,3,4,2
1,0,7,3,13
0,4,0,4,0
1,0,0,2,2
0,1,0,0,1
3,2,3,3,1
6,0,0,5,0
0,8,48,2,0
1,0,3,8,8
1,1,13,0,7
0,1,2,0,27
3,0,7,0,2
0,0,2,1,52
0,11,14,0,0
0,0,3,6,4
0,2,7,2,2
0,3,8,4,1
0,0,0,2,0
1,3,1,3,1
0,5,1,0,0
3,11,0,2,0
6,12,0,0,2
2339,49,0,0,0
37,2,0,0,0
0,5,8,0,1
146,0,0,0,1
0,2,0,4,2
5,2,3,1,0
8,2,33,0,0
3,8,22,11,0
1,2,2,1,0
0,4,0,5,2
2,15,0,0,0
1,0,5,0,2
126,2,1,0,1
0,0,80,1,0
11,1,12,5,0
1,0,0,5,4
10,0,3,2,0
1,1,0,3,3
0,0,0,20,2
4,1,6,5,0
7,0,5,5,3
0,0,0,1,4
1,1,3,2,0
1,6,0,0,0
5,0,50,2,10
3,38,185,0,0
1,2,113,2,2
5,0,0,4,0
3,1,2,0,1
0,0,9,9,7
3,2,4,1,0
1,5,15,0,1
4,12,1,30,0
0,1,6,14,1
2,0,4,0,0
0,10,0,3,1
1,2,0,0,1
0,4,1,13,1
0,1,0,11,0
1,1,1,0,0
1,3,5,1,1
0,45,0,8,0
9,0,8,0,0
0,2,0,1,0
0,0,0,0,0
7,2,1,0,3
2,0,2,83,6
0,0,0,0,0
1,0,3,0,1
0,0,3,1,2
0,0,2,0,0
2,1,5,1,1
0,4,0,2,0
2,14,19,0,3
0,2,2,0,1
24,1,1,2,9
24,18,2,0,0
42,0,0,0,2
3,0,5,9,8
1,1,2,0,0
2,0,22,7,3
1,3,0,0,15
90,28,4,0,22
0,1,0,0,0
5,4,62,0,5
0,1,4,11,0
0,1,3,5,0
3,1,0,1,4
0,0,4,2,2
4,3,28,2,3
5,1,12,2,0
6,2,32,27,1
0,3,2,36,2
1,7,2,4,23
1,0,2,11,7
60,14,8,3,0
9,10,1,1,0
23,4,2,0,1
3,6,2,1,10
1,0,0,0,0
0,5,0,0,3
0,1,6,1,7
0,0,2,16,1
17,64,0,2,4
0,0,1,0,25
5,0,5,3,2
0,0,4,51,1
0,7,4,39,2
0,0,0,4,1
0,0,2,1,0
0,0,4,2,1
1,0,0,0,8
5,21,1,0,1
1,0,0,1,1
0,1,4,1,21
0,0,2,1,0
0,5,0,1,0
0,0,3,5,0
2,8,1,5,4
16,0,0,5,15
186,2,0,3,13
3,1,15,0,1
0,0,0,1,1
10,0,2,0,0
0,0,0,4,0
0,0,0,0,2
1,18,3,0,0
0,1,1,0,2
24,6,0,0,15
3,1,0,0,0
9,1,0,0,2
0,0,1,0,0
0,0,140,0,0
0,1,2,1,0
4,0,40,0,5
45,24,2,0,0
1,0,0,1,0
0,0,12,3,5
0,0,7,4,4
1,2,2,14,2
2,17,1,0,3
8,1,1,4,0
0,3,0,0,1
0,6,2,1,1
2,0,0,2,1
1,3,1,1,1
1,3,2,5,8
4,0,3,6,2
1,0,10,2,0
3,3,0,1,0
2,432,1,105,3
2,0,7,2,66
1,1,0,14,0
1,11,0,0,1
0,7,2,3,47
1,6,0,2,0
4,2,1,0,23
287,9,1,2,0
6,2,0,6,0
0,1,1,0,12
0,2,3,2,0
0,0,0,0,0
0,6,1,2,0
8,1,12,33,0
0,2,1,3,1
2,3,1,4,0
0,0,1,2,2
0,1,6,0,0
3,1,0,1,0
0,3,1,0,0
217,0,2,2,0
1,2,22,1,1
4,14,8,0,21
0,68,0,4,0
6,2,6,0,2
0,28,0,1,1
3,8,0,0,2
1,0,0,1,0
2,0,1,0,0
1,2,6,0,1
14,5,0,9,1
37,1,4,0,5
1,0,1,1,5
1,4,8,0,1
1,0,3,3,3
4,0,167,0,0
0,4,0,0,5
0,1,0,10,0
2,0,0,6,0
0,1,0,2,4
2,4,0,1,1
1,4,16,4,0
0,0,17,0,1
22,2,1,24,0
2,5,1,0,26
0,491,4,0,0
1,16,130,17,1
1,0,1,0,0
19,0,3,1,0
2,0,0,69,42
3,1,8,0,1
0,0,0,1,1
1,0,15,2,41
13,0,6,0,7
6,1,1,1,0
6,22,10,5,3
0,22,6,10,26
17,4,0,3,0
55,0,0,0,1
8,4,0,8,1
0,4,2,0,1
28,11,24,0,0
8,0,5,1,5
3,1,5,1,1
19,2,5,0,1
1,1,0,2,5
1,2,11,8,0
5,0,1,16,6
2,3,6,0,4
0,3,1,1,0
3,20,0,2,2
5,1,3,0,13
0,4,3,1,0
0,0,3,0,1
3,3,16,0,1
33,0,2,2,0
0,0,1,1,1
25,0,8,0,0
3,0,0,0,0
39,0,0,1,0
9,4,0,2,0
2,0,1,20,1
1,1,2,22,1
9,0,0,1,1
0,3,0,1,10
9,91,3,6,5
1,2,2,0,0
6,22,0,6,15
4,0,3,2,0
1,1,6,1,0
0,5,0,4,0
1,5,0,9,3
1,3,3,0,6
1,1,0,32,4
1,0,2,2,7
5,1,3,0,6
2,1,1,0,0
0,10,12,1,13
0,2,1,615,1
0,0,7,0,17
2,1,1,0,22
4,2,43,26,1
5,0,0,2,1
0,3,2,2,0
4,12,0,0,42
0,10,9,2,2
4,1,1,0,0
0,1,2,1,6
0,13,0,0,5
6,0,35,2,0
1,2,9,2,2
0,1,0,7,4
0,4,7,4,0
3,3,1,10,6
0,13,0,0,26
0,1,3,1,1
1,0,0,0,83
6,0,0,3,0
1,0,0,0,5
0,0,19,3,2
15,9,0,17,8
1,0,1,6,1
31,0,56,3,0
5,2,13,4,2
1,85,3,8,0
1,0,2,5,0
0,3,0,2,0
0,1,5,3,0
0,3,1,0,0
7,102,0,0,1
1,7,63,0,1
0,4,0,6,0
0,23,2,4,2
1,0,2,5,33
55,3,0,11,0
0,0,111,122,0
55,0,1,0,8
0,1,1,57,3
32,13,9,81,0
7,2,21,3,2
0,0,1,22,0
0,14,0,0,7
48,1,0,0,0
0,5,1,2,0
0,2,8,0,0
2,4,1,2,5
3,0,6,7,2
9,5,1,3,6
0,4,7,3,29
1,16,8,1,3
4,1,0,0,0
2,1,1,0,8
31,0,3,0,1
0,2,8,8,4
0,1,0,6,22
0,1,32,0,0
7,26,2,1,13
3,0,3,61,6
20,1,1,0,1
4,0,0,32,7
0,0,2,2,4
0,1,1,42,3
4,10,5,7,21
2,0,3,7,0
4,0,0,0,194
2,3,0,1,29
0,0,2,30,9
4,254,6,114,1
3,2,0,1,4
29,0,1,1,25
6,1,2,39,1
4,5,1,1,11
7,2,9,0,0
1,15,1,0,4
6,0,1,10,0
1,2,2,1,7
12,40,0,4,2
2,1,4,4,0
4,24,19,1,3
2,3,40,3,0
12,0,0,10,0
0,1,7,2,3
38,4,1,0,0
2,1,6,0,12
0,0,1,1,10
2,24,0,0,7
9,2,2,1,3
0,0,0,4,2
0,1,2,0,0
9,1,27,4,5
3,0,22,5,0
12,1,6,1,0
0,0,2,10,22
5,0,1,143,0
1,1,5,3,0
0,0,1,2,0
0,1,2,1,1
2,4,1,0,2
0,2,41,0,0
6,0,2,65,1
2,7,2,7,0
36,1,1,1,1
0,4,0,0,0
11,11,0,2,0
1,0,1,0,0
1,298,2,0,1
2,0,0,1,0
0,0,2,4,0
0,0,4,1,5
0,0,0,510,15
192,0,0,0,1
18,0,0,1,11
0,6,2,4,5
0,12,0,0,0
1,1,2,3,2
3,0,4,1,8
3,0,0,0,1
1,5,0,0,2
1,0,5,0,18
2,278,12,0,3
2,0,0,12,4
1,2,1,0,5
0,1,1,10,1
3,5,2,1,12
8,4,0,1,3
31,0,0,4,1
0,12,2,0,7
21,38,0,0,2
6,25,2,0,3
0,10,0,4,34
74,0,1,1,1
0,7,0,0,0
2,1,6,50,39
0,0,1,3,0
2,1,0,0,9
4,5,122,9,1
0,25,2,1,0
1,1,15,1,69
0,0,24,0,0
1,18,1,1,0
18,0,4,1,3
0,0,21,18,2
5,6,2,4,7
0,4,6,1,0
3,3,1,8,7
2,7,16,12,2
2,0,15,2,0
2,1,0,3,0
11,5,1,0,0
2,0,0,0,0
6,2,0,0,10
0,6,1,0,4
0,0,0,0,0
0,4,8,38,0
4,6,3,0,4
0,0,6,0,1
0,0,2,0,0
0,3,2,1,0
8,4,0,0,3
3,1,0,5,3
0,15,3,0,6
0,1,0,19,1675
0,0,8,2,44
0,4,1,2,1
0,7,5,3,1
0,0,22,0,0
2,0,0,1,0
1,8,1,2,0
1,0,46,0,0
0,0,10,0,11
20,1,1,5,1
0,0,1,1,0
0,0,1,0,0
3,0,5,2,0
17,0,4,0,3
0,7,1,0,0
3,0,0,24,1
1,0,3,2,1
2,153,1,29,3
1,3,0,22,0
0,0,7,1,2
2,0,0,0,0
0,5,0,5,0
0,0,1,2,0
1,1,0,0,1
0,1,5,0,13
0,11,0,198,3
8,1,0,0,3
0,2,1,0,7
2,0,4,0,8
0,0,0,0,0
2,0,6,16,0
0,93,2,44,3
0,2,1,4,2
5,1,30,1,107
6,20,8,2,0
1,1,2,0,3
9,0,0,3,3
0,7,7,2,0
2,0,0,9,1
0,2,0,7,0
17,74,1,1,1
0,1,3,0,1
0,2,1,2,4
0,27,2,0,3
4,0,0,6,0
3,9,0,13,0
31,4,0,1,0
0,13,0,23,8
6,20,5,7,0
5,0,3,0,30
1,1,0,1,22
8,0,2,2,0
2,11,1,38,4
3,1,1,0,0
1,0,0,7,0
47,14,2,4,0
5,8,2,0,1
0,0,10,0,0
2,3,5,0,10
2,6,1,1,2
0,32,0,20,0
0,0,2,2,1
4,4,36,5,5
0,4,0,1,4
8,2,2,1,5
1,2,0,30,1
21,1,0,0,19
0,37,0,3,4
0,4,0,0,0
0,2,11,0,2
1,1,0,0,0
20,0,3,0,0
3,3,9,8,3
5,0,3,5,0
1,1,1,0,0
15,0,0,1,0
2,0,4,0,3
2,0,11,1,1
1,0,1,3,0
0,1,0,1,38
3,0,0,14,4
5,2,2,1,5
10,3,2,64,22
0,0,4,1,0
1,0,0,13,2
0,1,17,0,7
2,0,37,1,4
9,8,4,0,1
2,1,3,5,3
5,1,4,0,1
3,0,1,0,1
1,1,4,8,0
1,0,0,2,20
1,0,10,1,7
0,1,6,0,66
0,0,3,6,0
0,0,1,0,0
12,0,0,7,3
0,3,3,0,0
2,0,5,0,1
0,28,0,1,0
2,2,1,1,0
3,1,0,3,0
1,4,0,1,10
1,10,8,1,0
12,2,0,6,55
2,0,947,1,9
2,1,0,5,0
0,40,0,1,1
1,0,0,8,21
0,1,1,0,0
1,1,13,1,1
2,16,2,6,5
0,35,2,0,0
1,3,24,2,3
1,2,0,0,6
26,7,1,22,25
1,2,173,4,0
1,0,0,19,0
1,3,0,4,2
6,0,6,1,2
0,8,5,2,0
0,0,1,0,2
18,0,3,2,0
0,0,1,0,0
0,0,0,5,23
7,2,3,4,34
0,0,1,2,8
2,2,2,1,1
0,20,4,10,0
2,1,2,6,2
3,1,6,7,452
4,2,10,1,0
3,0,0,0,0
15,1,1,0,1
4,22,7,0,7
1,2,19,0,8
2,2,0,1,6
0,0,0,8,22
201,2,7,0,3
7,0,0,0,0
7,0,0,4,4
0,6,4,0,8
0,5,7,0,19
0,0,1,0,0
4,0,2,8,3
3,1,2,4,1
0,0,2,0,3
0,0,1,0,0
0,4,3,0,0
0,0,0,9,1
0,0,99,3,0
37,0,2,0,1
34,1,1,0,2
