1,2,3,4,p
0,0,10,1,0
2,0,3,23,6
0,0,2,0,2750
8,2,1,5,0
3,8,1,0,0
0,0,0,3,7
0,0,6,2,0
0,5,0,1,0
1,2,0,7,2
1,1,0,0,20
1,3,2,6,4
0,0,1,12,5
18,0,11,0,1
41,2,1,0,43
3,1,0,0,0
10,33,1,3,0
0,0,2,2,0
0,12,1,0,0
37,1,1,0,0
0,0,4,1,0
0,0,2,1,1
5,4,0,1,0
0,0,5,1,0
5,12,5,4,2
0,7,0,2,1
1,2,1,2,1
0,1,7,2,0
1,1,2,11,1
2,1,70,0,0
0,5,3,1,1
0,0,0,1,0
8,2,0,4,1
5,0,12,4,0
0,1,1,1,4
0,1,3,13,411
1,0,4,2,0
3,0,7,4,1
4,0,0,0,1
0,2,1,1,0
0,8,1,8,0
0,0,4,0,2
33,1,15,6,0
2,3,1,1,0
6,2,6,0,5
0,2,0,2,0
58,5,1,0,0
1,0,1,0,1
4,0,2,0,0
3,3,6,17,0
1,0,6,0,69
0,0,0,2,1
3,6,5,0,8
2,2,1,4,0
0,4,0,0,2
1,0,2,9,0
3,1,0,0,0
1,2,0,0,0
0,2,1,1,0
18,0,1,1,1
0,2,2,1,1
0,7,10,0,0
0,1,1,18,1
13,1,1,3,0
0,0,5,0,4
0,1,1,0,45
0,0,4,0,0
0,5,2,0,3
2,0,0,17,3
38,0,1,4,4
0,0,4,7,1
0,2,17,0,0
0,1,1,20,0
2,0,0,4,10
3,0,6,0,0
1,0,4,1,7
2,0,8,0,0
1,0,1,0,2
0,2,0,3,0
7,0,27,5,0
1,3,2,3,3
17,1,10,4,6
2,0,4,0,5
7,0,1,1,0
16,7,1,24,15
0,0,0,0,0
3,1,2,0,0
4,0,0,3,0
1,1,2,0,0
11,1,0,4,5
3,1,2,0,0
8,1,0,1,3
0,0,7,0,0
0,1,1,0,0
0,2,0,1,7
1,13,1,9,0
3,0,0,3,6
0,0,1,1,0
1,3,10,7,1
0,1,3,0,2
0,0,4,1,1
1,0,0,3,6
4,2,1,1,0
6,1,0,11,1
0,5,0,0,0
1,2,1,0,81
0,0,2,0,10
0,2,4,0,2
0,0,1,2,1
0,1,6,1,2
3,0,0,0,2
54,2,1,0,0
0,0,9,0,0
22,1,1,0,5
1,3,25,0,905
1,9,20,1,1
9,3,0,5,401
0,1,5,4,0
2,1,0,1,1
0,0,0,16,0
9,0,1,0,0
0,0,1,1,1
3,1,11,9,1
4,1,0,0,0
0,2,7,25,1
0,2,0,0,0
0,0,6,0,0
9,10,9,1,2
3,0,3,8,0
0,1,50,1,0
0,2,4,5,1
0,0,1,28,1
0,11,7,0,5
3,54,11,4,0
4,1,0,1,0
4,10,1,1,6
0,0,2,1,3
1,0,1,6,3
10,0,4,2,0
0,4,7,1,10
0,4,9,3,1
0,0,0,1,0
0,1,0,3,2
1,3,21,0,4
1,0,0,1,3
0,4,2,1,0
6,0,2,1,0
4,0,6,1,7
2,12,1,0,8
1,8,1,2,2
2,1,2,0,11
0,0,0,0,1
4,0,0,6,2
2,0,1,0,0
0,0,1,1,2
1,5,9,7,3
0,5,5,0,1
0,0,2,0,56
2,0,2,5,4
0,0,2,0,0
10,0,2,1,8
13,0,6,4,0
0,1,1,0,1
0,12,2,3,7
0,16,2,0,93
0,0,2,0,0
0,2,1,0,1
1,1,5,0,0
0,4,9,0,4
1,15,0,1,2
4,13,1,0,3
1,4,0,0,0
8,2,1,1,1
9,2,2,0,1
6,0,1,1,1
0,0,8,0,2
0,22,0,3,0
4,2,1,1,1
2,0,3,0,0
0,18,0,7,4
0,4,0,0,20
3,0,3,1,0
1,8,7,5,0
81,2,12,0,0
0,5,7,2,129
7,1,21,1,18
1,0,3,0,0
0,0,1,0,0
1,0,0,2,1
0,1,0,0,0
2,2,0,1,0
1,78,0,0,0
1,2,0,14,3
0,53,0,0,11
0,1,36,4,2
0,0,2,0,3
1,0,4,0,0
0,2,0,9,1
8,5,2,5,0
4,0,0,0,8
1,0,1,0,934
0,6,1,5,1
0,1,9,9,0
0,1,0,2,5
1,0,2,0,1
1,3,3,2,0
8,2,1,1,0
2,8,3,11,68
0,0,0,0,0
4,0,12,43,6
0,0,35,11,0
1,0,1,3,0
3,0,1,0,0
0,0,0,0,0
0,0,1,7,0
9,2,0,0,0
1,0,3,14,7
3,1,17,3,2
0,7,0,2,1
1,4,0,0,13
4,3,0,1,0
3,0,6,2,1
2,1,1,4,7
0,1,0,1,1
3,1,0,9,0
3,2,0,27,3
0,2,1,2,1
0,12,0,5,0
0,2,2,0,0
5,1,1,6,7
20,1,5,6,21
1,70,1,3,0
130,0,1,1,1
0,3,1,1,57
0,0,4,0,0
4,14,3,0,1
0,0,3,4,0
9,0,0,1,16
0,2,0,8,2
1,0,1,1,1260
0,3,7,19,2
3,3,0,3,1
1,4,2,30,4
1,3,0,1,10
1,0,0,8,1
5,1,21,3,1
0,1,0,2,0
1,2,5,1,5
2,2,3,1,2
2,2,0,1,0
0,0,1,0,1
1,0,6,2,0
10,2,0,27,20
5,0,6,1,1
6,3,6,0,13
22,2,1,0,0
0,0,4,1,7
4,1,1,1,9
5,6,4,0,0
3,38,1,0,0
1,0,3,0,0
17,1,0,3,2
3,0,0,1,0
0,3,1,3,43
0,0,62,1,0
7,3,2,7,0
0,0,2,1,0
2,5,4,2,0
0,0,0,14,1
4,0,1,0,3
2,1,2,0,3
12,1,0,2,2
1,0,0,3,4
4,0,1,0,2
4,1,0,6,0
1,0,18,0,1
5,1,1,0,0
0,1,2,0,1
0,2,0,2,9
0,1,1,1,3
0,1,20,11,1
4,4,0,0,14
0,0,7,3,1
0,0,2,1,0
0,1,4,5,18
1,0,0,2,1
17,0,21,0,1
1,3,6,1,0
6,7,9,0,0
5,0,0,3,2
2,0,3,1,0
0,0,15,1,1
12,2,2,0,0
0,0,2,0,1
1,3,51,2,0
1,8,5,5,0
5,0,0,2,1
0,1,1,0,1
0,0,0,7,7
2,0,1,2,0
5,0,2,1,0
10,1,4,1,0
1,2,3,1,1
2,0,4,3,12
3,3,2,3,1
3,2,3,0,18
0,1,0,7,4
0,5,2,9,1527
2,0,0,18,2
1,0,4,2,6
1,0,12,0,0
2,1,0,5,43
0,0,0,2,1
1,1,0,1,0
0,0,3,2,0
43,0,4,27,0
2,0,7,3,4
5,0,18,27,10
12,0,5,0,0
1,88,4,2,1
0,4,0,1,3
0,6,5,3,1
0,0,18,0,6
17,1,0,0,0
2,1,0,0,4
3,0,0,1,1
0,3,0,0,0
2,1,5,0,0
3,0,0,1,0
5,6,7,0,26
0,4,4,2,4
1,1,3,8,0
19,0,3,3,1
2,0,0,0,0
1,0,0,0,44
2,3,0,1,0
0,3,0,0,1
0,0,10,0,3
0,6,0,1,25
16,0,2,0,15
0,5,2,3,2
5,14,1,106,6
3,6,10,1,0
0,0,0,0,0
1,2,25,0,0
15,1,5,0,0
9,7,0,0,0
0,2,2,0,3
1,0,2,3,4
5,0,8,12,2
0,2,0,0,0
0,2,1,0,4
0,1,0,6,0
2,1,0,0,5
0,0,0,10,2
1,49,0,2,16
1,0,3,5,0
1,0,0,1,0
0,3,25,4,2
10,1,3,7,0
1,0,1,1,6
1,7,5,6,9
19,1,1,0,5
0,0,2,2,0
4,0,12,1,15
5,0,0,0,0
1,0,14,0,0
0,0,1,0,0
56,5,20,13,1
6,6,1,13,1
2,2,2,0,2
5,4,17,1,7
9,1,11,2,2
0,0,1,0,2
1,0,0,1,6
23,2,4,0,6
2,0,1,0,1
1,54,2,4,1
1,3,1,2,5
41,3,4,0,2
0,3,0,206,8
21,0,2,0,0
11,0,109,2,0
4,0,3,0,3
12,1,5,8,8
3,0,25,2,40
0,3,0,5,1
0,4,4,0,95
3,0,0,19,2
2,3,0,4,0
0,0,0,3,0
7,1,0,1,2
0,0,10,4,0
2,4,3,2,2
1,0,0,4,0
1,0,0,20,9
1,1,29,4,2
13,2,3,0,1
2,0,0,5,0
2,1,1,12,2
0,2,6,0,6
0,1,2,0,15
0,0,2,4,0
4,2,1,1,6
0,8,1,5,17
8,0,1,0,2
3,0,1,0,1
14,2,3,8,16
1,7,9,10,9
1,0,0,0,5
0,0,1,3,0
0,2,2,2,4
1,3,0,0,0
2,0,0,15,1
6,0,0,1,2
1,1,0,2,0
1,3,1,0,3
1,0,4,0,2
2,7,0,9,13
1,2,14,0,6
0,4,5,4,5
36,0,3,0,0
2,0,0,0,4
0,4,0,3,2
1,11,0,186,1
3,4,0,2,0
0,0,3,1,0
0,0,1,1,0
2,1,3,0,0
2,1,2,0,11
3,0,0,0,3
0,24,3,7,0
3,1,3,2,0
8,11,12,1,0
