1,2,3,4,p
5,9,0,0,2
2,0,1,1,0
6,3,15,0,0
12,0,0,6,9
1,3,7,1,5
3,7,12,2,0
1,0,4,0,6
5,0,6,0,7
6,0,0,0,1
0,0,0,16,1
0,3,0,2,1178
7,8,0,3,7
0,2,0,1,0
1,1,0,1,2
9,3,4,0,5
2,1,3,3,2
5,0,0,1,0
1,2,0,1,0
1,0,4,0,2
5,2,0,4,3
4,2,1,1,2
4,12,6,0,0
6,0,0,26,5
0,0,0,0,1
1,7,1,0,0
0,0,1,2,2
0,0,5,2,1
3,1,2,0,2
3,5,0,1,3
0,4,0,7,2
4,0,1,6,1
2,1,2,1,0
4,0,1,6,0
3,3,1,1,0
0,6,1,0,0
3,1,3,1,1
3,10,2,36,2
1,0,2,1,2
3,1,1,0,0
2,4,5,1,0
1,0,4,0,0
6,3,0,0,1
1,1,0,0,0
0,1,2,3,0
0,28,3,4,0
1,0,0,0,3
0,2,3,12,4
7,1,0,13,4
1,2,0,15,2
0,0,0,0,0
0,0,3,2,0
2,2,5,0,1
3,6,2,2,1
5,2,1,3,0
0,2,0,0,3
4,1,1,8,0
4,0,8,10,7
0,0,10,2,0
1,2,2,1,0
17,2,1,0,18
11,1,0,1,2
1,2,1,1,12
3,0,1,0,5
2,0,0,2,5
0,0,2,1,0
0,4,0,0,4
0,2,2,1,0
7,1,1,1,0
2,2,1,2,3
1,0,1,3,1
0,4,0,1,11
2,1,7,1,1
0,0,1,0,2
1,6,3,1,0
2,0,1,1,36
4,1,0,0,2
3,1,1,4,5
1,0,1,6,4
24,0,0,0,4
0,10,7,0,0
1,3,0,2,0
3,8,0,0,44
0,2,0,14,8
1,1,0,1,8
0,0,17,0,1
2,3,0,0,0
4,0,0,7,79
1,1,0,0,0
0,0,1,1,9
0,5,1,10,2
3,0,1,1,1
0,0,1,3,0
0,1,0,1,13
0,0,1,2,1
0,2,0,0,1
0,5,0,2,7
1,4,1,1,0
1,3,1,0,2
1,0,2,0,0
3,0,0,3,2
2,1,5,3,4
6,3,4,4,4
0,0,0,1,3
3,1,0,0,5
1,0,2,4,0
0,8,6,1,0
0,0,1,3,7
1,3,2,1,11
1,2,0,2,0
0,0,1,0,3
0,1,0,0,0
0,1,7,0,0
4,1,0,0,0
0,0,0,7,3
23,0,0,2,132
1,0,2,0,3
0,3,0,1,0
0,5,4,2,2
0,0,0,1,0
6,0,0,0,0
1,1,0,1,0
1,1,3,1,2
1,3,1,1,0
1,1,1,0,0
0,1,12,2,1
0,2,8,0,3
1,0,1,2,8
1,0,0,0,4
4,2,1,2,0
0,2,0,4,3
0,3,3,0,2
0,0,1,2,0
2,0,0,1,0
0,0,1,0,1
3,2,1,2,1
1,0,0,0,1
0,2,5,2,8
0,3,1,1,2
1,0,1,0,12
1,0,2,3,136
3,0,1,2,10
1,1,0,5,1
8,3,8,3,2
2,2,2,1,0
8,3,1,2,5
0,0,4,0,0
1,2,1,0,0
7,4,1,0,2
0,2,1,6,69
2,2,0,0,2
0,3,0,3,3
10,1,0,0,10
3,1,3,8,9
1,1,0,6,2
1,1,1,0,15
2,0,2,1,5
0,4,2,2,25
1,0,0,0,0
1,0,0,0,0
10,0,0,0,0
4,0,1,0,3
0,0,4,0,5
1,0,2,3,1
0,0,1,0,33
0,1,2,0,0
1,0,0,0,0
1,1,2,6,7
1,2,2,1,1
2,0,0,2,0
3,1,0,5,0
0,8,0,0,0
0,2,0,3,1
0,3,2,2,10
1,0,2,7,4
0,4,2,1,1
0,0,2,0,3
2,2,0,0,0
1,9,0,3,1
2,1,0,1,0
0,2,10,1,2
0,4,1,10,1
0,0,1,3,0
0,2,0,1,0
0,6,1,0,9
3,1,0,1,0
2,1,2,1,1
22,0,3,0,12
0,0,9,0,0
13,3,1,2,0
0,0,0,3,2
13,0,0,0,0
2,2,2,8,2
1,0,0,6,3
2,0,0,0,4
0,0,1,0,0
4,0,0,0,0
3,1,2,1,1
5,0,2,2,0
0,1,0,0,4
1,4,4,3,2
0,2,1,2,1
5,2,0,18,5
1,5,6,3,1
0,1,8,1,2
2,3,1,0,0
0,2,0,1,0
1,1,7,0,1
0,0,5,0,4
1,0,4,0,2
1,0,0,0,125
16,7,0,0,12
2,15,1,1,0
1,1,9,0,0
1,1,2,0,0
3,0,0,7,3
4,6,1,13,0
0,0,4,0,7
0,1,2,1,8
0,0,4,0,1
0,1,1,4,0
0,2,4,0,4
1,1,2,2,0
0,2,3,0,0
0,0,0,0,0
0,5,0,1,1
0,0,1,0,0
1,4,0,3,0
7,1,2,0,12
6,6,0,5,7
1,0,3,0,6
2,2,1,0,0
9,0,0,1,1
0,0,6,0,3
0,1,0,2,0
1,1,2,0,4
2,9,0,2,3
0,0,0,7,3
3,2,4,4,1
0,0,3,5,2
6,0,0,2,14
1,2,1,3,0
1,0,0,6,2
2,2,0,4,16
4,5,1,2,6
0,0,0,5,0
6,7,0,0,10
0,7,1,0,7
0,0,18,0,60
0,1,1,1,1
2,0,0,1,22
1,3,2,3,0
0,1,1,6,1
2,6,2,1,1
0,0,4,0,0
0,4,2,0,1
2,2,2,0,14
2,0,0,0,1
1,2,1,1,3
0,4,2,8,1
4,0,0,0,136
1,1,1,1,1
0,1,8,2,0
0,6,2,0,18
6,0,0,2,1
4,2,0,5,0
0,0,0,0,0
0,2,1,2,1
1,3,10,0,1
0,1,5,5,2
0,3,0,0,0
0,2,0,1,1
19,3,1,9,3
0,3,4,3,0
0,1,4,1,0
0,0,6,2,4
1,0,14,1,0
2,0,1,0,1
0,0,4,2,0
1,0,4,0,3
2,0,7,0,0
1,1,0,0,0
16,1,0,0,0
1,0,0,5,0
0,0,0,2,0
0,3,5,1,2
3,1,0,3,0
0,3,2,1,1
3,2,2,1,2
4,0,2,0,5
0,0,2,2,0
0,1,17,0,15
2,9,3,1,2
2,6,5,0,33
6,7,1,0,2
2,1,0,1,65
2,2,6,0,5
5,0,0,15,1
0,8,3,0,0
1,1,16,2,0
4,2,1,4,0
0,5,4,8,0
1,1,1,1,0
2,0,0,15,3
1,0,1,1,9
4,2,1,3,0
1,0,0,0,1
1,2,0,0,4
1,7,0,0,7
5,1,1,0,2
1,1,1,3,2
0,2,1,0,0
0,0,1,1,1
0,1,2,12,0
1,1,0,0,27
0,1,2,0,232
0,0,1,0,0
3,2,1,0,2
2,0,0,0,3
9,0,3,2,2
2,2,1,2,8
0,3,1,0,0
1,1,0,0,2
0,3,1,0,0
1,0,1,2,12
4,4,1,7,0
3,1,0,1,6
0,1,0,1,0
0,2,9,0,3
1,1,1,0,6
2,0,5,4,1
0,1,0,0,0
0,5,0,6,28
3,0,3,4,0
1,3,3,1,10
0,2,0,4,0
1,0,2,2,0
2,1,2,3,1
0,4,0,0,3
0,9,3,2,0
1,0,0,3,4
1,1,2,1,2
5,1,13,1,3
3,2,3,5,3
1,6,0,0,4
11,1,0,4,0
0,0,0,1,2
0,2,5,0,0
0,1,1,0,1
0,1,1,3,29
10,0,1,6,32
1,0,0,13,0
3,1,0,7,0
4,0,2,1,2
1,1,0,9,17
5,1,9,2,3
2,0,0,0,3
1,2,0,3,0
1,1,1,1,3
0,0,0,0,74
0,0,2,1,2
3,1,0,3,1
5,51,2,1,0
1,0,4,1,1
0,0,1,0,1
0,1,2,0,0
2,1,0,0,2
1,1,2,0,1
0,0,1,2,0
1,0,2,3,1
0,4,8,1,0
1,0,0,2,7
2,0,11,0,12
