1,2,3,4,p
2,1,1,1,0
0,0,7,3,0
6,1,1,0,1
0,0,8,3,0
4,4,8,0,1
0,2,0,0,0
1,1,0,0,24
4,2,1,0,9
0,2,0,0,0
3,0,4,2,1
2,4,3,2,0
1,1,1,1,2
0,0,1,0,0
1,0,1,3,11
1,1,0,0,0
1,0,3,5,0
0,4,0,0,3
18,1,2,2,0
5,0,0,0,3
0,1,1,0,7
3,0,1,0,1
1,2,5,0,21
1,0,2,2,1
1,3,3,0,23
1,15,0,0,2
0,4,0,0,0
1,1,3,1,0
4,0,3,4,4
0,4,0,1,7
1,1,1,1,7
1,3,5,3,3
3,1,3,2,0
23,3,16,4,2
2,4,2,2,0
1,1,0,3,0
1,0,0,2,3
0,0,9,3,11
1,0,1,1,13
1,2,2,1,0
1,0,3,3,0
2,0,4,1,1
0,2,0,2,0
0,2,2,1,2
1,1,7,5,0
0,2,3,0,9
2,1,0,1,0
0,0,4,1,2
0,5,3,0,6
11,3,0,0,5
0,4,0,0,2
0,2,0,0,0
3,1,1,1,2
2,2,1,1,0
0,3,1,1,0
0,0,0,4,0
3,4,1,4,0
4,0,4,6,0
2,2,0,6,1
2,1,2,0,0
2,0,0,6,1
3,0,1,1,3
5,0,1,0,1
0,5,0,0,0
6,1,1,1,1
0,1,1,2,0
2,0,0,0,0
0,0,2,0,0
5,2,6,0,0
2,0,1,0,0
1,2,6,0,6
6,0,0,3,0
0,0,2,0,0
1,2,2,0,3
1,3,1,0,8
1,2,0,5,7
5,0,0,4,3
4,1,0,1,8
0,0,1,4,2
1,0,0,0,0
0,1,1,1,6
1,0,0,1,0
3,2,3,1,5
1,0,2,1,1
0,2,0,4,0
1,1,4,2,4
0,2,2,1,3
2,0,0,1,10
0,0,4,2,4
3,3,1,0,4
6,1,2,1,5
1,0,1,1,1
1,0,0,2,0
1,0,0,1,20
0,2,0,0,12
2,0,2,1,1
7,2,1,1,4
0,1,0,0,0
0,0,0,3,4
0,0,0,2,0
0,0,0,2,35
0,0,0,1,2
1,0,1,0,1
0,1,5,1,0
2,2,0,0,0
0,2,0,0,0
0,1,3,0,0
2,0,0,0,0
0,0,1,0,8
0,1,0,2,0
1,1,2,3,0
1,1,1,2,0
0,8,2,1,0
3,0,2,1,0
0,1,0,1,0
0,3,0,2,1
1,2,2,2,23
2,7,3,0,2
0,2,0,0,0
0,6,0,1,4
1,1,1,3,5
4,1,0,2,6
1,0,2,0,0
1,0,0,0,0
1,0,0,3,1
4,1,1,2,0
3,0,4,0,2
1,0,6,3,3
0,2,4,0,48
0,1,2,0,10
4,4,0,3,2
0,1,1,0,1
1,0,1,0,1
2,1,6,1,0
0,5,0,1,0
0,0,0,1,3
4,0,1,1,41
5,0,2,0,1
2,6,0,1,0
1,0,2,2,2
2,0,1,1,4
1,0,2,2,1
1,1,2,0,2
5,1,3,2,4
2,2,3,1,0
0,3,5,4,3
1,0,0,0,1
0,1,1,3,1
0,0,1,4,1
1,0,0,0,14
3,0,1,5,0
0,0,0,0,4
4,0,0,3,3
3,9,3,4,1
0,1,0,1,0
10,0,0,6,3
1,2,0,6,4
3,9,0,4,0
1,0,0,0,1
5,3,3,1,1
0,1,0,5,2
1,4,0,1,0
1,0,0,1,3
2,2,2,0,30
0,0,0,1,0
0,2,2,1,2
3,0,4,3,1
1,0,0,5,0
0,2,2,0,0
1,3,8,2,1
2,1,0,1,0
1,1,1,4,5
6,5,2,1,7
0,2,0,0,1
0,0,0,1,6
0,2,0,2,0
7,1,3,3,11
0,1,2,0,1
2,2,2,1,1
2,4,4,0,2
3,1,0,4,3
0,0,0,2,3
1,1,1,0,0
0,0,3,0,0
0,2,2,0,2
0,1,12,0,0
0,1,1,0,0
2,2,0,4,4
0,0,0,3,1
0,2,1,1,8
4,3,0,1,70
0,1,0,2,4
0,0,0,0,0
2,1,0,0,1
0,1,2,0,0
3,1,1,2,7
1,2,0,2,0
2,5,0,1,7
4,2,2,2,2
0,1,3,4,0
1,5,1,0,3
0,3,1,0,0
1,1,1,3,1
8,5,0,1,22
0,0,1,2,7
0,1,0,3,1
2,2,1,0,0
0,0,1,1,13
2,0,1,0,6
1,0,1,2,1
0,0,0,1,0
18,3,0,5,14
0,2,8,1,1
0,0,1,2,0
3,1,0,0,0
3,2,0,2,0
0,4,0,0,7
5,1,1,1,0
1,0,0,0,4
0,1,3,0,5
0,3,2,0,132
0,0,8,1,4
1,0,1,1,1
2,2,3,2,1
6,0,1,0,0
1,3,0,2,7
0,1,0,4,9
2,3,7,2,0
1,0,6,0,0
0,0,0,0,0
4,1,0,0,0
1,0,0,2,0
2,11,0,0,0
3,9,2,1,5
1,3,0,2,1
4,3,1,0,0
1,3,1,3,15
2,4,5,0,2
0,0,2,1,14
2,3,0,0,0
1,1,1,1,4
3,0,1,0,1
0,0,1,0,4
0,0,0,1,0
0,0,6,3,2
1,0,0,0,0
3,1,1,1,0
0,1,0,1,42
1,0,0,6,0
0,0,2,0,5
0,2,0,2,1
1,0,1,3,523
3,2,2,16,35
1,6,8,1,0
4,1,0,1,17
1,0,1,0,29
0,0,0,0,3
5,4,3,4,1
0,1,0,1,0
1,0,2,0,0
2,0,2,1,5
1,2,1,2,14
1,1,0,2,1
0,0,2,0,7
1,3,1,2,16
0,1,1,2,0
0,0,0,2,0
0,0,0,0,3
0,1,0,2,0
0,0,3,2,0
5,0,2,3,0
0,1,0,5,1
5,0,3,0,2
0,0,1,0,0
5,0,1,1,1
0,2,0,1,3
2,1,8,1,0
1,7,0,8,1
3,2,2,3,13
0,1,2,0,1
0,2,0,1,12
1,1,3,5,2
5,0,2,3,4
0,2,1,1,0
11,0,2,5,3
0,0,0,3,0
1,1,1,7,1
0,4,2,0,0
0,0,1,5,1
1,2,0,4,1
0,0,5,0,184
0,2,1,2,4
0,3,0,0,4
0,1,1,6,3
0,2,2,0,7
1,0,1,2,1
0,0,0,0,0
6,0,1,1,0
1,0,1,1,0
2,2,1,0,0
1,5,7,3,0
2,2,1,0,9
0,0,1,1,2
0,0,4,2,2
0,2,0,0,11
1,0,0,3,2
1,1,0,2,1
1,1,13,0,2
0,1,2,2,0
1,2,1,0,0
1,0,2,7,0
0,0,1,1,0
