1,2,3
3733845,3697011,3723877
3734044,3697362,3722077
3733757,3696592,3722890
3733815,3697283,3722474
3734392,3697671,3723355
3734223,3697375,3720869
3732432,3696463,3721702
3734771,3696894,3721655
3733859,3698170,3723575
3734120,3698902,3722559
3732933,3697124,3720813
3735112,3697776,3721361
3734355,3697233,3721655
3733302,3698144,3721274
3735233,3696213,3723676
3731969,3697132,3722134
3734955,3696889,3721589
3734838,3696472,3722030
3732768,3697038,3722006
3734006,3697473,3722040
3734415,3698235,3724126
3732321,3697269,3722088
3734810,3696314,3725462
3732295,3696997,3722729
3735318,3697889,3723731
3734197,3697427,3722848
3735924,3697013,3723252
3733362,3696424,3721628
3734554,3697476,3722861
3735507,3695323,3722573
3732369,3696901,3722536
3734571,3697273,3721639
3734581,3697500,3721504
3734754,3696604,3722401
3734106,3698045,3721258
3733784,3697122,3721885
3734358,3697276,3722044
3734010,3697723,3723126
3733617,3697511,3722308
3733975,3695488,3722413
3734679,3697143,3721858
3734481,3697416,3721596
3733517,3696318,3723139
3733992,3697795,3722472
3733813,3696927,3723012
3733095,3697637,3722216
3733384,3697158,3724068
3734399,3698096,3722771
3735189,3697555,3721938
3735026,3698630,3722551
3733335,3697374,3721015
3734765,3696597,3721269
3734239,3697228,3722014
3734737,3698200,3723755
3735503,3697252,3721249
3734074,3697832,3723083
3733870,3697375,3721552
3734688,3698127,3723430
3734970,3697375,3723906
3733373,3698224,3721795
3733149,3699239,3724022
3733148,3697316,3721869
3733284,3697487,3723020
3734757,3697351,3722306
3734421,3697694,3722495
3733694,3698447,3721768
3733293,3696432,3723321
3734128,3698695,3721232
3733393,3696542,3722552
3734177,3696983,3722022
3733240,3696052,3721546
3734930,3697167,3722218
3733813,3697134,3722732
3733713,3697536,3723099
3733227,3697594,3724266
3735561,3697314,3721962
3736160,3696328,3723348
3734634,3697930,3723861
3733884,3696720,3723173
3732693,3698027,3722306
3733151,3697451,3721950
3735200,3697136,3721396
3733833,3696662,3722961
3733626,3697673,3722289
3733055,3696307,3722668
3733467,3696429,3722948
3731875,3696999,3722829
3733466,3695750,3721827
3733446,3696965,3722093
3732290,3696900,3721940
3733412,3697379,3722810
3734091,3696171,3723279
3731950,3697199,3723150
3733449,3696864,3722112
3736432,3696545,3723081
3734726,3696860,3721461
3733629,3697406,3722014
3731881,3697100,3722779
3733906,3697310,3722294
3733844,3697398,3723038
