1,2,3
4706763,4660541,4687104
4705054,4658484,4686535
4704651,4659113,4686871
4705263,4658039,4686997
4707148,4658500,4685498
4705105,4659167,4686710
4706221,4657996,4685877
4704847,4659063,4688341
4705828,4660092,4686447
4704457,4658912,4686163
4707390,4658720,4687176
4705590,4657529,4687947
4704817,4658546,4686353
4704531,4659219,4686262
4706331,4658847,4686473
4704716,4658782,4687692
4706447,4657731,4686609
4703534,4659750,4685824
4705124,4657345,4686725
4704599,4659917,4686777
4706543,4658260,4686710
4704874,4659330,4686713
4704279,4659191,4687520
4705400,4658393,4687074
4705005,4660402,4688278
4705101,4659089,4687765
4705301,4658623,4687306
4703490,4657909,4686254
4704830,4658813,4688591
4704960,4659690,4686335
4706455,4659301,4686926
4705752,4658637,4686755
4704979,4658678,4687971
4705199,4658097,4686312
4706235,4658479,4684266
4706055,4659207,4686611
4704764,4658294,4687098
4704389,4658532,4686749
4705243,4659262,4687010
4704444,4659217,4685556
4705869,4659318,4687051
4704332,4657989,4687601
4704636,4658306,4686118
4705811,4658412,4687664
4705175,4658554,4686885
4705780,4658964,4686213
4703378,4657642,4685954
4703802,4660135,4688159
4705389,4658621,4684478
4706005,4658318,4687603
4705440,4658936,4687005
4705530,4657279,4686712
4706070,4659890,4686768
4703970,4657857,4686937
4704184,4658323,4685463
4704262,4659525,4685892
4705984,4657895,4685476
4704925,4658616,4687453
4706732,4657729,4687918
4704503,4658669,4688762
4704383,4660238,4685894
4705057,4658806,4686247
4705224,4658958,4686905
4705323,4658167,4685884
4703992,4659991,4687770
4707237,4659592,4687880
4705354,4659835,4687564
4705900,4659580,4685592
4706794,4659058,4687578
4706208,4658928,4686475
4704858,4660078,4687315
4703656,4659869,4687969
4706567,4659243,4687677
4704793,4658604,4687703
4706103,4659292,4687596
4704665,4659808,4685525
4704410,4658272,4686767
4705053,4657880,4687150
4705561,4658039,4686512
4705094,4658308,4687049
4705142,4657868,4687502
4704494,4658875,4688059
4704068,4657775,4687221
4705233,4658113,4687215
4704641,4659811,4686152
4705252,4658248,4686353
4703246,4660784,4686835
4704049,4658787,4686741
4704526,4660308,4688047
4704962,4658989,4686864
4705292,4659255,4688624
4707166,4659619,4687841
4706166,4658857,4685616
4705676,4659979,4687411
4704707,4657690,4686288
4705179,4658363,4687390
4706932,4659375,4687770
4705982,4657696,4686515
4704486,4657835,4686979
4705463,4657611,4686848
