1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,p
1,0,0,4,15,3,1,3,5,4,0,3,13,10,2,1,3,2,1,0,1,0,1,1,1,1,1,0,0,1,0,1
0,2,1,1,0,5,1,49,0,4,2,1,35,5,1,2,5,1,1,1,0,0,1,2,0,4,4,0,0,0,1,0
0,13,1,33,4,0,5,4,2,51,7,0,1,0,0,0,0,1,2,0,1,2,8,0,1,1,0,0,5,2,0,0
5,0,0,3,0,6,4,0,3,20,0,3,2,7,0,9,5,0,17,1,0,0,0,2,0,0,2,2,1,0,3,1
0,0,1,1,0,0,3,5,0,2,2,0,1,1,6,1,0,5,2,0,0,1,0,1,0,2,1,0,1,2,0,4
1,1,0,0,1,2,3,1,1,0,4,3,27,1,1,0,0,0,2,0,0,0,0,1,10,2,0,0,1,1,2,2
1,15,1,1,0,1,3,0,12,3,0,2,0,3,1,0,1,0,1,0,0,0,2,0,1,2,0,1,1,2,0,2
4,0,0,0,0,0,4,3,0,1,0,1,3,2,0,0,1,1,4,8,1,1,0,0,0,3,0,0,2,2,0,4
0,2,2,0,0,1,0,40,1,1,0,0,1,0,15,0,2,1,1,0,3,2,4,3,0,1,4,2,1,1,0,0
91,0,2,0,0,12,17,0,4,1,1,2,9,6,18,0,0,0,1,0,0,0,0,2,4,0,1,1,1,1,0,3
1,0,0,0,1,1,2,2,2,6,4,5,0,1,2,0,1,1,0,1,1,2,0,0,0,0,0,1,2,3,1,7
12,5,0,0,1,2,0,0,0,0,0,0,7,4,1,6,0,0,0,1,0,1,2,1,0,0,2,0,1,2,1,0
1,20,0,0,5,2,7,2,0,13,5,2,2,2,1,3,0,1,0,6,0,1,1,0,1,3,0,2,1,1,1,1
10,0,4,4,1,1,1,1,2,9,1,0,1,0,0,0,7,2,8,1,2,4,1,1,1,2,1,1,0,1,0,18
2,9,0,5,23,31,0,0,2,0,0,3,0,0,6,0,3,1,0,2,1,15,0,3,4,3,0,0,1,0,1,0
1,4,0,1,4,27,13,2,7,1,2,1,2,4,0,0,2,5,0,0,0,0,2,0,0,0,5,23,2,0,1,0
1,2,18,8,0,1,0,2,15,2,0,1,12,0,2,0,2,0,2,1,3,0,1,0,0,0,0,0,1,2,0,0
3,0,1,3,0,0,0,2,0,7,3,0,17,0,5,9,1,14,0,1,0,0,0,0,4,1,1,4,2,3,0,5
1,0,13,0,5,6,3,1,1,3,0,0,0,6,0,0,0,1,1,5,1,0,3,0,1,0,1,1,1,2,1,0
0,13,50,0,1,2,3,2,1,0,47,1,0,0,1,4,0,4,0,1,0,4,0,0,1,6,1,0,3,2,0,8
61,3,9,0,16,0,1,0,9,0,32,9,0,6,1,5,5,1,1,3,3,0,1,2,0,0,2,1,0,0,0,17
1,1453,58,5,0,2,0,1,2,9,0,15,0,2,0,0,1,0,0,16,0,0,2,0,0,0,10,0,0,3,0,1
0,4,2,0,21,0,2,0,0,0,1,4,0,187,3,62,0,0,0,1,1,1,0,2,0,1,1,3,1,1,15,4
0,0,3,0,42,0,3,1,1,0,3,1,0,0,2,1,1,0,5,4,3,0,3,1,2,0,2,2,0,2,0,7
8,0,6,10,2,2,0,2,0,4,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,1,1,1,0,2,1,1
4,3,0,1,0,2,1,0,4,2,0,0,1,0,0,3,17,2,2,0,0,1,0,0,0,1,4,1,0,0,0,5
0,2,1,0,0,2,0,16,1,1,0,0,0,2,3,12,2,3,13,0,2,0,1,0,1,1,0,2,0,0,1,163
3,12,0,3,12,3,5,0,2,0,3,0,0,4,2,4,42,0,3,3,1,1,0,8,1,1,0,1,0,0,0,0
0,0,4,1,3,0,0,1,0,1,2,4,1,1,2,0,18,1,2,0,1,0,0,0,0,3,3,1,1,1,2,1
1,0,4,0,4,8,2,1,1,0,2,2,0,9,2,2,0,25,1,0,1,2,18,0,0,9,1,1,1,1,0,3
10,5,2,1,3,1,0,0,1,0,0,0,76,1,4,3,1,0,1,0,1,2,1,2,0,0,1,0,2,2,1,1
7,1,0,0,4,2,0,5,3,0,0,1,395,10,0,1,7,14,0,6,6,0,0,1,1,10,0,0,0,1,1,0
0,0,5,0,0,3,0,27,1,2,0,4,2,0,1,728,1,0,0,0,1,1,1,0,3,0,0,1,1,1,1,3
8,1,1,1,0,4,1,0,276,0,0,0,32,63,0,7,1,460,1,1,2,0,1,2,2,10,1,1,1,0,3,1
6,18,0,3,0,0,10,8,3,2,2,0,1,0,0,0,6,2,1,30,0,4,1,1,6,1,5,2,6,2,8,12
1,0,2,1,1,0,10,0,0,12,3,0,4,5,3,4,1,1,1,0,3,1,2,3,0,0,0,1,1,1,2,1
5,1,3,6,0,0,1,0,0,0,0,0,0,2,3,0,5,5,0,6,0,1,0,7,2,2,0,0,1,0,2,1
32,11,0,2,47,0,127,0,3,0,11,6,15,40,3,1,5,2,0,0,0,1,0,2,2,1,0,1,0,20,0,4
0,1,1,0,4,0,3,0,4,0,1,0,4,0,15,0,4,9,0,2,3,2,1,2,1,6,2,1,1,2,1,1
3,0,3,13,0,18,0,1,0,468,11,0,0,0,2,2,0,0,0,1,1,3,0,0,2,0,0,1,3,0,0,4
33,0,3,1,7,0,2,0,2,2,0,0,1,41,12,1,49,0,1,3,2,27,0,1,0,1,1,1,6,0,0,0
1,0,4,2,0,2,3,2,2,2,5,1,4,1,4,0,0,1,2,0,4,1,0,3,1,0,0,2,0,1,1,0
1,1,4,9,1,1,0,1,2,5,0,0,2,1,0,14,1,0,49,2,1,0,0,0,1,1,0,2,0,0,2,1
1,1,1,2,3,0,4,0,0,7,0,0,1,2,0,2,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,1
