1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,p
5,2,4,1,75,0,0,1,0,8,1,14,1,4,2,1,1,0,8,2,2,0
0,0,3,1,0,1,30,5,2,1,0,19,0,43,0,1,17,1,0,1,1,1
1,0,1,0,0,0,1,1,103,53,1,0,1,12,0,0,2,0,0,0,1,0
0,0,2,0,1,0,2,0,18,0,0,0,5,9,2,0,1,3,2,0,1,6
0,0,1,0,0,2,0,9,18,1,2,2,1,1,0,1,2,67,1,2,0,1
2,0,0,6,0,1,0,0,14,1,0,3,1,0,7,10,2,13,1,1,0,11
2,0,4,2,5,2,1,0,3,0,0,1,0,0,0,4,2,1,0,2,5,0
2,0,2,4,5,0,1,5,4,0,2,0,0,1,2,0,0,2,1,1,2,0
13,0,0,2,2,1,2,1,8,2,0,1,0,0,0,2,0,0,1,1,0,0
12,9,7,0,1,2,3,0,63,1,0,1,1,69,1,2,3,2,3,1,0,1
0,7,1,1,1,9,0,0,2,1,0,0,15,0,0,1,1,0,0,0,4,0
13,6,0,2,2,2,3,2,0,2,3,0,4,6,2,4,1,1,2,0,0,0
0,0,2,50,0,1,0,5,0,1,0,0,0,0,2,6,1,2,0,0,1,1
0,0,1,0,31,3,0,0,0,0,6,1,1,1,3,1,1,0,1,1,1,1
46,3,6,15,8,3,0,2,0,5,2,1,1,7,1,0,1,1,1,2,1,5
14,0,1,5,2,28,1,0,0,0,0,5,0,0,1,3,0,0,0,0,1,8
0,5,3,2,6,2,1,1,1,0,12,1,0,0,3,0,6,0,6,2,1,2
2,2,16,0,0,7,0,0,0,3,11,291,0,0,0,0,8,1,1,0,7,11
1,2,12,16,1,3,0,1,0,8,0,32,0,1,0,0,1,2,0,1,0,0
7,0,2,0,0,0,7,2,1,0,1,0,2,1,3,3,1,1,0,2,0,0
0,14,0,0,8,3,0,0,3,0,2,3,5,1,0,4,0,1,4,0,3,0
1,24,127,11,1,1,0,4,3,1,3,0,0,2,1,9,0,2,0,1,0,0
0,0,0,2,0,4,1,0,4,4,0,0,0,2,0,3,0,1,0,1,0,15
1,0,0,46,2,0,0,1,3,0,1,148,6,4,0,1,0,0,1,0,1,0
3,0,3,1,0,3,5,1,1,5,49,8,1,463,1,1,2,1,2,0,1,6
0,1,7,3,1,28,1,1,1,2,4,0,36,0,0,7,2,1,1,69,2,7
2,0,2,26,1,68,4,2,0,5,0,0,0,1,1,3,0,1,1,1,2,4
5,0,1,0,3,15,3,1,6,0,12,0,3,0,1,0,1,2,0,0,1,0
0,0,0,0,4,0,0,0,1,2,2,0,0,4,12,8,1,0,0,0,0,0
1,0,1,0,3,5,0,4,1,2,21,0,63,0,1,1,1,4,1,1,0,0
13,0,3,1,0,38,1,2,0,0,0,1,0,1,0,0,0,0,0,3,1,7
11,0,1,3,7,0,1,0,3,4,2,0,0,17,1,0,1,11,3,0,1,0
19,12,6,6,67,2,6,0,1,2,4,6,3,1,2,1,2,0,1,2,3,0
1,6,2,0,1,2,4,37,4,2,5,8,9,4,1,0,2,0,1,1,1,0
113,0,4,0,0,0,1,0,0,7,0,2,1,2,0,1,57,0,0,0,1,0
0,0,1,0,1,8,0,3,0,1,3,15,1,0,1,0,2,1,1,1,2,0
0,2,1,2,2,4,6,22,0,4,1,2,0,6,0,0,0,1,0,0,0,2
0,1,1,7,1,0,2,0,1,0,7,3,4,2,24,0,1,0,0,3,2,1
0,0,8,6,0,1,1,1,0,0,6,0,0,17,1,2,0,2,1,0,1,8
0,6,0,1,1,5,1,0,1,6,21,1,1,1,9,0,1,1,0,0,3,0
4,1,8,1,0,0,13,100,0,0,12,3,8,0,1,1,1,1,0,2,1,5
1,3,1,9,3,2,0,1,1,2,0,3,1,1,1,4,0,1,1,0,1,0
2,31,0,4,0,0,4,0,1,2,5,0,0,0,4,3,0,4,1,0,2,0
0,5,1,0,1,0,2,6,1,0,0,2,0,5,1,5,0,0,2,1,0,1
10,0,21,0,2,50,30,0,1,0,0,0,5,18,0,0,1,0,5,1,1,3
5,0,3,3,1,0,0,0,2,4,15,2,0,4,0,0,1,1,2,4,0,7
0,17,8,3,0,5,1,0,5,0,10,0,0,10,0,0,0,4,2,0,0,3
0,1,1,2,2,0,8,6,6,0,2,2,0,2,6,6,1,0,1,0,0,6
0,2,32,2,18,14,12,3,0,0,0,0,0,1,0,1,1,2,10,6,0,2
1,1,6,0,3,2,2,0,0,6,2,0,0,8,0,1,0,1,2,1,2,0
2,0,0,41,1,1,4,7,0,1,31,1,1,13,1,1,0,0,0,0,0,2
0,2,0,8,0,1,4,2,112,0,6,3,0,2,4,0,5,7,0,5,0,631
0,0,5,0,0,29,0,4,2,3,0,0,1,12,0,4,1,6,0,0,2,1
0,2,0,1,1,9,1,0,7,9,0,0,7,7,2,1,1,2,0,0,0,3
4,0,0,10,0,0,1,16,2,0,9,0,0,1,2,2,1,2,0,1,4,0
4,0,3,4,5,15,0,3,18,0,7,1,0,2,1,2,0,2,0,1,1,0
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,1,1,2,0
