1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,p
3,1,7,0,4,1,1,0,0,0,1,2,1,1,1,0,15,0,1,0,6,0
3,0,1,0,3,1,0,0,0,0,0,1,110,3,1,9,1,0,0,2,0,29
2,2,1,4,0,5,2,0,0,0,0,89,3,0,0,1,0,14,3,2,0,4
4,1,2,1,2,1,1,3,5,2,1,0,6,4,0,17,36,8,2,1,1,0
0,0,0,18,6,0,3,1,1,0,0,0,0,0,0,1,0,0,0,6,0,0
2,0,1,0,26,1,2,2,1,0,2,1,0,0,1,8,0,1,1,1,0,0
3,0,4,0,4,5,3,1,0,0,5,0,3,3,5,0,0,2,1,0,1,3
2,61,0,0,0,77,0,0,15,0,0,1,1,1,1,2,0,0,0,0,0,2
0,0,1,0,4,2,7,1,0,1,4,1,0,0,1,4,1,1,0,2,1,4
1,6,12,0,0,1,0,0,2,4,6,0,1,2,1,1,2,1,2,1,17,7
13,0,0,0,17,1,1,3,3,5,0,5,1,2,4,0,1,3,1,1,0,0
0,0,0,2,6,1,0,2,0,0,14,1,1,1,0,2,3,1,3,1,3,2
0,0,4,10,1,0,3,0,5,31,1,0,1,0,0,1,4,14,1,0,1,0
2,7,15,0,0,0,0,9,13,0,2,0,1,4,0,0,7,0,1,1,1,4
0,2,0,0,18,66,4,32,12,1,0,1,0,2,2,0,0,1,4,3,3,0
0,2,10,0,6,0,0,1,1,1,0,1,0,2,0,2,0,1,1,1,1,0
2,6,12,19,0,1,4,5,0,0,3,1,0,2,2,1,0,1,0,0,1,3
31,1,4,1,0,0,13,0,7,1,4,0,1,2,0,0,1,1,0,54,0,2
1,0,2,0,0,8,2,1,2,3,0,1,0,23,0,6,0,0,1,2,0,1
7,12,1,533,0,0,98,1,2,2,1,1,0,0,4,2,0,52,0,0,0,0
2,0,1,1,1,1,0,0,3,1,3,1,0,1,0,0,1,2,1,4,1,2
2,0,1,1,0,14,0,0,0,2,1,1,4,0,3,0,2,3,0,1,1,0
2,2,0,0,0,107,3,28,0,1,3,2,5,3,1,15,0,0,2,2,0,3
0,1,1,0,1,4,0,9,0,1,0,0,0,4,5,0,0,3,2,2,0,3
2,0,1,0,0,8,0,0,0,2,4,6,1,0,3,0,1,0,1,0,0,0
0,0,11,0,1,8,2,0,0,1,170,1,0,2,21,4,0,1,1,1,6,7
0,4,2,2,3,1,0,0,4,0,1,5,0,0,2,6,0,3,1,1,0,9
2,2,0,0,0,0,2,2,4,1,1,5,1,1,14,0,0,0,0,1,3,1
2,0,1,0,1,0,6,0,0,4,0,1,5,2,0,0,1,0,1,0,0,0
0,2,3,5,1,0,1,1,0,0,1,0,2,0,9,1,11,4,1,14,3,0
1,8,0,1,4,0,0,2,0,4,0,0,2,0,0,0,0,0,0,1,26,1
1,0,0,0,0,1,1,0,2,0,2,0,1,2,0,5,2,1,2,1,1,0
3,0,1,0,1,2,6,6,0,0,11,5,0,3,1,0,2,2,1,1,1,0
10,3,20,0,5,0,0,1,0,1,0,12,0,3,0,0,6,2,2,2,0,0
167,3,1,7,0,91,0,1,6,2,2,0,6,0,2,1,0,0,0,2,0,1
2,1,0,3,12,0,0,10,0,2,5,0,11,1,4,0,0,21,0,4,1,0
1,10,0,0,0,1,15,0,1,0,0,1,0,4,0,0,0,1,1,0,0,11
0,15,2,3,1,7,0,0,3,4,1,4,1,4,1,5,1,1,0,0,1,0
6,126,0,6,2,2,2,2,5,1,0,1,1,1,0,0,1,0,0,1,2,2
2,4,0,1,10,2,2,60,0,2,0,0,0,0,1,1,13,1,11,1,2,0
9,4,3,0,1,1,15,5,1,2,7,0,4,3,1,0,0,0,3,0,0,0
4,1,115,13,0,3,20,5,2,0,0,1,0,4,2,1,0,2,1,6,9,1
1,2,51,0,8,5,5,1,16,23,6,4,1,0,13,1,0,1,1,3,0,0
0,2,0,2,0,1,2,0,4,11,5,0,29,1,1,0,0,10,1,1,1,0
10,3,1,5,1,4,1,13,0,0,0,1,2,0,1,13,9,0,1,1,4,1
3,4,0,0,4,12,1,0,1,1,3,2,0,10,2,0,0,1,0,2,2,0
1,5,9,3,0,6,4,5,0,3,12,5,2,1,0,13,2,0,0,0,2,0
9,0,0,2,0,0,0,0,0,6,3,21,3,1,1,0,9,0,0,1,1,0
5,2,0,0,2,2,0,0,1,22,0,0,0,0,0,0,0,1,0,0,1,3
0,0,39,0,4,1,0,1,3,0,4,0,0,1,1,0,2,1,1,2,1,14
0,0,6,0,1,0,1,0,1,3,0,2,2,805,0,3,2,1,1,1,1,0
1,0,1,3,4,77,0,2,0,1,0,0,3,0,1,1,0,1,0,2,2,16
3,7,5,5,22,0,3,0,1,1,2,0,0,16,3,1,1,0,2,0,1,0
2,4,19,0,0,1,4,0,2,0,2,1,0,0,3,0,3,0,1,0,0,1
0,0,1,0,0,4,2,5,1,3,0,16,5,0,1,1,0,1,14,1,0,6
1,5,3,5,1,7,5,8,2,6,0,2,0,0,0,1,1,2,0,0,0,4
0,0,8,0,0,1,0,1,9,8,3,1,0,4,5,0,0,0,9,0,0,0
4,1,0,1,0,3,13,4,1,3,1,1,0,0,75,1,1,0,0,2,4,0
4,1,46,0,8,57,1,1,0,1,2,0,1,1,1,0,3,6,2,2,0,1
0,3,0,5,11,0,2,0,54,1,113,0,0,1,1,1,1,2,0,1,2,0
5,0,2,24,0,0,4,1,2,0,0,1,2,1,4,11,13,2,1,1,5,3
3,2,1,3,35,1,0,0,0,4,1,5,0,0,0,0,0,0,3,2,1,0
1,0,0,0,0,10,13,2,0,0,1,11,3,2,4,2,1,0,1,3,0,2
0,2,0,1,4,0,0,0,0,6,31,0,1,10,1,10,1,1,2,4,1,0
5,0,0,1,0,0,0,1,1,0,0,5,1,2,1,0,8,0,1,6,1,4
0,10,1,1,2,1,0,2,3,3,2,1495,1,12,1,3,1,2,9,3,2,0
1,4,0,2,1,0,0,1,2,1,0,0,1,1,1,0,0,0,1,0,2,0
0,0,2,59,0,0,0,1,0,1,119,14,3,0,7,1,1,0,0,1,0,5
0,17,3,1,7,3,127,0,28,25,1,3,0,0,1,0,8,1,0,1,0,1
0,5,0,0,0,33,0,5,5,1,1,34,5,0,1,0,0,3,0,0,0,4
1,2,38,0,1,4,1,8,1,67,1,1,2,7,1,2,14,0,3,0,2,2
1,0,17,6,0,7,1,1,3,0,1766,0,0,0,1,14,2,1,418,4,3,1
3,0,0,3,2,0,0,0,2,6,5,15,2,4,27,3,1,23,1,0,0,0
0,4,1,1,0,23,1,27,0,1,1,3,0,1,0,3,0,0,6,0,1,0
0,13,2,0,4,1,6,4,0,0,3,68,9,0,0,0,2,1,1,2,0,1
1,6,3,2,3,0,0,0,0,0,1,0,2,0,4,0,0,3,6,0,0,2
0,1,26,4,8,7,3,0,3,0,1,1,1,0,1,1,0,0,2,0,0,3
0,2,24,0,0,2,1,1,1,1,2,0,8,0,0,1,0,0,2,3,1,0
2,216,6,11,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,0,0,1,1,25,0,0,3,18,0,3,2,3,0,1,0,4,1,0,1,4
2,1,0,0,6,1,0,97,1,3,1,54,0,1,0,1,3,2,1,1,0,1
2,4,2,2,0,5,0,0,1,2,3,11,8,1,1,1,6,0,12,23,1,24
0,19,2,1,0,840,2,3,0,2,4,0,1,2,0,3,1,1,0,14,0,26
0,3,134,0,1,1,1,2,1095,1,0,1,6,1,2,1,3,0,2,0,0,1
0,3,1,1,0,1,0,4,2,1,0,0,1,14,0,1,3,1,3,2,1,2
0,0,2,0,1,0,1,0,0,13,4,7,0,2,8,0,0,0,6,4,1,2
5,0,0,0,1,0,1,1,0,3,3,2,0,0,0,1,0,1,0,0,1,0
0,1,6,4,20,3,0,0,0,1,5,3,1,1,5,0,94,2,0,0,1,3
0,3,13,6,1,2,1,16,2,1,2,1,4,0,1,6,1,0,0,1,2,0
22,0,1,0,2,1,1,0,2,0,2,0,3,0,1,0,1,0,9,1,0,1
1,3,15,19,0,4,2,30,79,4,13,3,2,2,0,1,0,0,0,1,1,1
1,1,1,48,2,1,0,0,1,0,0,14,2,0,0,4,8,0,0,1,4,2
15,3,0,0,2,0,2,0,10,3,0,7,3,3,2,1,5,0,3,1,1,4
0,0,2,9,2,29,1,3,0,0,1,1,1,0,13,0,5,1,1,0,2,0
1,6,0,2,3,6,2,0,1,105,0,2,2,1,9,0,63,27,0,10,1,0
1,3,0,0,6,1,6,0,9,8,0,0,4,1,0,1,2,4,1,0,0,0
5,13,34,0,2,0,0,5,3,0,0,2,4,1,0,0,9,0,0,0,3,10
5,0,0,0,0,0,1,1,2,0,0,0,5,4,9,0,1,1,0,0,1,0
19,0,1,2,0,8,4,1,0,0,11,7,2,0,17,0,0,5,5,2,0,9
2,0,0,1,0,0,0,1,5,3,0,0,5,0,1,1,0,3,4,5,2,1
8,6,4,4,1,0,5,4,8,0,1,0,0,1,0,1,0,4,0,2,1,0
0,1,3,1,5,0,5,0,5,4,3,0,0,1,1,0,0,0,0,1,2,0
0,1,1,0,0,2,6,4,1,3,20,1,6,0,1,0,7,2,2,0,0,2
0,37,1,0,0,0,0,3,1,1,0,111,2,9,3,1,7,1,1,0,0,7
0,9,0,25,0,0,0,0,5,6,4,2,3,4,0,2,9,0,0,0,0,0
0,2,0,1,0,11,0,0,0,1,1,0,1,4,1,0,0,2,3,0,0,1
1,4,5,4,0,0,1,18,0,5,0,0,0,0,2,1,9,1,2,1,0,0
0,0,15,0,115,2,0,2,0,2,0,0,1,0,1,0,0,0,0,2,1,1
1,0,3,0,16,0,11,1,2,1,1,13,0,4,1,0,3,0,3,3,0,1
0,0,1,5,14,0,0,0,0,0,0,0,1,1,68,7,1,1,0,0,1,0
1,12,3,0,2,0,3,1,2,1,0,0,5,6,0,0,0,1,2,1,3,1
16,79,3,0,5,3,4,10,1,10,1,2,0,1,1,1,1,0,0,3,0,21
6,0,1,0,1,1,34,0,2,1,1,0,1,2,3,0,0,0,0,1,0,5
1,9,2,0,1,1,1,0,0,11,1,0,7,0,3,0,2,2,0,3,1,2
0,3,2,3,0,0,1,2,1,9,2,1,53,2,0,2,1,0,3,2,2,1
1,2,156,33,4,0,15,1,0,4,3,0,0,0,0,1,0,0,1,4,2,4
0,0,6,1,2,1,0,0,0,14,0,0,1,0,5,0,1,0,1,2,8,0
3,0,1,2,2,6,27,1,0,1,0,10,2,1,3,1,8,2,3,1,3,54
2,17,14,0,20,0,1,2,1,1,0,0,1,1,3,2,1,0,1,0,3,0
0,10,2,1,0,1,2,3,2,0,0,9,0,7,19,1,0,0,0,0,0,2
2,22,132,1,5,2,14,3,2,18,5,1,0,1,0,0,4,2,3,2,0,75
11,0,2,1,2,0,3,1,0,0,51,0,0,6,2,1,1,1,6,0,0,2
0,0,3,5,0,15,0,1,1,0,0,0,2,10,0,2,2,1,20,0,0,10
5,0,5,5,429,2,0,2,1,61,16,1,0,1,4,0,0,4,0,0,1,0
0,2,1,0,1,1,2,0,4,2,0,1,0,0,7,0,1,1,1,2,0,1
3,0,1,1,8,1,7,1,15,4,1,2,0,1,0,1,1,5,0,1,4,0
1,0,0,1,0,1,21,1,5,0,0,8,4,2,0,0,0,3,0,0,1,1
0,8,2,1,1,0,2,0,10,1,0,0,0,0,4,1,1,0,4,0,1,1
12,0,2,6,2,1,1,8,24,0,0,18,1,1,0,69,1,1,0,0,2,8
0,0,1,0,0,0,1,0,4,0,0,6,0,0,1,1,0,3,0,0,0,3
3,0,0,0,2,1,1,6,1,0,5,1,1,0,0,2,2,0,1,3,4,2
0,6,0,3,4,1,25,4,0,2,22,9,0,0,2,0,1,0,0,0,4,0
0,2,1,2,6,36,0,1,9,3,3,0,0,1,1,1,0,2,4,0,1,2
1,5,2,0,25,1,1,0,4,0,0,6,1,5,1,60,0,5,2,0,0,10
103,0,0,1,1,0,10,2,0,3,60,18,0,2,0,0,0,2,2,7,1,2
0,2,0,0,0,0,2,3,1,17,6,1,2,2,0,2,0,1,0,0,0,14
2,6,0,3,2,0,15,2,0,0,0,0,2,1,1,1,8,0,3,2,0,1
0,3,3,0,3,0,0,2,0,2,0,4,8,0,15,0,1,1,22,0,1,6
2089,2,3,1,0,1,0,1,0,4,0,4,1,0,7,1,1,75,2,0,1,0
1,1,3,1,2,68,1,0,1,0,6,2,0,6,5,4,0,6,0,3,1,2
49,0,24,6,1,5,15,2,4,0,0,0,1,0,1,1,2,1,1,0,0,4
29,24,0,0,1,3,1,0,0,0,1,3,1,0,1,3,2,2,1,10,1,19
0,1,8,8,0,0,2,2,0,1,0,2,1,1,1,1,0,2,2,2,1,0
0,8,0,2,0,1,2,12,9,1,0,9,3,0,6,0,1,10,51,0,1,14
0,0,5,3,3,1,0,0,0,2,0,2,0,2,0,8,1,0,3,4,4,0
3,1,2,1,0,1,1,3,0,1,0,2,0,0,0,0,1,1,27,2,0,1
0,0,3,0,0,1,0,1,1,0,0,1,0,1,0,2,0,2,0,5,2,0
8,1,4,1,7,0,1,1,1,0,0,264,0,6,0,2,0,1,1,0,0,1
0,199,0,3,6,0,0,1,392,6,8,2,1,0,1,1,0,15,0,2,0,5
0,1,1,3,0,0,11,3,0,0,7,4,9,0,6,1,0,0,0,1,1,0
0,1,2,0,2,3,1,1,0,8,15,2,2,2,0,0,4,0,1,8,3,3
0,4,0,2,0,4,2,5,1,0,6,8,2,1,0,1,1,0,0,1,1,0
14,0,45,0,6,4075,0,1,5,0,2,0,4,7,2,5,1,0,1,0,74,1
0,0,0,68,5,0,3,0,170,2,0,2,1,3,1,1,0,0,1,1,1,15
0,4,0,0,1,0,2,1,3,2,1,1,0,1,2,0,1,0,2,2,2,0
5,3,0,59,0,8,0,0,0,1,0,0,4,1,2,1,1,1,10,1,1,0
1,5,0,3,3,0,19,1,2,3,1,5,0,1,4,0,3,1,2,1,0,5
2,16,0,1,0,0,1,0,10,1,0,3,0,0,0,0,0,0,28,1,4,0
1,2,6,2,0,0,3,0,0,2,10,1,3,0,1,0,1,1,0,1,2,0
0,0,4,5,1,0,0,0,2,16,2,3,21,34,0,0,0,2,1,1,0,0
1,0,1,0,0,9,1,3,1,1,4,0,1,0,2,1,0,3,0,0,0,6
0,0,1,0,0,1,0,0,2,0,2,4,2,5,1,1,2,1,0,1,0,0
1,3,13,0,10,7,3,6,0,0,1,42,2,4,2,12,32,69,0,0,0,5
1,0,3,0,3,1,2,1,9,8,0,0,1,0,3,0,0,0,1,0,1,3
3,5,0,0,1,0,0,1,4,4,3,5,1,3,1,0,2,0,7,3,2,0
75,4,1,3,0,0,1,2,0,0,4,1,1,0,1,5,1,1,5,1,0,0
0,3,0,1,3,1,0,5,0,10,0,4,0,0,0,1,0,1,0,0,1,3
1,0,0,1,3,9,3,0,2,0,0,1,1,0,2,0,8,1,69,0,0,4
0,0,18,105,1,0,0,1,1,7,0,0,2,0,0,4,2,109,2,0,0,19
0,0,7,59,1,0,9,3,3,6,4,3,0,4,0,1,1,0,0,1,2,0
0,0,1,20,3,0,0,0,1,2,3,5,1,0,2,0,0,0,0,0,1,3
0,0,2,0,0,0,1,49,1,0,12,50,0,1,3,1,0,1,1,1,1,10
1,3,1,7,0,1,0,39,0,1,2,2,1,0,5,0,0,548,1,4,3,0
1,18,1,5,2,0,10,2,0,3,0,0,2,2,7,0,0,1,0,7,2,2
0,2,2,1,1,3,19,5,12,2,2,0,3,1,2,0,3,2,1,0,3,0
4,2,3,4,1,0,2,0,2,11,6,1,1,0,0,11,0,1,0,3,0,4
8,0,1,1,0,4,0,2,0,7,0,1,2,0,6,0,0,1,1,1,11,2
0,8,1,112,0,0,2,0,0,0,0,4,2,4,1,0,0,1,0,1,0,1
1,0,1,25,1,32,0,0,1,1,0,6,8,4,1,1,2,2,0,2,1,2
0,3,1,361,1,2,2,1,0,0,0,2,2,8,0,1,1,0,1,5,0,1
0,0,0,11,0,0,1,0,1,6,0,2,6,1,1,1,0,0,2,0,0,0
2,1,0,0,1,0,0,0,0,4,1,0,0,2,1,0,1,1,0,2,0,0
10,2,1,1,1,1,0,2,2,0,1,2,4,1,1,5,5,0,0,0,0,4
10,0,9,1,10,0,13,7,0,59,1,0,15,1,6,1,2,6,3,0,0,0
1,0,1,1,13,0,6,13,2,1,5,1,0,0,2,0,65,2,1,3,1,0
1,3,5,2,1,5,49,5,0,3,0,2,1,0,3,0,9,0,0,0,1,16
0,0,0,0,1,1,13,1,1,1,0,4,1,1,0,0,1,0,3,2,0,1
24,0,0,14,10,5,3,1,1,5,1,0,0,89,1,0,1,0,0,31,2,0
13,0,8,0,19,5,0,0,1,3,0,0,0,0,1,1,0,0,2,4,1,0
0,2,2,12,2,0,0,10,3,1,0,1,1,0,56,0,3,3,0,36,1,4
2,1,16,0,0,1,0,1,2,3,1,8,2,6,5,0,3,4,2,0,2,1
7,3,2,0,22,31,5,6,8,0,1,1,0,0,9,1,1,0,0,1,1,4
0,11,4,0,0,2,12,0,1,2,7,6,0,150,0,1,1,0,0,9,0,13
0,0,0,0,0,1,0,1,0,2,0,0,1,0,2,1,1,2,0,9,1,1
5,2,0,2,0,4,2,1,22,0,5,2,0,2,0,0,1,0,0,3,1,0
2,19,3,0,6,1,0,0,1,1,1,22,1,0,2,3,3,0,6,4,0,0
1,0,1,0,0,0,16,0,3,9,4,124,0,1,0,0,1,0,0,1,190,2
27,1,1,1,1,1,0,0,0,1,51,0,0,2,1,18,97,1,0,1,0,3
1,3,0,2,0,3,0,0,0,0,1,0,23,1,1,3,1,0,2,2,0,3
21,1,7,3,3,0,2,0,0,1,3,0,1,0,5,2,1,1,0,5,1,28
1,5,54,1,10,0,1,3,0,12,6,1,1,1,0,3,10,0,0,1,1,0
11,2,1,0,0,5,3,3,0,0,1,0,2,0,5,1,1,3,0,2,1,10
1,7,5,0,1,1,6,0,0,0,0,1,0,0,1,0,0,2,2,0,3,0
1,2,0,0,4,2,2,50,3,0,0,0,0,0,0,91,0,1,0,1,2,3
0,2,64,3,9,1,3,0,3,0,1,2,2,3,1,2,4,4,7,0,2,0
0,0,6,5,0,1,1,0,1,2,2,0,0,2,4,0,0,4,0,1,2,20
18,0,6,8,0,1,1,2,3,0,14,4,19,1,0,0,0,0,2,1,4,2
1,4,0,0,5,2,7,1,2,1,1,0,2,0,0,1,3,1,1,1,1,0
1,5,2,4,0,1,107,3,0,2,0,1,1,4,1,0,1,2,1,3,0,0
2,4,0,3,12,17,169,1,8,1,0,19,3,0,3,0,1,2,2,2,0,6
0,3,0,0,3,2,0,2,6,2,17,0,3,1,21,3,131,0,1,0,0,0
2,0,6,5,0,1,7,0,1,0,0,2,2,0,2,0,7,1,55,0,8,9
0,0,2,3,1,0,0,4,1,0,5,1,1,3,0,1,1,8,2,0,0,1
3,1,0,0,4,0,7,3,5,2,0,2,6,0,6,0,1,0,0,1,0,0
0,3,1,8,0,48,1,8,1,0,0,8,14,3,10,0,1,1,0,0,0,0
3,6,0,14,1,2,1,1,8,9,0,1,1,1,1,2,0,0,0,2,0,1
0,0,3,0,0,1,1,1,3,1,1,1,0,2,2,0,0,0,0,0,3,45
1,0,3,2,57,1,4,10,0,3,2,1,0,0,0,1,7,2,0,4,0,2
3,1,1,3,0,0,0,2,0,0,1,7,0,5,7,1,0,1,1,0,1,0
0,0,0,0,0,1,0,1,6,1,0,1,1,1,0,0,3,0,0,1,3,0
0,71,1,0,24,0,7,4,1,0,0,2,6,5,0,2,1,1,0,1,0,2
0,2,12,0,0,2,18,0,0,26,1,0,0,2,0,1,0,2,9,1,0,1
1,0,23,2,6,3,2,0,13,2,6,0,3,0,0,3,1,1,1,1,1,0
0,9,5,1,0,0,1,0,7,0,1,7,2,1,8,27,8,1,0,1,4,9
0,0,1,24,6,2,2,4,0,3,0,149,3,3,0,1,1,1,7,1,0,1
14,14,1,0,17,1,1,1,2,3,1,2,2,5,6,70,3,1,3,0,1,0
0,0,3,0,5,6,2,1,240,1,2,27,0,1,1,2,1,0,1,3,1,1
1,1,0,0,1,6,0,0,3,2,1,0,0,2,2,1,1,0,2,1,1,0
0,0,2,0,8,2,1,15,1,4,0,1,13,1,13,0,0,1,2,8,1,8
12,3,0,0,6,1,20,1,1,0,0,0,0,0,3,1,0,1,0,0,1,0
0,0,13,3,0,49,0,1,0,2,1,1,5,5,0,1,0,0,0,0,2,0
0,0,1,7,52,0,0,1,0,0,0,0,1,0,2,1,1,1,0,1,1,17
3,1,0,0,30,1,26,0,0,3,1,3,7,0,0,1,1,0,1,0,1,5
6,1,14,0,1,0,7,0,1,1,0,0,18,1,0,22,1,1,6,1,3,10
0,1,1,2,0,1,0,1,0,0,1,0,1,0,6,6,0,2,0,0,0,2
0,2,3,1,0,5,1,0,0,0,2,15,1,1,0,0,23,3,2,0,1,1
3,0,3,0,7,7,0,0,1,1,1,0,1,2,2,0,0,18,1,0,6,8
7,2,0,1,4,0,3,0,0,4,2,0,16,10,0,2,33,205,1,2,0,1
7,0,0,3,2,1,1,1,1,0,3,3,2,2,0,1,1,0,0,4,1,3
