1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,p
13,3,0,3,6,3,72,0,0,2,0,18,0,0,2,1,5,1,2,0,1,1,6,0,0,1,2,1,0,0,0,16
0,61,4,5,0,17,1,3,7,0,2,1,0,0,0,0,2,1,1,0,0,1,1,0,0,1,1,1,0,0,1,14
0,0,0,2,8,1,1,0,2,22,1,2,0,3,1,1,0,0,1,1,2,1,0,1,2,1,0,0,2,3,1,7
4,0,9,3,0,0,46,0,0,0,0,1,1,2,1,4,2,5,1,0,0,0,1,1,4,0,3,2,1,3,3,1
16,1,0,2,6,3,15,3,0,2,0,0,1,0,0,2,0,2,4,2,0,2,0,2,1,0,1,1,3,1,1,6
1,3,1,0,1,0,17,0,1,0,1,1,0,0,2,1,0,0,0,2,2,0,3,0,0,1,1,0,1,1,2,0
0,0,2,0,0,288,2,4,0,0,4,9,0,0,0,14,4,0,0,2,2,1,1,2,0,0,1,2,2,1,4,48
0,0,7,0,16,2,4,0,2,0,2,0,0,1,2,0,2,1,13,1,1,2,0,0,1,2,0,0,0,0,3,0
0,4,2,5,32,0,8,1,11,13,0,0,1,1,1,1,1,1,1,4,2,3,1,0,1,2,0,2,0,0,3,2
10,29,0,0,1,0,0,4,3,21,6,1,0,5,14,3,2,1,2,0,0,2,2,0,0,4,2,1,1,0,1,5
0,1,3,0,0,0,0,3,2,1,0,1,0,0,0,1,1,1,3,1,1,0,4,1,0,1,0,2,4,2,2,16
2,5,0,0,40,0,1,8,2,1,0,0,3,36,35,0,1,1,4,2,0,2,1,1,1,0,1,0,1,1,0,21
7,1,1,6,5,2,12,0,0,0,0,1,3,1,0,0,7,0,5,2,1,0,2,0,1,0,1,0,0,0,0,1
24,1,1,0,1,24,0,0,0,0,1,1,1,1,0,2,4,0,0,1,2,1,0,1,1,0,2,2,0,0,0,11
0,4,0,50,0,1,16,0,2,1,1,2,3,2,1,0,0,1,1,1,0,1,2,0,2,0,0,4,2,0,1,1
0,0,18,4,0,0,2,5,0,0,0,1,0,1,1,1,6,0,2,0,1,0,0,7,1,2,2,0,1,3,2,10
2,0,0,0,3,1,2,5,0,0,1,2,2,3,0,0,7,2,4,5,0,1,2,0,1,2,1,0,0,0,1,0
0,3,0,7,0,1,5,1,0,2,2,4,0,2,3,0,0,2,0,1,2,1,1,88,1,0,3,1,5,2,0,41
0,16,0,0,1,5,2,0,0,2,0,1,7,2,0,0,0,0,1,1,0,2,2,0,1,1,0,1,4,1,0,0
5,3,2,3,2,1,0,1,2,4,2,1,14,0,1,0,0,1,1,4,4,1,3,0,0,4,1,2,1,1,0,13
0,0,0,6,1,4,428,5,7,28,3,5,0,1,0,4,2,3,2,1,2,0,1,3,0,3,2,0,1,0,0,0
1,2,2,1,1,5,39,29,3,0,5,0,0,7,2,1,1,3,1,0,1,3,0,0,1,1,1,1,0,1,1,0
11,0,1,0,2,10,0,9,1,0,9,0,1,1,0,0,1,1,0,2,1,3,1,0,0,1,2,1,3,1,1,0
0,4,0,1,0,0,2,0,0,0,0,2,1,0,1,2,3,4,1,2,1,15,0,2,1,0,2,2,1,0,2,4
64,0,0,0,0,0,0,0,0,3,14,0,2,0,1,14,1,1,0,0,2,1,3,0,0,1,0,0,3,1,3,2
0,0,1,1,0,4,4,31,0,0,0,0,0,2,2,0,1,2,1,1,2,0,0,2,0,2,1,1,3,2,1,0
0,7,6,1,3,0,6,5,1,40,0,2,1,0,2,14,7,13,0,3,1,3,5,0,0,1,1,1,0,2,0,2
1,10,8,0,1,1,1,0,0,2,2,0,1,1,1,0,0,0,3,3,3,0,1,2,1,0,1,1,1,1,2,0
1,2,2,0,1,0,2303,1,2,0,2,0,0,0,2,0,0,1,1,0,3,1,2,2,2,0,3,2,2,1,1,10
13,7,0,0,0,4,0,0,1,1,49,0,1,0,2,0,2,0,2,2,2,0,1,0,1,1,0,1,2,2,1,5
4,18,7,0,0,2,1,2,0,2,0,27,2,1,1,0,2,0,0,1,2,1,5,1,1,2,0,1,2,1,0,3
