1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,p
0,0,0,0,1,1,4,5,6,4,0,2,1,4,1,0,0,0,1,0,1,1,1,2,1,1,2,0,0,0,2,3
2,1,3,1,0,0,2,20,1,1,0,0,0,2,0,4,0,0,4,1,0,4,2,0,1,1,1,1,1,0,3,0
0,9,0,2,15,1,1,1,1,5,1,1,5,0,1,1,0,1,1,2,0,0,0,0,3,0,0,0,2,1,1,0
0,0,7,1,1,1,2,0,0,1,2,4,4,1,1,1,0,0,1,4,0,0,0,1,4,1,0,0,0,1,0,0
3,10,0,0,0,1,0,14,0,6,1,6,1,3,1,1,1,1,0,0,1,2,0,2,0,4,7,2,0,0,0,0
0,1,1,2,0,0,0,6,1,1,1,1,1,0,8,2,33,1,0,1,2,1,1,1,2,0,1,0,0,2,2,0
4,4,1,14,0,14,1,1,8,1,0,0,1,2,0,1,1,1,1,0,0,0,1,1,1,2,1,2,0,3,0,0
0,5,5,1,0,0,0,0,7,0,1,1,1,1,1,1,1,1,1,3,1,0,0,1,2,0,3,0,0,0,1,5
0,0,0,4,0,0,0,0,1,2,1,6,1,3,1,0,0,0,1,1,1,2,1,0,0,1,0,1,1,0,1,0
1,5,0,1,0,16,10,0,0,0,12,0,1,2,1,5,0,1,41,1,1,0,0,1,0,2,1,0,0,2,2,2
0,0,0,0,0,2,0,14,1,0,0,0,3,4,0,1,0,1,5,2,0,2,1,1,1,4,2,1,1,2,2,9
0,3,32,0,2,0,1,3,0,7,17,0,1,7,2,4,0,0,1,2,0,1,0,0,0,2,2,0,0,4,0,3
0,4,3,2,1,0,1,14,2,1,1,0,0,2,0,5,2,3,1,0,2,2,0,1,1,2,1,2,0,1,4,0
0,0,1,6,1,2,0,0,1,0,2,0,0,1,0,4,2,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0
44,1,50,1,2,1,1,0,1,5,2,2,1,1,1,0,0,1,1,1,0,2,1,3,0,2,0,0,1,2,1,1
4,1,0,3,3,0,0,0,1,0,1,0,0,7,4,2,0,0,0,1,1,2,0,0,2,0,1,0,2,1,0,3
8,21,2,0,0,0,5,0,5,3,1,10,28,1,2,2,1,3,1,1,1,0,1,1,2,3,0,1,1,2,2,5
0,1,0,1,5,3,2,0,0,0,3,6,2,5,1,2,2,1,1,1,4,0,1,0,0,2,0,0,1,1,0,2
1,0,0,0,0,2,1,15,0,0,0,2,1,2,1,0,2,1,0,3,0,2,1,1,3,0,0,0,1,0,1,0
1,2,22,0,0,3,0,2,1,0,0,4,2,2,1,1,0,0,3,1,1,1,2,3,2,2,4,2,1,0,3,2
4,0,0,6,0,3,2,1,15,0,0,1,1,2,2,1,1,0,4,1,0,0,0,0,2,1,2,0,3,2,0,0
10,7,7,2,1,0,0,2,1,0,0,2,0,0,1,0,1,1,1,1,3,1,1,0,0,1,2,3,4,0,1,5
1,0,0,0,9,0,2,0,2,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0
3,0,1,1,23,1,1,2,0,3,2,0,2,0,1,0,1,0,0,1,0,1,2,0,2,2,0,1,0,1,0,1
0,0,13,5,1,0,0,1,1,6,1,0,0,0,3,2,2,0,4,0,1,1,0,2,1,0,0,0,0,2,2,0
0,2,0,14,3,2,0,1,0,1,4,0,0,2,0,0,1,1,1,2,0,1,2,3,2,6,3,0,1,1,0,0
94,2,0,0,0,31,1,3,12,0,0,0,1,2,1,2,1,1,2,1,3,0,0,1,0,1,0,1,1,2,1,0
1,20,2,0,0,3,0,4,0,1,9,0,10,2,1,0,2,0,1,1,1,0,1,0,4,9,1,1,0,2,0,0
14,5,1,8,2,7,0,1,2,1,1,3,3,1,1,0,0,2,0,4,1,2,0,0,1,2,2,26,1,2,1,0
2,3,0,36,0,18,1,0,0,7,0,0,1,2,0,0,1,0,1,2,1,40,2,3,3,1,1,0,1,0,1,5
